over_id,over_overNumber,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,over_totalInningRuns,over_totalInningWickets,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
48725,14,1082,,538,Sheffield Shield 2018-19,3,345,,82,Victoria Men,2.0,0.0,1.0,2.0,32.0,3.0,2019-03-22T11:48:01Z,1.0,False,,,,351.0,Chris Tremain,288.0,Travis Head,777.0,Jake Lehmann,90.0,48.0,Right,Wicketkeeper,0.0,0.0,0.0,0.0,,LengthBall,Null,NoShot,0,NoShot,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,142.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
48725,14,1082,,538,Sheffield Shield 2018-19,3,345,,82,Victoria Men,2.0,0.0,1.0,2.0,32.0,3.0,2019-03-22T11:48:37Z,2.0,False,,,,351.0,Chris Tremain,288.0,Travis Head,777.0,Jake Lehmann,90.0,48.0,Right,Wicketkeeper,0.0,0.0,0.0,0.0,,LengthBall,Null,PlayAndMiss,0,BackwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,142.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
48725,14,1082,,538,Sheffield Shield 2018-19,3,345,,82,Victoria Men,2.0,0.0,1.0,2.0,32.0,3.0,2019-03-22T11:49:15Z,3.0,False,,,,351.0,Chris Tremain,288.0,Travis Head,777.0,Jake Lehmann,270.0,40.0,Right,Bowler,0.0,0.0,0.0,0.0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,142.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
48725,14,1082,,538,Sheffield Shield 2018-19,3,345,,82,Victoria Men,2.0,0.0,1.0,2.0,32.0,3.0,2019-03-22T11:49:51Z,4.0,False,,,,351.0,Chris Tremain,288.0,Travis Head,777.0,Jake Lehmann,148.0,118.0,Right,Fine Leg,1.0,0.0,1.0,1.0,,LengthBall,Null,Played,0,Worked,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,142.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
48725,14,1082,,538,Sheffield Shield 2018-19,3,345,,82,Victoria Men,2.0,0.0,1.0,2.0,32.0,3.0,2019-03-22T11:50:34Z,5.0,False,,,,351.0,Chris Tremain,777.0,Jake Lehmann,288.0,Travis Head,90.0,48.0,Right,Wicketkeeper,0.0,0.0,0.0,0.0,,BackOfALength,Null,NoShot,0,NoShot,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,142.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
48725,14,1082,,538,Sheffield Shield 2018-19,3,345,,82,Victoria Men,2.0,0.0,1.0,2.0,32.0,3.0,2019-03-22T11:51:05Z,6.0,False,,,,351.0,Chris Tremain,777.0,Jake Lehmann,288.0,Travis Head,217.0,71.0,Right,Mid Wicket,0.0,0.0,0.0,0.0,,LengthBall,Null,Played,0,BackwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,142.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
48727,15,1082,,538,Sheffield Shield 2018-19,3,345,,82,Victoria Men,0.0,0.0,0.0,,32.0,3.0,2019-03-22T11:52:01Z,1.0,False,,,,1068.0,Andrew Fekete,288.0,Travis Head,777.0,Jake Lehmann,216.0,58.0,Right,Short Mid Wicket,0.0,0.0,0.0,0.0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,99.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
48727,15,1082,,538,Sheffield Shield 2018-19,3,345,,82,Victoria Men,0.0,0.0,0.0,,32.0,3.0,2019-03-22T11:52:32Z,2.0,False,,,,1068.0,Andrew Fekete,288.0,Travis Head,777.0,Jake Lehmann,257.0,90.0,Right,Mid On,0.0,0.0,0.0,0.0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,99.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
48727,15,1082,,538,Sheffield Shield 2018-19,3,345,,82,Victoria Men,0.0,0.0,0.0,,32.0,3.0,2019-03-22T11:53:14Z,3.0,False,,,,1068.0,Andrew Fekete,288.0,Travis Head,777.0,Jake Lehmann,90.0,48.0,Right,Wicketkeeper,0.0,0.0,0.0,0.0,,BackOfALength,Null,PlayAndMiss,0,Cut,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,99.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
48727,15,1082,,538,Sheffield Shield 2018-19,3,345,,82,Victoria Men,0.0,0.0,0.0,,32.0,3.0,2019-03-22T11:53:55Z,4.0,False,,,,1068.0,Andrew Fekete,288.0,Travis Head,777.0,Jake Lehmann,14.0,71.0,Right,Backward Point,0.0,0.0,0.0,0.0,,LengthBall,Null,Played,0,Cut,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,99.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
48727,15,1082,,538,Sheffield Shield 2018-19,3,345,,82,Victoria Men,0.0,0.0,0.0,,32.0,3.0,2019-03-22T11:54:34Z,5.0,False,,,,1068.0,Andrew Fekete,288.0,Travis Head,777.0,Jake Lehmann,90.0,48.0,Right,Wicketkeeper,0.0,0.0,0.0,0.0,,BackOfALength,Null,PlayAndMiss,0,Cut,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,99.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
48727,15,1082,,538,Sheffield Shield 2018-19,3,345,,82,Victoria Men,0.0,0.0,0.0,,32.0,3.0,2019-03-22T11:55:17Z,6.0,False,,,,1068.0,Andrew Fekete,288.0,Travis Head,777.0,Jake Lehmann,334.0,60.0,Right,Short Extra Cover,0.0,0.0,0.0,0.0,,LengthBall,Null,FalseShot,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,99.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
48729,16,1082,,538,Sheffield Shield 2018-19,3,345,,82,Victoria Men,7.0,0.0,0.0,7.0,39.0,3.0,2019-03-22T11:56:05Z,1.0,False,,,,351.0,Chris Tremain,777.0,Jake Lehmann,288.0,Travis Head,270.0,40.0,Right,Bowler,0.0,0.0,0.0,0.0,,LengthBall,Null,Played,0,BackwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,142.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
48729,16,1082,,538,Sheffield Shield 2018-19,3,345,,82,Victoria Men,7.0,0.0,0.0,7.0,39.0,3.0,2019-03-22T11:56:39Z,2.0,False,,,,351.0,Chris Tremain,777.0,Jake Lehmann,288.0,Travis Head,38.0,115.0,Right,Third Man,1.0,0.0,1.0,1.0,,LengthBall,Null,FalseShot,0,Worked,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,142.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
48729,16,1082,,538,Sheffield Shield 2018-19,3,345,,82,Victoria Men,7.0,0.0,0.0,7.0,39.0,3.0,2019-03-22T11:57:24Z,3.0,False,,,,351.0,Chris Tremain,288.0,Travis Head,777.0,Jake Lehmann,210.0,78.0,Right,Mid Wicket,0.0,0.0,0.0,0.0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,142.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
48729,16,1082,,538,Sheffield Shield 2018-19,3,345,,82,Victoria Men,7.0,0.0,0.0,7.0,39.0,3.0,2019-03-22T11:57:59Z,4.0,False,,,,351.0,Chris Tremain,288.0,Travis Head,777.0,Jake Lehmann,209.0,182.0,Right,Deep Mid Wicket,4.0,0.0,4.0,4.0,,LengthBall,Null,HitHard,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,142.0,False,False,False,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True
48729,16,1082,,538,Sheffield Shield 2018-19,3,345,,82,Victoria Men,7.0,0.0,0.0,7.0,39.0,3.0,2019-03-22T11:58:36Z,5.0,False,,,,351.0,Chris Tremain,288.0,Travis Head,777.0,Jake Lehmann,212.0,113.0,Right,Mid Wicket,2.0,0.0,2.0,2.0,,LengthBall,Null,Played,0,Worked,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,142.0,False,False,False,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False
48729,16,1082,,538,Sheffield Shield 2018-19,3,345,,82,Victoria Men,7.0,0.0,0.0,7.0,39.0,3.0,2019-03-22T11:59:14Z,6.0,False,,,,351.0,Chris Tremain,288.0,Travis Head,777.0,Jake Lehmann,90.0,48.0,Right,Wicketkeeper,0.0,0.0,0.0,0.0,,LengthBall,Null,NoShot,0,NoShot,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,142.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
