over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,catchDifficulty,totalBallNumber,battingHandId
1313054,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74618,,39271,County Championship Division One 2026,1,39,Glamorgan Men,33,Warwickshire Men,2026-05-15T11:00:01Z,1,False,,,,88,Ethan Bamber,8066,Zain Ul-Hassan,10441,Asa Tribe,90,48,Wicketkeeper,0,0,0,0,,LengthBall,Null,NotOut,Left,0,Leave,Null,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,22,False,True,False,False,False,False,0,0,0,0,0,False,False,0.0,,
1313054,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74618,,39271,County Championship Division One 2026,1,39,Glamorgan Men,33,Warwickshire Men,2026-05-15T11:00:34Z,2,False,,,,88,Ethan Bamber,8066,Zain Ul-Hassan,10441,Asa Tribe,242,41,Silly Mid On,0,0,0,0,,HalfVolley,Null,NotOut,Played,0,Pushed,Null,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,22,False,False,False,False,False,False,0,0,0,0,0,False,False,0.0,,
1313054,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74618,,39271,County Championship Division One 2026,1,39,Glamorgan Men,33,Warwickshire Men,2026-05-15T11:01:17Z,3,False,,,,88,Ethan Bamber,8066,Zain Ul-Hassan,10441,Asa Tribe,45,50,Third Slip,0,0,0,0,,LengthBall,Null,NotOut,Edged,0,ForwardDefensive,Null,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,22,False,False,False,False,False,False,0,0,0,0,0,False,False,2.0,,
1313054,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74618,,39271,County Championship Division One 2026,1,39,Glamorgan Men,33,Warwickshire Men,2026-05-15T11:01:57Z,4,False,,,,88,Ethan Bamber,8066,Zain Ul-Hassan,10441,Asa Tribe,1,74,Point,0,0,0,0,,LengthBall,Null,NotOut,Edged,0,ForwardDefensive,Null,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,22,False,False,False,False,False,False,0,0,0,0,0,False,False,0.0,,
1313054,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74618,,39271,County Championship Division One 2026,1,39,Glamorgan Men,33,Warwickshire Men,2026-05-15T11:02:13Z,5,False,,,,88,Ethan Bamber,8066,Zain Ul-Hassan,10441,Asa Tribe,82,138,Third Man,0,0,0,0,,LengthBall,Null,NotOut,HitPad,0,Leave,Null,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,22,False,False,False,False,False,False,0,0,0,0,0,False,False,0.0,,
1313054,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74618,,39271,County Championship Division One 2026,1,39,Glamorgan Men,33,Warwickshire Men,2026-05-15T11:03:21Z,6,False,,,,88,Ethan Bamber,8066,Zain Ul-Hassan,10441,Asa Tribe,187,20,Short Leg,0,0,0,0,,LengthBall,Null,NotOut,Played,0,ForwardDefensive,Null,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,22,False,False,False,False,False,False,0,0,0,0,0,False,False,0.0,,
1313065,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,74618,,39271,County Championship Division One 2026,1,39,Glamorgan Men,33,Warwickshire Men,2026-05-15T11:04:20Z,1,False,,,,32,Oliver Hannon-Dalby,10441,Asa Tribe,8066,Zain Ul-Hassan,196,25,Silly Point,0,0,0,0,,HalfVolley,Null,NotOut,Played,0,ForwardDefensive,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,61,False,False,False,False,False,False,0,0,0,0,0,False,False,0.0,,
1313065,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,74618,,39271,County Championship Division One 2026,1,39,Glamorgan Men,33,Warwickshire Men,2026-05-15T11:04:50Z,2,False,,,,32,Oliver Hannon-Dalby,10441,Asa Tribe,8066,Zain Ul-Hassan,90,48,Wicketkeeper,0,0,0,0,,LengthBall,Null,NotOut,Missed,0,ForwardDefensive,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,61,False,False,False,False,False,False,0,0,0,0,0,False,False,0.0,,
1313065,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,74618,,39271,County Championship Division One 2026,1,39,Glamorgan Men,33,Warwickshire Men,2026-05-15T11:05:17Z,3,False,,,,32,Oliver Hannon-Dalby,10441,Asa Tribe,8066,Zain Ul-Hassan,231,20,Silly Point,0,0,0,0,,HalfVolley,Null,NotOut,Played,0,Pushed,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,61,False,False,False,False,False,False,0,0,0,0,0,False,False,0.0,,
1313065,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,74618,,39271,County Championship Division One 2026,1,39,Glamorgan Men,33,Warwickshire Men,2026-05-15T11:06:08Z,4,False,,,,32,Oliver Hannon-Dalby,10441,Asa Tribe,8066,Zain Ul-Hassan,250,24,Silly Point,0,0,0,0,,LengthBall,Null,NotOut,Played,0,ForwardDefensive,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,61,False,False,False,False,False,False,0,0,0,0,0,False,False,0.0,,
