over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,shotAngle,shotMagnitude
1637100,2,0.5,0,2,0,1,2,0,76280,,39449,County Championship Division Two 2026,1,45,Yorkshire Men,48,Surrey Men,8747648,2026-09-02T12:14:47Z,1,7,False,,,,168,Matt Fisher,156,Adam Lyth,7989,Will Luxton,Left,Wicketkeeper,0,0,0,0,,BackOfALength,OffStump,,Left,FrontFoot,Leave,SeamIn,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False,,
1637100,2,0.5,0,2,0,1,2,0,76280,,39449,County Championship Division Two 2026,1,45,Yorkshire Men,48,Surrey Men,8747653,2026-09-02T12:15:21Z,2,8,False,,,,168,Matt Fisher,156,Adam Lyth,7989,Will Luxton,Left,Wicketkeeper,0,0,0,0,,LengthBall,OffStump,,Left,BackFoot,Leave,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False,,
1637100,2,0.5,0,2,0,1,2,0,76280,,39449,County Championship Division Two 2026,1,45,Yorkshire Men,48,Surrey Men,8747664,2026-09-02T12:15:56Z,3,9,True,Lbw,156.0,Adam Lyth,168,Matt Fisher,156,Adam Lyth,7989,Will Luxton,Left,,0,0,0,0,LBW,LengthBall,OffStump,Lbw,HitPad,FrontFoot,Leave,InSwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,1906.0,False,False,False,False,False,False,0,0,0,0,0,False,False,,
1637100,2,0.5,0,2,0,1,2,0,76280,,39449,County Championship Division Two 2026,1,45,Yorkshire Men,48,Surrey Men,8747668,2026-09-02T12:18:13Z,4,10,False,,,,168,Matt Fisher,963,Sam Whiteman,7989,Will Luxton,Left,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,,Left,FrontFoot,Leave,SeamIn,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False,,
1637100,2,0.5,0,2,0,1,2,0,76280,,39449,County Championship Division Two 2026,1,45,Yorkshire Men,48,Surrey Men,8747677,2026-09-02T12:18:49Z,5,11,True,Lbw,963.0,Sam Whiteman,168,Matt Fisher,963,Sam Whiteman,7989,Will Luxton,Left,,0,0,0,0,LBW,LengthBall,OffStump,Lbw,HitPad,FrontFoot,ForwardDefensive,InSwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,1906.0,False,False,False,False,False,False,0,0,0,0,0,False,False,,
1637100,2,0.5,0,2,0,1,2,0,76280,,39449,County Championship Division Two 2026,1,45,Yorkshire Men,48,Surrey Men,8747686,2026-09-02T12:21:11Z,6,12,False,,,,168,Matt Fisher,7094,James Wharton,7989,Will Luxton,Right,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,,Missed,BackFoot,BackwardDefensive,AwaySwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False,,
1637107,3,2.33,6,1,0,7,3,6,76280,,39449,County Championship Division Two 2026,1,45,Yorkshire Men,48,Surrey Men,8747692,2026-09-02T12:22:02Z,1,13,False,,,,785,Dan Worrall,7989,Will Luxton,7094,James Wharton,Right,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,,Left,BackFoot,Leave,InSwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False,,
1637107,3,2.33,6,1,0,7,3,6,76280,,39449,County Championship Division Two 2026,1,45,Yorkshire Men,48,Surrey Men,8747696,2026-09-02T12:22:35Z,2,14,False,,,,785,Dan Worrall,7989,Will Luxton,7094,James Wharton,Right,Wicketkeeper,0,0,0,0,,BackOfALength,OutsideOff,,Left,BackFoot,Leave,AwaySwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False,,
1637107,3,2.33,6,1,0,7,3,6,76280,,39449,County Championship Division Two 2026,1,45,Yorkshire Men,48,Surrey Men,8747701,2026-09-02T12:23:10Z,3,15,True,Caught,7989.0,Will Luxton,785,Dan Worrall,7989,Will Luxton,7094,James Wharton,Right,Wicketkeeper,0,0,0,0,Caught,LengthBall,OutsideOff,Caught,OutsideEdge,FrontFoot,ForwardDefensive,AwaySwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,1823.0,False,False,False,False,False,False,0,0,0,0,0,False,False,,
1637107,3,2.33,6,1,0,7,3,6,76280,,39449,County Championship Division Two 2026,1,45,Yorkshire Men,48,Surrey Men,8747711,2026-09-02T12:25:33Z,4,16,False,,,,785,Dan Worrall,2988,Matthew Revis,7094,James Wharton,Right,Deep Square Leg,3,0,3,3,,LengthBall,MiddleStump,,WellTimed,BackFoot,Worked,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,3,0,0,0,0,False,False,354.0,164.0
1637107,3,2.33,6,1,0,7,3,6,76280,,39449,County Championship Division Two 2026,1,45,Yorkshire Men,48,Surrey Men,8747715,2026-09-02T12:26:22Z,5,17,False,,,,785,Dan Worrall,7094,James Wharton,2988,Matthew Revis,Right,Square Leg,0,0,0,0,,LengthBall,OutsideOff,,None,FrontFoot,ForwardDefensive,InSwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False,332.0,52.0
