over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,catchDifficulty,totalBallNumber,battingHandId
1313057,1,9.0,9.0,0.0,0.0,9.0,0.0,9.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:00:52Z,1,False,,,,202,James Anderson,16968,Dan Lategan,146,Jake Libby,90,48,Wicketkeeper,0,0,0,0,,BackOfALength,Null,NotOut,Left,0,Leave,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,354,False,True,False,False,False,False,0,0,0,0,0,False,False,,,
1313057,1,9.0,9.0,0.0,0.0,9.0,0.0,9.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:01:07Z,2,False,,,,202,James Anderson,16968,Dan Lategan,146,Jake Libby,90,48,Wicketkeeper,0,0,0,0,,LengthBall,Null,NotOut,Left,0,Leave,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,354,False,False,False,False,False,False,0,0,0,0,0,False,False,,,
1313057,1,9.0,9.0,0.0,0.0,9.0,0.0,9.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:01:28Z,3,False,,,,202,James Anderson,16968,Dan Lategan,146,Jake Libby,15,184,Deep Backward Point,4,0,4,4,,BackOfALength,Null,NotOut,Middled,0,Cut,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,354,False,False,False,False,False,False,4,0,0,0,0,False,True,,,
1313057,1,9.0,9.0,0.0,0.0,9.0,0.0,9.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:02:06Z,4,False,,,,202,James Anderson,16968,Dan Lategan,146,Jake Libby,90,48,Wicketkeeper,0,0,0,0,,BackOfALength,Null,NotOut,Left,0,Leave,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,354,False,False,False,False,False,False,0,0,0,0,0,False,False,,,
1313057,1,9.0,9.0,0.0,0.0,9.0,0.0,9.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:02:39Z,5,False,,,,202,James Anderson,16968,Dan Lategan,146,Jake Libby,129,149,Fine Leg,1,0,1,1,,BackOfALength,Null,NotOut,Edged,0,Pushed,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,354,False,False,False,False,False,False,1,0,0,0,0,False,False,,,
1313057,1,9.0,9.0,0.0,0.0,9.0,0.0,9.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:03:19Z,6,False,,,,202,James Anderson,146,Jake Libby,16968,Dan Lategan,331,184,Deep Mid Wicket,4,0,4,4,,HalfVolley,Null,NotOut,WellTimed,0,Flick,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,354,False,False,False,False,False,False,4,0,0,0,0,False,True,,,
1313069,2,4.5,0.0,0.0,0.0,9.0,0.0,0.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:04:33Z,1,False,,,,247,Tom Bailey,16968,Dan Lategan,146,Jake Libby,254,17,Short Leg,0,0,0,0,,LengthBall,Null,Lbw,HitPad,0,Worked,Null,Over,Fast,Right,NotOut2ndUmpire,NotReferred,Null,False,False,False,False,False,True,96,False,False,False,False,False,False,0,0,0,0,0,False,False,,,
1313069,2,4.5,0.0,0.0,0.0,9.0,0.0,0.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:05:05Z,2,False,,,,247,Tom Bailey,16968,Dan Lategan,146,Jake Libby,90,48,Wicketkeeper,0,0,0,0,,LengthBall,Null,NotOut,Left,0,Leave,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,False,False,False,False,0,0,0,0,0,False,False,,,
1313069,2,4.5,0.0,0.0,0.0,9.0,0.0,0.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:05:36Z,3,False,,,,247,Tom Bailey,16968,Dan Lategan,146,Jake Libby,90,48,Wicketkeeper,0,0,0,0,,LengthBall,Null,NotOut,Left,0,Leave,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,False,False,False,False,0,0,0,0,0,False,False,,,
1313069,2,4.5,0.0,0.0,0.0,9.0,0.0,0.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:06:16Z,4,False,,,,247,Tom Bailey,16968,Dan Lategan,146,Jake Libby,90,48,Wicketkeeper,0,0,0,0,,LengthBall,Null,NotOut,MissedLegSide,0,Glance,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,False,False,False,False,0,0,0,0,0,False,False,,,
1313069,2,4.5,0.0,0.0,0.0,9.0,0.0,0.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:06:45Z,5,False,,,,247,Tom Bailey,16968,Dan Lategan,146,Jake Libby,90,48,Wicketkeeper,0,0,0,0,,LengthBall,Null,NotOut,Left,0,Leave,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,False,False,False,False,0,0,0,0,0,False,False,,,
1313069,2,4.5,0.0,0.0,0.0,9.0,0.0,0.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:07:12Z,6,False,,,,247,Tom Bailey,16968,Dan Lategan,146,Jake Libby,193,46,Short Mid Wicket,0,0,0,0,,BackOfALength,Null,NotOut,Played,0,BackwardDefensive,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,False,False,False,False,0,0,0,0,0,False,False,,,
1313074,3,3.33,1.0,0.0,0.0,10.0,0.0,1.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:08:04Z,1,False,,,,202,James Anderson,146,Jake Libby,16968,Dan Lategan,182,80,Point,0,0,0,0,,BackOfALength,Null,NotOut,Played,0,Pushed,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,354,False,False,False,False,False,False,0,0,0,0,0,False,False,0.0,,
1313074,3,3.33,1.0,0.0,0.0,10.0,0.0,1.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:08:34Z,2,False,,,,202,James Anderson,146,Jake Libby,16968,Dan Lategan,189,76,Cover,1,0,1,1,,BackOfALength,Null,NotOut,Played,0,Pushed,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,354,False,False,False,False,False,False,1,0,0,0,0,False,False,0.0,,
1313074,3,3.33,1.0,0.0,0.0,10.0,0.0,1.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:09:09Z,3,False,,,,202,James Anderson,16968,Dan Lategan,146,Jake Libby,90,48,Wicketkeeper,0,0,0,0,,BackOfALength,Null,NotOut,Left,0,Leave,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,354,False,False,False,False,False,False,0,0,0,0,0,False,False,0.0,,
1313074,3,3.33,1.0,0.0,0.0,10.0,0.0,1.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:09:43Z,4,False,,,,202,James Anderson,16968,Dan Lategan,146,Jake Libby,13,51,Gully,0,0,0,0,,BackOfALength,Null,NotOut,HitPad,0,Worked,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,354,False,False,False,False,False,False,0,0,0,0,0,False,False,0.0,,
1313074,3,3.33,1.0,0.0,0.0,10.0,0.0,1.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:10:14Z,5,False,,,,202,James Anderson,16968,Dan Lategan,146,Jake Libby,90,48,Wicketkeeper,0,0,0,0,,BackOfALength,Null,NotOut,Left,0,Leave,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,354,False,False,False,False,False,False,0,0,0,0,0,False,False,0.0,,
1313074,3,3.33,1.0,0.0,0.0,10.0,0.0,1.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:10:48Z,6,False,,,,202,James Anderson,16968,Dan Lategan,146,Jake Libby,90,48,Wicketkeeper,0,0,0,0,,BackOfALength,Null,NotOut,Missed,0,Pushed,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,354,False,False,False,False,False,False,0,0,0,0,0,False,False,0.0,,
1313084,4,3.25,3.0,0.0,0.0,13.0,0.0,3.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:11:42Z,1,False,,,,247,Tom Bailey,146,Jake Libby,16968,Dan Lategan,169,76,Backward Point,1,0,1,1,,BackOfALength,Null,NotOut,Played,0,Steer,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,False,False,False,False,1,0,0,0,0,False,False,,,
1313084,4,3.25,3.0,0.0,0.0,13.0,0.0,3.0,74613,,39266,County Championship Division Two 2026,1,46,Worcestershire Men,50,Lancashire Men,2026-05-15T11:12:13Z,2,False,,,,247,Tom Bailey,16968,Dan Lategan,146,Jake Libby,219,151,Deep Mid Wicket,2,0,2,2,,LengthBall,Null,NotOut,WellTimed,0,Drive,Null,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,False,False,False,False,2,0,0,0,0,False,False,,,
