over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
1637138,2,3.5,6,0,0,7,0,6,76282,,39458,County Championship Division Two 2026,1,34,Gloucestershire Men,36,Derbyshire Men,8747874,2026-09-02T12:48:11Z,1,7,False,,,,3743,Brett Randell,783,Cameron Bancroft,10495,Joe Phillips,61.0,117.0,Right,Fine Leg,1,0,1,1,,LengthBall,MiddleStump,,None,BackFoot,Glance,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False
1637138,2,3.5,6,0,0,7,0,6,76282,,39458,County Championship Division Two 2026,1,34,Gloucestershire Men,36,Derbyshire Men,8747880,2026-09-02T12:48:50Z,2,8,False,,,,3743,Brett Randell,10495,Joe Phillips,783,Cameron Bancroft,,,Right,Bowler,0,0,0,0,,HalfVolley,OffStump,,None,FrontFoot,ForwardDefensive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False
1637138,2,3.5,6,0,0,7,0,6,76282,,39458,County Championship Division Two 2026,1,34,Gloucestershire Men,36,Derbyshire Men,8747886,2026-09-02T12:49:24Z,3,9,False,,,,3743,Brett Randell,10495,Joe Phillips,783,Cameron Bancroft,309.0,77.0,Right,Mid Wicket,0,0,0,0,,LengthBall,OffStump,,None,BackFoot,Worked,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False
1637138,2,3.5,6,0,0,7,0,6,76282,,39458,County Championship Division Two 2026,1,34,Gloucestershire Men,36,Derbyshire Men,8747891,2026-09-02T12:50:03Z,4,10,False,,,,3743,Brett Randell,10495,Joe Phillips,783,Cameron Bancroft,214.0,176.0,Right,,4,0,4,4,,HalfVolley,OutsideOff,,WellTimed,FrontFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,4,0,0,0,0,True,False
1637138,2,3.5,6,0,0,7,0,6,76282,,39458,County Championship Division Two 2026,1,34,Gloucestershire Men,36,Derbyshire Men,8747898,2026-09-02T12:50:46Z,5,11,False,,,,3743,Brett Randell,10495,Joe Phillips,783,Cameron Bancroft,66.0,132.0,Right,Fine Leg,1,0,1,1,,LengthBall,MiddleStump,,None,BackFoot,Glance,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False
1637138,2,3.5,6,0,0,7,0,6,76282,,39458,County Championship Division Two 2026,1,34,Gloucestershire Men,36,Derbyshire Men,8747904,2026-09-02T12:51:28Z,6,12,False,,,,3743,Brett Randell,783,Cameron Bancroft,10495,Joe Phillips,295.0,77.0,Right,Mid On,0,0,0,0,,HalfVolley,MiddleStump,,None,BackFoot,Worked,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False
1637145,3,2.33,0,0,0,7,0,0,76282,,39458,County Championship Division Two 2026,1,34,Gloucestershire Men,36,Derbyshire Men,8747911,2026-09-02T12:52:15Z,1,13,False,,,,7014,Ben Aitchison,10495,Joe Phillips,783,Cameron Bancroft,290.0,79.0,Right,Mid On,0,0,0,0,,LengthBall,OffStump,,None,BackFoot,Worked,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False
1637145,3,2.33,0,0,0,7,0,0,76282,,39458,County Championship Division Two 2026,1,34,Gloucestershire Men,36,Derbyshire Men,8747915,2026-09-02T12:52:49Z,2,14,False,,,,7014,Ben Aitchison,10495,Joe Phillips,783,Cameron Bancroft,233.0,47.0,Right,Extra Cover,0,0,0,0,,HalfVolley,OffStump,,None,BackFoot,Pushed,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False
1637145,3,2.33,0,0,0,7,0,0,76282,,39458,County Championship Division Two 2026,1,34,Gloucestershire Men,36,Derbyshire Men,8747920,2026-09-02T12:53:19Z,3,15,False,,,,7014,Ben Aitchison,10495,Joe Phillips,783,Cameron Bancroft,,,Right,Bowler,0,0,0,0,,LengthBall,LegStump,Lbw,HitPad,BackFoot,Glance,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,1811.0,False,False,False,False,False,False,0,0,0,0,0,False,False
1637145,3,2.33,0,0,0,7,0,0,76282,,39458,County Championship Division Two 2026,1,34,Gloucestershire Men,36,Derbyshire Men,8747927,2026-09-02T12:53:52Z,4,16,False,,,,7014,Ben Aitchison,10495,Joe Phillips,783,Cameron Bancroft,194.0,42.0,Right,Cover,0,0,0,0,,LengthBall,OffStump,,HitBody,FrontFoot,ForwardDefensive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False
