over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,catchDifficulty,totalBallNumber,battingHandId
1313059,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,74615,,39273,County Championship Division One 2026,1,31,Somerset Men,35,Sussex Men,2026-05-15T11:01:17Z,1,False,,,,54,Ollie Robinson,8315,Jordan Hermann,10499,Josh Thomas,296,64,Silly Mid Off,0,0,0,0,,LengthBall,Null,NotOut,Played,0,ForwardDefensive,Null,Round,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,True,False,False,False,False,0,0,0,0,0,False,False,0.0,,
1313059,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,74615,,39273,County Championship Division One 2026,1,31,Somerset Men,35,Sussex Men,2026-05-15T11:01:22Z,2,False,,,,54,Ollie Robinson,8315,Jordan Hermann,10499,Josh Thomas,210,41,Short Mid Wicket,0,0,0,0,,LengthBall,Null,NotOut,Played,0,ForwardDefensive,Null,Round,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,0,0,0,0,0,False,False,0.0,,
1313059,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,74615,,39273,County Championship Division One 2026,1,31,Somerset Men,35,Sussex Men,2026-05-15T11:01:26Z,3,False,,,,54,Ollie Robinson,8315,Jordan Hermann,10499,Josh Thomas,331,39,Short Extra Cover,0,0,0,0,,LengthBall,Null,Lbw,HitPad,0,ForwardDefensive,Null,Round,Fast,Right,NotOut1stUmpire,NotReferred,Null,False,False,False,False,False,True,48,False,False,False,False,False,False,0,0,0,0,0,False,False,0.0,,
1313059,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,74615,,39273,County Championship Division One 2026,1,31,Somerset Men,35,Sussex Men,2026-05-15T11:02:06Z,4,False,,,,54,Ollie Robinson,8315,Jordan Hermann,10499,Josh Thomas,155,110,Backward Square Leg,2,0,2,2,,LengthBall,Null,NotOut,WellTimed,0,Flick,Null,Round,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,2,0,0,0,0,False,False,0.0,,
1313059,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,74615,,39273,County Championship Division One 2026,1,31,Somerset Men,35,Sussex Men,2026-05-15T11:02:50Z,5,False,,,,54,Ollie Robinson,8315,Jordan Hermann,10499,Josh Thomas,90,48,Wicketkeeper,0,0,0,0,,LengthBall,Null,NotOut,ShouldersArms,0,ShouldersArms,Null,Round,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,0,0,0,0,0,False,False,0.0,,
1313059,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,74615,,39273,County Championship Division One 2026,1,31,Somerset Men,35,Sussex Men,2026-05-15T11:03:25Z,6,False,,,,54,Ollie Robinson,8315,Jordan Hermann,10499,Josh Thomas,90,48,Wicketkeeper,0,0,0,0,,LengthBall,Null,NotOut,Left,0,Leave,Null,Round,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,0,0,0,0,0,False,False,0.0,,
1313067,2,4.0,6.0,0.0,0.0,8.0,0.0,6.0,74615,,39273,County Championship Division One 2026,1,31,Somerset Men,35,Sussex Men,2026-05-15T11:04:41Z,1,False,,,,2886,Fynn Hudson-Prentice,10499,Josh Thomas,8315,Jordan Hermann,167,54,Leg Gully,1,0,1,1,,BackOfALength,Null,NotOut,Played,0,Worked,Null,Round,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,1,False,False,False,False,False,False,1,0,0,0,0,False,False,,,
1313067,2,4.0,6.0,0.0,0.0,8.0,0.0,6.0,74615,,39273,County Championship Division One 2026,1,31,Somerset Men,35,Sussex Men,2026-05-15T11:05:34Z,2,False,,,,2886,Fynn Hudson-Prentice,8315,Jordan Hermann,10499,Josh Thomas,90,48,Wicketkeeper,0,0,0,0,,LengthBall,Null,NotOut,ShouldersArms,0,ShouldersArms,Null,Round,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,1,False,False,False,False,False,False,0,0,0,0,0,False,False,,,
1313067,2,4.0,6.0,0.0,0.0,8.0,0.0,6.0,74615,,39273,County Championship Division One 2026,1,31,Somerset Men,35,Sussex Men,2026-05-15T11:06:03Z,3,False,,,,2886,Fynn Hudson-Prentice,8315,Jordan Hermann,10499,Josh Thomas,338,54,Short Extra Cover,0,0,0,0,,LengthBall,Null,NotOut,Played,0,ForwardDefensive,Null,Round,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,1,False,False,False,False,False,False,0,0,0,0,0,False,False,,,
1313067,2,4.0,6.0,0.0,0.0,8.0,0.0,6.0,74615,,39273,County Championship Division One 2026,1,31,Somerset Men,35,Sussex Men,2026-05-15T11:06:44Z,4,False,,,,2886,Fynn Hudson-Prentice,8315,Jordan Hermann,10499,Josh Thomas,144,99,Short Fine Leg,1,0,1,1,,LengthBall,Null,NotOut,Played,0,Worked,Null,Round,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,1,False,False,False,False,False,False,1,0,0,0,0,False,False,,,
