over_id,over_overNumber,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
44934,1,3.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:04:46Z,1,False,554.0,Mustafizur Rahman,781.0,Colin Munro,940.0,Martin Guptill,235.0,76.0,Right,Mid On,1.0,0,1,1.0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Worked,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,True,117.0,False,True,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
44934,1,3.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:05:39Z,2,False,554.0,Mustafizur Rahman,940.0,Martin Guptill,781.0,Colin Munro,205.0,66.0,Left,Short Extra Cover,0.0,0,0,0.0,HalfVolley,OutsideOff,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,True,117.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
44934,1,3.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:06:11Z,3,False,554.0,Mustafizur Rahman,940.0,Martin Guptill,781.0,Colin Munro,252.0,78.0,Left,Mid Off,0.0,0,0,0.0,LengthBall,OffStump,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,True,117.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
44934,1,3.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:06:43Z,4,False,554.0,Mustafizur Rahman,940.0,Martin Guptill,781.0,Colin Munro,261.0,77.0,Left,Silly Mid Off,1.0,0,1,1.0,LengthBall,MiddleStump,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,True,117.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
44934,1,3.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:07:18Z,5,False,554.0,Mustafizur Rahman,781.0,Colin Munro,940.0,Martin Guptill,162.0,92.0,Right,Backward Square Leg,1.0,0,1,1.0,LengthBall,OutsideOff,NotOut,InsideEdge,FrontFoot,Flick,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,True,117.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
44934,1,3.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:07:55Z,6,False,554.0,Mustafizur Rahman,940.0,Martin Guptill,781.0,Colin Munro,270.0,40.0,Left,Bowler,0.0,0,0,0.0,LengthBall,DownLeg,NotOut,None,FrontFoot,ForwardDefensive,OffCutter,Over,Fast,Right,Null,Null,False,False,False,False,False,True,117.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
44935,2,3.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:08:49Z,1,False,552.0,Mashrafe Mortaza,781.0,Colin Munro,940.0,Martin Guptill,222.0,99.0,Right,Mid Wicket,1.0,0,1,1.0,LengthBall,OutsideOff,NotOut,MisTimed,FrontFoot,Drive,NoMovement,Round,Fast,Left,Null,Null,False,False,False,False,False,True,144.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
44935,2,3.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:09:43Z,2,False,552.0,Mashrafe Mortaza,940.0,Martin Guptill,781.0,Colin Munro,322.0,30.0,Left,Short Leg,0.0,0,0,0.0,LengthBall,OutsideOff,NotOut,HitPad,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,144.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
44935,2,3.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:10:15Z,3,False,552.0,Mashrafe Mortaza,940.0,Martin Guptill,781.0,Colin Munro,36.0,74.0,Left,Short Fine Leg,1.0,0,1,1.0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Flick,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,144.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
44935,2,3.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:10:53Z,4,False,552.0,Mashrafe Mortaza,781.0,Colin Munro,940.0,Martin Guptill,179.0,92.0,Right,Square Leg,1.0,0,1,1.0,Short,OutsideOff,NotOut,Gloved,BackFoot,Fended,NoMovement,Round,Fast,Left,Null,Null,False,False,False,False,False,True,144.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
44935,2,3.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:11:31Z,5,False,552.0,Mashrafe Mortaza,940.0,Martin Guptill,781.0,Colin Munro,279.0,81.0,Left,Mid On,0.0,0,0,0.0,LengthBall,OutsideOff,NotOut,None,BackFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,144.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
44935,2,3.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:12:00Z,6,False,552.0,Mashrafe Mortaza,940.0,Martin Guptill,781.0,Colin Munro,214.0,64.0,Left,Short Extra Cover,0.0,0,0,0.0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,144.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
44936,3,11.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:13:09Z,1,False,554.0,Mustafizur Rahman,781.0,Colin Munro,940.0,Martin Guptill,153.0,116.0,Right,Backward Square Leg,1.0,0,1,1.0,BackOfALength,OutsideOff,NotOut,None,BackFoot,Worked,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,True,117.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
44936,3,11.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:13:49Z,2,False,554.0,Mustafizur Rahman,940.0,Martin Guptill,781.0,Colin Munro,272.0,189.0,Left,Long On,6.0,0,6,6.0,LengthBall,LegStump,NotOut,Middled,DownTheTrack,Drive,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,True,True,117.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,False,True,,,,
44936,3,11.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:14:44Z,3,False,554.0,Mustafizur Rahman,940.0,Martin Guptill,781.0,Colin Munro,226.0,60.0,Left,Short Extra Cover,0.0,0,0,0.0,LengthBall,OffStump,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,True,117.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
44936,3,11.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:15:17Z,4,False,554.0,Mustafizur Rahman,940.0,Martin Guptill,781.0,Colin Munro,281.0,38.0,Left,Silly Mid On,0.0,0,0,0.0,LengthBall,DownLeg,NotOut,None,FrontFoot,Worked,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,True,117.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
44936,3,11.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:15:49Z,5,False,554.0,Mustafizur Rahman,940.0,Martin Guptill,781.0,Colin Munro,286.0,78.0,Left,Mid On,0.0,0,0,0.0,BackOfALength,DownLeg,NotOut,None,BackFoot,Worked,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,True,117.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
44936,3,11.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:16:25Z,6,False,554.0,Mustafizur Rahman,940.0,Martin Guptill,781.0,Colin Munro,197.0,172.0,Left,Deep Cover,4.0,0,4,4.0,BackOfALength,LegStump,NotOut,WellTimed,BackFoot,Drive,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,True,117.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,
44937,4,,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:17:27Z,1,True,552.0,Mashrafe Mortaza,781.0,Colin Munro,940.0,Martin Guptill,0.0,0.0,Right,,0.0,0,0,0.0,LengthBall,OutsideOff,NotOut,HitPad,FrontFoot,Flick,NoMovement,Round,Fast,Left,Out1stUmpire,Null,False,False,False,False,False,True,144.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,Lbw,781.0,Colin Munro,LBW
44937,4,,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:20:00Z,2,False,552.0,Mashrafe Mortaza,1060.0,Henry Nicholls,940.0,Martin Guptill,345.0,67.0,Right,Cover,0.0,0,0,0.0,LengthBall,OutsideOff,NotOut,None,FrontFoot,ForwardDefensive,NoMovement,Round,Fast,Left,Null,Null,False,False,False,False,False,True,144.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
44937,4,,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:20:38Z,3,False,552.0,Mashrafe Mortaza,1060.0,Henry Nicholls,940.0,Martin Guptill,4.0,48.0,Right,Gully,0.0,0,0,0.0,LengthBall,OutsideOff,NotOut,None,FrontFoot,ForwardDefensive,NoMovement,Round,Fast,Left,Null,Null,False,False,False,False,False,True,144.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
44937,4,,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:21:12Z,4,False,552.0,Mashrafe Mortaza,1060.0,Henry Nicholls,940.0,Martin Guptill,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,LengthBall,OutsideOff,NotOut,Left,FrontFoot,NoShot,NoMovement,Round,Fast,Left,Null,Null,False,False,False,False,False,True,144.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
44937,4,,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:21:48Z,5,False,552.0,Mashrafe Mortaza,1060.0,Henry Nicholls,940.0,Martin Guptill,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,LengthBall,OutsideOff,NotOut,Left,FrontFoot,NoShot,NoMovement,Round,Fast,Left,Null,Null,False,False,False,False,False,True,144.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
44937,4,,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:22:22Z,6,False,552.0,Mashrafe Mortaza,1060.0,Henry Nicholls,940.0,Martin Guptill,270.0,40.0,Right,Bowler,0.0,0,0,0.0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Pushed,NoMovement,Round,Fast,Left,Null,Null,False,False,False,False,False,True,144.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
44938,5,6.0,988,,115,New Zealand v Bangladesh ODIs - Men's,1,0,,0,,2019-02-19T22:23:45Z,1,False,553.0,Rubel Hossain,940.0,Martin Guptill,1060.0,Henry Nicholls,301.0,74.0,Left,Mid On,1.0,0,1,1.0,LengthBall,OutsideOff,NotOut,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,117.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
