over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,referralOutcomeId
92655,1,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2021,,186,ICC Men's ODI World Cup 2019,1,11,Pakistan Men,637,Bangladesh Men,2019-07-05T10:30:23Z,1,False,551.0,Mehidy Hasan,566.0,Fakhar Zaman,567.0,Imam Ul Haq,252.0,36.0,Right,Silly Mid On,0.0,0,0,0.0,LengthBall,OffStump,None,FrontFoot,ForwardDefensive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,32.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
92655,1,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2021,,186,ICC Men's ODI World Cup 2019,1,11,Pakistan Men,637,Bangladesh Men,2019-07-05T10:30:46Z,2,False,551.0,Mehidy Hasan,566.0,Fakhar Zaman,567.0,Imam Ul Haq,205.0,41.0,Right,Short Mid Wicket,0.0,0,0,0.0,LengthBall,MiddleStump,None,BackFoot,Worked,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,32.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
92655,1,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2021,,186,ICC Men's ODI World Cup 2019,1,11,Pakistan Men,637,Bangladesh Men,2019-07-05T10:31:08Z,3,False,551.0,Mehidy Hasan,566.0,Fakhar Zaman,567.0,Imam Ul Haq,270.0,40.0,Right,Bowler,0.0,0,0,0.0,LengthBall,MiddleStump,None,FrontFoot,ForwardDefensive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,32.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
92655,1,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2021,,186,ICC Men's ODI World Cup 2019,1,11,Pakistan Men,637,Bangladesh Men,2019-07-05T10:31:25Z,4,False,551.0,Mehidy Hasan,566.0,Fakhar Zaman,567.0,Imam Ul Haq,214.0,31.0,Right,Short Leg,0.0,0,0,0.0,LengthBall,MiddleStump,None,FrontFoot,ForwardDefensive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,32.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
92655,1,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2021,,186,ICC Men's ODI World Cup 2019,1,11,Pakistan Men,637,Bangladesh Men,2019-07-05T10:31:45Z,5,False,551.0,Mehidy Hasan,566.0,Fakhar Zaman,567.0,Imam Ul Haq,300.0,146.0,Right,Long Off,1.0,0,1,1.0,LengthBall,OutsideOff,None,DownTheTrack,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,32.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
92655,1,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2021,,186,ICC Men's ODI World Cup 2019,1,11,Pakistan Men,637,Bangladesh Men,2019-07-05T10:32:18Z,6,False,551.0,Mehidy Hasan,567.0,Imam Ul Haq,566.0,Fakhar Zaman,131.0,63.0,Right,Short Fine Leg,0.0,0,0,0.0,LengthBall,OffStump,None,FrontFoot,Worked,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,32.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
92657,2,3.33,6.0,0.0,0.0,7.0,0.0,6.0,2021,,186,ICC Men's ODI World Cup 2019,1,11,Pakistan Men,637,Bangladesh Men,2019-07-05T10:34:08Z,1,False,1815.0,Mohammad Saifuddin,566.0,Fakhar Zaman,567.0,Imam Ul Haq,248.0,83.0,Right,Mid On,0.0,0,0,0.0,FullToss,OffStump,None,FrontFoot,Drive,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,78.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
92657,2,3.33,6.0,0.0,0.0,7.0,0.0,6.0,2021,,186,ICC Men's ODI World Cup 2019,1,11,Pakistan Men,637,Bangladesh Men,2019-07-05T10:34:46Z,2,False,1815.0,Mohammad Saifuddin,566.0,Fakhar Zaman,567.0,Imam Ul Haq,337.0,70.0,Right,Cover,0.0,0,0,0.0,LengthBall,DownLeg,HitPad,FrontFoot,Worked,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,78.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
92657,2,3.33,6.0,0.0,0.0,7.0,0.0,6.0,2021,,186,ICC Men's ODI World Cup 2019,1,11,Pakistan Men,637,Bangladesh Men,2019-07-05T10:35:19Z,3,False,1815.0,Mohammad Saifuddin,566.0,Fakhar Zaman,567.0,Imam Ul Haq,210.0,57.0,Right,Short Mid Wicket,0.0,0,0,0.0,BackOfALength,MiddleStump,None,BackFoot,BackwardDefensive,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,78.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
92657,2,3.33,6.0,0.0,0.0,7.0,0.0,6.0,2021,,186,ICC Men's ODI World Cup 2019,1,11,Pakistan Men,637,Bangladesh Men,2019-07-05T10:35:59Z,4,False,1815.0,Mohammad Saifuddin,566.0,Fakhar Zaman,567.0,Imam Ul Haq,3.0,177.0,Right,Deep Point,4.0,0,4,4.0,BackOfALength,OffStump,None,FrontFoot,Cut,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,78.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,,
