over_id,over_overNumber,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
39465,1,16.0,804,,84,New Zealand v Sri Lanka ODI - Men's,1,0,,0,,2019-01-05T01:04:12Z,1,False,,,,692.0,Nuwan Pradeep,781.0,Colin Munro,940.0,Martin Guptill,272.0,214.0,Right,Long Off,4.0,0,4,4.0,,LengthBall,LegStump,NotOut,WellTimed,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,145.0,False,True,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True
39465,1,16.0,804,,84,New Zealand v Sri Lanka ODI - Men's,1,0,,0,,2019-01-05T01:04:44Z,2,False,,,,692.0,Nuwan Pradeep,781.0,Colin Munro,940.0,Martin Guptill,210.0,150.0,Right,Deep Mid Wicket,2.0,0,2,2.0,,LengthBall,DownLeg,NotOut,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,145.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False
39465,1,16.0,804,,84,New Zealand v Sri Lanka ODI - Men's,1,0,,0,,2019-01-05T01:05:30Z,3,False,,,,692.0,Nuwan Pradeep,781.0,Colin Munro,940.0,Martin Guptill,220.0,215.0,Right,Deep Mid Wicket,4.0,0,4,4.0,,LengthBall,DownLeg,NotOut,WellTimed,FrontFoot,Flick,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,True,145.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True
39465,1,16.0,804,,84,New Zealand v Sri Lanka ODI - Men's,1,0,,0,,2019-01-05T01:06:24Z,4,False,,,,692.0,Nuwan Pradeep,781.0,Colin Munro,940.0,Martin Guptill,341.0,205.0,Right,Deep Cover,4.0,0,4,4.0,,LengthBall,OffStump,NotOut,WellTimed,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,145.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True
39465,1,16.0,804,,84,New Zealand v Sri Lanka ODI - Men's,1,0,,0,,2019-01-05T01:07:04Z,5,False,,,,692.0,Nuwan Pradeep,781.0,Colin Munro,940.0,Martin Guptill,348.0,109.0,Right,Cover,1.0,0,1,1.0,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Drive,NoMovement,Round,Fast,Left,Null,Null,False,False,False,False,False,True,145.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
39465,1,16.0,804,,84,New Zealand v Sri Lanka ODI - Men's,1,0,,0,,2019-01-05T01:08:02Z,6,False,,,,692.0,Nuwan Pradeep,940.0,Martin Guptill,781.0,Colin Munro,316.0,103.0,Left,Mid On,1.0,0,1,1.0,,LengthBall,OffStump,NotOut,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,145.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
39467,2,3.0,804,,84,New Zealand v Sri Lanka ODI - Men's,1,0,,0,,2019-01-05T01:08:57Z,1,False,,,,562.0,Lasith Malinga,940.0,Martin Guptill,781.0,Colin Munro,179.0,70.0,Left,Point,0.0,0,0,0.0,,BackOfALength,OffStump,NotOut,None,BackFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,95.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
39467,2,3.0,804,,84,New Zealand v Sri Lanka ODI - Men's,1,0,,0,,2019-01-05T01:09:27Z,2,False,,,,562.0,Lasith Malinga,940.0,Martin Guptill,781.0,Colin Munro,219.0,54.0,Left,Short Extra Cover,0.0,0,0,0.0,,LengthBall,OffStump,NotOut,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,95.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
39467,2,3.0,804,,84,New Zealand v Sri Lanka ODI - Men's,1,0,,0,,2019-01-05T01:09:59Z,3,False,,,,562.0,Lasith Malinga,940.0,Martin Guptill,781.0,Colin Munro,358.0,130.0,Left,Deep Square Leg,1.0,0,1,1.0,,LengthBall,MiddleStump,NotOut,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,95.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
39467,2,3.0,804,,84,New Zealand v Sri Lanka ODI - Men's,1,0,,0,,2019-01-05T01:10:34Z,4,False,,,,562.0,Lasith Malinga,781.0,Colin Munro,940.0,Martin Guptill,10.0,33.0,Right,Gully,1.0,0,1,1.0,,BackOfALength,LegStump,NotOut,None,BackFoot,Dropped,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,True,95.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
