over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
46406,1,1.0,0.0,0.0,7.0,0.0,1.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:37:58Z,5,False,363.0,Andy McBrine,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,167.0,51.0,Left,Gully,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Steer,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46406,1,1.0,0.0,0.0,7.0,0.0,1.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:38:23Z,6,False,363.0,Andy McBrine,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,194.0,100.0,Left,Cover,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Drive,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46408,2,3.0,0.0,0.0,8.0,0.0,3.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:39:24Z,1,False,87.0,Tim Murtagh,265.0,Hazratullah Zazai,648.0,Javed Ahmadi,248.0,139.0,Right,Long On,1.0,0,1,1.0,LengthBall,OffStump,None,FrontFoot,Drive,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,True,False,258.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
46408,2,3.0,0.0,0.0,8.0,0.0,3.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:40:04Z,2,False,87.0,Tim Murtagh,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,204.0,62.0,Left,Short Extra Cover,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46408,2,3.0,0.0,0.0,8.0,0.0,3.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:40:36Z,3,False,87.0,Tim Murtagh,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,36.0,133.0,Left,Fine Leg,1.0,0,1,1.0,LengthBall,OutsideOff,InsideEdge,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
46408,2,3.0,0.0,0.0,8.0,0.0,3.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:41:42Z,4,False,87.0,Tim Murtagh,265.0,Hazratullah Zazai,648.0,Javed Ahmadi,201.0,129.0,Right,Deep Mid Wicket,1.0,0,1,1.0,LengthBall,OffStump,MisTimed,FrontFoot,Slog,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
46408,2,3.0,0.0,0.0,8.0,0.0,3.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:42:23Z,5,False,87.0,Tim Murtagh,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,176.0,85.0,Left,Point,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Steer,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46408,2,3.0,0.0,0.0,8.0,0.0,3.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:43:01Z,6,False,87.0,Tim Murtagh,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,301.0,94.0,Left,Mid On,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46409,3,9.0,0.0,0.0,11.0,0.0,9.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:43:45Z,1,False,363.0,Andy McBrine,265.0,Hazratullah Zazai,648.0,Javed Ahmadi,187.0,193.0,Right,Deep Square Leg,6.0,0,6,6.0,BackOfALength,OutsideOff,WellTimed,BackFoot,Pull,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,True,False,117.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,False,True,,,,
46409,3,9.0,0.0,0.0,11.0,0.0,9.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:44:12Z,2,False,363.0,Andy McBrine,265.0,Hazratullah Zazai,648.0,Javed Ahmadi,297.0,87.0,Right,Mid Off,0.0,0,0,0.0,BackOfALength,OutsideOff,None,BackFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46409,3,9.0,0.0,0.0,11.0,0.0,9.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:44:26Z,3,False,363.0,Andy McBrine,265.0,Hazratullah Zazai,648.0,Javed Ahmadi,279.0,157.0,Right,Long Off,1.0,0,1,1.0,BackOfALength,OutsideOff,None,BackFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
46409,3,9.0,0.0,0.0,11.0,0.0,9.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:44:50Z,4,False,363.0,Andy McBrine,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,270.0,40.0,Left,Bowler,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46409,3,9.0,0.0,0.0,11.0,0.0,9.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:45:06Z,5,False,363.0,Andy McBrine,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,290.0,147.0,Left,Long On,1.0,0,1,1.0,LengthBall,OutsideOff,None,FrontFoot,Worked,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
46409,3,9.0,0.0,0.0,11.0,0.0,9.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:45:56Z,6,False,363.0,Andy McBrine,265.0,Hazratullah Zazai,648.0,Javed Ahmadi,190.0,142.0,Right,Deep Mid Wicket,1.0,0,1,1.0,LengthBall,OffStump,None,FrontFoot,Sweep,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,True,False,117.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
46410,4,3.0,0.0,0.0,20.0,0.0,3.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:46:39Z,1,False,87.0,Tim Murtagh,265.0,Hazratullah Zazai,648.0,Javed Ahmadi,333.0,80.0,Right,Extra Cover,0.0,0,0,0.0,LengthBall,MiddleStump,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46410,4,3.0,0.0,0.0,20.0,0.0,3.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:47:11Z,2,False,87.0,Tim Murtagh,265.0,Hazratullah Zazai,648.0,Javed Ahmadi,330.0,166.0,Right,Deep Extra Cover,2.0,0,2,2.0,BackOfALength,MiddleStump,None,BackFoot,Cut,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,,,,
46410,4,3.0,0.0,0.0,20.0,0.0,3.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:47:53Z,3,False,87.0,Tim Murtagh,265.0,Hazratullah Zazai,648.0,Javed Ahmadi,175.0,125.0,Right,Backward Square Leg,1.0,0,1,1.0,BackOfALength,DownLeg,None,BackFoot,Pull,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
46410,4,3.0,0.0,0.0,20.0,0.0,3.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:49:00Z,4,False,87.0,Tim Murtagh,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,241.0,88.0,Left,Mid Off,0.0,0,0,0.0,HalfVolley,OutsideOff,None,FrontFoot,Drive,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46410,4,3.0,0.0,0.0,20.0,0.0,3.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:49:32Z,5,False,87.0,Tim Murtagh,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,270.0,40.0,Left,Bowler,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46410,4,3.0,0.0,0.0,20.0,0.0,3.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:50:06Z,6,False,87.0,Tim Murtagh,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,183.0,81.0,Left,Point,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46411,5,14.0,0.0,0.0,23.0,0.0,14.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:50:55Z,1,False,363.0,Andy McBrine,265.0,Hazratullah Zazai,648.0,Javed Ahmadi,219.0,204.0,Right,Deep Mid Wicket,6.0,0,6,6.0,HalfVolley,OffStump,Middled,FrontFoot,Slog,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,True,False,117.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,False,True,,,,
46411,5,14.0,0.0,0.0,23.0,0.0,14.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:51:24Z,2,False,363.0,Andy McBrine,265.0,Hazratullah Zazai,648.0,Javed Ahmadi,293.0,82.0,Right,Mid Off,0.0,0,0,0.0,BackOfALength,OutsideOff,None,BackFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46411,5,14.0,0.0,0.0,23.0,0.0,14.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:51:36Z,3,False,363.0,Andy McBrine,265.0,Hazratullah Zazai,648.0,Javed Ahmadi,359.0,188.0,Right,Deep Point,4.0,0,4,4.0,LengthBall,OutsideOff,None,BackFoot,Cut,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,
46411,5,14.0,0.0,0.0,23.0,0.0,14.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:52:12Z,4,False,363.0,Andy McBrine,265.0,Hazratullah Zazai,648.0,Javed Ahmadi,280.0,193.0,Right,Long Off,4.0,0,4,4.0,LengthBall,OutsideOff,None,BackFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,True,False,117.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,
46411,5,14.0,0.0,0.0,23.0,0.0,14.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:52:44Z,5,False,363.0,Andy McBrine,265.0,Hazratullah Zazai,648.0,Javed Ahmadi,209.0,57.0,Right,Short Mid Wicket,0.0,0,0,0.0,LengthBall,OffStump,None,FrontFoot,Worked,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46411,5,14.0,0.0,0.0,23.0,0.0,14.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:53:03Z,6,False,363.0,Andy McBrine,265.0,Hazratullah Zazai,648.0,Javed Ahmadi,135.0,54.0,Right,Leg Gully,0.0,0,0,0.0,LengthBall,OffStump,InsideEdge,FrontFoot,ForwardDefensive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46412,6,0.0,0.0,0.0,37.0,0.0,,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:53:59Z,1,False,87.0,Tim Murtagh,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,299.0,84.0,Left,Mid On,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46412,6,0.0,0.0,0.0,37.0,0.0,,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:54:35Z,2,False,87.0,Tim Murtagh,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,270.0,40.0,Left,Bowler,0.0,0,0,0.0,LengthBall,OutsideOff,Missed,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46412,6,0.0,0.0,0.0,37.0,0.0,,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:55:07Z,3,False,87.0,Tim Murtagh,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,198.0,56.0,Left,Short Extra Cover,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46412,6,0.0,0.0,0.0,37.0,0.0,,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:55:46Z,4,False,87.0,Tim Murtagh,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,209.0,68.0,Left,Extra Cover,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46412,6,0.0,0.0,0.0,37.0,0.0,,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:56:16Z,5,False,87.0,Tim Murtagh,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,189.0,89.0,Left,Cover,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Steer,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46412,6,0.0,0.0,0.0,37.0,0.0,,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:56:54Z,6,False,87.0,Tim Murtagh,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,BackOfALength,OffStump,HitPad,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46413,7,9.0,0.0,1.0,37.0,0.0,10.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:59:11Z,1,False,274.0,Boyd Rankin,265.0,Hazratullah Zazai,648.0,Javed Ahmadi,111.0,187.0,Right,Fine Leg,4.0,0,4,4.0,BackOfALength,DownLeg,None,BackFoot,Glance,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,
46413,7,9.0,0.0,1.0,37.0,0.0,10.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T07:59:47Z,2,False,274.0,Boyd Rankin,265.0,Hazratullah Zazai,648.0,Javed Ahmadi,193.0,134.0,Right,Deep Mid Wicket,1.0,0,1,1.0,LengthBall,LegStump,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
46413,7,9.0,0.0,1.0,37.0,0.0,10.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T08:00:28Z,3,False,274.0,Boyd Rankin,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,341.0,206.0,Left,Deep Mid Wicket,4.0,0,4,4.0,BackOfALength,OutsideOff,None,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,
46413,7,9.0,0.0,1.0,37.0,0.0,10.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T08:01:11Z,4,False,274.0,Boyd Rankin,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,207.0,50.0,Left,Short Extra Cover,0.0,0,0,0.0,BackOfALength,OutsideOff,None,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46413,7,9.0,0.0,1.0,37.0,0.0,10.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T08:01:32Z,5,False,274.0,Boyd Rankin,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,203.0,56.0,Left,Short Extra Cover,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46413,7,9.0,0.0,1.0,37.0,0.0,10.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T08:02:01Z,6,False,274.0,Boyd Rankin,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,352.0,80.0,Left,Square Leg,0.0,1,1,0.0,LengthBall,OffStump,HitPad,MovesInfront,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,True,False,False,117.0,False,False,True,False,False,False,0.0,0.0,0.0,1.0,0.0,False,False,,,,
46414,8,4.0,0.0,0.0,47.0,0.0,4.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T08:02:57Z,1,False,87.0,Tim Murtagh,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,292.0,83.0,Left,Mid On,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
46414,8,4.0,0.0,0.0,47.0,0.0,4.0,1024,,4730,Afghanistan v Ireland ODI - Men's,1,6,Afghanistan Men,5,Ireland Men,2019-03-02T08:03:32Z,2,False,87.0,Tim Murtagh,648.0,Javed Ahmadi,265.0,Hazratullah Zazai,352.0,200.0,Left,Deep Mid Wicket,4.0,0,4,4.0,BackOfALength,OutsideOff,None,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,258.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,
