over_id,over_overNumber,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,over_runsConceded,over_wickets,over_runsExtras
41936,1,7.0,884,,96,New Zealand v India ODIs - Men's,1,3,India Men,25,New Zealand Men,2019-01-26T02:05:21Z,1,False,1355.0,Doug Bracewell,204.0,,605.0,,57.0,130.0,Right,Third Man,1.0,0,1,1.0,BackOfALength,LegStump,NotOut,None,BackFoot,Steer,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,205.0,False,True,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,,
41936,1,7.0,884,,96,New Zealand v India ODIs - Men's,1,3,India Men,25,New Zealand Men,2019-01-26T02:05:56Z,2,False,1355.0,Doug Bracewell,605.0,,204.0,,181.0,81.0,Left,Point,0.0,0,0,0.0,BackOfALength,OutsideOff,NotOut,None,BackFoot,Pushed,AwaySwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,True,205.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,,
41936,1,7.0,884,,96,New Zealand v India ODIs - Men's,1,3,India Men,25,New Zealand Men,2019-01-26T02:06:27Z,3,False,1355.0,Doug Bracewell,605.0,,204.0,,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,OutsideOff,NotOut,ShouldersArms,FrontFoot,NoShot,AwaySwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,True,205.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,,
41936,1,7.0,884,,96,New Zealand v India ODIs - Men's,1,3,India Men,25,New Zealand Men,2019-01-26T02:06:58Z,4,False,1355.0,Doug Bracewell,605.0,,204.0,,41.0,131.0,Left,Fine Leg,1.0,0,1,1.0,BackOfALength,MiddleStump,NotOut,None,MovesInfront,Flick,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,205.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,,
41936,1,7.0,884,,96,New Zealand v India ODIs - Men's,1,3,India Men,25,New Zealand Men,2019-01-26T02:07:38Z,5,False,1355.0,Doug Bracewell,204.0,,605.0,,90.0,48.0,Right,Wicketkeeper,1.0,1,1,0.0,BackOfALength,WideDownLeg,NotOut,PlayAndMissLegSide,FrontFoot,Flick,NoMovement,Over,Fast,Left,Null,Null,True,False,False,False,False,True,205.0,False,False,True,False,False,False,0.0,0.0,1.0,0.0,0.0,False,False,,,,,,,
41936,1,7.0,884,,96,New Zealand v India ODIs - Men's,1,3,India Men,25,New Zealand Men,2019-01-26T02:08:13Z,5,False,1355.0,Doug Bracewell,204.0,,605.0,,329.0,82.0,Right,Extra Cover,0.0,0,0,0.0,BackOfALength,LegStump,NotOut,None,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,205.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,,
41936,1,7.0,884,,96,New Zealand v India ODIs - Men's,1,3,India Men,25,New Zealand Men,2019-01-26T02:08:42Z,6,False,1355.0,Doug Bracewell,204.0,,605.0,,118.0,167.0,Right,Fine Leg,4.0,0,4,4.0,BackOfALength,DownLeg,NotOut,WellTimed,BackFoot,Glance,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,205.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,False,,,,,,,
41937,2,5.0,884,,96,New Zealand v India ODIs - Men's,1,3,India Men,25,New Zealand Men,2019-01-26T02:09:34Z,1,False,1164.0,Trent Boult,605.0,,204.0,,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,OutsideOff,NotOut,ShouldersArms,FrontFoot,NoShot,SeamIn,Over,Fast,Right,Null,Null,False,False,False,False,False,True,80.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,,
41937,2,5.0,884,,96,New Zealand v India ODIs - Men's,1,3,India Men,25,New Zealand Men,2019-01-26T02:10:04Z,2,False,1164.0,Trent Boult,605.0,,204.0,,258.0,181.0,Left,Long Off,4.0,0,4,4.0,HalfVolley,OutsideOff,NotOut,WellTimed,FrontFoot,Drive,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,True,80.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,,,
41937,2,5.0,884,,96,New Zealand v India ODIs - Men's,1,3,India Men,25,New Zealand Men,2019-01-26T02:10:38Z,3,False,1164.0,Trent Boult,605.0,,204.0,,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,OutsideOff,NotOut,ShouldersArms,FrontFoot,NoShot,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,True,80.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,,
