over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,over_totalInningRuns,over_totalInningWickets,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,ballDateTime,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,runsScored,dismissalType,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,appealDismissalTypeId
48019,3,6.0,1.0,0.0,6.0,19.0,1.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,5,False,Long Off,0,2,False,False,2019-03-13T11:14:09Z,,,,143.0,Dale Steyn,1840.0,Avishka Fernando,2252.0,Oshada Fernando,235.0,137.0,Left,2.0,2.0,,LengthBall,OutsideOff,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,
48019,3,6.0,1.0,0.0,6.0,19.0,1.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,6,False,Mid Off,0,0,False,False,2019-03-13T11:14:54Z,,,,143.0,Dale Steyn,1840.0,Avishka Fernando,2252.0,Oshada Fernando,252.0,90.0,Left,0.0,0.0,,LengthBall,OffStump,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48021,4,0.0,1.0,0.0,,19.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,1,False,Gully,0,0,False,False,2019-03-13T11:16:03Z,,,,677.0,Lungi Ngidi,2252.0,Oshada Fernando,1840.0,Avishka Fernando,164.0,41.0,Left,0.0,0.0,,LengthBall,OutsideOff,None,FrontFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48021,4,0.0,1.0,0.0,,19.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,2,False,Short Extra Cover,0,0,False,False,2019-03-13T11:16:42Z,,,,677.0,Lungi Ngidi,2252.0,Oshada Fernando,1840.0,Avishka Fernando,229.0,58.0,Left,0.0,0.0,,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48021,4,0.0,1.0,0.0,,19.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,3,False,Bowler,0,0,False,False,2019-03-13T11:17:20Z,,,,677.0,Lungi Ngidi,2252.0,Oshada Fernando,1840.0,Avishka Fernando,270.0,40.0,Left,0.0,0.0,,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48021,4,0.0,1.0,0.0,,19.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,4,True,First Slip,0,0,False,False,2019-03-13T11:17:54Z,Caught,2252.0,Oshada Fernando,677.0,Lungi Ngidi,2252.0,Oshada Fernando,1840.0,Avishka Fernando,107.0,52.0,Left,0.0,0.0,Caught,BackOfALength,OutsideOff,OutsideEdge,FrontFoot,Drive,NoMovement,Over,Fast,Left,Out2ndUmpire,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48021,4,0.0,1.0,0.0,,19.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,5,False,Short Leg,0,0,False,False,2019-03-13T11:20:32Z,,,,677.0,Lungi Ngidi,558.0,Kusal Mendis,1840.0,Avishka Fernando,358.0,26.0,Left,0.0,0.0,,BackOfALength,OutsideOff,None,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48021,4,0.0,1.0,0.0,,19.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,6,False,Wicketkeeper,0,0,False,False,2019-03-13T11:21:15Z,,,,677.0,Lungi Ngidi,558.0,Kusal Mendis,1840.0,Avishka Fernando,90.0,48.0,Left,0.0,0.0,,LengthBall,OutsideOff,ShouldersArms,FrontFoot,NoShot,SeamIn,Over,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48023,5,8.0,0.0,5.0,8.0,27.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,1,False,Fine Leg,5,5,False,False,2019-03-13T11:22:16Z,,,,143.0,Dale Steyn,1840.0,Avishka Fernando,558.0,Kusal Mendis,90.0,166.0,Left,5.0,0.0,,LengthBall,DownLeg,PlayAndMissLegSide,FrontFoot,Glance,SlowerBall,Over,Fast,Left,Null,Null,True,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,5.0,0.0,0.0,
48023,5,8.0,0.0,5.0,8.0,27.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,1,False,Mid On,0,0,False,False,2019-03-13T11:22:59Z,,,,143.0,Dale Steyn,1840.0,Avishka Fernando,558.0,Kusal Mendis,285.0,86.0,Left,0.0,0.0,,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48023,5,8.0,0.0,5.0,8.0,27.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,2,False,Extra Cover,0,1,False,False,2019-03-13T11:23:31Z,,,,143.0,Dale Steyn,1840.0,Avishka Fernando,558.0,Kusal Mendis,222.0,97.0,Left,1.0,1.0,,BackOfALength,OutsideOff,None,BackFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,
48023,5,8.0,0.0,5.0,8.0,27.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,3,False,Wicketkeeper,0,0,False,False,2019-03-13T11:24:19Z,,,,143.0,Dale Steyn,558.0,Kusal Mendis,1840.0,Avishka Fernando,90.0,48.0,Left,0.0,0.0,,BackOfALength,OutsideOff,Left,NoMovement,NoShot,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48023,5,8.0,0.0,5.0,8.0,27.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,4,False,Wicketkeeper,0,0,False,False,2019-03-13T11:24:54Z,,,,143.0,Dale Steyn,558.0,Kusal Mendis,1840.0,Avishka Fernando,90.0,48.0,Left,0.0,0.0,,LengthBall,OutsideOff,ShouldersArms,FrontFoot,NoShot,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48023,5,8.0,0.0,5.0,8.0,27.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,5,False,Deep Backward Point,0,2,False,False,2019-03-13T11:25:32Z,,,,143.0,Dale Steyn,558.0,Kusal Mendis,1840.0,Avishka Fernando,155.0,146.0,Left,2.0,2.0,,BackOfALength,OutsideOff,None,BackFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,
48023,5,8.0,0.0,5.0,8.0,27.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,6,False,Mid On,0,0,False,False,2019-03-13T11:26:11Z,,,,143.0,Dale Steyn,558.0,Kusal Mendis,1840.0,Avishka Fernando,278.0,86.0,Left,0.0,0.0,,LengthBall,OffStump,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48025,6,5.0,0.0,0.0,5.0,32.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,1,False,Bowler,0,0,False,False,2019-03-13T11:27:13Z,,,,677.0,Lungi Ngidi,1840.0,Avishka Fernando,558.0,Kusal Mendis,270.0,40.0,Left,0.0,0.0,,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48025,6,5.0,0.0,0.0,5.0,32.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,2,False,Deep Backward Square Leg,0,4,False,True,2019-03-13T11:27:40Z,,,,677.0,Lungi Ngidi,1840.0,Avishka Fernando,558.0,Kusal Mendis,28.0,181.0,Left,4.0,4.0,,Short,OutsideOff,WellTimed,BackFoot,Hook,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,88.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,
48025,6,5.0,0.0,0.0,5.0,32.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,3,False,Third Man,0,1,False,False,2019-03-13T11:28:29Z,,,,677.0,Lungi Ngidi,1840.0,Avishka Fernando,558.0,Kusal Mendis,147.0,119.0,Left,1.0,1.0,,BackOfALength,OutsideOff,None,BackFoot,Steer,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,
48025,6,5.0,0.0,0.0,5.0,32.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,4,False,Backward Point,0,0,False,False,2019-03-13T11:29:07Z,,,,677.0,Lungi Ngidi,558.0,Kusal Mendis,1840.0,Avishka Fernando,164.0,75.0,Left,0.0,0.0,,BackOfALength,OutsideOff,None,BackFoot,Steer,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48025,6,5.0,0.0,0.0,5.0,32.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,5,False,Wicketkeeper,0,0,False,False,2019-03-13T11:29:43Z,,,,677.0,Lungi Ngidi,558.0,Kusal Mendis,1840.0,Avishka Fernando,90.0,48.0,Left,0.0,0.0,,LengthBall,OutsideOff,Missed,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48025,6,5.0,0.0,0.0,5.0,32.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,6,False,Bowler,0,0,False,False,2019-03-13T11:30:20Z,,,,677.0,Lungi Ngidi,558.0,Kusal Mendis,1840.0,Avishka Fernando,270.0,40.0,Left,0.0,0.0,,BackOfALength,OutsideOff,None,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48027,7,1.0,0.0,0.0,1.0,33.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,1,False,Bowler,0,0,False,False,2019-03-13T11:31:13Z,,,,143.0,Dale Steyn,1840.0,Avishka Fernando,558.0,Kusal Mendis,270.0,40.0,Left,0.0,0.0,,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48027,7,1.0,0.0,0.0,1.0,33.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,2,False,Third Man,0,1,False,False,2019-03-13T11:31:45Z,,,,143.0,Dale Steyn,1840.0,Avishka Fernando,558.0,Kusal Mendis,149.0,122.0,Left,1.0,1.0,,LengthBall,OutsideOff,None,FrontFoot,Steer,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,
48027,7,1.0,0.0,0.0,1.0,33.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,3,False,Wicketkeeper,0,0,False,False,2019-03-13T11:32:29Z,,,,143.0,Dale Steyn,558.0,Kusal Mendis,1840.0,Avishka Fernando,90.0,48.0,Left,0.0,0.0,,LengthBall,OutsideOff,ShouldersArms,FrontFoot,NoShot,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48027,7,1.0,0.0,0.0,1.0,33.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,4,False,Wicketkeeper,0,0,False,False,2019-03-13T11:33:04Z,,,,143.0,Dale Steyn,558.0,Kusal Mendis,1840.0,Avishka Fernando,90.0,48.0,Left,0.0,0.0,,LengthBall,OutsideOff,Missed,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48027,7,1.0,0.0,0.0,1.0,33.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,5,False,Mid On,0,0,False,False,2019-03-13T11:33:40Z,,,,143.0,Dale Steyn,558.0,Kusal Mendis,1840.0,Avishka Fernando,292.0,97.0,Left,0.0,0.0,,LengthBall,OutsideOff,None,FrontFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48027,7,1.0,0.0,0.0,1.0,33.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,6,False,Backward Point,0,0,False,False,2019-03-13T11:34:12Z,,,,143.0,Dale Steyn,558.0,Kusal Mendis,1840.0,Avishka Fernando,167.0,76.0,Left,0.0,0.0,,BackOfALength,OutsideOff,None,BackFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48029,8,4.0,0.0,0.0,4.0,37.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,1,False,Mid On,0,0,False,False,2019-03-13T11:35:13Z,,,,677.0,Lungi Ngidi,1840.0,Avishka Fernando,558.0,Kusal Mendis,294.0,83.0,Left,0.0,0.0,,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48029,8,4.0,0.0,0.0,4.0,37.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,2,False,Deep Square Leg,0,1,False,False,2019-03-13T11:35:49Z,,,,677.0,Lungi Ngidi,1840.0,Avishka Fernando,558.0,Kusal Mendis,357.0,138.0,Left,1.0,1.0,,LengthBall,MiddleStump,None,FrontFoot,Worked,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,
48029,8,4.0,0.0,0.0,4.0,37.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,3,False,Square Leg,0,1,False,False,2019-03-13T11:36:27Z,,,,677.0,Lungi Ngidi,558.0,Kusal Mendis,1840.0,Avishka Fernando,359.0,67.0,Left,1.0,1.0,,BackOfALength,OutsideOff,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,
48029,8,4.0,0.0,0.0,4.0,37.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,4,False,Square Leg,0,1,False,False,2019-03-13T11:37:14Z,,,,677.0,Lungi Ngidi,1840.0,Avishka Fernando,558.0,Kusal Mendis,360.0,121.0,Left,1.0,1.0,,BackOfALength,OutsideOff,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,
48029,8,4.0,0.0,0.0,4.0,37.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,5,False,Third Man,0,1,False,False,2019-03-13T11:37:58Z,,,,677.0,Lungi Ngidi,558.0,Kusal Mendis,1840.0,Avishka Fernando,126.0,140.0,Left,1.0,1.0,,Short,OutsideOff,None,BackFoot,UpperCut,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,88.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,
48029,8,4.0,0.0,0.0,4.0,37.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,6,False,Cover,0,0,False,False,2019-03-13T11:38:36Z,,,,677.0,Lungi Ngidi,1840.0,Avishka Fernando,558.0,Kusal Mendis,192.0,83.0,Left,0.0,0.0,,BackOfALength,OutsideOff,None,BackFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48031,9,7.0,0.0,0.0,7.0,44.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,1,False,Square Leg,0,1,False,False,2019-03-13T11:39:45Z,,,,2385.0,Anrich Nortje,558.0,Kusal Mendis,1840.0,Avishka Fernando,5.0,73.0,Left,1.0,1.0,,LengthBall,OffStump,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,
48031,9,7.0,0.0,0.0,7.0,44.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,2,False,Mid On,0,0,False,False,2019-03-13T11:40:23Z,,,,2385.0,Anrich Nortje,1840.0,Avishka Fernando,558.0,Kusal Mendis,290.0,85.0,Left,0.0,0.0,,BackOfALength,OutsideOff,None,BackFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
48031,9,7.0,0.0,0.0,7.0,44.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,3,False,Deep Backward Square Leg,0,1,False,False,2019-03-13T11:41:06Z,,,,2385.0,Anrich Nortje,1840.0,Avishka Fernando,558.0,Kusal Mendis,8.0,136.0,Left,1.0,1.0,,LengthBall,MiddleStump,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,
48031,9,7.0,0.0,0.0,7.0,44.0,2.0,1067,,123,South Africa v Sri Lanka ODI - Men's,1,9,Sri Lanka Men,21,South Africa Men,4,False,Square Leg,0,0,False,False,2019-03-13T11:41:52Z,,,,2385.0,Anrich Nortje,558.0,Kusal Mendis,1840.0,Avishka Fernando,351.0,73.0,Left,0.0,0.0,,LengthBall,OutsideOff,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
