over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,over_totalInningRuns,over_totalInningWickets,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,appealDismissalTypeId
46898,11,4,0,0,4.0,43.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T08:49:28Z,5,False,,,,591.0,Glenn Maxwell,206.0,,297.0,,340.0,123.0,Left,Deep Mid Wicket,1.0,0,1,1.0,,LengthBall,DownLeg,None,FrontFoot,Worked,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
46898,11,4,0,0,4.0,43.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T08:49:50Z,6,False,,,,591.0,Glenn Maxwell,297.0,,206.0,,319.0,124.0,Left,Mid On,1.0,0,1,1.0,,BackOfALength,MiddleStump,None,BackFoot,Pushed,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
46900,12,4,0,1,4.0,47.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T08:51:03Z,1,False,,,,1149.0,Pat Cummins,297.0,,206.0,,240.0,75.0,Left,Mid Off,0.0,0,0,0.0,,LengthBall,OutsideOff,None,FrontFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,73.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
46900,12,4,0,1,4.0,47.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T08:51:41Z,2,False,,,,1149.0,Pat Cummins,297.0,,206.0,,153.0,52.0,Left,Fourth Slip,0.0,0,0,0.0,,LengthBall,OutsideOff,None,FrontFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,73.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
46900,12,4,0,1,4.0,47.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T08:52:18Z,3,False,,,,1149.0,Pat Cummins,297.0,,206.0,,180.0,86.0,Left,Point,0.0,0,0,0.0,,LengthBall,OutsideOff,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,73.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
46900,12,4,0,1,4.0,47.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T08:53:00Z,4,False,,,,1149.0,Pat Cummins,297.0,,206.0,,90.0,48.0,Left,Wicketkeeper,1.0,1,1,0.0,,HalfTracker,OutsideOff,Left,BackFoot,NoShot,NoMovement,Over,Fast,Left,Null,Null,True,False,False,False,False,False,73.0,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,False,False,
46900,12,4,0,1,4.0,47.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T08:53:39Z,4,False,,,,1149.0,Pat Cummins,297.0,,206.0,,264.0,35.0,Left,Silly Mid Off,0.0,0,0,0.0,,LengthBall,OutsideOff,None,FrontFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,73.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
46900,12,4,0,1,4.0,47.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T08:54:15Z,5,False,,,,1149.0,Pat Cummins,297.0,,206.0,,102.0,146.0,Left,Third Man,1.0,0,1,1.0,,BackOfALength,OutsideOff,None,BackFoot,Steer,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,73.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
46900,12,4,0,1,4.0,47.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T08:54:54Z,6,False,,,,1149.0,Pat Cummins,206.0,,297.0,,356.0,100.0,Left,Square Leg,2.0,0,2,2.0,,BackOfALength,OutsideOff,None,MovesInfront,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,73.0,False,False,False,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,
46902,13,5,0,0,5.0,52.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T08:56:10Z,1,False,,,,591.0,Glenn Maxwell,297.0,,206.0,,330.0,88.0,Left,Mid Wicket,1.0,0,1,1.0,,BackOfALength,DownLeg,None,BackFoot,Worked,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
46902,13,5,0,0,5.0,52.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T08:56:35Z,2,False,,,,591.0,Glenn Maxwell,206.0,,297.0,,327.0,63.0,Left,Short Mid Wicket,0.0,0,0,0.0,,LengthBall,LegStump,None,DownTheTrack,Worked,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
46902,13,5,0,0,5.0,52.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T08:56:55Z,3,False,,,,591.0,Glenn Maxwell,206.0,,297.0,,342.0,72.0,Left,Mid Wicket,0.0,0,0,0.0,,LengthBall,LegStump,None,FrontFoot,Worked,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
46902,13,5,0,0,5.0,52.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T08:57:11Z,4,False,,,,591.0,Glenn Maxwell,206.0,,297.0,,309.0,117.0,Left,Mid On,1.0,0,1,1.0,,LengthBall,DownLeg,None,FrontFoot,Pushed,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
46902,13,5,0,0,5.0,52.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T08:57:43Z,5,False,,,,591.0,Glenn Maxwell,297.0,,206.0,,230.0,153.0,Left,Deep Extra Cover,2.0,0,2,2.0,,LengthBall,OffStump,None,FrontFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,False,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,
46902,13,5,0,0,5.0,52.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T08:58:13Z,6,False,,,,591.0,Glenn Maxwell,297.0,,206.0,,326.0,121.0,Left,Mid Wicket,1.0,0,1,1.0,,LengthBall,LegStump,None,FrontFoot,Pushed,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
46904,14,2,0,0,2.0,54.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T08:59:42Z,1,False,,,,852.0,Adam Zampa,297.0,,206.0,,270.0,40.0,Left,Bowler,0.0,0,0,0.0,,LengthBall,OffStump,None,FrontFoot,ForwardDefensive,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,73.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
46904,14,2,0,0,2.0,54.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T09:00:03Z,2,False,,,,852.0,Adam Zampa,297.0,,206.0,,273.0,34.0,Left,Silly Mid On,0.0,0,0,0.0,,BackOfALength,OutsideOff,MisTimed,BackFoot,Pull,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,73.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
46904,14,2,0,0,2.0,54.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,,3,False,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
46904,14,2,0,0,2.0,54.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T09:00:35Z,3,False,,,,852.0,Adam Zampa,297.0,,206.0,,217.0,75.0,Left,Extra Cover,0.0,0,0,0.0,,BackOfALength,OutsideOff,None,BackFoot,Pushed,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,73.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
46904,14,2,0,0,2.0,54.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T09:00:48Z,4,False,,,,852.0,Adam Zampa,297.0,,206.0,,253.0,37.0,Left,Silly Mid Off,0.0,0,0,0.0,,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,73.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
46904,14,2,0,0,2.0,54.0,2.0,1038,,4912,India v Australia ODIs - Men's,1,3,India Men,23,Australia Men,2019-03-05T09:01:03Z,5,False,,,,852.0,Adam Zampa,297.0,,206.0,,198.0,127.0,Left,Deep Cover,1.0,0,1,1.0,,LengthBall,OutsideOff,None,FrontFoot,Drive,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,73.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
