over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,appealDismissalTypeId
47142,2,16,0,0,17.0,0.0,16.0,1047,,119,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,2019-03-06T11:06:20Z,1,False,,,,1383.0,Vishwa Fernando,729.0,Quinton de Kock,669.0,Reeza Hendricks,2.0,81.0,Right,Point,0.0,0,0,0.0,,HalfVolley,OutsideOff,None,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,Null,False,False,False,False,False,False,28.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
47142,2,16,0,0,17.0,0.0,16.0,1047,,119,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,2019-03-06T11:06:58Z,2,False,,,,1383.0,Vishwa Fernando,729.0,Quinton de Kock,669.0,Reeza Hendricks,20.0,171.0,Right,Deep Backward Point,4.0,0,4,4.0,,LengthBall,OutsideOff,WellTimed,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,
47142,2,16,0,0,17.0,0.0,16.0,1047,,119,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,2019-03-06T11:07:40Z,3,False,,,,1383.0,Vishwa Fernando,729.0,Quinton de Kock,669.0,Reeza Hendricks,349.0,185.0,Right,Deep Cover,4.0,0,4,4.0,,LengthBall,OutsideOff,WellTimed,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,
47142,2,16,0,0,17.0,0.0,16.0,1047,,119,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,2019-03-06T11:08:29Z,4,False,,,,1383.0,Vishwa Fernando,729.0,Quinton de Kock,669.0,Reeza Hendricks,353.0,178.0,Right,Deep Point,4.0,0,4,4.0,,HalfVolley,Wide,None,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,
47142,2,16,0,0,17.0,0.0,16.0,1047,,119,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,2019-03-06T11:09:20Z,5,False,,,,1383.0,Vishwa Fernando,729.0,Quinton de Kock,669.0,Reeza Hendricks,287.0,80.0,Right,Mid Off,0.0,0,0,0.0,,LengthBall,OutsideOff,None,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
47142,2,16,0,0,17.0,0.0,16.0,1047,,119,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,2019-03-06T11:09:55Z,6,False,,,,1383.0,Vishwa Fernando,729.0,Quinton de Kock,669.0,Reeza Hendricks,317.0,200.0,Right,Deep Extra Cover,4.0,0,4,4.0,,LengthBall,OutsideOff,WellTimed,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,
47143,3,2,0,0,19.0,0.0,2.0,1047,,119,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,2019-03-06T11:10:53Z,1,False,,,,562.0,Lasith Malinga,669.0,Reeza Hendricks,729.0,Quinton de Kock,138.0,128.0,Left,Third Man,1.0,0,1,1.0,,LengthBall,MiddleStump,ThickEdge,FrontFoot,Pushed,AwaySwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
47143,3,2,0,0,19.0,0.0,2.0,1047,,119,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,2019-03-06T11:11:32Z,2,False,,,,562.0,Lasith Malinga,729.0,Quinton de Kock,669.0,Reeza Hendricks,279.0,20.0,Right,Silly Point,0.0,0,0,0.0,,Yorker,OutsideOff,None,FrontFoot,Pushed,InSwinger,Round,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
47143,3,2,0,0,19.0,0.0,2.0,1047,,119,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,2019-03-06T11:12:11Z,3,False,,,,562.0,Lasith Malinga,729.0,Quinton de Kock,669.0,Reeza Hendricks,301.0,87.0,Right,Mid Off,0.0,0,0,0.0,,LengthBall,OutsideOff,None,FrontFoot,Pushed,InSwinger,Round,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
47143,3,2,0,0,19.0,0.0,2.0,1047,,119,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,2019-03-06T11:12:55Z,4,False,,,,562.0,Lasith Malinga,729.0,Quinton de Kock,669.0,Reeza Hendricks,321.0,60.0,Right,Short Extra Cover,0.0,0,0,0.0,,FullToss,OutsideOff,None,FrontFoot,Drive,InSwinger,Round,Fast,Left,Null,Null,False,False,False,False,False,False,88.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
