over_id,over_overNumber,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
18059,20,4,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T10:52:33Z,1,False,556,Dhananjaya de Silva,193,Joe Root,82,Eoin Morgan,305,143,Left,Long On,1,0,1,1,FullToss,MiddleStump,NotOut,None,FrontFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,119,False,False,False,False,False,False,1,0,0,0,0,False,False
18059,20,4,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T10:53:05Z,2,False,556,Dhananjaya de Silva,82,Eoin Morgan,193,Joe Root,293,140,Right,Long Off,1,0,1,1,LengthBall,OffStump,NotOut,None,FrontFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,119,False,False,False,False,False,False,1,0,0,0,0,False,False
18059,20,4,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T10:53:29Z,3,False,556,Dhananjaya de Silva,193,Joe Root,82,Eoin Morgan,218,58,Left,Short Extra Cover,0,0,0,0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Pushed,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,119,False,False,False,False,False,False,0,0,0,0,0,False,False
18059,20,4,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T10:53:49Z,4,False,556,Dhananjaya de Silva,193,Joe Root,82,Eoin Morgan,184,84,Left,Point,1,0,1,1,BackOfALength,MiddleStump,NotOut,None,BackFoot,Pushed,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,119,False,False,False,False,False,False,1,0,0,0,0,False,False
18059,20,4,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T10:54:05Z,5,False,556,Dhananjaya de Silva,82,Eoin Morgan,193,Joe Root,206,79,Right,Mid Wicket,1,0,1,1,LengthBall,MiddleStump,NotOut,None,FrontFoot,Worked,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,119,False,False,False,False,False,False,1,0,0,0,0,False,False
18059,20,4,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T10:54:21Z,6,False,556,Dhananjaya de Silva,193,Joe Root,82,Eoin Morgan,199,47,Left,Short Extra Cover,0,0,0,0,LengthBall,MiddleStump,NotOut,None,BackFoot,Dropped,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,119,False,False,False,False,False,False,0,0,0,0,0,False,False
18060,21,2,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T10:55:17Z,1,False,593,Akila Dananjaya,82,Eoin Morgan,193,Joe Root,291,142,Right,Long Off,1,0,1,1,HalfVolley,OffStump,NotOut,None,FrontFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,69,False,False,False,False,False,False,1,0,0,0,0,False,False
18060,21,2,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T10:55:40Z,2,False,593,Akila Dananjaya,193,Joe Root,82,Eoin Morgan,295,147,Left,Long On,1,0,1,1,HalfVolley,OutsideOff,NotOut,None,FrontFoot,Drive,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,True,69,False,False,False,False,False,False,1,0,0,0,0,False,False
18060,21,2,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T10:56:20Z,3,False,593,Akila Dananjaya,82,Eoin Morgan,193,Joe Root,251,31,Right,Silly Mid On,0,0,0,0,LengthBall,OffStump,NotOut,None,FrontFoot,ForwardDefensive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,69,False,False,False,False,False,False,0,0,0,0,0,False,False
18060,21,2,327,,41,Sri Lanka v England ODI - Men's,2,1,England Men,9,Sri Lanka Men,2018-10-20T10:56:39Z,4,False,593,Akila Dananjaya,82,Eoin Morgan,193,Joe Root,270,40,Right,Bowler,0,0,0,0,HalfVolley,OutsideOff,NotOut,None,FrontFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,True,69,False,False,False,False,False,False,0,0,0,0,0,False,False
