over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,shotAngle,shotMagnitude,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,decisionOfficialId
1639259,2,8.0,14,0,0,16,0,14,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760670,2026-09-04T12:02:57Z,1,7,False,8249,Ruben Trumpelmann,10075,Connor Esterhuizen,14169,Lhuan-dre Pretorius,Right,Short Mid Wicket,0,0,0,0,BackOfALength,LegStump,None,BackFoot,BackwardDefensive,AwaySwinger,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,302.0,31.0,,,,,,
1639259,2,8.0,14,0,0,16,0,14,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760674,2026-09-04T12:03:29Z,2,8,False,8249,Ruben Trumpelmann,10075,Connor Esterhuizen,14169,Lhuan-dre Pretorius,Right,,6,0,6,6,Short,LegStump,WellTimed,BackFoot,Pull,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,6,0,0,0,0,True,False,17.0,167.0,,,,,,
1639259,2,8.0,14,0,0,16,0,14,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760677,2026-09-04T12:04:06Z,3,9,False,8249,Ruben Trumpelmann,10075,Connor Esterhuizen,14169,Lhuan-dre Pretorius,Right,Wicketkeeper,1,1,1,0,LengthBall,DownLeg,PlayAndMissLegSide,FrontFoot,Flick,NoMovement,Over,Medium,Left,Null,NotReferred,Null,True,False,False,False,False,True,False,False,True,False,False,False,1,0,1,0,0,False,False,,,,,,,,
1639259,2,8.0,14,0,0,16,0,14,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760683,2026-09-04T12:04:38Z,3,10,False,8249,Ruben Trumpelmann,10075,Connor Esterhuizen,14169,Lhuan-dre Pretorius,Right,Third Man,1,0,1,1,BackOfALength,LegStump,None,BackFoot,Dropped,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,128.0,121.0,,,,,,
1639259,2,8.0,14,0,0,16,0,14,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760685,2026-09-04T12:05:20Z,4,11,False,8249,Ruben Trumpelmann,14169,Lhuan-dre Pretorius,10075,Connor Esterhuizen,Left,Wicketkeeper,0,0,0,0,BackOfALength,OutsideOff,Missed,BackFoot,BackwardDefensive,AwaySwinger,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,,,
1639259,2,8.0,14,0,0,16,0,14,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760689,2026-09-04T12:05:53Z,5,12,False,8249,Ruben Trumpelmann,14169,Lhuan-dre Pretorius,10075,Connor Esterhuizen,Left,,4,0,4,4,BackOfALength,OutsideOff,WellTimed,BackFoot,LateCut,AwaySwinger,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,21.0,166.0,,,,,,
1639259,2,8.0,14,0,0,16,0,14,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760694,2026-09-04T12:06:28Z,6,13,False,8249,Ruben Trumpelmann,14169,Lhuan-dre Pretorius,10075,Connor Esterhuizen,Left,Backward Point,2,0,2,2,LengthBall,OutsideOff,ThickEdge,FrontFoot,Drive,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,2,0,0,0,0,False,False,13.0,137.0,,,,,,
1639265,3,8.67,10,0,0,26,0,10,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760700,2026-09-04T12:07:39Z,1,14,False,3198,JJ Smit,10075,Connor Esterhuizen,14169,Lhuan-dre Pretorius,Right,,6,0,6,6,LengthBall,OffStump,Middled,DownTheTrack,Drive,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,6,0,0,0,0,True,False,285.0,180.0,,,,,,
1639265,3,8.67,10,0,0,26,0,10,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760706,2026-09-04T12:08:57Z,2,15,False,3198,JJ Smit,10075,Connor Esterhuizen,14169,Lhuan-dre Pretorius,Right,Cover,0,1,1,0,BackOfALength,LegStump,HitBody,FrontFoot,Flick,InSwinger,Over,Medium,Left,Null,NotReferred,Null,False,False,False,True,False,True,False,False,True,False,False,False,1,0,0,1,0,False,False,184.0,31.0,,,,,,
1639265,3,8.67,10,0,0,26,0,10,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760712,2026-09-04T12:09:41Z,3,16,False,3198,JJ Smit,14169,Lhuan-dre Pretorius,10075,Connor Esterhuizen,Left,Mid Wicket,1,0,1,1,LengthBall,OffStump,None,DownTheTrack,Pushed,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,236.0,63.0,,,,,,
1639265,3,8.67,10,0,0,26,0,10,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760714,2026-09-04T12:10:18Z,4,17,False,3198,JJ Smit,10075,Connor Esterhuizen,14169,Lhuan-dre Pretorius,Right,Mid Wicket,1,0,1,1,BackOfALength,DownLeg,None,DownTheTrack,Worked,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,325.0,60.0,,,,,,
1639265,3,8.67,10,0,0,26,0,10,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760718,2026-09-04T12:11:05Z,5,18,False,3198,JJ Smit,14169,Lhuan-dre Pretorius,10075,Connor Esterhuizen,Left,Cover,0,1,1,0,LengthBall,OutsideOff,HitPad,DownTheTrack,Flick,InSwinger,Over,Medium,Left,Null,NotReferred,Null,False,False,False,True,False,True,False,False,True,False,False,False,1,0,0,1,0,False,False,358.0,51.0,,,,,,
1639265,3,8.67,10,0,0,26,0,10,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760723,2026-09-04T12:11:39Z,6,19,False,3198,JJ Smit,10075,Connor Esterhuizen,14169,Lhuan-dre Pretorius,Right,Mid Wicket,0,0,0,0,LengthBall,LegStump,None,BackFoot,Worked,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,328.0,27.0,,,,,,
1639270,4,11.25,19,0,0,45,0,19,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760728,2026-09-04T12:12:36Z,1,20,False,14575,Jack Brassell,14169,Lhuan-dre Pretorius,10075,Connor Esterhuizen,Left,Deep Backward Square Leg,1,0,1,1,BackOfALength,DownLeg,None,BackFoot,Pull,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,167.0,134.0,,,,,,
1639270,4,11.25,19,0,0,45,0,19,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760734,2026-09-04T12:13:13Z,2,21,False,14575,Jack Brassell,10075,Connor Esterhuizen,14169,Lhuan-dre Pretorius,Right,Wicketkeeper,0,4,4,0,LengthBall,Wide,Missed,MovesInfront,ReverseScoop,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,True,False,False,True,False,False,True,False,False,False,4,4,0,0,0,False,False,103.0,153.0,,,,,,
1639270,4,11.25,19,0,0,45,0,19,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760738,2026-09-04T12:13:51Z,3,22,False,14575,Jack Brassell,10075,Connor Esterhuizen,14169,Lhuan-dre Pretorius,Right,,6,0,6,6,LengthBall,OutsideOff,WellTimed,FrontFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,6,0,0,0,0,True,False,200.0,173.0,,,,,,
1639270,4,11.25,19,0,0,45,0,19,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760741,2026-09-04T12:14:25Z,4,23,False,14575,Jack Brassell,10075,Connor Esterhuizen,14169,Lhuan-dre Pretorius,Right,,6,0,6,6,BackOfALength,OutsideOff,Middled,FrontFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,6,0,0,0,0,True,False,216.0,176.0,,,,,,
1639270,4,11.25,19,0,0,45,0,19,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760746,2026-09-04T12:15:16Z,5,24,False,14575,Jack Brassell,10075,Connor Esterhuizen,14169,Lhuan-dre Pretorius,Right,Extra Cover,1,0,1,1,HalfVolley,OutsideOff,None,FrontFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,218.0,66.0,,,,,,
1639270,4,11.25,19,0,0,45,0,19,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760749,2026-09-04T12:15:48Z,6,25,False,14575,Jack Brassell,14169,Lhuan-dre Pretorius,10075,Connor Esterhuizen,Left,Mid Wicket,1,0,1,1,LengthBall,LegStump,None,BackFoot,Worked,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,233.0,30.0,,,,,,
1639275,5,11.6,13,0,0,58,0,13,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760758,2026-09-04T12:17:23Z,1,26,False,8249,Ruben Trumpelmann,14169,Lhuan-dre Pretorius,10075,Connor Esterhuizen,Left,Mid On,1,0,1,1,LengthBall,OffStump,None,FrontFoot,Drive,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,253.0,69.0,,,,,,
1639275,5,11.6,13,0,0,58,0,13,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760763,2026-09-04T12:18:09Z,2,27,False,8249,Ruben Trumpelmann,10075,Connor Esterhuizen,14169,Lhuan-dre Pretorius,Right,,4,0,4,4,LengthBall,OutsideOff,WellTimed,FrontFoot,Drive,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,218.0,176.0,,,,,,
1639275,5,11.6,13,0,0,58,0,13,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760766,2026-09-04T12:18:47Z,3,28,False,8249,Ruben Trumpelmann,10075,Connor Esterhuizen,14169,Lhuan-dre Pretorius,Right,Cover,0,0,0,0,LengthBall,OffStump,None,BackFoot,Cut,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,196.0,50.0,,,,,,
1639275,5,11.6,13,0,0,58,0,13,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760769,2026-09-04T12:19:17Z,4,29,False,8249,Ruben Trumpelmann,10075,Connor Esterhuizen,14169,Lhuan-dre Pretorius,Right,,6,0,6,6,LengthBall,LegStump,Middled,BacksAway,Drive,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,6,0,0,0,0,True,False,227.0,177.0,,,,,,
1639275,5,11.6,13,0,0,58,0,13,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760778,2026-09-04T12:20:16Z,5,30,False,8249,Ruben Trumpelmann,10075,Connor Esterhuizen,14169,Lhuan-dre Pretorius,Right,Mid Wicket,1,0,1,1,Yorker,LegStump,None,BackFoot,Flick,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,312.0,64.0,,,,,,
1639275,5,11.6,13,0,0,58,0,13,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760786,2026-09-04T12:21:00Z,6,31,False,8249,Ruben Trumpelmann,14169,Lhuan-dre Pretorius,10075,Connor Esterhuizen,Left,Deep Square Leg,1,0,1,1,Short,OffStump,None,BackFoot,Pull,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,181.0,140.0,,,,,,
1639282,6,11.67,12,0,0,70,0,12,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760795,2026-09-04T12:21:49Z,1,32,False,3198,JJ Smit,14169,Lhuan-dre Pretorius,10075,Connor Esterhuizen,Left,,4,0,4,4,LengthBall,OutsideOff,WellTimed,DownTheTrack,Drive,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,331.0,175.0,,,,,,
1639282,6,11.67,12,0,0,70,0,12,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760801,2026-09-04T12:22:25Z,2,33,False,3198,JJ Smit,14169,Lhuan-dre Pretorius,10075,Connor Esterhuizen,Left,Extra Cover,2,0,2,2,LengthBall,OutsideOff,None,FrontFoot,Drive,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,2,0,0,0,0,False,False,308.0,59.0,,,,,,
1639282,6,11.67,12,0,0,70,0,12,76322,,40948,Namibia T20I Tri-Series 2026 - Men,1,21,South Africa Men,753,Namibia Men,8760805,2026-09-04T12:23:04Z,3,34,False,3198,JJ Smit,14169,Lhuan-dre Pretorius,10075,Connor Esterhuizen,Left,Extra Cover,0,0,0,0,LengthBall,OutsideOff,None,FrontFoot,Pushed,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,327.0,48.0,,,,,,
