over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,decisionOfficialId
1637990,2,7.0,8,0,0,14,0,8,76298,,40947,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,22,Zimbabwe Men,8753027,2026-09-03T12:03:11Z,1,7,False,2572,Blessing Muzarabani,3504,Jan Frylinck,10114,Louren Steenkamp,,,Left,Wicketkeeper,0,0,0,0,LengthBall,LegStump,Missed,FrontFoot,ForwardDefensive,AwaySwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1637990,2,7.0,8,0,0,14,0,8,76298,,40947,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,22,Zimbabwe Men,8753032,2026-09-03T12:03:44Z,2,8,False,2572,Blessing Muzarabani,3504,Jan Frylinck,10114,Louren Steenkamp,5.0,142.0,Left,Deep Backward Point,1,0,1,1,LengthBall,OutsideOff,ThickEdge,FrontFoot,Drive,AwaySwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,
1637990,2,7.0,8,0,0,14,0,8,76298,,40947,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,22,Zimbabwe Men,8753039,2026-09-03T12:04:26Z,3,9,False,2572,Blessing Muzarabani,10114,Louren Steenkamp,3504,Jan Frylinck,219.0,176.0,Right,,4,0,4,4,LengthBall,OutsideOff,WellTimed,FrontFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,
1637990,2,7.0,8,0,0,14,0,8,76298,,40947,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,22,Zimbabwe Men,8753043,2026-09-03T12:05:02Z,4,10,False,2572,Blessing Muzarabani,10114,Louren Steenkamp,3504,Jan Frylinck,205.0,154.0,Right,Deep Cover,2,0,2,2,LengthBall,OutsideOff,None,FrontFoot,Drive,InSwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,2,0,0,0,0,False,False,,,,,,
1637990,2,7.0,8,0,0,14,0,8,76298,,40947,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,22,Zimbabwe Men,8753048,2026-09-03T12:05:39Z,5,11,False,2572,Blessing Muzarabani,10114,Louren Steenkamp,3504,Jan Frylinck,215.0,60.0,Right,Extra Cover,0,0,0,0,LengthBall,OutsideOff,None,FrontFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1637990,2,7.0,8,0,0,14,0,8,76298,,40947,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,22,Zimbabwe Men,8753056,2026-09-03T12:06:16Z,6,12,False,2572,Blessing Muzarabani,10114,Louren Steenkamp,3504,Jan Frylinck,132.0,134.0,Right,Third Man,1,0,1,1,BackOfALength,OutsideOff,ThickEdge,BackFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,
1637996,3,5.67,3,0,0,17,0,3,76298,,40947,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,22,Zimbabwe Men,8753061,2026-09-03T12:07:17Z,1,13,False,1186,Sikandar Raza,10114,Louren Steenkamp,3504,Jan Frylinck,310.0,118.0,Right,Deep Mid Wicket,1,0,1,1,BackOfALength,OffStump,None,BackFoot,Worked,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,
1637996,3,5.67,3,0,0,17,0,3,76298,,40947,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,22,Zimbabwe Men,8753063,2026-09-03T12:07:46Z,2,14,False,1186,Sikandar Raza,3504,Jan Frylinck,10114,Louren Steenkamp,314.0,55.0,Left,Extra Cover,0,0,0,0,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1637996,3,5.67,3,0,0,17,0,3,76298,,40947,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,22,Zimbabwe Men,8753067,2026-09-03T12:08:02Z,3,15,False,1186,Sikandar Raza,3504,Jan Frylinck,10114,Louren Steenkamp,146.0,61.0,Left,Short Fine Leg,0,0,0,0,HalfVolley,DownLeg,None,BacksAway,Flick,QuickerBall,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1637996,3,5.67,3,0,0,17,0,3,76298,,40947,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,22,Zimbabwe Men,8753070,2026-09-03T12:08:25Z,4,16,False,1186,Sikandar Raza,3504,Jan Frylinck,10114,Louren Steenkamp,313.0,70.0,Left,Extra Cover,0,0,0,0,HalfVolley,DownLeg,None,BacksAway,Drive,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1637996,3,5.67,3,0,0,17,0,3,76298,,40947,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,22,Zimbabwe Men,8753072,2026-09-03T12:08:40Z,5,17,False,1186,Sikandar Raza,3504,Jan Frylinck,10114,Louren Steenkamp,227.0,69.0,Left,Mid Wicket,1,0,1,1,HalfVolley,MiddleStump,None,FrontFoot,Flick,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,
1637996,3,5.67,3,0,0,17,0,3,76298,,40947,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,22,Zimbabwe Men,8753079,2026-09-03T12:09:04Z,6,18,False,1186,Sikandar Raza,10114,Louren Steenkamp,3504,Jan Frylinck,298.0,121.0,Right,Long On,1,0,1,1,BackOfALength,OutsideOff,None,BackFoot,Worked,CarromBall,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,
1638004,4,5.0,3,1,0,20,1,3,76298,,40947,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,22,Zimbabwe Men,8753094,2026-09-03T12:10:05Z,1,19,True,2559,Brad Evans,10114,Louren Steenkamp,3504,Jan Frylinck,356.0,121.0,Right,Deep Square Leg,0,0,0,0,LengthBall,OffStump,MisTimed,FrontFoot,Slog,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,True,Caught,10114.0,Louren Steenkamp,Caught,Caught,1961.0
1638004,4,5.0,3,1,0,20,1,3,76298,,40947,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,22,Zimbabwe Men,8753099,2026-09-03T12:11:43Z,2,20,False,2559,Brad Evans,3501,Gerhard Erasmus,3504,Jan Frylinck,,,Right,Wicketkeeper,1,1,1,0,Short,OutsideOff,Left,Ducked,Leave,NoMovement,Over,Medium,Right,Null,NotReferred,Null,True,False,False,False,False,True,False,False,True,False,False,False,1,0,1,0,0,False,False,,,,,,
