over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,shotAngle,shotMagnitude,matchName
1605104,8,10.88,15,0,0,87,2,15,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546095,2026-07-01T17:06:55Z,4,47,False,,,,474,Will Jacks,10922,Shreyas Iyer,2665,Abhishek Sharma,Right,,4,0,4,4,,BackOfALength,OffStump,,WellTimed,BackFoot,Cut,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,4,0,0,0,0,True,False,131.0,162.0,
1605104,8,10.88,15,0,0,87,2,15,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546096,2026-07-01T17:07:27Z,5,48,False,,,,474,Will Jacks,10922,Shreyas Iyer,2665,Abhishek Sharma,Right,Long On,1,0,1,1,,HalfVolley,OffStump,,WellTimed,FrontFoot,Flick,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,290.0,154.0,
1605104,8,10.88,15,0,0,87,2,15,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546097,2026-07-01T17:07:49Z,6,49,False,,,,474,Will Jacks,2665,Abhishek Sharma,10922,Shreyas Iyer,Left,,6,0,6,6,,BackOfALength,OutsideOff,,WellTimed,FrontFoot,Slog,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,False,False,False,False,6,0,0,0,0,True,False,280.0,180.0,
1605105,9,10.22,5,1,0,92,3,5,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546098,2026-07-01T17:08:52Z,1,50,False,,,,223,Sam Curran,10922,Shreyas Iyer,2665,Abhishek Sharma,Right,Deep Backward Square Leg,1,0,1,1,,BackOfALength,DownLeg,,None,BackFoot,Flick,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,29.0,143.0,
1605105,9,10.22,5,1,0,92,3,5,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546099,2026-07-01T17:09:32Z,2,51,True,Lbw,2665.0,Abhishek Sharma,223,Sam Curran,2665,Abhishek Sharma,10922,Shreyas Iyer,Left,,0,0,0,0,LBW,LengthBall,OffStump,Lbw,HitPad,BackFoot,Flick,SlowerBall,Over,Medium,Left,Null,OutReviewRetained,Null,False,False,False,False,False,True,1872.0,False,False,False,False,False,True,0,0,0,0,0,False,False,,,
1605105,9,10.22,5,1,0,92,3,5,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546100,2026-07-01T17:12:34Z,3,3,False,,,,223,Sam Curran,3190,Tilak Varma,10922,Shreyas Iyer,Left,Fine Leg,1,0,1,1,,Short,OutsideOff,,TopEdge,BackFoot,Pull,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,True,119.0,124.0,
1605105,9,10.22,5,1,0,92,3,5,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546101,2026-07-01T17:13:14Z,4,53,False,,,,223,Sam Curran,10922,Shreyas Iyer,3190,Tilak Varma,Right,Long Off,1,0,1,1,,LengthBall,LegStump,,WellTimed,BackFoot,Pushed,SlowerBall,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,255.0,147.0,
1605105,9,10.22,5,1,0,92,3,5,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546102,2026-07-01T17:13:46Z,5,54,False,,,,223,Sam Curran,3190,Tilak Varma,10922,Shreyas Iyer,Left,Fine Leg,1,0,1,1,,BackOfALength,OutsideOff,,Spliced,BackFoot,Glance,SeamIn,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,118.0,122.0,
1605105,9,10.22,5,1,0,92,3,5,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546103,2026-07-01T17:14:23Z,6,55,False,,,,223,Sam Curran,10922,Shreyas Iyer,3190,Tilak Varma,Right,Deep Square Leg,1,0,1,1,,BackOfALength,LegStump,,None,FrontFoot,Flick,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,358.0,135.0,
1605106,10,9.9,7,0,0,99,3,7,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546104,2026-07-01T17:15:40Z,1,56,False,,,,139,Liam Dawson,10922,Shreyas Iyer,3190,Tilak Varma,Right,Deep Mid Wicket,2,0,2,2,,LengthBall,MiddleStump,,WellTimed,FrontFoot,Flick,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,2,0,0,0,0,False,False,312.0,126.0,
1605106,10,9.9,7,0,0,99,3,7,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546105,2026-07-01T17:16:17Z,2,57,False,,,,139,Liam Dawson,10922,Shreyas Iyer,3190,Tilak Varma,Right,Deep Square Leg,1,0,1,1,,Short,OutsideOff,,None,BackFoot,Pull,ArmBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,330.0,144.0,
1605106,10,9.9,7,0,0,99,3,7,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546106,2026-07-01T17:17:59Z,3,58,False,,,,139,Liam Dawson,3190,Tilak Varma,10922,Shreyas Iyer,Left,Deep Mid Wicket,1,0,1,1,,BackOfALength,MiddleStump,,WellTimed,BackFoot,Pull,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,221.0,154.0,
1605106,10,9.9,7,0,0,99,3,7,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546107,2026-07-01T17:18:28Z,4,59,False,,,,139,Liam Dawson,10922,Shreyas Iyer,3190,Tilak Varma,Right,Deep Mid Wicket,1,0,1,1,,BackOfALength,OffStump,,None,BackFoot,Worked,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,326.0,136.0,
1605106,10,9.9,7,0,0,99,3,7,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546108,2026-07-01T17:18:51Z,5,60,False,,,,139,Liam Dawson,3190,Tilak Varma,10922,Shreyas Iyer,Left,Deep Mid Wicket,1,0,1,1,,BackOfALength,OutsideOff,,None,FrontFoot,Slog,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,239.0,145.0,
1605106,10,9.9,7,0,0,99,3,7,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546109,2026-07-01T17:19:20Z,6,61,False,,,,139,Liam Dawson,10922,Shreyas Iyer,3190,Tilak Varma,Right,Long Off,1,0,1,1,,HalfVolley,OutsideOff,,WellTimed,FrontFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,257.0,163.0,
1605107,11,9.55,6,0,0,105,3,6,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546110,2026-07-01T17:22:35Z,1,62,False,,,,200,Adil Rashid,10922,Shreyas Iyer,3190,Tilak Varma,Right,Bowler,0,0,0,0,,LengthBall,OffStump,,None,FrontFoot,Drive,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False,238.0,42.0,
1605107,11,9.55,6,0,0,105,3,6,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546111,2026-07-01T17:22:59Z,2,63,False,,,,200,Adil Rashid,10922,Shreyas Iyer,3190,Tilak Varma,Right,Backward Point,0,0,0,0,,BackOfALength,OutsideOff,,None,BackFoot,Cut,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False,161.0,70.0,
1605107,11,9.55,6,0,0,105,3,6,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546112,2026-07-01T17:23:30Z,3,64,False,,,,200,Adil Rashid,10922,Shreyas Iyer,3190,Tilak Varma,Right,Long Off,1,0,1,1,,LengthBall,OutsideOff,,WellTimed,FrontFoot,Drive,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,254.0,137.0,
1605107,11,9.55,6,0,0,105,3,6,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546113,2026-07-01T17:24:11Z,4,65,False,,,,200,Adil Rashid,3190,Tilak Varma,10922,Shreyas Iyer,Left,Extra Cover,0,0,0,0,,BackOfALength,OutsideOff,,None,BackFoot,Drive,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False,313.0,74.0,
1605107,11,9.55,6,0,0,105,3,6,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546114,2026-07-01T17:24:36Z,5,66,False,,,,200,Adil Rashid,3190,Tilak Varma,10922,Shreyas Iyer,Left,Deep Mid Wicket,4,0,4,4,,LengthBall,OutsideOff,,WellTimed,FrontFoot,SlogSweep,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,False,False,False,False,4,0,0,0,0,True,False,228.0,177.0,
1605107,11,9.55,6,0,0,105,3,6,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546115,2026-07-01T17:25:45Z,6,67,False,,,,200,Adil Rashid,3190,Tilak Varma,10922,Shreyas Iyer,Left,Deep Square Leg,1,0,1,1,,LengthBall,OutsideOff,,WellTimed,FrontFoot,Sweep,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,204.0,135.0,
1605108,12,9.25,6,0,0,111,3,6,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546116,2026-07-01T17:26:54Z,1,68,False,,,,474,Will Jacks,3190,Tilak Varma,10922,Shreyas Iyer,Left,Deep Mid Wicket,1,0,1,1,,HalfVolley,LegStump,,None,DownTheTrack,Flick,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,228.0,137.0,
1605108,12,9.25,6,0,0,111,3,6,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546117,2026-07-01T17:27:25Z,2,69,False,,,,474,Will Jacks,10922,Shreyas Iyer,3190,Tilak Varma,Right,Deep Mid Wicket,2,0,2,2,,BackOfALength,OffStump,RunOut,None,DownTheTrack,Flick,OffBreak,Round,OffSpin,Right,Null,OutReviewRetained,Null,False,False,False,False,False,True,1825.0,False,False,False,False,False,True,2,0,0,0,0,False,False,310.0,132.0,
1605108,12,9.25,6,0,0,111,3,6,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546118,2026-07-01T17:28:27Z,3,3,False,,,,474,Will Jacks,10922,Shreyas Iyer,3190,Tilak Varma,Right,Deep Cover,1,0,1,1,,LengthBall,OutsideOff,,WellTimed,BackFoot,Cut,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,190.0,150.0,
1605108,12,9.25,6,0,0,111,3,6,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546119,2026-07-01T17:28:50Z,4,71,False,,,,474,Will Jacks,3190,Tilak Varma,10922,Shreyas Iyer,Left,Deep Cover,1,0,1,1,,BackOfALength,OutsideOff,,WellTimed,BackFoot,Pushed,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,342.0,136.0,
1605108,12,9.25,6,0,0,111,3,6,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546120,2026-07-01T17:29:21Z,5,72,False,,,,474,Will Jacks,10922,Shreyas Iyer,3190,Tilak Varma,Right,Deep Mid Wicket,1,0,1,1,,LengthBall,OutsideOff,,None,BackFoot,Worked,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,347.0,118.0,
1605108,12,9.25,6,0,0,111,3,6,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546121,2026-07-01T17:29:54Z,6,73,False,,,,474,Will Jacks,3190,Tilak Varma,10922,Shreyas Iyer,Left,Wicketkeeper,0,0,0,0,,LengthBall,MiddleStump,Lbw,Gloved,DeepInCrease,SwitchHit,OffBreak,Round,OffSpin,Right,Null,NotOutReviewLost,Null,False,False,False,False,False,True,1942.0,False,False,False,False,False,True,0,0,0,0,0,False,False,158.0,32.0,
1605109,13,9.31,10,0,0,121,3,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546122,2026-07-01T17:31:40Z,1,74,False,,,,223,Sam Curran,10922,Shreyas Iyer,3190,Tilak Varma,Right,Extra Cover,0,0,0,0,,LengthBall,MiddleStump,,None,BackFoot,Pushed,SlowerBall,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False,224.0,60.0,
1605109,13,9.31,10,0,0,121,3,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546123,2026-07-01T17:32:11Z,2,75,False,,,,223,Sam Curran,10922,Shreyas Iyer,3190,Tilak Varma,Right,Deep Square Leg,2,0,2,2,,HalfVolley,MiddleStump,,MisTimed,FrontFoot,Slog,SlowerBall,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,2,0,0,0,0,False,False,344.0,144.0,
1605109,13,9.31,10,0,0,121,3,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546124,2026-07-01T17:32:46Z,3,76,False,,,,223,Sam Curran,10922,Shreyas Iyer,3190,Tilak Varma,Right,Wicketkeeper,1,1,1,0,,HalfTracker,DownLeg,,Left,NoMovement,Leave,SlowerBall,Over,Medium,Left,Null,NotReferred,Null,True,False,False,False,False,True,,False,False,False,False,False,False,1,0,1,0,0,False,False,,,
1605109,13,9.31,10,0,0,121,3,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546125,2026-07-01T17:33:20Z,3,77,False,,,,223,Sam Curran,10922,Shreyas Iyer,3190,Tilak Varma,Right,Deep Backward Square Leg,1,0,1,1,,BackOfALength,DownLeg,,None,FrontFoot,Flick,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,19.0,143.0,
1605109,13,9.31,10,0,0,121,3,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546126,2026-07-01T17:33:57Z,4,78,False,,,,223,Sam Curran,3190,Tilak Varma,10922,Shreyas Iyer,Left,Long On,1,0,1,1,,Yorker,OffStump,,None,FrontFoot,Flick,OffCutter,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,250.0,111.0,
1605109,13,9.31,10,0,0,121,3,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546127,2026-07-01T17:34:29Z,5,79,False,,,,223,Sam Curran,10922,Shreyas Iyer,3190,Tilak Varma,Right,,4,0,4,4,,HalfVolley,DownLeg,,WellTimed,FrontFoot,Flick,OffCutter,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,4,0,0,0,0,True,False,74.0,160.0,
1605109,13,9.31,10,0,0,121,3,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546128,2026-07-01T17:35:08Z,6,80,False,,,,223,Sam Curran,10922,Shreyas Iyer,3190,Tilak Varma,Right,Deep Backward Square Leg,1,0,1,1,,LengthBall,DownLeg,,WellTimed,FrontFoot,Flick,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,17.0,150.0,
1605110,14,8.93,4,1,0,125,4,4,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546129,2026-07-01T17:36:04Z,1,81,False,,,,646,Saqib Mahmood,10922,Shreyas Iyer,3190,Tilak Varma,Right,Deep Backward Square Leg,1,0,1,1,,BackOfALength,OutsideOff,,WellTimed,BackFoot,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,14.0,140.0,
1605110,14,8.93,4,1,0,125,4,4,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546130,2026-07-01T17:37:15Z,2,82,False,,,,646,Saqib Mahmood,3190,Tilak Varma,10922,Shreyas Iyer,Left,Long Off,1,0,1,1,,Yorker,OffStump,,None,FrontFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,288.0,144.0,
1605110,14,8.93,4,1,0,125,4,4,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546131,2026-07-01T17:37:54Z,3,83,False,,,,646,Saqib Mahmood,10922,Shreyas Iyer,3190,Tilak Varma,Right,Deep Backward Square Leg,1,0,1,1,,Short,OutsideOff,,WellTimed,BackFoot,Pull,OffCutter,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,11.0,137.0,
1605110,14,8.93,4,1,0,125,4,4,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546132,2026-07-01T17:38:32Z,4,84,True,Caught,3190.0,Tilak Varma,646,Saqib Mahmood,3190,Tilak Varma,10922,Shreyas Iyer,Left,Short Fine Leg,0,0,0,0,Caught,FullToss,OutsideOff,Caught,MisTimed,MovesInfront,Scoop,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,1942.0,False,False,False,False,False,False,0,0,0,0,0,False,True,126.0,72.0,
1605110,14,8.93,4,1,0,125,4,4,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546133,2026-07-01T17:40:44Z,5,85,False,,,,646,Saqib Mahmood,2465,Shivam Dube,10922,Shreyas Iyer,Left,Extra Cover,1,0,1,1,,LengthBall,DownLeg,,None,BackFoot,Pushed,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,304.0,86.0,
1605110,14,8.93,4,1,0,125,4,4,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546134,2026-07-01T17:41:37Z,6,86,False,,,,646,Saqib Mahmood,10922,Shreyas Iyer,2465,Shivam Dube,Right,Extra Cover,0,0,0,0,,LengthBall,OutsideOff,,None,FrontFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False,227.0,67.0,
1605111,15,9.0,10,0,0,135,4,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546135,2026-07-01T17:43:12Z,1,87,False,,,,139,Liam Dawson,2465,Shivam Dube,10922,Shreyas Iyer,Left,Long On,1,0,1,1,,BackOfALength,OutsideOff,,WellTimed,BackFoot,Worked,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,258.0,136.0,
1605111,15,9.0,10,0,0,135,4,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546136,2026-07-01T17:43:41Z,2,88,False,,,,139,Liam Dawson,10922,Shreyas Iyer,2465,Shivam Dube,Right,Long Off,1,0,1,1,,BackOfALength,OutsideOff,,WellTimed,FrontFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,251.0,139.0,
1605111,15,9.0,10,0,0,135,4,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546137,2026-07-01T17:44:18Z,3,89,False,,,,139,Liam Dawson,2465,Shivam Dube,10922,Shreyas Iyer,Left,Deep Mid Wicket,1,0,1,1,,BackOfALength,OutsideOff,,WellTimed,BackFoot,Pull,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,221.0,146.0,
1605111,15,9.0,10,0,0,135,4,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546138,2026-07-01T17:44:49Z,4,90,False,,,,139,Liam Dawson,10922,Shreyas Iyer,2465,Shivam Dube,Right,Deep Extra Cover,4,0,4,4,,BackOfALength,OutsideOff,,Middled,FrontFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,4,0,0,0,0,True,False,159.0,166.0,
1605111,15,9.0,10,0,0,135,4,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546139,2026-07-01T17:45:30Z,5,91,False,,,,139,Liam Dawson,10922,Shreyas Iyer,2465,Shivam Dube,Right,Long On,1,0,1,1,,LengthBall,MiddleStump,,WellTimed,FrontFoot,Flick,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,285.0,137.0,
1605111,15,9.0,10,0,0,135,4,10,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546140,2026-07-01T17:46:07Z,6,92,False,,,,139,Liam Dawson,2465,Shivam Dube,10922,Shreyas Iyer,Left,Deep Cover,2,0,2,2,,LengthBall,Wide,,None,FrontFoot,Drive,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,False,False,False,False,2,0,0,0,0,False,False,354.0,146.0,
1605112,16,9.31,14,0,0,149,4,14,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546141,2026-07-01T17:47:05Z,1,93,False,,,,354,Luke Wood,10922,Shreyas Iyer,2465,Shivam Dube,Right,Extra Cover,1,0,1,1,,LengthBall,LegStump,,LeadingEdge,BackFoot,Worked,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,218.0,62.0,
1605112,16,9.31,14,0,0,149,4,14,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546142,2026-07-01T17:47:42Z,2,94,False,,,,354,Luke Wood,2465,Shivam Dube,10922,Shreyas Iyer,Left,Deep Mid Wicket,1,0,1,1,,HalfTracker,OutsideOff,,WellTimed,BackFoot,Pull,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,229.0,147.0,
1605112,16,9.31,14,0,0,149,4,14,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546143,2026-07-01T17:48:16Z,3,95,False,,,,354,Luke Wood,10922,Shreyas Iyer,2465,Shivam Dube,Right,Long On,1,0,1,1,,HalfVolley,MiddleStump,,None,FrontFoot,Flick,OffCutter,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,292.0,144.0,
1605112,16,9.31,14,0,0,149,4,14,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546144,2026-07-01T17:48:51Z,4,96,False,,,,354,Luke Wood,2465,Shivam Dube,10922,Shreyas Iyer,Left,,4,0,4,4,,Short,OutsideOff,,None,BackFoot,Pull,OffCutter,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,4,0,0,0,0,True,False,125.0,162.0,
1605112,16,9.31,14,0,0,149,4,14,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546145,2026-07-01T17:49:30Z,5,97,False,,,,354,Luke Wood,2465,Shivam Dube,10922,Shreyas Iyer,Left,Long On,1,0,1,1,,HalfVolley,OffStump,,WellTimed,FrontFoot,Flick,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,244.0,126.0,
1605112,16,9.31,14,0,0,149,4,14,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546146,2026-07-01T17:50:07Z,6,98,False,,,,354,Luke Wood,10922,Shreyas Iyer,2465,Shivam Dube,Right,,6,0,6,6,,HalfVolley,OutsideOff,,Middled,FrontFoot,Drive,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,False,False,False,False,6,0,0,0,0,True,False,226.0,177.0,
1605113,17,9.29,9,0,0,158,4,9,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546147,2026-07-01T17:51:35Z,1,99,False,,,,200,Adil Rashid,2465,Shivam Dube,10922,Shreyas Iyer,Left,Mid Wicket,0,0,0,0,,LengthBall,DownLeg,,None,DownTheTrack,Flick,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False,235.0,69.0,
1605113,17,9.29,9,0,0,158,4,9,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546148,2026-07-01T17:51:56Z,2,100,False,,,,200,Adil Rashid,2465,Shivam Dube,10922,Shreyas Iyer,Left,,6,0,6,6,,LengthBall,MiddleStump,,Middled,DownTheTrack,Drive,Slider,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,False,False,False,False,6,0,0,0,0,True,False,266.0,180.0,
1605113,17,9.29,9,0,0,158,4,9,75327,24484,England v India T20s 2026 - Men,1,3,India Men,1,England Men,8546149,2026-07-01T17:52:38Z,3,101,False,,,,200,Adil Rashid,2465,Shivam Dube,10922,Shreyas Iyer,Left,Wicketkeeper,0,0,0,0,,BackOfALength,OffStump,Stumped,Missed,DownTheTrack,Slog,Googly,Over,LegSpin,Right,Null,OutReviewRetained,Null,False,False,False,False,False,True,1825.0,False,False,False,False,False,True,0,0,0,0,0,False,False,,,
