over_id,over_overNumber,over_runrate,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled
93275,11,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,1,False,,0,0,False,False
93275,11,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,2,False,,0,0,False,False
93275,11,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,2,False,,0,0,False,False
93275,11,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,3,False,,0,0,False,False
93275,11,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,3,False,,0,0,False,False
93275,11,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,4,False,,0,0,False,False
93275,11,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,5,False,,0,0,False,False
93275,11,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,6,False,,0,0,False,False
93274,12,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,1,False,,0,0,False,False
93274,12,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,2,False,,0,0,False,False
93274,12,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,3,False,,0,0,False,False
93274,12,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,4,False,,0,0,False,False
93274,12,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,5,False,,0,0,False,False
93274,12,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,6,False,,0,0,False,False
93273,13,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,1,False,,0,0,False,False
93273,13,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,2,False,,0,0,False,False
93273,13,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,3,False,,0,0,False,False
93273,13,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,4,False,,0,0,False,False
93273,13,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,5,False,,0,0,False,False
93273,13,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,6,False,,0,0,False,False
93272,14,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,1,False,,0,0,False,False
93272,14,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,2,False,,0,0,False,False
93272,14,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,3,False,,0,0,False,False
93272,14,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,4,False,,0,0,False,False
93272,14,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,5,False,,0,0,False,False
93272,14,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,6,False,,0,0,False,False
93271,15,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,1,False,,0,0,False,False
93271,15,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,2,False,,0,0,False,False
93271,15,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,3,False,,0,0,False,False
93271,15,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,3,False,,0,0,False,False
93271,15,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,4,False,,0,0,False,False
93271,15,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,5,False,,0,0,False,False
93271,15,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,6,False,,0,0,False,False
93266,16,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,1,False,,0,0,False,False
93266,16,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,2,False,,0,0,False,False
93266,16,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,3,False,,0,0,False,False
93266,16,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,4,False,,0,0,False,False
93266,16,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,5,False,,0,0,False,False
93266,16,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,6,False,,0,0,False,False
93261,17,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,1,False,,0,0,False,False
93261,17,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,2,False,,0,0,False,False
93261,17,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,2,False,,0,0,False,False
93261,17,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,3,False,,0,0,False,False
93261,17,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,4,False,,0,0,False,False
93261,17,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,5,False,,0,0,False,False
93261,17,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,6,False,,0,0,False,False
93260,18,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,1,False,,0,0,False,False
93260,18,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,2,False,,0,0,False,False
93260,18,,2041,,643,Bangladesh v Sri Lanka T20s,2,637,Bangladesh Men,9,Sri Lanka Men,3,False,,0,0,False,False
