over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,ballDateTime,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,runsConceded,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
679980,1,14.0,14.0,0.0,2.0,14.0,0.0,14.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,1,False,Mid On,0,0,False,False,2022-10-05T13:40:08Z,724.0,Mitchell Starc,6951.0,Kyle Mayers,1076.0,Johnson Charles,249.0,82.0,0.0,0.0,LengthBall,MiddleStump,NotOut,None,FrontFoot,Worked,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,220.0,False,True,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,
679980,1,14.0,14.0,0.0,2.0,14.0,0.0,14.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,2,False,Third Man,0,4,False,True,2022-10-05T13:40:46Z,724.0,Mitchell Starc,6951.0,Kyle Mayers,1076.0,Johnson Charles,61.0,189.0,4.0,4.0,LengthBall,OutsideOff,NotOut,ThickEdge,FrontFoot,Drive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,220.0,False,False,True,False,True,False,4.0,0.0,0.0,0.0,0.0,,,,
679980,1,14.0,14.0,0.0,2.0,14.0,0.0,14.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,3,False,Fine Leg,0,1,False,False,2022-10-05T13:41:27Z,724.0,Mitchell Starc,6951.0,Kyle Mayers,1076.0,Johnson Charles,149.0,142.0,1.0,1.0,HalfVolley,MiddleStump,NotOut,None,FrontFoot,Glance,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,220.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,,,,
679980,1,14.0,14.0,0.0,2.0,14.0,0.0,14.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,4,False,Wicketkeeper,1,1,False,False,2022-10-05T13:42:22Z,724.0,Mitchell Starc,1076.0,Johnson Charles,6951.0,Kyle Mayers,90.0,48.0,1.0,0.0,LengthBall,OutsideOff,NotOut,Left,FrontFoot,ShouldersArms,NoMovement,Over,Fast,Right,Null,NotReferred,Null,True,False,False,False,False,False,220.0,False,False,True,False,True,False,0.0,0.0,1.0,0.0,0.0,,,,
679980,1,14.0,14.0,0.0,2.0,14.0,0.0,14.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,4,False,Deep Extra Cover,0,3,False,False,2022-10-05T13:42:56Z,724.0,Mitchell Starc,1076.0,Johnson Charles,6951.0,Kyle Mayers,215.0,160.0,3.0,3.0,LengthBall,OutsideOff,NotOut,WellTimed,FrontFoot,Drive,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,220.0,False,False,True,False,True,False,3.0,0.0,0.0,0.0,0.0,,,,
679980,1,14.0,14.0,0.0,2.0,14.0,0.0,14.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,5,False,Wicketkeeper,1,1,False,False,2022-10-05T13:43:47Z,724.0,Mitchell Starc,6951.0,Kyle Mayers,1076.0,Johnson Charles,90.0,48.0,1.0,0.0,Yorker,DownLeg,NotOut,PlayAndMissLegSide,FrontFoot,Flick,NoMovement,Over,Fast,Right,Null,NotReferred,Null,True,False,False,False,False,False,220.0,False,False,True,False,True,False,0.0,0.0,1.0,0.0,0.0,,,,
679980,1,14.0,14.0,0.0,2.0,14.0,0.0,14.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,5,False,Deep Extra Cover,0,4,False,False,2022-10-05T13:44:24Z,724.0,Mitchell Starc,6951.0,Kyle Mayers,1076.0,Johnson Charles,321.0,217.0,4.0,4.0,LengthBall,OutsideOff,NotOut,WellTimed,FrontFoot,Drive,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,220.0,False,False,True,False,True,False,4.0,0.0,0.0,0.0,0.0,,,,
679980,1,14.0,14.0,0.0,2.0,14.0,0.0,14.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,6,False,Bowler,0,0,False,False,2022-10-05T13:45:04Z,724.0,Mitchell Starc,6951.0,Kyle Mayers,1076.0,Johnson Charles,270.0,40.0,0.0,0.0,LengthBall,OffStump,NotOut,None,FrontFoot,Pushed,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,220.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,
679983,2,12.0,10.0,1.0,0.0,24.0,1.0,10.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,1,True,,0,0,False,False,2022-10-05T13:46:18Z,1185.0,Josh Hazlewood,1076.0,Johnson Charles,6951.0,Kyle Mayers,0.0,0.0,0.0,0.0,LengthBall,OutsideOff,NotOut,Missed,FrontFoot,Slog,NoMovement,Over,Fast,Left,Out2ndUmpire,NotReferred,Null,False,False,False,False,False,False,98.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,Bowled,1076.0,Johnson Charles,Bowled
679983,2,12.0,10.0,1.0,0.0,24.0,1.0,10.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,2,False,Mid Off,0,1,False,False,2022-10-05T13:48:00Z,1185.0,Josh Hazlewood,3453.0,Brandon King,6951.0,Kyle Mayers,241.0,86.0,1.0,1.0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Pushed,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,98.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,,,,
679983,2,12.0,10.0,1.0,0.0,24.0,1.0,10.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,3,False,Wicketkeeper,0,0,False,False,2022-10-05T13:48:43Z,1185.0,Josh Hazlewood,6951.0,Kyle Mayers,3453.0,Brandon King,90.0,48.0,0.0,0.0,LengthBall,MiddleStump,NotOut,Missed,NoMovement,Drive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,220.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,
679983,2,12.0,10.0,1.0,0.0,24.0,1.0,10.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,4,False,Deep Mid Wicket,0,4,False,True,2022-10-05T13:49:20Z,1185.0,Josh Hazlewood,6951.0,Kyle Mayers,3453.0,Brandon King,208.0,203.0,4.0,4.0,LengthBall,MiddleStump,NotOut,WellTimed,FrontFoot,Slog,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,98.0,False,False,True,False,True,False,4.0,0.0,0.0,0.0,0.0,,,,
679983,2,12.0,10.0,1.0,0.0,24.0,1.0,10.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,5,False,Deep Mid Wicket,0,4,False,True,2022-10-05T13:50:01Z,1185.0,Josh Hazlewood,6951.0,Kyle Mayers,3453.0,Brandon King,207.0,191.0,4.0,4.0,BackOfALength,DownLeg,NotOut,WellTimed,BackFoot,Slog,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,98.0,False,False,True,False,True,False,4.0,0.0,0.0,0.0,0.0,,,,
679983,2,12.0,10.0,1.0,0.0,24.0,1.0,10.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,6,False,Fine Leg,0,1,False,False,2022-10-05T13:50:36Z,1185.0,Josh Hazlewood,6951.0,Kyle Mayers,3453.0,Brandon King,144.0,136.0,1.0,1.0,BackOfALength,DownLeg,NotOut,MisTimed,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,98.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,,,,
679986,3,9.67,5.0,0.0,0.0,29.0,1.0,5.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,1,False,Short Fine Leg,0,0,False,False,2022-10-05T13:51:56Z,1149.0,Pat Cummins,6951.0,Kyle Mayers,3453.0,Brandon King,126.0,81.0,0.0,0.0,LengthBall,DownLeg,NotOut,InsideEdge,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,220.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,
679986,3,9.67,5.0,0.0,0.0,29.0,1.0,5.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,2,False,Short Mid Wicket,0,0,False,False,2022-10-05T13:52:31Z,1149.0,Pat Cummins,6951.0,Kyle Mayers,3453.0,Brandon King,212.0,53.0,0.0,0.0,LengthBall,DownLeg,NotOut,InsideEdge,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,220.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,
679986,3,9.67,5.0,0.0,0.0,29.0,1.0,5.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,3,False,Backward Square Leg,0,1,False,False,2022-10-05T13:53:23Z,1149.0,Pat Cummins,6951.0,Kyle Mayers,3453.0,Brandon King,164.0,88.0,1.0,1.0,BackOfALength,DownLeg,NotOut,InsideEdge,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,220.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,,,,
679986,3,9.67,5.0,0.0,0.0,29.0,1.0,5.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,4,False,Wicketkeeper,0,0,False,False,2022-10-05T13:54:10Z,1149.0,Pat Cummins,3453.0,Brandon King,6951.0,Kyle Mayers,90.0,48.0,0.0,0.0,Short,OutsideOff,NotOut,Left,Ducked,Leave,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,220.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,
679986,3,9.67,5.0,0.0,0.0,29.0,1.0,5.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,5,False,Point,0,0,False,False,2022-10-05T13:54:42Z,1149.0,Pat Cummins,3453.0,Brandon King,6951.0,Kyle Mayers,180.0,76.0,0.0,0.0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Pushed,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,220.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,
679986,3,9.67,5.0,0.0,0.0,29.0,1.0,5.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,6,False,Third Man,0,4,False,True,2022-10-05T13:55:17Z,1149.0,Pat Cummins,3453.0,Brandon King,6951.0,Kyle Mayers,123.0,184.0,4.0,4.0,LengthBall,OutsideOff,NotOut,ThickEdge,FrontFoot,Flick,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,220.0,False,False,True,False,True,False,4.0,0.0,0.0,0.0,0.0,,,,
679988,4,9.5,9.0,0.0,2.0,38.0,1.0,9.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,1,False,Cover,0,0,False,False,2022-10-05T13:56:26Z,804.0,Cameron Green,6951.0,Kyle Mayers,3453.0,Brandon King,336.0,83.0,0.0,0.0,FullToss,OutsideOff,NotOut,MisTimed,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,98.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,
679988,4,9.5,9.0,0.0,2.0,38.0,1.0,9.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,2,False,Wicketkeeper,1,1,False,False,2022-10-05T13:56:55Z,804.0,Cameron Green,6951.0,Kyle Mayers,3453.0,Brandon King,90.0,48.0,1.0,0.0,BackOfALength,OutsideOff,NotOut,Missed,BacksAway,Cut,NoMovement,Over,Fast,Left,Null,NotReferred,Null,True,False,False,False,False,False,98.0,False,False,True,False,True,False,0.0,0.0,1.0,0.0,0.0,,,,
679988,4,9.5,9.0,0.0,2.0,38.0,1.0,9.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,2,False,Wicketkeeper,1,1,False,False,2022-10-05T13:57:28Z,804.0,Cameron Green,6951.0,Kyle Mayers,3453.0,Brandon King,90.0,48.0,1.0,0.0,BackOfALength,OutsideOff,NotOut,Missed,BackFoot,Cut,NoMovement,Over,Fast,Left,Null,NotReferred,Null,True,False,False,False,False,False,98.0,False,False,True,False,True,False,0.0,0.0,1.0,0.0,0.0,,,,
679988,4,9.5,9.0,0.0,2.0,38.0,1.0,9.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,2,False,Wicketkeeper,0,0,False,False,2022-10-05T13:58:06Z,804.0,Cameron Green,6951.0,Kyle Mayers,3453.0,Brandon King,90.0,48.0,0.0,0.0,LengthBall,MiddleStump,NotOut,Missed,NoMovement,Steer,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,98.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,
679988,4,9.5,9.0,0.0,2.0,38.0,1.0,9.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,3,False,Deep Cover,0,6,False,False,2022-10-05T13:58:36Z,804.0,Cameron Green,6951.0,Kyle Mayers,3453.0,Brandon King,351.0,199.0,6.0,6.0,BackOfALength,OffStump,NotOut,Middled,BackFoot,Drive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,True,False,98.0,False,False,True,False,True,False,6.0,0.0,0.0,0.0,0.0,,,,
679988,4,9.5,9.0,0.0,2.0,38.0,1.0,9.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,4,False,Wicketkeeper,0,0,False,False,2022-10-05T13:59:35Z,804.0,Cameron Green,6951.0,Kyle Mayers,3453.0,Brandon King,90.0,48.0,0.0,0.0,LengthBall,OutsideOff,NotOut,Missed,BacksAway,Steer,NoMovement,Round,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,98.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,
679988,4,9.5,9.0,0.0,2.0,38.0,1.0,9.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,5,False,Deep Mid Wicket,0,1,False,False,2022-10-05T14:00:05Z,804.0,Cameron Green,6951.0,Kyle Mayers,3453.0,Brandon King,208.0,154.0,1.0,1.0,LengthBall,OffStump,NotOut,None,BacksAway,Slog,OffCutter,Round,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,98.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,,,,
679988,4,9.5,9.0,0.0,2.0,38.0,1.0,9.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,6,False,Silly Mid On,0,0,False,False,2022-10-05T14:00:47Z,804.0,Cameron Green,3453.0,Brandon King,6951.0,Kyle Mayers,298.0,49.0,0.0,0.0,BackOfALength,OutsideOff,NotOut,None,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,98.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,
679990,5,9.4,9.0,0.0,0.0,47.0,1.0,9.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,1,False,Deep Mid Wicket,0,1,False,False,2022-10-05T14:02:01Z,852.0,Adam Zampa,6951.0,Kyle Mayers,3453.0,Brandon King,197.0,140.0,1.0,1.0,LengthBall,LegStump,NotOut,None,FrontFoot,Worked,LegSpinner,Over,LegSpin,Left,Null,NotReferred,Null,False,False,False,False,False,False,220.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,,,,
679990,5,9.4,9.0,0.0,0.0,47.0,1.0,9.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,2,False,Long Off,0,6,False,True,2022-10-05T14:02:41Z,852.0,Adam Zampa,3453.0,Brandon King,6951.0,Kyle Mayers,236.0,186.0,6.0,6.0,LengthBall,OutsideOff,NotOut,Middled,FrontFoot,Drive,Googly,Over,LegSpin,Left,Null,NotReferred,Null,False,False,False,False,True,False,220.0,False,False,True,False,True,False,6.0,0.0,0.0,0.0,0.0,,,,
679990,5,9.4,9.0,0.0,0.0,47.0,1.0,9.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,3,False,Silly Point,0,0,False,False,2022-10-05T14:03:41Z,852.0,Adam Zampa,3453.0,Brandon King,6951.0,Kyle Mayers,200.0,15.0,0.0,0.0,HalfVolley,OutsideOff,NotOut,InsideEdge,MovesInfront,ForwardDefensive,LegSpinner,Over,LegSpin,Left,Null,NotReferred,Null,False,False,False,False,False,False,220.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,
679990,5,9.4,9.0,0.0,0.0,47.0,1.0,9.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,4,False,Long On,0,1,False,False,2022-10-05T14:04:01Z,852.0,Adam Zampa,3453.0,Brandon King,6951.0,Kyle Mayers,296.0,138.0,1.0,1.0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Worked,LegSpinner,Over,LegSpin,Left,Null,NotReferred,Null,False,False,False,False,False,False,220.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,,,,
679990,5,9.4,9.0,0.0,0.0,47.0,1.0,9.0,27717,,13885,Australia v West Indies T20Is - Men,1,24,West Indies Men,23,Australia Men,5,False,Mid Off,0,0,False,False,2022-10-05T14:04:24Z,852.0,Adam Zampa,6951.0,Kyle Mayers,3453.0,Brandon King,299.0,92.0,0.0,0.0,LengthBall,DownLeg,NotOut,None,FrontFoot,Drive,LegSpinner,Over,LegSpin,Left,Null,NotReferred,Null,False,False,False,False,False,False,220.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,
