over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,id,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,decisionOfficialId,matchName
1609449,2,5.0,6,1,0,10,1,6,75504,24488,England v India T20s 2026 - Men,1,1,England Men,3,India Men,8572565,2026-07-11T14:06:09Z,1,8,False,304,Prasidh Krishna,46,Phil Salt,197,Jos Buttler,168.0,49.0,Right,Backward Point,0,0,0,0,BackOfALength,OutsideOff,None,BackFoot,Dropped,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,,
1609449,2,5.0,6,1,0,10,1,6,75504,24488,England v India T20s 2026 - Men,1,1,England Men,3,India Men,8572566,2026-07-11T14:06:40Z,2,9,False,304,Prasidh Krishna,46,Phil Salt,197,Jos Buttler,263.0,180.0,Right,,4,0,4,4,LengthBall,OutsideOff,Middled,FrontFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,,
1609449,2,5.0,6,1,0,10,1,6,75504,24488,England v India T20s 2026 - Men,1,1,England Men,3,India Men,8572567,2026-07-11T14:07:18Z,3,10,False,304,Prasidh Krishna,46,Phil Salt,197,Jos Buttler,227.0,41.0,Right,Extra Cover,0,0,0,0,BackOfALength,OutsideOff,MisTimed,BackFoot,BackwardDefensive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,,
1609449,2,5.0,6,1,0,10,1,6,75504,24488,England v India T20s 2026 - Men,1,1,England Men,3,India Men,8572569,2026-07-11T14:07:49Z,4,11,True,304,Prasidh Krishna,46,Phil Salt,197,Jos Buttler,27.0,142.0,Right,Deep Backward Square Leg,0,0,0,0,LengthBall,OffStump,MisTimed,FrontFoot,Flick,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,True,Caught,46.0,Phil Salt,Caught,Caught,1942.0,
1609449,2,5.0,6,1,0,10,1,6,75504,24488,England v India T20s 2026 - Men,1,1,England Men,3,India Men,8572572,2026-07-11T14:09:52Z,5,12,False,304,Prasidh Krishna,159,Harry Brook,197,Jos Buttler,,,Right,Wicketkeeper,0,0,0,0,BackOfALength,OutsideOff,Missed,DownTheTrack,Slog,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,,
1609449,2,5.0,6,1,0,10,1,6,75504,24488,England v India T20s 2026 - Men,1,1,England Men,3,India Men,8572575,2026-07-11T14:10:40Z,6,13,False,304,Prasidh Krishna,159,Harry Brook,197,Jos Buttler,7.0,147.0,Right,Deep Backward Square Leg,2,0,2,2,BackOfALength,OutsideOff,MisTimed,BackFoot,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,2,0,0,0,0,False,True,,,,,,,
1609451,3,5.67,7,0,0,17,1,7,75504,24488,England v India T20s 2026 - Men,1,1,England Men,3,India Men,8572577,2026-07-11T14:11:49Z,1,14,False,2667,Arshdeep Singh,197,Jos Buttler,159,Harry Brook,172.0,60.0,Right,Backward Point,0,0,0,0,HalfVolley,OutsideOff,ThickEdge,FrontFoot,Drive,InSwinger,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,,
1609451,3,5.67,7,0,0,17,1,7,75504,24488,England v India T20s 2026 - Men,1,1,England Men,3,India Men,8572580,2026-07-11T14:12:27Z,2,15,False,2667,Arshdeep Singh,197,Jos Buttler,159,Harry Brook,207.0,44.0,Right,Cover,0,0,0,0,LengthBall,DownLeg,LeadingEdge,FrontFoot,Worked,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,,
1609451,3,5.67,7,0,0,17,1,7,75504,24488,England v India T20s 2026 - Men,1,1,England Men,3,India Men,8572583,2026-07-11T14:13:04Z,3,16,False,2667,Arshdeep Singh,197,Jos Buttler,159,Harry Brook,59.0,124.0,Right,Fine Leg,1,0,1,1,BackOfALength,DownLeg,WellTimed,DownTheTrack,Flick,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,,
1609451,3,5.67,7,0,0,17,1,7,75504,24488,England v India T20s 2026 - Men,1,1,England Men,3,India Men,8572586,2026-07-11T14:14:01Z,4,17,False,2667,Arshdeep Singh,159,Harry Brook,197,Jos Buttler,357.0,138.0,Right,Deep Square Leg,1,0,1,1,HalfVolley,DownLeg,WellTimed,FrontFoot,Flick,InSwinger,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,,
1609451,3,5.67,7,0,0,17,1,7,75504,24488,England v India T20s 2026 - Men,1,1,England Men,3,India Men,8572587,2026-07-11T14:14:39Z,5,18,False,2667,Arshdeep Singh,197,Jos Buttler,159,Harry Brook,339.0,174.0,Right,,4,0,4,4,Short,DownLeg,WellTimed,BacksAway,Pull,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,,
1609451,3,5.67,7,0,0,17,1,7,75504,24488,England v India T20s 2026 - Men,1,1,England Men,3,India Men,8572588,2026-07-11T14:15:20Z,6,19,False,2667,Arshdeep Singh,197,Jos Buttler,159,Harry Brook,57.0,124.0,Right,Fine Leg,1,0,1,1,LengthBall,DownLeg,InsideEdge,DownTheTrack,Flick,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,,
1609456,4,7.25,12,0,0,29,1,12,75504,24488,England v India T20s 2026 - Men,1,1,England Men,3,India Men,8572592,2026-07-11T14:16:29Z,1,20,False,304,Prasidh Krishna,197,Jos Buttler,159,Harry Brook,75.0,160.0,Right,,4,0,4,4,LengthBall,OutsideOff,Middled,MovesInfront,Scoop,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,,
1609456,4,7.25,12,0,0,29,1,12,75504,24488,England v India T20s 2026 - Men,1,1,England Men,3,India Men,8572595,2026-07-11T14:17:23Z,2,21,False,304,Prasidh Krishna,197,Jos Buttler,159,Harry Brook,,,Right,Wicketkeeper,0,0,0,0,HalfVolley,Wide,Left,DeepInCrease,Leave,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,,
1609456,4,7.25,12,0,0,29,1,12,75504,24488,England v India T20s 2026 - Men,1,1,England Men,3,India Men,8572600,2026-07-11T14:17:59Z,3,22,False,304,Prasidh Krishna,197,Jos Buttler,159,Harry Brook,207.0,32.0,Right,Cover,0,0,0,0,BackOfALength,OutsideOff,HitPad,BackFoot,Pull,SeamIn,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,,
1609456,4,7.25,12,0,0,29,1,12,75504,24488,England v India T20s 2026 - Men,1,1,England Men,3,India Men,8572604,2026-07-11T14:18:43Z,4,23,False,304,Prasidh Krishna,197,Jos Buttler,159,Harry Brook,294.0,179.0,Right,,6,0,6,6,HalfVolley,OutsideOff,Middled,FrontFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,6,0,0,0,0,True,False,,,,,,,
1609456,4,7.25,12,0,0,29,1,12,75504,24488,England v India T20s 2026 - Men,1,1,England Men,3,India Men,8572607,2026-07-11T14:19:25Z,5,24,False,304,Prasidh Krishna,197,Jos Buttler,159,Harry Brook,,,Right,Wicketkeeper,1,1,1,0,Yorker,Wide,Left,DeepInCrease,Leave,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,True,False,False,False,False,True,False,False,True,False,False,False,1,0,1,0,0,False,False,,,,,,,
1609456,4,7.25,12,0,0,29,1,12,75504,24488,England v India T20s 2026 - Men,1,1,England Men,3,India Men,8572611,2026-07-11T14:20:10Z,5,25,False,304,Prasidh Krishna,197,Jos Buttler,159,Harry Brook,191.0,63.0,Right,Cover,0,0,0,0,BackOfALength,OutsideOff,WellTimed,BackFoot,Cut,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,,
