over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
175543,1,10.0,5.0,0.0,0.0,5.0,0.0,5.0,3869,,5688,India v West Indies T20Is - Men's,1,3,India Men,24,West Indies Men,2019-12-11T13:30:35Z,1,False,1724,Sheldon Cottrell,605,,203,,285,35,Left,Silly Mid On,0,0,0,0,Yorker,MiddleStump,NotOut,None,FrontFoot,ForwardDefensive,InSwinger,Over,Fast,Right,Null,Null,False,False,False,False,False,False,89,False,True,True,False,False,False,0,0,0,0,0,False,False,,,,
175543,1,10.0,5.0,0.0,0.0,5.0,0.0,5.0,3869,,5688,India v West Indies T20Is - Men's,1,3,India Men,24,West Indies Men,2019-12-11T13:31:12Z,2,False,1724,Sheldon Cottrell,605,,203,,211,216,Left,Deep Extra Cover,4,0,4,4,LengthBall,OutsideOff,NotOut,WellTimed,FrontFoot,Drive,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,True,False,89,False,False,True,False,False,False,4,0,0,0,0,False,True,,,,
175543,1,10.0,5.0,0.0,0.0,5.0,0.0,5.0,3869,,5688,India v West Indies T20Is - Men's,1,3,India Men,24,West Indies Men,2019-12-11T13:32:00Z,3,False,1724,Sheldon Cottrell,605,,203,,5,56,Left,Leg Gully,0,0,0,0,LengthBall,OffStump,NotOut,None,FrontFoot,Worked,InSwinger,Over,Fast,Right,Null,Null,False,False,False,False,False,False,89,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,
175543,1,10.0,5.0,0.0,0.0,5.0,0.0,5.0,3869,,5688,India v West Indies T20Is - Men's,1,3,India Men,24,West Indies Men,2019-12-11T13:32:40Z,4,False,1724,Sheldon Cottrell,605,,203,,216,19,Left,Silly Point,0,0,0,0,LengthBall,OffStump,NotOut,InsideEdge,FrontFoot,ForwardDefensive,InSwinger,Over,Fast,Right,Null,Null,False,False,False,False,False,False,89,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,
175543,1,10.0,5.0,0.0,0.0,5.0,0.0,5.0,3869,,5688,India v West Indies T20Is - Men's,1,3,India Men,24,West Indies Men,2019-12-11T13:33:10Z,5,False,1724,Sheldon Cottrell,605,,203,,349,146,Left,Deep Mid Wicket,1,0,1,1,Yorker,LegStump,NotOut,None,BackFoot,Worked,InSwinger,Over,Fast,Right,Null,Null,False,False,False,False,False,False,89,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,
175543,1,10.0,5.0,0.0,0.0,5.0,0.0,5.0,3869,,5688,India v West Indies T20Is - Men's,1,3,India Men,24,West Indies Men,2019-12-11T13:34:17Z,6,False,1724,Sheldon Cottrell,203,,605,,134,73,Left,Short Third Man,0,0,0,0,BackOfALength,MiddleStump,NotOut,None,BackFoot,Cut,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,89,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,
175544,2,9.33,9.0,0.0,0.0,14.0,0.0,9.0,3869,,5688,India v West Indies T20Is - Men's,1,3,India Men,24,West Indies Men,2019-12-11T13:35:21Z,1,False,628,Jason Holder,605,,203,,197,85,Left,Cover,0,0,0,0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,
175544,2,9.33,9.0,0.0,0.0,14.0,0.0,9.0,3869,,5688,India v West Indies T20Is - Men's,1,3,India Men,24,West Indies Men,2019-12-11T13:36:02Z,2,False,628,Jason Holder,605,,203,,23,146,Left,Deep Backward Square Leg,1,0,1,1,BackOfALength,MiddleStump,NotOut,None,BacksAway,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,
175544,2,9.33,9.0,0.0,0.0,14.0,0.0,9.0,3869,,5688,India v West Indies T20Is - Men's,1,3,India Men,24,West Indies Men,2019-12-11T13:36:49Z,3,False,628,Jason Holder,203,,605,,120,179,Left,Third Man,4,0,4,4,LengthBall,OutsideOff,NotOut,OutsideEdge,FrontFoot,Drive,AwaySwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124,False,False,True,False,False,False,4,0,0,0,0,False,True,,,,
175544,2,9.33,9.0,0.0,0.0,14.0,0.0,9.0,3869,,5688,India v West Indies T20Is - Men's,1,3,India Men,24,West Indies Men,2019-12-11T13:37:34Z,4,False,628,Jason Holder,203,,605,,117,181,Left,Third Man,4,0,4,4,LengthBall,OutsideOff,NotOut,WellTimed,FrontFoot,Steer,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124,False,False,True,False,False,False,4,0,0,0,0,False,True,,,,
