over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
1634902,2,10.5,12,0,0,21,0,12,76209,,40936,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,21,South Africa Men,8734350,2026-08-28T12:04:10Z,1,7,False,,,,14568,Nqobani Mokoena,10114,Louren Steenkamp,3504,Jan Frylinck,232.0,69.0,Right,Short Extra Cover,0,0,0,0,,BackOfALength,OutsideOff,,None,FrontFoot,Pushed,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False
1634902,2,10.5,12,0,0,21,0,12,76209,,40936,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,21,South Africa Men,8734359,2026-08-28T12:04:43Z,2,8,False,,,,14568,Nqobani Mokoena,10114,Louren Steenkamp,3504,Jan Frylinck,192.0,60.0,Right,Cover,0,0,0,0,,BackOfALength,OutsideOff,,None,BackFoot,Pushed,SeamIn,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False
1634902,2,10.5,12,0,0,21,0,12,76209,,40936,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,21,South Africa Men,8734370,2026-08-28T12:05:13Z,3,9,False,,,,14568,Nqobani Mokoena,10114,Louren Steenkamp,3504,Jan Frylinck,19.0,43.0,Right,Backward Square Leg,0,1,1,0,,LengthBall,OffStump,,HitPad,FrontFoot,Flick,SeamIn,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,True,False,True,,False,False,True,False,False,False,1,0,0,1,0,False,False
1634902,2,10.5,12,0,0,21,0,12,76209,,40936,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,21,South Africa Men,8734378,2026-08-28T12:06:06Z,4,10,False,,,,14568,Nqobani Mokoena,3504,Jan Frylinck,10114,Louren Steenkamp,352.0,171.0,Left,,4,0,4,4,,LengthBall,OutsideOff,,WellTimed,FrontFoot,Drive,SeamAway,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,4,0,0,0,0,True,False
1634902,2,10.5,12,0,0,21,0,12,76209,,40936,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,21,South Africa Men,8734390,2026-08-28T12:06:50Z,5,11,False,,,,14568,Nqobani Mokoena,3504,Jan Frylinck,10114,Louren Steenkamp,41.0,55.0,Left,Gully,1,0,1,1,,LengthBall,MiddleStump,,None,FrontFoot,Steer,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False
1634902,2,10.5,12,0,0,21,0,12,76209,,40936,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,21,South Africa Men,8734404,2026-08-28T12:07:28Z,6,12,False,,,,14568,Nqobani Mokoena,10114,Louren Steenkamp,3504,Jan Frylinck,334.0,174.0,Right,,6,0,6,6,,LengthBall,OutsideOff,,WellTimed,FrontFoot,Flick,InSwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,6,0,0,0,0,True,False
1634912,3,10.0,9,0,0,30,0,9,76209,,40936,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,21,South Africa Men,8734413,2026-08-28T12:08:27Z,1,13,False,,,,7158,Duan Jansen,3504,Jan Frylinck,10114,Louren Steenkamp,223.0,39.0,Left,Short Leg,0,0,0,0,,BackOfALength,OffStump,,BatPad,FrontFoot,ForwardDefensive,InSwinger,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False
1634912,3,10.0,9,0,0,30,0,9,76209,,40936,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,21,South Africa Men,8734419,2026-08-28T12:09:02Z,2,14,False,,,,7158,Duan Jansen,3504,Jan Frylinck,10114,Louren Steenkamp,341.0,49.0,Left,Cover,0,0,0,0,,LengthBall,OutsideOff,,None,FrontFoot,Drive,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False
1634912,3,10.0,9,0,0,30,0,9,76209,,40936,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,21,South Africa Men,8734424,2026-08-28T12:09:42Z,3,15,False,,,,7158,Duan Jansen,3504,Jan Frylinck,10114,Louren Steenkamp,318.0,59.0,Left,Extra Cover,1,0,1,1,,LengthBall,OutsideOff,,MisTimed,FrontFoot,Drive,,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,True
1634912,3,10.0,9,0,0,30,0,9,76209,,40936,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,21,South Africa Men,8734429,2026-08-28T12:10:27Z,4,16,False,,,,7158,Duan Jansen,10114,Louren Steenkamp,3504,Jan Frylinck,225.0,60.0,Right,Extra Cover,0,0,0,0,,Yorker,Wide,,MisTimed,BackFoot,Pushed,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False
1634912,3,10.0,9,0,0,30,0,9,76209,,40936,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,21,South Africa Men,8734434,2026-08-28T12:11:02Z,5,17,False,,,,7158,Duan Jansen,10114,Louren Steenkamp,3504,Jan Frylinck,341.0,173.0,Right,,4,0,4,4,,BackOfALength,DownLeg,,WellTimed,FrontFoot,Slog,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,4,0,0,0,0,True,False
1634912,3,10.0,9,0,0,30,0,9,76209,,40936,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,21,South Africa Men,8734435,2026-08-28T12:11:44Z,6,18,False,,,,7158,Duan Jansen,10114,Louren Steenkamp,3504,Jan Frylinck,353.0,171.0,Right,,4,0,4,4,,HalfVolley,DownLeg,,WellTimed,FrontFoot,Flick,SeamIn,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,4,0,0,0,0,True,False
1634916,4,9.0,6,0,0,36,0,6,76209,,40936,Namibia T20I Tri-Series 2026 - Men,1,753,Namibia Men,21,South Africa Men,8734439,2026-08-28T12:13:07Z,1,19,False,,,,2637,Prenelan Subrayen,3504,Jan Frylinck,10114,Louren Steenkamp,235.0,81.0,Left,Mid Wicket,1,0,1,1,,LengthBall,OutsideOff,,None,FrontFoot,Worked,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False
