over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,catchDifficulty
1146468,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:16:28Z,1,False,16256,Malki Madara,979,Muneeba Ali,1859,Omaima Sohail,90,48,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,NotOut,Left,FrontFoot,Leave,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,1103,False,True,True,False,True,False,0,0,0,0,0,False,False,
1146468,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:17:00Z,2,False,16256,Malki Madara,979,Muneeba Ali,1859,Omaima Sohail,17,100,Backward Point,0,0,0,0,LengthBall,LegStump,NotOut,ThickEdge,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,1103,False,False,True,False,True,False,0,0,0,0,0,False,False,
1146468,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:17:30Z,3,False,16256,Malki Madara,979,Muneeba Ali,1859,Omaima Sohail,90,48,Wicketkeeper,0,0,0,0,LengthBall,MiddleStump,NotOut,Left,BackFoot,Leave,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,1103,False,False,True,False,True,False,0,0,0,0,0,False,False,
1146468,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:18:10Z,4,False,16256,Malki Madara,979,Muneeba Ali,1859,Omaima Sohail,356,67,Point,0,0,0,0,LengthBall,DownLeg,NotOut,None,FrontFoot,Pushed,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,1103,False,False,True,False,True,False,0,0,0,0,0,False,False,
1146468,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:18:44Z,5,False,16256,Malki Madara,979,Muneeba Ali,1859,Omaima Sohail,359,95,Point,0,0,0,0,LengthBall,MiddleStump,NotOut,None,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,1103,False,False,True,False,True,False,0,0,0,0,0,False,False,
1146468,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:19:18Z,6,False,16256,Malki Madara,979,Muneeba Ali,1859,Omaima Sohail,55,150,Third Man,1,0,1,1,LengthBall,DownLeg,NotOut,None,FrontFoot,Steer,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,1103,False,False,True,False,True,False,1,0,0,0,0,False,False,
1146469,2,5.5,10.0,0.0,1.0,11.0,0.0,10.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:20:39Z,1,False,1128,Sugandika Kumari,979,Muneeba Ali,1859,Omaima Sohail,358,98,Point,0,0,0,0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Pushed,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,981,False,True,True,False,True,False,0,0,0,0,0,False,False,
1146469,2,5.5,10.0,0.0,1.0,11.0,0.0,10.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:21:05Z,2,False,1128,Sugandika Kumari,979,Muneeba Ali,1859,Omaima Sohail,90,48,Wicketkeeper,1,1,1,0,HalfVolley,Wide,NotOut,Left,BackFoot,Leave,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,True,False,False,False,False,False,981,False,False,True,False,True,False,1,0,1,0,0,False,False,
1146469,2,5.5,10.0,0.0,1.0,11.0,0.0,10.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:21:22Z,2,False,1128,Sugandika Kumari,979,Muneeba Ali,1859,Omaima Sohail,219,61,Short Mid Wicket,0,0,0,0,LengthBall,OutsideOff,NotOut,None,BackFoot,Worked,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,981,False,False,True,False,True,False,0,0,0,0,0,False,False,
1146469,2,5.5,10.0,0.0,1.0,11.0,0.0,10.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:21:39Z,3,False,1128,Sugandika Kumari,979,Muneeba Ali,1859,Omaima Sohail,18,149,Deep Backward Point,1,0,1,1,HalfVolley,Wide,NotOut,ThickEdge,FrontFoot,Drive,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,981,False,False,True,False,True,False,1,0,0,0,0,False,False,
1146469,2,5.5,10.0,0.0,1.0,11.0,0.0,10.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:22:19Z,4,False,1128,Sugandika Kumari,1859,Omaima Sohail,979,Muneeba Ali,201,87,Cover,1,0,1,1,FullToss,Wide,NotOut,None,FrontFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,981,False,False,True,False,True,False,1,0,0,0,0,False,False,
1146469,2,5.5,10.0,0.0,1.0,11.0,0.0,10.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:23:10Z,5,False,1128,Sugandika Kumari,979,Muneeba Ali,1859,Omaima Sohail,121,136,Fine Leg,3,0,3,3,LengthBall,MiddleStump,NotOut,TopEdge,FrontFoot,Sweep,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,981,False,False,True,False,True,False,3,0,0,0,0,False,False,
1146469,2,5.5,10.0,0.0,1.0,11.0,0.0,10.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:23:45Z,7,False,1128,Sugandika Kumari,1859,Omaima Sohail,979,Muneeba Ali,0,0,Deep Point,4,0,4,4,FullToss,Wide,NotOut,WellTimed,FrontFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,981,False,False,True,False,True,False,4,0,0,0,0,False,True,
1146470,3,4.0,1.0,0.0,0.0,12.0,0.0,1.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:24:49Z,1,False,16256,Malki Madara,979,Muneeba Ali,1859,Omaima Sohail,327,61,Short Extra Cover,0,0,0,0,LengthBall,DownLeg,NotOut,None,FrontFoot,ForwardDefensive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,1103,False,False,True,False,True,False,0,0,0,0,0,False,False,0.0
1146470,3,4.0,1.0,0.0,0.0,12.0,0.0,1.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:25:27Z,2,False,16256,Malki Madara,979,Muneeba Ali,1859,Omaima Sohail,327,58,Short Extra Cover,0,0,0,0,LengthBall,LegStump,NotOut,None,FrontFoot,Pushed,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,1103,False,False,True,False,True,False,0,0,0,0,0,False,False,0.0
1146470,3,4.0,1.0,0.0,0.0,12.0,0.0,1.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:25:55Z,3,False,16256,Malki Madara,979,Muneeba Ali,1859,Omaima Sohail,293,92,Mid Off,0,0,0,0,LengthBall,MiddleStump,NotOut,None,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,1103,False,False,True,False,True,False,0,0,0,0,0,False,False,0.0
1146470,3,4.0,1.0,0.0,0.0,12.0,0.0,1.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:26:30Z,4,False,16256,Malki Madara,979,Muneeba Ali,1859,Omaima Sohail,131,133,Fine Leg,1,0,1,1,LengthBall,DownLeg,NotOut,None,BackFoot,Pull,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,False,1103,False,False,True,False,True,False,1,0,0,0,0,False,False,0.0
1146470,3,4.0,1.0,0.0,0.0,12.0,0.0,1.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:27:06Z,5,False,16256,Malki Madara,1859,Omaima Sohail,979,Muneeba Ali,90,48,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,NotOut,Missed,FrontFoot,Drive,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,1103,False,False,True,False,True,False,0,0,0,0,0,False,False,0.0
1146470,3,4.0,1.0,0.0,0.0,12.0,0.0,1.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:27:48Z,6,False,16256,Malki Madara,1859,Omaima Sohail,979,Muneeba Ali,90,48,Wicketkeeper,0,0,0,0,LengthBall,Wide,NotOut,Missed,BackFoot,Drive,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,1103,False,False,True,False,True,False,0,0,0,0,0,False,False,0.0
1146471,4,4.25,5.0,0.0,1.0,17.0,0.0,5.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:28:41Z,1,False,1128,Sugandika Kumari,979,Muneeba Ali,1859,Omaima Sohail,90,48,Wicketkeeper,0,0,0,0,HalfVolley,Wide,NotOut,Left,BackFoot,Leave,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,981,False,False,True,False,True,False,0,0,0,0,0,False,False,0.0
1146471,4,4.25,5.0,0.0,1.0,17.0,0.0,5.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:29:01Z,2,False,1128,Sugandika Kumari,979,Muneeba Ali,1859,Omaima Sohail,196,147,Deep Mid Wicket,1,0,1,1,LengthBall,OutsideOff,NotOut,None,MovesInfront,Sweep,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,True,False,981,False,False,True,False,True,False,1,0,0,0,0,False,False,0.0
1146471,4,4.25,5.0,0.0,1.0,17.0,0.0,5.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:29:38Z,3,False,1128,Sugandika Kumari,1859,Omaima Sohail,979,Muneeba Ali,197,143,Deep Cover,2,0,2,2,HalfVolley,OutsideOff,NotOut,None,FrontFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,981,False,False,True,False,True,False,2,0,0,0,0,False,False,0.0
1146471,4,4.25,5.0,0.0,1.0,17.0,0.0,5.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:30:21Z,4,False,1128,Sugandika Kumari,1859,Omaima Sohail,979,Muneeba Ali,161,80,Backward Point,0,0,0,0,LengthBall,Wide,NotOut,None,FrontFoot,Pushed,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,981,False,False,True,False,True,False,0,0,0,0,0,False,False,0.0
1146471,4,4.25,5.0,0.0,1.0,17.0,0.0,5.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:30:49Z,5,False,1128,Sugandika Kumari,1859,Omaima Sohail,979,Muneeba Ali,293,99,Mid On,1,0,1,1,HalfVolley,OffStump,NotOut,None,FrontFoot,Worked,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,981,False,False,True,False,True,False,1,0,0,0,0,False,False,0.0
1146471,4,4.25,5.0,0.0,1.0,17.0,0.0,5.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:31:35Z,6,False,1128,Sugandika Kumari,979,Muneeba Ali,1859,Omaima Sohail,90,48,Wicketkeeper,1,1,1,0,HalfVolley,Wide,NotOut,Missed,BackFoot,Cut,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,True,False,False,False,False,False,981,False,False,True,False,True,False,1,0,1,0,0,False,False,0.0
1146471,4,4.25,5.0,0.0,1.0,17.0,0.0,5.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:31:46Z,6,False,1128,Sugandika Kumari,979,Muneeba Ali,1859,Omaima Sohail,270,40,Bowler,0,0,0,0,LengthBall,OutsideOff,NotOut,None,BackFoot,Pushed,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,981,False,False,True,False,True,False,0,0,0,0,0,False,False,0.0
1146472,5,4.29,1.0,0.0,0.0,18.0,0.0,1.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:32:27Z,1,False,16256,Malki Madara,1859,Omaima Sohail,979,Muneeba Ali,270,40,Bowler,0,0,0,0,LengthBall,Wide,NotOut,None,FrontFoot,Pushed,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,1103,False,False,True,False,True,False,0,0,0,0,0,False,False,0.0
1146472,5,4.29,1.0,0.0,0.0,18.0,0.0,1.0,44328,,23662,ICC Women's ODI World Cup 2025,1,70,Pakistan Women,77,Sri Lanka Women,2025-10-24T18:32:56Z,2,False,16256,Malki Madara,1859,Omaima Sohail,979,Muneeba Ali,50,92,Short Fine Leg,1,0,1,1,LengthBall,Wide,NotOut,InsideEdge,DownTheTrack,Drive,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,1103,False,False,True,False,True,False,1,0,0,0,0,False,False,0.0
