over_id,over_overNumber,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled
483008,41,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,1,False,,0,0,False,False
483008,41,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,2,False,,0,0,False,False
483008,41,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,3,False,,0,0,False,False
483008,41,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,4,False,,0,0,False,False
483008,41,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,5,False,,0,0,False,False
483008,41,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,6,False,,0,0,False,False
483009,42,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,1,False,,0,0,False,False
483009,42,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,2,False,,0,0,False,False
483009,42,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,3,False,,0,0,False,False
483009,42,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,4,False,,0,0,False,False
483009,42,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,5,False,,0,0,False,False
483009,42,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,6,False,,0,0,False,False
483010,43,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,1,False,,0,0,False,False
483010,43,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,2,False,,0,0,False,False
483010,43,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,3,False,,0,0,False,False
483010,43,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,4,False,,0,0,False,False
483010,43,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,5,False,,0,0,False,False
483010,43,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,6,False,,0,0,False,False
483011,44,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,1,False,,0,0,False,False
483011,44,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,2,False,,0,0,False,False
483011,44,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,3,False,,0,0,False,False
483011,44,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,4,False,,0,0,False,False
483011,44,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,5,False,,0,0,False,False
483011,44,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,6,False,,0,0,False,False
483012,45,24163,,515,WNCL 2018-19,2,91,Tasmanian Tigers Women,88,Victoria Women,1,False,,0,0,False,False
