over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,over_totalInningRuns,over_totalInningWickets,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
125576,1,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3068,,6059,WNCL 2019-20,1,93,South Australia Women,92,ACT Meteors,2019-09-24T10:00:18Z,1,False,,,,537.0,Claire Koski,857.0,Bridget Patterson,1028.0,Tahlia McGrath,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,,LengthBall,Null,NoShot,0,Leave,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,236.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
125576,1,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3068,,6059,WNCL 2019-20,1,93,South Australia Women,92,ACT Meteors,2019-09-24T10:00:51Z,2,False,,,,537.0,Claire Koski,857.0,Bridget Patterson,1028.0,Tahlia McGrath,177.0,78.0,Left,Point,0.0,0,0,0.0,,BackOfALength,Null,Played,0,Cut,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,236.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
125576,1,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3068,,6059,WNCL 2019-20,1,93,South Australia Women,92,ACT Meteors,2019-09-24T10:01:22Z,3,False,,,,537.0,Claire Koski,857.0,Bridget Patterson,1028.0,Tahlia McGrath,245.0,90.0,Left,Mid Off,0.0,0,0,0.0,,HalfVolley,Null,Played,0,Drive,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,236.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
125576,1,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3068,,6059,WNCL 2019-20,1,93,South Australia Women,92,ACT Meteors,2019-09-24T10:01:50Z,4,False,,,,537.0,Claire Koski,857.0,Bridget Patterson,1028.0,Tahlia McGrath,130.0,134.0,Left,Third Man,1.0,0,1,1.0,,LengthBall,Null,Played,0,Steer,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,236.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
125576,1,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3068,,6059,WNCL 2019-20,1,93,South Australia Women,92,ACT Meteors,2019-09-24T10:02:30Z,5,False,,,,537.0,Claire Koski,1028.0,Tahlia McGrath,857.0,Bridget Patterson,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,,LengthBall,Null,NoShot,0,Leave,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,236.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
125576,1,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3068,,6059,WNCL 2019-20,1,93,South Australia Women,92,ACT Meteors,2019-09-24T10:03:41Z,6,False,,,,537.0,Claire Koski,1028.0,Tahlia McGrath,857.0,Bridget Patterson,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,,BackOfALength,Null,NoShot,0,Leave,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,236.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
125581,2,5.33,7.0,0.0,0.0,7.0,8.0,0.0,3068,,6059,WNCL 2019-20,1,93,South Australia Women,92,ACT Meteors,2019-09-24T10:05:03Z,1,False,,,,1402.0,Zoe Cooke,857.0,Bridget Patterson,1028.0,Tahlia McGrath,203.0,122.0,Left,Deep Cover,2.0,0,2,2.0,,LengthBall,Null,Played,0,Drive,Null,Over,Fast,Right,Null,Null,False,False,False,False,False,False,441.0,False,True,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False
125581,2,5.33,7.0,0.0,0.0,7.0,8.0,0.0,3068,,6059,WNCL 2019-20,1,93,South Australia Women,92,ACT Meteors,2019-09-24T10:05:36Z,2,False,,,,1402.0,Zoe Cooke,857.0,Bridget Patterson,1028.0,Tahlia McGrath,194.0,188.0,Left,Deep Cover,4.0,0,4,4.0,,HalfVolley,Null,HitHard,0,Drive,Null,Over,Fast,Right,Null,Null,False,False,False,False,False,False,441.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True
125581,2,5.33,7.0,0.0,0.0,7.0,8.0,0.0,3068,,6059,WNCL 2019-20,1,93,South Australia Women,92,ACT Meteors,2019-09-24T10:06:15Z,3,False,,,,1402.0,Zoe Cooke,857.0,Bridget Patterson,1028.0,Tahlia McGrath,295.0,93.0,Left,Mid On,0.0,0,0,0.0,,FullToss,Null,Played,0,Pushed,Null,Over,Fast,Right,Null,Null,False,False,False,False,False,False,441.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
125581,2,5.33,7.0,0.0,0.0,7.0,8.0,0.0,3068,,6059,WNCL 2019-20,1,93,South Australia Women,92,ACT Meteors,2019-09-24T10:06:42Z,4,False,,,,1402.0,Zoe Cooke,857.0,Bridget Patterson,1028.0,Tahlia McGrath,270.0,40.0,Left,Bowler,0.0,0,0,0.0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Right,Null,Null,False,False,False,False,False,False,441.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
