over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,ballDateTime,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,runsConceded,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,catchDifficulty
1061222,2,3.0,3.0,0.0,1.0,6.0,0.0,3.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,3,False,Square Leg,0,0,False,False,2025-05-11T15:05:21Z,,,,15592.0,Grace Thompson,7051.0,Sterre Kalis,3419.0,Abbey Freeborn,2.0,104.0,0.0,0.0,,LengthBall,Null,NotOut,Played,0,Worked,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,348.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061222,2,3.0,3.0,0.0,1.0,6.0,0.0,3.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,4,False,Wicketkeeper,1,1,False,False,2025-05-11T15:05:59Z,,,,15592.0,Grace Thompson,7051.0,Sterre Kalis,3419.0,Abbey Freeborn,90.0,48.0,1.0,0.0,,LengthBall,Null,NotOut,NoShot,0,Leave,Null,Over,Medium,Right,Null,NotReferred,Null,True,False,False,False,False,False,348.0,False,False,True,False,False,False,0.0,0.0,1.0,0.0,0.0,
1061222,2,3.0,3.0,0.0,1.0,6.0,0.0,3.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,4,False,Point,0,0,False,False,2025-05-11T15:06:27Z,,,,15592.0,Grace Thompson,7051.0,Sterre Kalis,3419.0,Abbey Freeborn,177.0,74.0,0.0,0.0,,BackOfALength,Null,NotOut,Played,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,348.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061222,2,3.0,3.0,0.0,1.0,6.0,0.0,3.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,5,False,Short Extra Cover,0,0,False,False,2025-05-11T15:07:01Z,,,,15592.0,Grace Thompson,7051.0,Sterre Kalis,3419.0,Abbey Freeborn,218.0,67.0,0.0,0.0,,HalfVolley,Null,NotOut,Played,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,348.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061222,2,3.0,3.0,0.0,1.0,6.0,0.0,3.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,6,False,Deep Backward Point,0,2,False,False,2025-05-11T15:07:31Z,,,,15592.0,Grace Thompson,7051.0,Sterre Kalis,3419.0,Abbey Freeborn,166.0,133.0,2.0,2.0,,BackOfALength,Null,NotOut,Played,0,Cut,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,348.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,
1061227,3,4.0,6.0,0.0,0.0,12.0,0.0,6.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,1,False,Wicketkeeper,0,0,False,False,2025-05-11T15:08:53Z,,,,7053.0,Sophia Turner,3419.0,Abbey Freeborn,7051.0,Sterre Kalis,90.0,48.0,0.0,0.0,,LengthBall,Null,NotOut,Missed,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,272.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061227,3,4.0,6.0,0.0,0.0,12.0,0.0,6.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,2,False,Deep Extra Cover,0,4,False,True,2025-05-11T15:09:20Z,,,,7053.0,Sophia Turner,3419.0,Abbey Freeborn,7051.0,Sterre Kalis,214.0,215.0,4.0,4.0,,LengthBall,Null,NotOut,HitHard,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,272.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,
1061227,3,4.0,6.0,0.0,0.0,12.0,0.0,6.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,3,False,Backward Point,0,0,False,False,2025-05-11T15:10:04Z,,,,7053.0,Sophia Turner,3419.0,Abbey Freeborn,7051.0,Sterre Kalis,164.0,74.0,0.0,0.0,,LengthBall,Null,NotOut,HitPad,0,Pull,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,272.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061227,3,4.0,6.0,0.0,0.0,12.0,0.0,6.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,4,False,Deep Backward Square Leg,0,1,False,False,2025-05-11T15:10:37Z,,,,7053.0,Sophia Turner,3419.0,Abbey Freeborn,7051.0,Sterre Kalis,14.0,143.0,1.0,1.0,,LengthBall,Null,NotOut,Played,0,Flick,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,272.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,
1061227,3,4.0,6.0,0.0,0.0,12.0,0.0,6.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,5,False,Bowler,0,0,False,False,2025-05-11T15:11:09Z,,,,7053.0,Sophia Turner,7051.0,Sterre Kalis,3419.0,Abbey Freeborn,270.0,40.0,0.0,0.0,,LengthBall,Null,NotOut,Played,0,BackwardDefensive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,272.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061227,3,4.0,6.0,0.0,0.0,12.0,0.0,6.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,6,False,Third Man,0,1,False,False,2025-05-11T15:11:41Z,,,,7053.0,Sophia Turner,7051.0,Sterre Kalis,3419.0,Abbey Freeborn,141.0,125.0,1.0,1.0,,LengthBall,Null,NotOut,Played,0,Steer,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,272.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,
1061229,4,3.5,1.0,1.0,0.0,14.0,1.0,1.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,1,False,Square Leg,0,0,False,False,2025-05-11T15:12:34Z,,,,15592.0,Grace Thompson,7051.0,Sterre Kalis,3419.0,Abbey Freeborn,355.0,89.0,0.0,0.0,,LengthBall,Null,NotOut,Played,0,Pushed,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,348.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061229,4,3.5,1.0,1.0,0.0,14.0,1.0,1.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,2,False,Third Man,0,1,False,False,2025-05-11T15:13:12Z,,,,15592.0,Grace Thompson,7051.0,Sterre Kalis,3419.0,Abbey Freeborn,142.0,126.0,1.0,1.0,,LengthBall,Null,NotOut,Played,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,348.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,
1061229,4,3.5,1.0,1.0,0.0,14.0,1.0,1.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,3,False,Short Mid Wicket,0,0,False,False,2025-05-11T15:13:45Z,,,,15592.0,Grace Thompson,3419.0,Abbey Freeborn,7051.0,Sterre Kalis,325.0,58.0,0.0,0.0,,LengthBall,Null,NotOut,Played,0,Worked,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,348.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061229,4,3.5,1.0,1.0,0.0,14.0,1.0,1.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,4,False,Point,0,0,False,False,2025-05-11T15:14:20Z,,,,15592.0,Grace Thompson,3419.0,Abbey Freeborn,7051.0,Sterre Kalis,177.0,79.0,0.0,0.0,,BackOfALength,Null,NotOut,Played,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,348.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061229,4,3.5,1.0,1.0,0.0,14.0,1.0,1.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,5,False,Short Extra Cover,0,0,False,False,2025-05-11T15:14:52Z,,,,15592.0,Grace Thompson,3419.0,Abbey Freeborn,7051.0,Sterre Kalis,218.0,47.0,0.0,0.0,,LengthBall,Null,NotOut,HitPad,0,Sweep,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,348.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061229,4,3.5,1.0,1.0,0.0,14.0,1.0,1.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,6,True,Wicketkeeper,0,0,False,False,2025-05-11T15:15:25Z,Caught,3419.0,Abbey Freeborn,15592.0,Grace Thompson,3419.0,Abbey Freeborn,7051.0,Sterre Kalis,90.0,48.0,0.0,0.0,Caught,LengthBall,Null,NotOut,Edged,0,Drive,Null,Over,Medium,Right,Out2ndUmpire,NotReferred,Null,False,False,False,False,False,False,348.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061234,5,3.0,2.0,0.0,1.0,15.0,1.0,2.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,1,False,Wicketkeeper,1,1,False,False,2025-05-11T15:17:25Z,,,,7053.0,Sophia Turner,7051.0,Sterre Kalis,8182.0,Davina Perrin,90.0,48.0,1.0,0.0,,LengthBall,Null,NotOut,MissedLegSide,0,Glance,Null,Over,Medium,Right,Null,NotReferred,Null,True,False,False,False,False,False,272.0,False,False,True,False,False,False,0.0,0.0,1.0,0.0,0.0,
1061234,5,3.0,2.0,0.0,1.0,15.0,1.0,2.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,1,False,Wicketkeeper,0,0,False,False,2025-05-11T15:17:54Z,,,,7053.0,Sophia Turner,7051.0,Sterre Kalis,8182.0,Davina Perrin,90.0,48.0,0.0,0.0,,HalfVolley,Null,NotOut,Edged,0,Cut,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,272.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061234,5,3.0,2.0,0.0,1.0,15.0,1.0,2.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,2,False,Mid Off,0,0,False,False,2025-05-11T15:18:25Z,,,,7053.0,Sophia Turner,7051.0,Sterre Kalis,8182.0,Davina Perrin,248.0,84.0,0.0,0.0,,LengthBall,Null,NotOut,Played,0,BackwardDefensive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,272.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061234,5,3.0,2.0,0.0,1.0,15.0,1.0,2.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,3,False,Mid Off,0,0,False,False,2025-05-11T15:18:51Z,,,,7053.0,Sophia Turner,7051.0,Sterre Kalis,8182.0,Davina Perrin,249.0,75.0,0.0,0.0,,LengthBall,Null,NotOut,Played,0,Pushed,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,272.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061234,5,3.0,2.0,0.0,1.0,15.0,1.0,2.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,4,False,Wicketkeeper,0,0,False,False,2025-05-11T15:19:15Z,,,,7053.0,Sophia Turner,7051.0,Sterre Kalis,8182.0,Davina Perrin,90.0,48.0,0.0,0.0,,LengthBall,Null,NotOut,Missed,0,Cut,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,272.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061234,5,3.0,2.0,0.0,1.0,15.0,1.0,2.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,5,False,Bowler,0,0,False,False,2025-05-11T15:19:46Z,,,,7053.0,Sophia Turner,7051.0,Sterre Kalis,8182.0,Davina Perrin,270.0,40.0,0.0,0.0,,LengthBall,Null,NotOut,Played,0,ForwardDefensive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,272.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061234,5,3.0,2.0,0.0,1.0,15.0,1.0,2.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,6,False,Third Man,0,1,False,False,2025-05-11T15:20:15Z,,,,7053.0,Sophia Turner,7051.0,Sterre Kalis,8182.0,Davina Perrin,132.0,140.0,1.0,1.0,,LengthBall,Null,NotOut,Played,0,LateCut,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,272.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,
1061240,6,2.83,2.0,0.0,0.0,17.0,1.0,2.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,1,False,Fine Leg,0,1,False,False,2025-05-11T15:21:07Z,,,,15592.0,Grace Thompson,7051.0,Sterre Kalis,8182.0,Davina Perrin,33.0,129.0,1.0,1.0,,LengthBall,Null,NotOut,Played,0,Glance,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,348.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,
1061240,6,2.83,2.0,0.0,0.0,17.0,1.0,2.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,2,False,Bowler,0,0,False,False,2025-05-11T15:21:55Z,,,,15592.0,Grace Thompson,8182.0,Davina Perrin,7051.0,Sterre Kalis,270.0,40.0,0.0,0.0,,LengthBall,Null,NotOut,Played,0,BackwardDefensive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,348.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061240,6,2.83,2.0,0.0,0.0,17.0,1.0,2.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,3,False,Bowler,0,0,False,False,2025-05-11T15:22:27Z,,,,15592.0,Grace Thompson,8182.0,Davina Perrin,7051.0,Sterre Kalis,270.0,40.0,0.0,0.0,,LengthBall,Null,NotOut,Played,0,ForwardDefensive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,348.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061240,6,2.83,2.0,0.0,0.0,17.0,1.0,2.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,4,False,Bowler,0,0,False,False,2025-05-11T15:23:05Z,,,,15592.0,Grace Thompson,8182.0,Davina Perrin,7051.0,Sterre Kalis,270.0,40.0,0.0,0.0,,LengthBall,Null,NotOut,MisTimed,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,348.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061240,6,2.83,2.0,0.0,0.0,17.0,1.0,2.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,5,False,Wicketkeeper,0,0,False,False,2025-05-11T15:23:34Z,,,,15592.0,Grace Thompson,8182.0,Davina Perrin,7051.0,Sterre Kalis,90.0,48.0,0.0,0.0,,LengthBall,Null,NotOut,Missed,0,ForwardDefensive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,348.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061240,6,2.83,2.0,0.0,0.0,17.0,1.0,2.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,6,False,Third Man,0,1,False,False,2025-05-11T15:24:03Z,,,,15592.0,Grace Thompson,8182.0,Davina Perrin,7051.0,Sterre Kalis,139.0,129.0,1.0,1.0,,LengthBall,Null,NotOut,Played,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,348.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,
1061246,7,3.29,6.0,0.0,0.0,23.0,1.0,6.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,1,False,Mid Wicket,0,0,False,False,2025-05-11T15:25:12Z,,,,7053.0,Sophia Turner,8182.0,Davina Perrin,7051.0,Sterre Kalis,332.0,95.0,0.0,0.0,,LengthBall,Null,NotOut,Played,0,Flick,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,272.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061246,7,3.29,6.0,0.0,0.0,23.0,1.0,6.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,2,False,Deep Square Leg,0,1,False,False,2025-05-11T15:25:41Z,,,,7053.0,Sophia Turner,8182.0,Davina Perrin,7051.0,Sterre Kalis,3.0,149.0,1.0,1.0,,LengthBall,Null,NotOut,Played,0,Pull,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,272.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,
1061246,7,3.29,6.0,0.0,0.0,23.0,1.0,6.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,3,False,Silly Mid Off,0,0,False,False,2025-05-11T15:26:07Z,,,,7053.0,Sophia Turner,7051.0,Sterre Kalis,8182.0,Davina Perrin,239.0,33.0,0.0,0.0,,LengthBall,Null,NotOut,HitPad,0,Flick,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,272.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061246,7,3.29,6.0,0.0,0.0,23.0,1.0,6.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,4,False,Third Man,0,1,False,False,2025-05-11T15:26:40Z,,,,7053.0,Sophia Turner,7051.0,Sterre Kalis,8182.0,Davina Perrin,128.0,145.0,1.0,1.0,,HalfVolley,Null,NotOut,Edged,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,272.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,
1061246,7,3.29,6.0,0.0,0.0,23.0,1.0,6.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,5,False,Extra Cover,0,0,False,False,2025-05-11T15:27:41Z,,,,7053.0,Sophia Turner,8182.0,Davina Perrin,7051.0,Sterre Kalis,212.0,79.0,0.0,0.0,,LengthBall,Null,NotOut,Played,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,272.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
1061246,7,3.29,6.0,0.0,0.0,23.0,1.0,6.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,6,False,Deep Point,0,4,False,True,2025-05-11T15:28:17Z,,,,7053.0,Sophia Turner,8182.0,Davina Perrin,7051.0,Sterre Kalis,180.0,185.0,4.0,4.0,,LengthBall,Null,NotOut,HitHard,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,272.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,
1061250,8,2.88,0.0,1.0,0.0,23.0,2.0,0.0,38661,,22603,England Women's One-Day Cup 2025,1,1373,Warwickshire Women,1376,Durham Women,1,True,Wicketkeeper,0,0,False,False,2025-05-11T15:29:15Z,Caught,7051.0,Sterre Kalis,15592.0,Grace Thompson,7051.0,Sterre Kalis,8182.0,Davina Perrin,90.0,48.0,0.0,0.0,Caught,LengthBall,Null,NotOut,Edged,0,Cut,Null,Over,Medium,Right,Out2ndUmpire,NotReferred,Null,False,False,False,False,False,False,348.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,
