over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,over_runrate,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,appealDismissalTypeId
64243,1,0.0,1.0,0.0,0.0,1.0,,0.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:39:30Z,1,False,,,,87.0,Tim Murtagh,46.0,Phil Salt,337.0,Luke Wright,329.0,68.0,Left,Mid Wicket,0.0,0,0,0.0,,LengthBall,Null,Played,0,Worked,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64243,1,0.0,1.0,0.0,0.0,1.0,,0.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:40:04Z,2,False,,,,87.0,Tim Murtagh,46.0,Phil Salt,337.0,Luke Wright,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,,LengthBall,Null,Missed,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64243,1,0.0,1.0,0.0,0.0,1.0,,0.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:40:40Z,3,False,,,,87.0,Tim Murtagh,46.0,Phil Salt,337.0,Luke Wright,270.0,40.0,Left,Bowler,0.0,0,0,0.0,,BackOfALength,Null,Played,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64243,1,0.0,1.0,0.0,0.0,1.0,,0.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:41:17Z,4,False,,,,87.0,Tim Murtagh,46.0,Phil Salt,337.0,Luke Wright,204.0,84.0,Left,Cover,0.0,0,0,0.0,,LengthBall,Null,Played,0,Cut,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64243,1,0.0,1.0,0.0,0.0,1.0,,0.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:41:54Z,5,True,Caught,46.0,Phil Salt,87.0,Tim Murtagh,46.0,Phil Salt,337.0,Luke Wright,356.0,160.0,Left,Deep Square Leg,0.0,0,0,0.0,Caught,BackOfALength,Null,Played,0,Flick,Null,Over,Fast,Left,Out2ndUmpire,Null,False,False,False,False,True,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64243,1,0.0,1.0,0.0,0.0,1.0,,0.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:44:01Z,6,False,,,,87.0,Tim Murtagh,2569.0,Stiaan van Zyl,337.0,Luke Wright,341.0,68.0,Right,Cover,0.0,0,0,0.0,,LengthBall,Null,Played,0,BackwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64246,2,5.0,0.0,0.0,5.0,1.0,5.0,3.33,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:45:05Z,1,False,,,,2683.0,Tom Helm,337.0,Luke Wright,2569.0,Stiaan van Zyl,19.0,169.0,Left,Deep Backward Square Leg,4.0,0,4,4.0,,LengthBall,Null,Played,0,Worked,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,True,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,
64246,2,5.0,0.0,0.0,5.0,1.0,5.0,3.33,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:45:47Z,2,False,,,,2683.0,Tom Helm,337.0,Luke Wright,2569.0,Stiaan van Zyl,293.0,54.0,Left,Silly Mid On,0.0,0,0,0.0,,LengthBall,Null,Played,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64246,2,5.0,0.0,0.0,5.0,1.0,5.0,3.33,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:46:22Z,3,False,,,,2683.0,Tom Helm,337.0,Luke Wright,2569.0,Stiaan van Zyl,324.0,25.0,Left,Short Leg,1.0,0,1,1.0,,BackOfALength,Null,Played,0,BackwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
64246,2,5.0,0.0,0.0,5.0,1.0,5.0,3.33,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:47:12Z,4,False,,,,2683.0,Tom Helm,2569.0,Stiaan van Zyl,337.0,Luke Wright,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,,LengthBall,Null,Missed,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64246,2,5.0,0.0,0.0,5.0,1.0,5.0,3.33,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:47:45Z,5,False,,,,2683.0,Tom Helm,2569.0,Stiaan van Zyl,337.0,Luke Wright,12.0,85.0,Right,Backward Point,0.0,0,0,0.0,,BackOfALength,Null,Played,0,Steer,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64246,2,5.0,0.0,0.0,5.0,1.0,5.0,3.33,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:48:21Z,6,False,,,,2683.0,Tom Helm,2569.0,Stiaan van Zyl,337.0,Luke Wright,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,,LengthBall,Null,Missed,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64248,3,1.0,1.0,0.0,7.0,2.0,1.0,2.4,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:49:24Z,1,False,,,,87.0,Tim Murtagh,337.0,Luke Wright,2569.0,Stiaan van Zyl,203.0,82.0,Left,Cover,0.0,0,0,0.0,,LengthBall,Null,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64248,3,1.0,1.0,0.0,7.0,2.0,1.0,2.4,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:49:57Z,2,False,,,,87.0,Tim Murtagh,337.0,Luke Wright,2569.0,Stiaan van Zyl,270.0,40.0,Left,Bowler,0.0,0,0,0.0,,LengthBall,Null,Played,0,BackwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64248,3,1.0,1.0,0.0,7.0,2.0,1.0,2.4,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:50:35Z,3,False,,,,87.0,Tim Murtagh,337.0,Luke Wright,2569.0,Stiaan van Zyl,189.0,80.0,Left,Cover,0.0,0,0,0.0,,BackOfALength,Null,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64248,3,1.0,1.0,0.0,7.0,2.0,1.0,2.4,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:51:09Z,4,False,,,,87.0,Tim Murtagh,337.0,Luke Wright,2569.0,Stiaan van Zyl,359.0,111.0,Left,Square Leg,1.0,0,1,1.0,,LengthBall,Null,Played,0,Flick,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
64248,3,1.0,1.0,0.0,7.0,2.0,1.0,2.4,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:51:47Z,5,False,,,,87.0,Tim Murtagh,2569.0,Stiaan van Zyl,337.0,Luke Wright,270.0,40.0,Right,Bowler,0.0,0,0,0.0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64248,3,1.0,1.0,0.0,7.0,2.0,1.0,2.4,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:52:23Z,6,True,Caught,2569.0,Stiaan van Zyl,87.0,Tim Murtagh,2569.0,Stiaan van Zyl,337.0,Luke Wright,187.0,152.0,Right,Deep Square Leg,0.0,0,0,0.0,Caught,LengthBall,Null,HitHard,0,Flick,Null,Over,Fast,Left,Out2ndUmpire,Null,False,False,False,False,True,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64250,4,2.0,0.0,1.0,8.0,2.0,2.0,2.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:54:37Z,1,False,,,,2683.0,Tom Helm,337.0,Luke Wright,48.0,Harry Finch,90.0,48.0,Left,Wicketkeeper,1.0,1,1,0.0,,Short,Null,NoShot,0,Leave,Null,Over,Fast,Left,Null,Null,True,False,False,False,False,False,31.0,False,False,True,False,False,False,0.0,0.0,1.0,0.0,0.0,False,False,
64250,4,2.0,0.0,1.0,8.0,2.0,2.0,2.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:55:10Z,1,False,,,,2683.0,Tom Helm,337.0,Luke Wright,48.0,Harry Finch,187.0,81.0,Left,Point,0.0,0,0,0.0,,BackOfALength,Null,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64250,4,2.0,0.0,1.0,8.0,2.0,2.0,2.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:55:45Z,2,False,,,,2683.0,Tom Helm,337.0,Luke Wright,48.0,Harry Finch,220.0,47.0,Left,Short Extra Cover,0.0,0,0,0.0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64250,4,2.0,0.0,1.0,8.0,2.0,2.0,2.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:56:21Z,3,False,,,,2683.0,Tom Helm,337.0,Luke Wright,48.0,Harry Finch,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,,LengthBall,Null,NoShot,0,ShouldersArms,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64250,4,2.0,0.0,1.0,8.0,2.0,2.0,2.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:56:58Z,4,False,,,,2683.0,Tom Helm,337.0,Luke Wright,48.0,Harry Finch,270.0,40.0,Left,Bowler,0.0,0,0,0.0,,BackOfALength,Null,Played,0,BackwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64250,4,2.0,0.0,1.0,8.0,2.0,2.0,2.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:57:37Z,5,False,,,,2683.0,Tom Helm,337.0,Luke Wright,48.0,Harry Finch,23.0,82.0,Left,Backward Square Leg,0.0,0,0,0.0,,BackOfALength,Null,Played,0,Worked,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64250,4,2.0,0.0,1.0,8.0,2.0,2.0,2.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:58:15Z,6,False,,,,2683.0,Tom Helm,337.0,Luke Wright,48.0,Harry Finch,10.0,104.0,Left,Backward Square Leg,1.0,0,1,1.0,,BackOfALength,Null,Played,0,Worked,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
64252,5,1.0,0.0,0.0,9.0,2.0,1.0,2.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:59:07Z,1,False,,,,87.0,Tim Murtagh,337.0,Luke Wright,48.0,Harry Finch,320.0,37.0,Left,Short Mid Wicket,0.0,0,0,0.0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64252,5,1.0,0.0,0.0,9.0,2.0,1.0,2.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T10:59:40Z,2,False,,,,87.0,Tim Murtagh,337.0,Luke Wright,48.0,Harry Finch,227.0,46.0,Left,Short Extra Cover,0.0,0,0,0.0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64252,5,1.0,0.0,0.0,9.0,2.0,1.0,2.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:00:15Z,3,False,,,,87.0,Tim Murtagh,337.0,Luke Wright,48.0,Harry Finch,0.0,144.0,Left,Deep Square Leg,1.0,0,1,1.0,,BackOfALength,Null,Played,0,Flick,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
64252,5,1.0,0.0,0.0,9.0,2.0,1.0,2.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:01:01Z,4,False,,,,87.0,Tim Murtagh,48.0,Harry Finch,337.0,Luke Wright,251.0,83.0,Left,Mid Off,0.0,0,0,0.0,,LengthBall,Null,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64252,5,1.0,0.0,0.0,9.0,2.0,1.0,2.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:01:36Z,5,False,,,,87.0,Tim Murtagh,48.0,Harry Finch,337.0,Luke Wright,220.0,56.0,Left,Short Extra Cover,0.0,0,0,0.0,,LengthBall,Null,Played,0,BackwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64252,5,1.0,0.0,0.0,9.0,2.0,1.0,2.0,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:02:12Z,6,False,,,,87.0,Tim Murtagh,48.0,Harry Finch,337.0,Luke Wright,181.0,41.0,Left,Point,0.0,0,0,0.0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64255,6,11.0,0.0,0.0,20.0,2.0,11.0,2.91,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:03:06Z,1,False,,,,2683.0,Tom Helm,337.0,Luke Wright,48.0,Harry Finch,199.0,50.0,Left,Point,0.0,0,0,0.0,,LengthBall,Null,Played,0,BackwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64255,6,11.0,0.0,0.0,20.0,2.0,11.0,2.91,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:03:42Z,2,False,,,,2683.0,Tom Helm,337.0,Luke Wright,48.0,Harry Finch,215.0,55.0,Left,Short Extra Cover,0.0,0,0,0.0,,LengthBall,Null,Played,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64255,6,11.0,0.0,0.0,20.0,2.0,11.0,2.91,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:04:16Z,3,False,,,,2683.0,Tom Helm,337.0,Luke Wright,48.0,Harry Finch,333.0,88.0,Left,Mid Wicket,1.0,0,1,1.0,,LengthBall,Null,Played,0,Worked,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
64255,6,11.0,0.0,0.0,20.0,2.0,11.0,2.91,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:05:05Z,4,False,,,,2683.0,Tom Helm,48.0,Harry Finch,337.0,Luke Wright,262.0,139.0,Left,Long Off,2.0,0,2,2.0,,HalfVolley,Null,HitHard,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,
64255,6,11.0,0.0,0.0,20.0,2.0,11.0,2.91,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:05:46Z,5,False,,,,2683.0,Tom Helm,48.0,Harry Finch,337.0,Luke Wright,7.0,172.0,Left,Deep Square Leg,4.0,0,4,4.0,,Short,Null,HitHard,0,Pull,Null,Over,Fast,Left,Null,Null,False,False,False,False,True,False,31.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,
64255,6,11.0,0.0,0.0,20.0,2.0,11.0,2.91,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:06:25Z,6,False,,,,2683.0,Tom Helm,48.0,Harry Finch,337.0,Luke Wright,279.0,189.0,Left,Long On,4.0,0,4,4.0,,HalfVolley,Null,HitHard,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,
64256,7,3.0,0.0,1.0,24.0,2.0,4.0,3.69,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:07:21Z,1,False,,,,87.0,Tim Murtagh,337.0,Luke Wright,48.0,Harry Finch,22.0,73.0,Left,Leg Gully,0.0,1,1,0.0,,LengthBall,Null,HitPad,0,Flick,Null,Over,Fast,Left,Null,Null,False,False,False,True,False,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,1.0,0.0,False,False,
64256,7,3.0,0.0,1.0,24.0,2.0,4.0,3.69,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:07:57Z,2,False,,,,87.0,Tim Murtagh,48.0,Harry Finch,337.0,Luke Wright,257.0,90.0,Left,Mid Off,1.0,0,1,1.0,,LengthBall,Null,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
64256,7,3.0,0.0,1.0,24.0,2.0,4.0,3.69,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:08:31Z,3,False,,,,87.0,Tim Murtagh,337.0,Luke Wright,48.0,Harry Finch,333.0,165.0,Left,Deep Mid Wicket,2.0,0,2,2.0,,LengthBall,Null,Played,0,Flick,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,
64256,7,3.0,0.0,1.0,24.0,2.0,4.0,3.69,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:09:09Z,4,False,,,,87.0,Tim Murtagh,337.0,Luke Wright,48.0,Harry Finch,246.0,94.0,Left,Mid Off,0.0,0,0,0.0,,HalfVolley,Null,HitHard,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64256,7,3.0,0.0,1.0,24.0,2.0,4.0,3.69,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:09:43Z,5,False,,,,87.0,Tim Murtagh,337.0,Luke Wright,48.0,Harry Finch,230.0,67.0,Left,Short Extra Cover,0.0,0,0,0.0,,LengthBall,Null,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64256,7,3.0,0.0,1.0,24.0,2.0,4.0,3.69,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:10:16Z,6,False,,,,87.0,Tim Murtagh,337.0,Luke Wright,48.0,Harry Finch,203.0,82.0,Left,Cover,0.0,0,0,0.0,,LengthBall,Null,HitHard,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64257,8,3.0,0.0,1.0,27.0,2.0,3.0,3.6,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:11:36Z,1,False,,,,1739.0,Toby Roland-Jones,48.0,Harry Finch,337.0,Luke Wright,90.0,48.0,Left,Wicketkeeper,1.0,1,1,0.0,,BackOfALength,Null,MissedLegSide,0,Fended,Null,Over,Fast,Left,Null,Null,True,False,False,False,False,False,31.0,False,False,True,False,False,False,0.0,0.0,1.0,0.0,0.0,False,False,
64257,8,3.0,0.0,1.0,27.0,2.0,3.0,3.6,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:12:11Z,1,False,,,,1739.0,Toby Roland-Jones,48.0,Harry Finch,337.0,Luke Wright,336.0,101.0,Left,Mid Wicket,1.0,0,1,1.0,,BackOfALength,Null,Played,0,Flick,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
64257,8,3.0,0.0,1.0,27.0,2.0,3.0,3.6,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:12:50Z,2,False,,,,1739.0,Toby Roland-Jones,337.0,Luke Wright,48.0,Harry Finch,347.0,132.0,Left,Deep Mid Wicket,1.0,0,1,1.0,,BackOfALength,Null,Played,0,Pull,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
64257,8,3.0,0.0,1.0,27.0,2.0,3.0,3.6,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:13:26Z,3,False,,,,1739.0,Toby Roland-Jones,48.0,Harry Finch,337.0,Luke Wright,209.0,71.0,Left,Extra Cover,0.0,0,0,0.0,,LengthBall,Null,MisTimed,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64257,8,3.0,0.0,1.0,27.0,2.0,3.0,3.6,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:14:21Z,4,False,,,,1739.0,Toby Roland-Jones,48.0,Harry Finch,337.0,Luke Wright,270.0,40.0,Left,Bowler,0.0,0,0,0.0,,LengthBall,Null,HitHard,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64257,8,3.0,0.0,1.0,27.0,2.0,3.0,3.6,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:14:59Z,5,False,,,,1739.0,Toby Roland-Jones,48.0,Harry Finch,337.0,Luke Wright,181.0,81.0,Left,Point,0.0,0,0,0.0,,LengthBall,Null,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,31.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64257,8,3.0,0.0,1.0,27.0,2.0,3.0,3.6,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:15:36Z,6,False,,,,1739.0,Toby Roland-Jones,48.0,Harry Finch,337.0,Luke Wright,259.0,21.0,Left,Silly Point,0.0,0,0,0.0,,LengthBall,Null,HitPad,0,BackwardDefensive,Null,Over,Fast,Left,NotOut1stUmpire,Null,False,False,False,False,False,True,31.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,Lbw
64258,9,3.0,1.0,0.0,30.0,3.0,3.0,3.53,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:16:26Z,1,False,,,,87.0,Tim Murtagh,337.0,Luke Wright,48.0,Harry Finch,251.0,90.0,Left,Mid Off,0.0,0,0,0.0,,LengthBall,Null,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
64258,9,3.0,1.0,0.0,30.0,3.0,3.0,3.53,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:17:00Z,2,False,,,,87.0,Tim Murtagh,337.0,Luke Wright,48.0,Harry Finch,342.0,136.0,Left,Deep Mid Wicket,1.0,0,1,1.0,,LengthBall,Null,Played,0,Flick,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
64258,9,3.0,1.0,0.0,30.0,3.0,3.0,3.53,1421,,4395,England One-Day Cup 2019,1,35,Sussex,38,Middlesex,2019-04-27T11:17:35Z,3,False,,,,87.0,Tim Murtagh,48.0,Harry Finch,337.0,Luke Wright,11.0,142.0,Left,Deep Backward Square Leg,1.0,0,1,1.0,,HalfVolley,Null,Edged,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,25.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
