over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,appealDismissalTypeId
60575,1,3.0,0.0,1.0,3.0,0.0,3.0,1327,,4358,England One-Day Cup 2019,1,46,Worcestershire,50,Lancashire,2019-04-17T11:00:11Z,1,False,,,,646.0,Saqib Mahmood,1586.0,Hamish Rutherford,151.0,Riki Wessels,90.0,48.0,Right,Wicketkeeper,1.0,1,1,0.0,,Short,Null,NoShot,0,Leave,Null,Over,Fast,Left,Null,Null,True,False,False,False,False,False,6.0,False,True,True,False,False,False,0.0,0.0,1.0,0.0,0.0,False,False,
60575,1,3.0,0.0,1.0,3.0,0.0,3.0,1327,,4358,England One-Day Cup 2019,1,46,Worcestershire,50,Lancashire,2019-04-17T11:00:46Z,1,False,,,,646.0,Saqib Mahmood,1586.0,Hamish Rutherford,151.0,Riki Wessels,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,,LengthBall,Null,Missed,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,6.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
60575,1,3.0,0.0,1.0,3.0,0.0,3.0,1327,,4358,England One-Day Cup 2019,1,46,Worcestershire,50,Lancashire,2019-04-17T11:01:27Z,2,False,,,,646.0,Saqib Mahmood,1586.0,Hamish Rutherford,151.0,Riki Wessels,32.0,127.0,Right,Third Man,1.0,0,1,1.0,,LengthBall,Null,Edged,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,6.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
60575,1,3.0,0.0,1.0,3.0,0.0,3.0,1327,,4358,England One-Day Cup 2019,1,46,Worcestershire,50,Lancashire,2019-04-17T11:02:11Z,3,False,,,,646.0,Saqib Mahmood,151.0,Riki Wessels,1586.0,Hamish Rutherford,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,,LengthBall,Null,Missed,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,6.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
60575,1,3.0,0.0,1.0,3.0,0.0,3.0,1327,,4358,England One-Day Cup 2019,1,46,Worcestershire,50,Lancashire,2019-04-17T11:02:44Z,4,False,,,,646.0,Saqib Mahmood,151.0,Riki Wessels,1586.0,Hamish Rutherford,147.0,109.0,Left,Third Man,1.0,0,1,1.0,,LengthBall,Null,Played,0,Steer,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,6.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
60575,1,3.0,0.0,1.0,3.0,0.0,3.0,1327,,4358,England One-Day Cup 2019,1,46,Worcestershire,50,Lancashire,2019-04-17T11:03:19Z,5,False,,,,646.0,Saqib Mahmood,1586.0,Hamish Rutherford,151.0,Riki Wessels,286.0,52.0,Right,Silly Mid Off,0.0,0,0,0.0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,6.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
60575,1,3.0,0.0,1.0,3.0,0.0,3.0,1327,,4358,England One-Day Cup 2019,1,46,Worcestershire,50,Lancashire,2019-04-17T11:04:01Z,6,False,,,,646.0,Saqib Mahmood,1586.0,Hamish Rutherford,151.0,Riki Wessels,354.0,80.0,Right,Point,0.0,0,0,0.0,,LengthBall,Null,Played,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,6.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
60580,2,8.0,0.0,0.0,11.0,0.0,8.0,1327,,4358,England One-Day Cup 2019,1,46,Worcestershire,50,Lancashire,2019-04-17T11:05:16Z,1,False,,,,202.0,James Anderson,151.0,Riki Wessels,1586.0,Hamish Rutherford,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,,LengthBall,Null,Missed,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,50.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
60580,2,8.0,0.0,0.0,11.0,0.0,8.0,1327,,4358,England One-Day Cup 2019,1,46,Worcestershire,50,Lancashire,2019-04-17T11:05:46Z,2,False,,,,202.0,James Anderson,151.0,Riki Wessels,1586.0,Hamish Rutherford,270.0,40.0,Left,Bowler,0.0,0,0,0.0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,50.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
60580,2,8.0,0.0,0.0,11.0,0.0,8.0,1327,,4358,England One-Day Cup 2019,1,46,Worcestershire,50,Lancashire,2019-04-17T11:06:17Z,3,False,,,,202.0,James Anderson,151.0,Riki Wessels,1586.0,Hamish Rutherford,13.0,92.0,Left,Backward Square Leg,1.0,0,1,1.0,,LengthBall,Null,Edged,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,50.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
