over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,over_totalInningRuns,over_totalInningWickets,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,appealDismissalTypeId,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
67429,2,8.0,11.0,0.0,3.0,12.0,16.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:05:45Z,4,False,2723,Jared Warner,2671,Scott Steel,120,Ben Raine,355,128,Left,Deep Square Leg,1,0,1,1,LengthBall,Null,Played,0,Worked,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
67429,2,8.0,11.0,0.0,3.0,12.0,16.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:06:21Z,5,False,2723,Jared Warner,120,Ben Raine,2671,Scott Steel,90,48,Right,Wicketkeeper,2,2,2,0,LengthBall,Null,NoShot,0,ShouldersArms,Null,Over,Fast,Left,Null,FrontFoot,False,True,False,False,False,False,7,False,False,True,False,False,False,0,0,0,0,2,False,False,,,,,
67429,2,8.0,11.0,0.0,3.0,12.0,16.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:07:03Z,5,False,2723,Jared Warner,120,Ben Raine,2671,Scott Steel,90,48,Right,Wicketkeeper,0,0,0,0,Short,Null,Missed,0,Pull,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,7,True,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67429,2,8.0,11.0,0.0,3.0,12.0,16.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:07:37Z,6,False,2723,Jared Warner,120,Ben Raine,2671,Scott Steel,325,229,Right,Deep Extra Cover,4,0,4,4,LengthBall,Null,HitHard,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,4,0,0,0,0,False,False,,,,,
67434,3,7.6,2.0,0.0,1.0,3.0,19.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:08:25Z,1,False,165,Tim Bresnan,2671,Scott Steel,120,Ben Raine,212,140,Left,Deep Extra Cover,2,0,2,2,LengthBall,Null,Played,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,2,0,0,0,0,False,False,,,,,
67434,3,7.6,2.0,0.0,1.0,3.0,19.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:08:57Z,2,False,165,Tim Bresnan,2671,Scott Steel,120,Ben Raine,248,81,Left,Mid Off,0,0,0,0,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67434,3,7.6,2.0,0.0,1.0,3.0,19.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:09:26Z,3,False,165,Tim Bresnan,2671,Scott Steel,120,Ben Raine,241,83,Left,Mid Off,0,0,0,0,LengthBall,Null,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67434,3,7.6,2.0,0.0,1.0,3.0,19.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:09:55Z,4,False,165,Tim Bresnan,2671,Scott Steel,120,Ben Raine,244,84,Left,Mid Off,0,0,0,0,LengthBall,Null,Played,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67434,3,7.6,2.0,0.0,1.0,3.0,19.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:10:25Z,5,False,165,Tim Bresnan,2671,Scott Steel,120,Ben Raine,360,65,Left,Square Leg,0,1,1,0,LengthBall,Null,HitPad,0,Worked,Null,Over,Fast,Left,Null,Null,False,False,False,True,False,False,2,False,False,True,False,False,False,0,0,0,1,0,False,False,,,,,
67434,3,7.6,2.0,0.0,1.0,3.0,19.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:10:59Z,6,False,165,Tim Bresnan,120,Ben Raine,2671,Scott Steel,270,40,Right,Bowler,0,0,0,0,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67438,4,8.0,10.0,0.0,0.0,10.0,29.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:11:45Z,1,False,2723,Jared Warner,2671,Scott Steel,120,Ben Raine,214,54,Left,Short Extra Cover,0,0,0,0,LengthBall,Null,Played,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67438,4,8.0,10.0,0.0,0.0,10.0,29.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:12:17Z,2,False,2723,Jared Warner,2671,Scott Steel,120,Ben Raine,207,189,Left,Deep Cover,4,0,4,4,LengthBall,Null,HitHard,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,4,0,0,0,0,False,True,,,,,
67438,4,8.0,10.0,0.0,0.0,10.0,29.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:12:57Z,3,False,2723,Jared Warner,2671,Scott Steel,120,Ben Raine,189,179,Left,Deep Point,4,0,4,4,LengthBall,Null,HitHard,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,4,0,0,0,0,False,True,,,,,
67438,4,8.0,10.0,0.0,0.0,10.0,29.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:13:47Z,4,False,2723,Jared Warner,2671,Scott Steel,120,Ben Raine,19,64,Left,Leg Gully,1,0,1,1,Short,Null,Edged,0,Pull,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
67438,4,8.0,10.0,0.0,0.0,10.0,29.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:14:23Z,5,False,2723,Jared Warner,120,Ben Raine,2671,Scott Steel,90,48,Right,Wicketkeeper,0,0,0,0,LengthBall,Null,NoShot,0,ShouldersArms,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67438,4,8.0,10.0,0.0,0.0,10.0,29.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:14:54Z,6,False,2723,Jared Warner,120,Ben Raine,2671,Scott Steel,24,133,Right,Deep Backward Point,1,0,1,1,LengthBall,Null,Edged,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
67442,5,8.0,7.0,0.0,2.0,7.0,36.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:15:53Z,1,False,165,Tim Bresnan,120,Ben Raine,2671,Scott Steel,90,48,Right,Wicketkeeper,2,2,2,0,Short,Null,NoShot,0,Leave,Null,Over,Fast,Left,Null,Overhead,False,True,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,2,False,False,,,,,
67442,5,8.0,7.0,0.0,2.0,7.0,36.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:16:22Z,1,False,165,Tim Bresnan,120,Ben Raine,2671,Scott Steel,90,48,Right,Wicketkeeper,0,0,0,0,LengthBall,Null,NoShot,0,ShouldersArms,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67442,5,8.0,7.0,0.0,2.0,7.0,36.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:16:51Z,2,False,165,Tim Bresnan,120,Ben Raine,2671,Scott Steel,302,82,Right,Mid Off,0,0,0,0,LengthBall,Null,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67442,5,8.0,7.0,0.0,2.0,7.0,36.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:17:20Z,3,False,165,Tim Bresnan,120,Ben Raine,2671,Scott Steel,309,90,Right,Mid Off,0,0,0,0,LengthBall,Null,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67442,5,8.0,7.0,0.0,2.0,7.0,36.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:17:50Z,4,False,165,Tim Bresnan,120,Ben Raine,2671,Scott Steel,125,197,Right,Fine Leg,4,0,4,4,Short,Null,HitHard,0,Hook,Null,Over,Fast,Left,Null,Null,False,False,False,False,True,False,2,False,False,True,False,False,False,4,0,0,0,0,False,False,,,,,
67442,5,8.0,7.0,0.0,2.0,7.0,36.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:18:30Z,5,False,165,Tim Bresnan,120,Ben Raine,2671,Scott Steel,208,58,Right,Short Mid Wicket,1,0,1,1,LengthBall,Null,Played,0,Worked,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
67442,5,8.0,7.0,0.0,2.0,7.0,36.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:19:00Z,6,False,165,Tim Bresnan,2671,Scott Steel,120,Ben Raine,196,80,Left,Cover,0,0,0,0,LengthBall,Null,Played,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67446,6,8.55,15.0,0.0,0.0,15.0,51.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:20:03Z,1,False,2721,Jordan Thompson,120,Ben Raine,2671,Scott Steel,197,174,Right,Deep Mid Wicket,6,0,6,6,LengthBall,Null,HitHard,0,Flick,Null,Round,Medium,Left,Null,Null,False,False,False,False,True,False,7,False,False,True,False,False,False,6,0,0,0,0,False,True,,,,,
67446,6,8.55,15.0,0.0,0.0,15.0,51.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:20:33Z,2,False,2721,Jordan Thompson,120,Ben Raine,2671,Scott Steel,305,83,Right,Mid Off,0,0,0,0,LengthBall,Null,Played,0,Drive,Null,Round,Medium,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67446,6,8.55,15.0,0.0,0.0,15.0,51.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:20:58Z,3,False,2721,Jordan Thompson,120,Ben Raine,2671,Scott Steel,289,47,Right,Silly Mid Off,0,0,0,0,LengthBall,Null,Played,0,ForwardDefensive,Null,Round,Medium,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67446,6,8.55,15.0,0.0,0.0,15.0,51.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:21:24Z,4,False,2721,Jordan Thompson,120,Ben Raine,2671,Scott Steel,152,171,Right,Deep Backward Square Leg,4,0,4,4,LengthBall,Null,HitHard,0,Glance,Null,Round,Medium,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,4,0,0,0,0,False,True,,,,,
67446,6,8.55,15.0,0.0,0.0,15.0,51.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:21:58Z,5,False,2721,Jordan Thompson,120,Ben Raine,2671,Scott Steel,162,119,Right,Backward Square Leg,1,0,1,1,LengthBall,Null,Played,0,Worked,Null,Round,Medium,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
67446,6,8.55,15.0,0.0,0.0,15.0,51.0,0.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:22:36Z,6,False,2721,Jordan Thompson,2671,Scott Steel,120,Ben Raine,210,190,Left,Deep Extra Cover,4,0,4,4,LengthBall,Null,HitHard,0,Drive,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,4,0,0,0,0,False,True,,,,,
67450,7,8.46,4.0,1.0,0.0,4.0,55.0,1.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:23:51Z,1,False,165,Tim Bresnan,120,Ben Raine,2671,Scott Steel,320,208,Right,Deep Extra Cover,4,0,4,4,BackOfALength,Null,HitHard,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,4,0,0,0,0,False,True,,,,,
67450,7,8.46,4.0,1.0,0.0,4.0,55.0,1.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:24:33Z,2,False,165,Tim Bresnan,120,Ben Raine,2671,Scott Steel,321,48,Right,Short Extra Cover,0,0,0,0,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67450,7,8.46,4.0,1.0,0.0,4.0,55.0,1.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:25:03Z,3,False,165,Tim Bresnan,120,Ben Raine,2671,Scott Steel,341,66,Right,Cover,0,0,0,0,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67450,7,8.46,4.0,1.0,0.0,4.0,55.0,1.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:25:30Z,4,True,165,Tim Bresnan,120,Ben Raine,2671,Scott Steel,90,48,Right,Wicketkeeper,0,0,0,0,LengthBall,Null,Edged,0,Glance,Null,Over,Fast,Left,Out2ndUmpire,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,0,False,False,,Caught,120.0,Ben Raine,Caught
67450,7,8.46,4.0,1.0,0.0,4.0,55.0,1.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:27:32Z,5,False,165,Tim Bresnan,101,Alex Lees,2671,Scott Steel,340,72,Right,Cover,0,0,0,0,LengthBall,Null,Played,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67450,7,8.46,4.0,1.0,0.0,4.0,55.0,1.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:28:03Z,6,False,165,Tim Bresnan,101,Alex Lees,2671,Scott Steel,90,48,Right,Wicketkeeper,0,0,0,0,LengthBall,Null,NoShot,0,ShouldersArms,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67455,8,7.47,3.0,0.0,0.0,3.0,58.0,1.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:29:17Z,1,False,453,Jack Leaning,2671,Scott Steel,101,Alex Lees,211,53,Left,Short Extra Cover,0,0,0,0,BackOfALength,Null,Played,0,Drive,Null,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67455,8,7.47,3.0,0.0,0.0,3.0,58.0,1.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:29:34Z,2,False,453,Jack Leaning,2671,Scott Steel,101,Alex Lees,211,52,Left,Short Extra Cover,0,0,0,0,BackOfALength,Null,Played,0,Cut,Null,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67455,8,7.47,3.0,0.0,0.0,3.0,58.0,1.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:29:56Z,3,False,453,Jack Leaning,2671,Scott Steel,101,Alex Lees,270,40,Left,Bowler,0,0,0,0,LengthBall,Null,Played,0,Pushed,Null,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67455,8,7.47,3.0,0.0,0.0,3.0,58.0,1.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:30:18Z,4,False,453,Jack Leaning,2671,Scott Steel,101,Alex Lees,198,67,Left,Cover,0,0,0,0,LengthBall,Null,Played,0,Drive,Null,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67455,8,7.47,3.0,0.0,0.0,3.0,58.0,1.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:30:32Z,5,False,453,Jack Leaning,2671,Scott Steel,101,Alex Lees,344,75,Left,Mid Wicket,1,0,1,1,BackOfALength,Null,Played,0,Worked,Null,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
67455,8,7.47,3.0,0.0,0.0,3.0,58.0,1.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:31:14Z,6,False,453,Jack Leaning,101,Alex Lees,2671,Scott Steel,327,154,Right,Deep Extra Cover,2,0,2,2,LengthBall,Null,Played,0,Drive,Null,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,7,False,False,True,False,False,False,2,0,0,0,0,False,False,,,,,
67457,9,7.06,2.0,0.0,0.0,2.0,60.0,1.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:32:22Z,1,False,165,Tim Bresnan,2671,Scott Steel,101,Alex Lees,189,13,Left,Silly Point,0,0,0,0,LengthBall,Null,HitPad,0,Worked,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67457,9,7.06,2.0,0.0,0.0,2.0,60.0,1.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:32:52Z,2,False,165,Tim Bresnan,2671,Scott Steel,101,Alex Lees,6,83,Left,Square Leg,1,0,1,1,LengthBall,Null,Edged,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
67457,9,7.06,2.0,0.0,0.0,2.0,60.0,1.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:33:23Z,3,False,165,Tim Bresnan,101,Alex Lees,2671,Scott Steel,294,72,Right,Mid Off,1,0,1,1,LengthBall,Null,Played,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
67457,9,7.06,2.0,0.0,0.0,2.0,60.0,1.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:33:57Z,4,False,165,Tim Bresnan,2671,Scott Steel,101,Alex Lees,90,48,Left,Wicketkeeper,0,0,0,0,Short,Null,NoShot,0,Leave,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67457,9,7.06,2.0,0.0,0.0,2.0,60.0,1.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:34:25Z,5,False,165,Tim Bresnan,2671,Scott Steel,101,Alex Lees,167,76,Left,Backward Point,0,0,0,0,LengthBall,Null,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
67457,9,7.06,2.0,0.0,0.0,2.0,60.0,1.0,1514,,4427,England One-Day Cup 2019,1,40,Durham,45,Yorkshire,2019-05-06T11:34:57Z,6,False,165,Tim Bresnan,2671,Scott Steel,101,Alex Lees,248,72,Left,Mid Off,0,0,0,0,LengthBall,Null,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
