over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,over_totalInningRuns,over_totalInningWickets,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
125558,1,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3067,,6058,Marsh One-Day Cup 2019,1,345,,673,,2019-09-24T09:29:29Z,1,False,,,,1109.0,Mark Steketee,1173.0,Jake Weatherald,352.0,Callum Ferguson,360.0,83.0,Right,Point,0.0,0,0,0.0,,HalfVolley,Null,MisTimed,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,220.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
125558,1,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3067,,6058,Marsh One-Day Cup 2019,1,345,,673,,2019-09-24T09:30:04Z,2,False,,,,1109.0,Mark Steketee,1173.0,Jake Weatherald,352.0,Callum Ferguson,131.0,137.0,Right,Fine Leg,1.0,0,1,1.0,,LengthBall,Null,Played,0,Flick,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,220.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
125558,1,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3067,,6058,Marsh One-Day Cup 2019,1,345,,673,,2019-09-24T09:30:47Z,3,False,,,,1109.0,Mark Steketee,352.0,Callum Ferguson,1173.0,Jake Weatherald,216.0,49.0,Left,Short Extra Cover,0.0,0,0,0.0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,220.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
125558,1,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3067,,6058,Marsh One-Day Cup 2019,1,345,,673,,2019-09-24T09:31:18Z,4,False,,,,1109.0,Mark Steketee,352.0,Callum Ferguson,1173.0,Jake Weatherald,230.0,31.0,Left,Silly Point,0.0,0,0,0.0,,LengthBall,Null,HitPad,0,Flick,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,220.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
125558,1,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3067,,6058,Marsh One-Day Cup 2019,1,345,,673,,2019-09-24T09:31:57Z,5,False,,,,1109.0,Mark Steketee,352.0,Callum Ferguson,1173.0,Jake Weatherald,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,,LengthBall,Null,NoShot,0,Leave,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,220.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
125558,1,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3067,,6058,Marsh One-Day Cup 2019,1,345,,673,,2019-09-24T09:32:28Z,6,False,,,,1109.0,Mark Steketee,352.0,Callum Ferguson,1173.0,Jake Weatherald,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,,BackOfALength,Null,NoShot,0,ShouldersArms,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,220.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
125560,2,1.33,5.0,0.0,0.0,5.0,6.0,0.0,3067,,6058,Marsh One-Day Cup 2019,1,345,,673,,2019-09-24T09:33:41Z,1,False,,,,293.0,Michael Neser,1173.0,Jake Weatherald,352.0,Callum Ferguson,181.0,145.0,Right,Deep Square Leg,1.0,0,1,1.0,,LengthBall,Null,Played,0,Worked,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,142.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
125560,2,1.33,5.0,0.0,0.0,5.0,6.0,0.0,3067,,6058,Marsh One-Day Cup 2019,1,345,,673,,2019-09-24T09:34:18Z,2,False,,,,293.0,Michael Neser,352.0,Callum Ferguson,1173.0,Jake Weatherald,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,,LengthBall,Null,NoShot,0,ShouldersArms,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,142.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
125560,2,1.33,5.0,0.0,0.0,5.0,6.0,0.0,3067,,6058,Marsh One-Day Cup 2019,1,345,,673,,2019-09-24T09:34:57Z,3,False,,,,293.0,Michael Neser,352.0,Callum Ferguson,1173.0,Jake Weatherald,340.0,34.0,Left,Short Leg,0.0,0,0,0.0,,LengthBall,Null,HitBody,0,Fended,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,142.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
125560,2,1.33,5.0,0.0,0.0,5.0,6.0,0.0,3067,,6058,Marsh One-Day Cup 2019,1,345,,673,,2019-09-24T09:35:35Z,4,False,,,,293.0,Michael Neser,352.0,Callum Ferguson,1173.0,Jake Weatherald,301.0,95.0,Left,Mid On,0.0,0,0,0.0,,LengthBall,Null,HitHard,0,Flick,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,142.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
125560,2,1.33,5.0,0.0,0.0,5.0,6.0,0.0,3067,,6058,Marsh One-Day Cup 2019,1,345,,673,,2019-09-24T09:36:09Z,5,False,,,,293.0,Michael Neser,352.0,Callum Ferguson,1173.0,Jake Weatherald,245.0,94.0,Left,Mid Off,0.0,0,0,0.0,,HalfVolley,Null,HitHard,0,Drive,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,142.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
125560,2,1.33,5.0,0.0,0.0,5.0,6.0,0.0,3067,,6058,Marsh One-Day Cup 2019,1,345,,673,,2019-09-24T09:36:44Z,6,False,,,,293.0,Michael Neser,352.0,Callum Ferguson,1173.0,Jake Weatherald,326.0,189.0,Left,Deep Mid Wicket,4.0,0,4,4.0,,LengthBall,Null,HitHard,0,Pushed,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,142.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True
