over_id,over_overNumber,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled
423743,39,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,1,False,,0,0,False,False
423743,39,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,2,False,,0,0,False,False
423743,39,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,3,False,,0,0,False,False
423743,39,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,4,False,,0,0,False,False
423743,39,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,5,False,,0,0,False,False
423743,39,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,6,False,,0,0,False,False
423744,40,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,1,False,,0,0,False,False
423744,40,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,2,False,,0,0,False,False
423744,40,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,3,False,,0,0,False,False
423744,40,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,4,False,,0,0,False,False
423744,40,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,5,False,,0,0,False,False
423744,40,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,6,False,,0,0,False,False
423745,41,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,1,False,,0,0,False,False
423745,41,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,2,False,,0,0,False,False
423745,41,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,3,False,,0,0,False,False
423745,41,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,4,False,,0,0,False,False
423745,41,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,5,False,,0,0,False,False
423745,41,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,6,False,,0,0,False,False
423739,42,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,1,False,,0,0,False,False
423739,42,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,2,False,,0,0,False,False
423739,42,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,3,False,,0,0,False,False
423739,42,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,4,False,,0,0,False,False
423739,42,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,5,False,,0,0,False,False
423739,42,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,6,False,,0,0,False,False
423746,43,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,1,False,,0,0,False,False
423746,43,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,2,False,,0,0,False,False
423746,43,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,3,False,,0,0,False,False
423746,43,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,3,False,,0,0,False,False
423746,43,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,4,False,,0,0,False,False
423746,43,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,5,False,,0,0,False,False
423746,43,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,6,False,,0,0,False,False
423747,44,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,1,False,,0,0,False,False
423747,44,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,2,False,,0,0,False,False
423747,44,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,3,False,,0,0,False,False
423747,44,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,4,False,,0,0,False,False
423747,44,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,5,False,,0,0,False,False
423747,44,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,6,False,,0,0,False,False
423748,45,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,1,False,,0,0,False,False
423748,45,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,2,False,,0,0,False,False
423748,45,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,3,False,,0,0,False,False
423748,45,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,4,False,,0,0,False,False
423748,45,12678,,694,WNCL 2017-18,2,87,Western Australia Women,90,NSW Women,5,False,,0,0,False,False
