over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,over_totalInningRuns,over_totalInningWickets,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
63242,2,5.33,2.0,0.0,0.0,2.0,8.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:05:51Z,5,False,2595.0,Charlie Morris,2671.0,Scott Steel,103.0,Graham Clark,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,Null,NoShot,0,Leave,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63242,2,5.33,2.0,0.0,0.0,2.0,8.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:06:23Z,6,False,2595.0,Charlie Morris,2671.0,Scott Steel,103.0,Graham Clark,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,HalfVolley,Null,Missed,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63246,3,4.0,6.0,0.0,0.0,6.0,14.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:07:06Z,1,False,188.0,,103.0,Graham Clark,2671.0,Scott Steel,174.0,81.0,Left,Point,0.0,0,0,0.0,BackOfALength,Null,Played,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63246,3,4.0,6.0,0.0,0.0,6.0,14.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:07:37Z,2,False,188.0,,103.0,Graham Clark,2671.0,Scott Steel,148.0,58.0,Left,Fourth Slip,1.0,0,1,1.0,LengthBall,Null,MisTimed,0,Steer,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
63246,3,4.0,6.0,0.0,0.0,6.0,14.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:08:09Z,3,False,188.0,,2671.0,Scott Steel,103.0,Graham Clark,290.0,65.0,Left,Silly Mid On,0.0,0,0,0.0,LengthBall,Null,Played,0,BackwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63246,3,4.0,6.0,0.0,0.0,6.0,14.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:08:39Z,4,False,188.0,,2671.0,Scott Steel,103.0,Graham Clark,215.0,59.0,Left,Short Extra Cover,0.0,0,0,0.0,LengthBall,Null,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63246,3,4.0,6.0,0.0,0.0,6.0,14.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:09:10Z,5,False,188.0,,2671.0,Scott Steel,103.0,Graham Clark,354.0,131.0,Left,Deep Square Leg,1.0,0,1,1.0,LengthBall,Null,Played,0,Worked,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
63246,3,4.0,6.0,0.0,0.0,6.0,14.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:09:43Z,6,False,188.0,,103.0,Graham Clark,2671.0,Scott Steel,328.0,184.0,Left,Deep Mid Wicket,4.0,0,4,4.0,HalfVolley,Null,HitHard,0,Flick,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,
63250,4,5.71,6.0,0.0,0.0,6.0,20.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:10:31Z,1,False,2595.0,Charlie Morris,2671.0,Scott Steel,103.0,Graham Clark,247.0,55.0,Left,Silly Mid Off,0.0,0,0,0.0,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63250,4,5.71,6.0,0.0,0.0,6.0,20.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:11:07Z,2,False,2595.0,Charlie Morris,2671.0,Scott Steel,103.0,Graham Clark,220.0,53.0,Left,Short Extra Cover,0.0,0,0,0.0,LengthBall,Null,Played,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63250,4,5.71,6.0,0.0,0.0,6.0,20.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:11:42Z,3,False,2595.0,Charlie Morris,2671.0,Scott Steel,103.0,Graham Clark,129.0,115.0,Left,Short Third Man,1.0,0,1,1.0,LengthBall,Null,Edged,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
63250,4,5.71,6.0,0.0,0.0,6.0,20.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:12:19Z,4,False,2595.0,Charlie Morris,103.0,Graham Clark,2671.0,Scott Steel,107.0,127.0,Left,Third Man,1.0,0,1,1.0,LengthBall,Null,Edged,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
63250,4,5.71,6.0,0.0,0.0,6.0,20.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:13:03Z,5,False,2595.0,Charlie Morris,2671.0,Scott Steel,103.0,Graham Clark,255.0,199.0,Left,Long Off,4.0,0,4,4.0,LengthBall,Null,HitHard,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,True,False,18.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,
63250,4,5.71,6.0,0.0,0.0,6.0,20.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:13:41Z,6,False,2595.0,Charlie Morris,2671.0,Scott Steel,103.0,Graham Clark,291.0,69.0,Left,Silly Mid On,0.0,0,0,0.0,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63253,5,4.89,2.0,0.0,0.0,2.0,22.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:14:32Z,1,False,188.0,,103.0,Graham Clark,2671.0,Scott Steel,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,Null,NoShot,0,Leave,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63253,5,4.89,2.0,0.0,0.0,2.0,22.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:15:00Z,2,False,188.0,,103.0,Graham Clark,2671.0,Scott Steel,155.0,126.0,Left,Third Man,1.0,0,1,1.0,LengthBall,Null,Played,0,Cut,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
63253,5,4.89,2.0,0.0,0.0,2.0,22.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,,3,False,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,
63253,5,4.89,2.0,0.0,0.0,2.0,22.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:16:11Z,4,False,188.0,,2671.0,Scott Steel,103.0,Graham Clark,278.0,76.0,Left,Silly Mid On,0.0,0,0,0.0,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63253,5,4.89,2.0,0.0,0.0,2.0,22.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:16:40Z,5,False,188.0,,2671.0,Scott Steel,103.0,Graham Clark,354.0,132.0,Left,Deep Square Leg,1.0,0,1,1.0,LengthBall,Null,Played,0,Worked,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
63253,5,4.89,2.0,0.0,0.0,2.0,22.0,0.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:17:11Z,6,False,188.0,,103.0,Graham Clark,2671.0,Scott Steel,197.0,77.0,Left,Cover,0.0,0,0,0.0,LengthBall,Null,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63256,6,4.73,4.0,1.0,0.0,4.0,26.0,1.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:18:07Z,1,True,2595.0,Charlie Morris,2671.0,Scott Steel,103.0,Graham Clark,0.0,0.0,Left,,0.0,0,0,0.0,LengthBall,Null,Missed,0,Pushed,Null,Over,Fast,Left,Out1stUmpire,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,Bowled,2671.0,Scott Steel,Bowled
63256,6,4.73,4.0,1.0,0.0,4.0,26.0,1.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:20:23Z,2,False,2595.0,Charlie Morris,101.0,Alex Lees,103.0,Graham Clark,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,HalfVolley,Null,Missed,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63256,6,4.73,4.0,1.0,0.0,4.0,26.0,1.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:20:56Z,3,False,2595.0,Charlie Morris,101.0,Alex Lees,103.0,Graham Clark,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,LengthBall,Null,Missed,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63256,6,4.73,4.0,1.0,0.0,4.0,26.0,1.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:21:33Z,4,False,2595.0,Charlie Morris,101.0,Alex Lees,103.0,Graham Clark,104.0,168.0,Right,Fine Leg,4.0,0,4,4.0,LengthBall,Null,HitHard,0,Glance,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,
63256,6,4.73,4.0,1.0,0.0,4.0,26.0,1.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:22:16Z,5,False,2595.0,Charlie Morris,101.0,Alex Lees,103.0,Graham Clark,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,LengthBall,Null,Missed,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63256,6,4.73,4.0,1.0,0.0,4.0,26.0,1.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:22:45Z,6,False,2595.0,Charlie Morris,101.0,Alex Lees,103.0,Graham Clark,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,LengthBall,Null,NoShot,0,Leave,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63261,7,4.31,2.0,0.0,0.0,2.0,28.0,1.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:23:30Z,1,False,188.0,,103.0,Graham Clark,101.0,Alex Lees,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,Null,NoShot,0,Leave,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63261,7,4.31,2.0,0.0,0.0,2.0,28.0,1.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:24:00Z,2,False,188.0,,103.0,Graham Clark,101.0,Alex Lees,182.0,61.0,Left,Point,0.0,0,0,0.0,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63261,7,4.31,2.0,0.0,0.0,2.0,28.0,1.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:24:30Z,3,False,188.0,,103.0,Graham Clark,101.0,Alex Lees,205.0,7.0,Left,Silly Point,0.0,0,0,0.0,BackOfALength,Null,Played,0,BackwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63261,7,4.31,2.0,0.0,0.0,2.0,28.0,1.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:25:01Z,4,False,188.0,,103.0,Graham Clark,101.0,Alex Lees,339.0,134.0,Left,Deep Mid Wicket,2.0,0,2,2.0,LengthBall,Null,Played,0,Worked,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,,,,
63261,7,4.31,2.0,0.0,0.0,2.0,28.0,1.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:25:34Z,5,False,188.0,,103.0,Graham Clark,101.0,Alex Lees,197.0,67.0,Left,Cover,0.0,0,0,0.0,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63261,7,4.31,2.0,0.0,0.0,2.0,28.0,1.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:26:04Z,6,False,188.0,,103.0,Graham Clark,101.0,Alex Lees,241.0,13.0,Left,Silly Point,0.0,0,0,0.0,BackOfALength,Null,Played,0,BackwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63265,8,4.27,8.0,0.0,0.0,8.0,36.0,1.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:27:00Z,1,False,2595.0,Charlie Morris,101.0,Alex Lees,103.0,Graham Clark,309.0,33.0,Right,Short Extra Cover,0.0,0,0,0.0,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63265,8,4.27,8.0,0.0,0.0,8.0,36.0,1.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:27:30Z,2,False,2595.0,Charlie Morris,101.0,Alex Lees,103.0,Graham Clark,349.0,73.0,Right,Cover,0.0,0,0,0.0,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63265,8,4.27,8.0,0.0,0.0,8.0,36.0,1.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:28:03Z,3,False,2595.0,Charlie Morris,101.0,Alex Lees,103.0,Graham Clark,350.0,79.0,Right,Cover,0.0,0,0,0.0,HalfVolley,Null,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63265,8,4.27,8.0,0.0,0.0,8.0,36.0,1.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:28:34Z,4,False,2595.0,Charlie Morris,101.0,Alex Lees,103.0,Graham Clark,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,HalfVolley,Null,Missed,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63265,8,4.27,8.0,0.0,0.0,8.0,36.0,1.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:29:03Z,5,False,2595.0,Charlie Morris,101.0,Alex Lees,103.0,Graham Clark,339.0,183.0,Right,Deep Cover,4.0,0,4,4.0,LengthBall,Null,HitHard,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,
63265,8,4.27,8.0,0.0,0.0,8.0,36.0,1.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:29:44Z,6,False,2595.0,Charlie Morris,101.0,Alex Lees,103.0,Graham Clark,343.0,198.0,Right,Deep Cover,4.0,0,4,4.0,HalfVolley,Null,HitHard,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,18.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,
63269,9,4.35,1.0,1.0,0.0,1.0,37.0,2.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:30:38Z,1,False,188.0,,103.0,Graham Clark,101.0,Alex Lees,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,Null,NoShot,0,Leave,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63269,9,4.35,1.0,1.0,0.0,1.0,37.0,2.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:31:08Z,2,False,188.0,,103.0,Graham Clark,101.0,Alex Lees,196.0,69.0,Left,Cover,0.0,0,0,0.0,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63269,9,4.35,1.0,1.0,0.0,1.0,37.0,2.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:31:41Z,3,True,188.0,,103.0,Graham Clark,101.0,Alex Lees,359.0,146.0,Left,Deep Square Leg,0.0,0,0,0.0,BackOfALength,Null,Played,0,Pull,Null,Over,Fast,Left,Out2ndUmpire,Null,False,False,False,False,True,False,48.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,Caught,103.0,Graham Clark,Caught
63269,9,4.35,1.0,1.0,0.0,1.0,37.0,2.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:33:49Z,4,False,188.0,,783.0,Cameron Bancroft,101.0,Alex Lees,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,Null,NoShot,0,Leave,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
63269,9,4.35,1.0,1.0,0.0,1.0,37.0,2.0,1392,,4385,England One-Day Cup 2019,1,40,Durham,46,Worcestershire,2019-04-24T11:34:19Z,5,False,188.0,,783.0,Cameron Bancroft,101.0,Alex Lees,150.0,117.0,Left,Third Man,1.0,0,1,1.0,BackOfALength,Null,Played,0,Cut,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,48.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
