over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,ballDateTime,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId
64455,1,12.0,2.0,0.0,4.0,6.0,0.0,6.0,1426,,4399,England One-Day Cup 2019,1,31,Somerset,34,Gloucestershire,1,False,Fine Leg,4,4,False,False,2019-04-28T10:59:11Z,44.0,Matt Taylor,597.0,Tom Banton,3.0,Azhar Ali,71.0,165.0,Left,0.0,0.0,LengthBall,Null,HitPad,0,Glance,Null,Over,Fast,Right,Null,Null,False,False,False,True,False,False,1.0,False,True,True,False,False,False,0.0,0.0,0.0,4.0,0.0,,,,,
64455,1,12.0,2.0,0.0,4.0,6.0,0.0,6.0,1426,,4399,England One-Day Cup 2019,1,31,Somerset,34,Gloucestershire,2,False,Short Leg,0,0,False,False,2019-04-28T10:59:45Z,44.0,Matt Taylor,597.0,Tom Banton,3.0,Azhar Ali,309.0,33.0,Left,0.0,0.0,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Right,Null,Null,False,False,False,False,False,False,1.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
64455,1,12.0,2.0,0.0,4.0,6.0,0.0,6.0,1426,,4399,England One-Day Cup 2019,1,31,Somerset,34,Gloucestershire,3,False,Leg Gully,0,1,False,False,2019-04-28T11:00:22Z,44.0,Matt Taylor,597.0,Tom Banton,3.0,Azhar Ali,12.0,62.0,Left,1.0,1.0,LengthBall,Null,Played,0,Worked,Null,Over,Fast,Right,Null,Null,False,False,False,False,False,False,1.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
64455,1,12.0,2.0,0.0,4.0,6.0,0.0,6.0,1426,,4399,England One-Day Cup 2019,1,31,Somerset,34,Gloucestershire,4,False,Square Leg,0,1,False,False,2019-04-28T11:01:06Z,44.0,Matt Taylor,3.0,Azhar Ali,597.0,Tom Banton,4.0,64.0,Left,1.0,1.0,BackOfALength,Null,Edged,0,ForwardDefensive,Null,Over,Fast,Right,Null,Null,False,False,False,False,False,False,1.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
64455,1,12.0,2.0,0.0,4.0,6.0,0.0,6.0,1426,,4399,England One-Day Cup 2019,1,31,Somerset,34,Gloucestershire,5,False,Mid Off,0,0,False,False,2019-04-28T11:01:38Z,44.0,Matt Taylor,597.0,Tom Banton,3.0,Azhar Ali,257.0,88.0,Left,0.0,0.0,LengthBall,Null,Played,0,Drive,Null,Over,Fast,Right,Null,Null,False,False,False,False,False,False,1.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
64455,1,12.0,2.0,0.0,4.0,6.0,0.0,6.0,1426,,4399,England One-Day Cup 2019,1,31,Somerset,34,Gloucestershire,6,False,Leg Gully,0,0,False,False,2019-04-28T11:02:09Z,44.0,Matt Taylor,597.0,Tom Banton,3.0,Azhar Ali,40.0,56.0,Left,0.0,0.0,Short,Null,Played,0,Worked,Null,Over,Fast,Right,Null,Null,False,False,False,False,False,False,1.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
64463,2,4.67,1.0,0.0,0.0,7.0,0.0,1.0,1426,,4399,England One-Day Cup 2019,1,31,Somerset,34,Gloucestershire,1,False,Short Extra Cover,0,0,False,False,2019-04-28T11:03:30Z,361.0,David Payne,3.0,Azhar Ali,597.0,Tom Banton,216.0,48.0,Left,0.0,0.0,LengthBall,Null,MisTimed,0,Drive,Null,Over,Fast,Right,Null,Null,False,False,False,False,False,False,24.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
64463,2,4.67,1.0,0.0,0.0,7.0,0.0,1.0,1426,,4399,England One-Day Cup 2019,1,31,Somerset,34,Gloucestershire,2,False,Deep Backward Square Leg,0,1,False,False,2019-04-28T11:04:06Z,361.0,David Payne,3.0,Azhar Ali,597.0,Tom Banton,10.0,139.0,Left,1.0,1.0,LengthBall,Null,HitHard,0,Glance,Null,Over,Fast,Right,Null,Null,False,False,False,False,False,False,24.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
64463,2,4.67,1.0,0.0,0.0,7.0,0.0,1.0,1426,,4399,England One-Day Cup 2019,1,31,Somerset,34,Gloucestershire,3,False,Short Extra Cover,0,0,False,False,2019-04-28T11:04:51Z,361.0,David Payne,597.0,Tom Banton,3.0,Azhar Ali,204.0,56.0,Left,0.0,0.0,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Right,Null,Null,False,False,False,False,False,False,24.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
64463,2,4.67,1.0,0.0,0.0,7.0,0.0,1.0,1426,,4399,England One-Day Cup 2019,1,31,Somerset,34,Gloucestershire,4,False,Wicketkeeper,0,0,False,False,2019-04-28T11:05:24Z,361.0,David Payne,597.0,Tom Banton,3.0,Azhar Ali,90.0,48.0,Left,0.0,0.0,LengthBall,Null,Missed,0,Drive,Null,Over,Fast,Right,Null,Null,False,False,False,False,False,False,24.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
