over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,battingHandId,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,shotAngle,shotMagnitude,fieldingPosition
1630957,8,5.62,7,1,0,45,1,7,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710691,2026-08-22T01:05:14Z,4,48,False,,,,14048,Josh Clarkson,21963,Connor Carroll,3576,Henry Hunt,Left,0,0,0,0,,LengthBall,OutsideOff,,Missed,FrontFoot,Drive,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,,,Wicketkeeper
1630957,8,5.62,7,1,0,45,1,7,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710693,2026-08-22T01:05:47Z,5,49,True,Caught,21963.0,Connor Carroll,14048,Josh Clarkson,21963,Connor Carroll,3576,Henry Hunt,Left,0,0,0,0,Caught,Short,OutsideOff,Caught,MisTimed,BackFoot,Pull,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,True,186.0,137.0,Deep Square Leg
1630957,8,5.62,7,1,0,45,1,7,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710695,2026-08-22T01:07:47Z,6,50,False,,,,14048,Josh Clarkson,8429,Thomas Kelly,3576,Henry Hunt,Right,1,0,1,1,,LengthBall,OffStump,,None,BackFoot,Worked,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,308.0,117.0,Deep Mid Wicket
1630960,9,5.33,3,1,0,48,2,3,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710698,2026-08-22T01:08:52Z,1,51,False,,,,3788,Jayden Lennox,8429,Thomas Kelly,3576,Henry Hunt,Right,1,0,1,1,,BackOfALength,OutsideOff,,None,BackFoot,Pull,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,1.0,134.0,Deep Backward Square Leg
1630960,9,5.33,3,1,0,48,2,3,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710703,2026-08-22T01:09:16Z,2,52,True,Caught,3576.0,Henry Hunt,3788,Jayden Lennox,3576,Henry Hunt,8429,Thomas Kelly,Right,0,0,0,0,Caught,BackOfALength,OffStump,Caught,MisTimed,FrontFoot,SlogSweep,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,True,23.0,130.0,Deep Backward Square Leg
1630960,9,5.33,3,1,0,48,2,3,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710707,2026-08-22T01:11:13Z,3,53,False,,,,3788,Jayden Lennox,17219,Jerrssis Wadia,8429,Thomas Kelly,Left,0,0,0,0,,LengthBall,OffStump,,None,FrontFoot,Worked,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,221.0,63.0,Mid Wicket
1630960,9,5.33,3,1,0,48,2,3,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710708,2026-08-22T01:11:29Z,4,54,False,,,,3788,Jayden Lennox,17219,Jerrssis Wadia,8429,Thomas Kelly,Left,1,0,1,1,,LengthBall,MiddleStump,,None,FrontFoot,Drive,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,257.0,146.0,Long On
1630960,9,5.33,3,1,0,48,2,3,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710710,2026-08-22T01:11:50Z,5,55,False,,,,3788,Jayden Lennox,8429,Thomas Kelly,17219,Jerrssis Wadia,Right,0,0,0,0,,BackOfALength,OutsideOff,,None,BackFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,207.0,76.0,Cover
1630960,9,5.33,3,1,0,48,2,3,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710712,2026-08-22T01:12:06Z,6,56,False,,,,3788,Jayden Lennox,8429,Thomas Kelly,17219,Jerrssis Wadia,Right,1,0,1,1,,LengthBall,OffStump,,None,FrontFoot,Flick,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,337.0,128.0,Deep Square Leg
1630963,10,5.0,2,1,0,50,3,2,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710717,2026-08-22T01:13:12Z,1,57,False,,,,3905,Matt Fisher,8429,Thomas Kelly,17219,Jerrssis Wadia,Right,0,0,0,0,,BackOfALength,OutsideOff,,MisTimed,BackFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,213.0,60.0,Extra Cover
1630963,10,5.0,2,1,0,50,3,2,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710719,2026-08-22T01:13:45Z,2,58,True,Caught,8429.0,Thomas Kelly,3905,Matt Fisher,8429,Thomas Kelly,17219,Jerrssis Wadia,Right,0,0,0,0,Caught,LengthBall,OutsideOff,Caught,OutsideEdge,FrontFoot,Pushed,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,True,97.0,19.0,Wicketkeeper
1630963,10,5.0,2,1,0,50,3,2,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710724,2026-08-22T01:15:46Z,3,59,False,,,,3905,Matt Fisher,2408,Ryan King,17219,Jerrssis Wadia,Left,0,1,1,0,,BackOfALength,DownLeg,,HitBody,BackFoot,Glance,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,True,False,True,False,False,False,False,False,False,1,0,0,1,0,False,False,159.0,56.0,Backward Square Leg
1630963,10,5.0,2,1,0,50,3,2,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710727,2026-08-22T01:16:27Z,4,60,False,,,,3905,Matt Fisher,17219,Jerrssis Wadia,2408,Ryan King,Left,0,0,0,0,,BackOfALength,DownLeg,,MisTimed,BackFoot,BackwardDefensive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,347.0,41.0,Cover
1630963,10,5.0,2,1,0,50,3,2,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710729,2026-08-22T01:16:59Z,5,61,False,,,,3905,Matt Fisher,17219,Jerrssis Wadia,2408,Ryan King,Left,1,0,1,1,,BackOfALength,DownLeg,,None,BackFoot,Glance,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,140.0,128.0,Fine Leg
1630963,10,5.0,2,1,0,50,3,2,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710731,2026-08-22T01:17:37Z,6,62,False,,,,3905,Matt Fisher,2408,Ryan King,17219,Jerrssis Wadia,Left,0,0,0,0,,LengthBall,DownLeg,,None,BackFoot,BackwardDefensive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,,,Bowler
1630966,11,5.27,8,1,0,58,4,8,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710736,2026-08-22T01:18:48Z,1,63,False,,,,11542,Muhammad Abbas,17219,Jerrssis Wadia,2408,Ryan King,Left,1,0,1,1,,LengthBall,OffStump,,None,FrontFoot,Flick,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,196.0,122.0,Deep Square Leg
1630966,11,5.27,8,1,0,58,4,8,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710738,2026-08-22T01:19:26Z,2,64,False,,,,11542,Muhammad Abbas,2408,Ryan King,17219,Jerrssis Wadia,Left,1,0,1,1,,LengthBall,OutsideOff,,MisTimed,BackFoot,Worked,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,206.0,50.0,Square Leg
1630966,11,5.27,8,1,0,58,4,8,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710741,2026-08-22T01:20:06Z,3,65,False,,,,11542,Muhammad Abbas,17219,Jerrssis Wadia,2408,Ryan King,Left,1,0,1,1,,LengthBall,OutsideOff,,None,FrontFoot,Drive,OffCutter,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,280.0,146.0,Long Off
1630966,11,5.27,8,1,0,58,4,8,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710743,2026-08-22T01:20:41Z,4,66,True,Caught,2408.0,Ryan King,11542,Muhammad Abbas,2408,Ryan King,17219,Jerrssis Wadia,Left,0,0,0,0,Caught,Short,LegStump,Caught,Spliced,BacksAway,Pull,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,True,111.0,9.0,Wicketkeeper
1630966,11,5.27,8,1,0,58,4,8,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710750,2026-08-22T01:22:46Z,5,67,False,,,,11542,Muhammad Abbas,21962,Lachie Bangs,17219,Jerrssis Wadia,Left,0,0,0,0,,LengthBall,OffStump,,None,BackFoot,Worked,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,204.0,55.0,Square Leg
1630966,11,5.27,8,1,0,58,4,8,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710752,2026-08-22T01:23:19Z,6,68,False,,,,11542,Muhammad Abbas,21962,Lachie Bangs,17219,Jerrssis Wadia,Left,1,1,1,0,,LengthBall,LegStump,,PlayAndMissLegSide,FrontFoot,Flick,NoMovement,Over,Medium,Left,Null,NotReferred,Null,True,False,False,False,False,True,False,False,False,False,False,False,1,0,1,0,0,False,False,,,Wicketkeeper
1630966,11,5.27,8,1,0,58,4,8,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710755,2026-08-22T01:23:56Z,6,69,False,,,,11542,Muhammad Abbas,21962,Lachie Bangs,17219,Jerrssis Wadia,Left,4,0,4,4,,Short,OutsideOff,,WellTimed,BackFoot,Pull,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,4,0,0,0,0,True,False,200.0,173.0,
1630969,12,5.17,4,0,0,62,4,4,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710760,2026-08-22T01:25:10Z,1,70,False,,,,2916,Adi Ashok,17219,Jerrssis Wadia,21962,Lachie Bangs,Left,0,0,0,0,,BackOfALength,MiddleStump,,None,BackFoot,Pushed,Googly,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,325.0,52.0,Extra Cover
1630969,12,5.17,4,0,0,62,4,4,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710761,2026-08-22T01:25:30Z,2,71,False,,,,2916,Adi Ashok,17219,Jerrssis Wadia,21962,Lachie Bangs,Left,1,0,1,1,,LengthBall,DownLeg,,None,FrontFoot,Worked,Googly,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,165.0,72.0,Backward Square Leg
1630969,12,5.17,4,0,0,62,4,4,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710765,2026-08-22T01:26:16Z,3,72,False,,,,2916,Adi Ashok,21962,Lachie Bangs,17219,Jerrssis Wadia,Left,1,0,1,1,,LengthBall,OutsideOff,,None,FrontFoot,Drive,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,337.0,143.0,Deep Cover
1630969,12,5.17,4,0,0,62,4,4,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710767,2026-08-22T01:26:38Z,4,73,False,,,,2916,Adi Ashok,17219,Jerrssis Wadia,21962,Lachie Bangs,Left,1,0,1,1,,BackOfALength,OffStump,,None,BackFoot,Cut,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,349.0,150.0,Deep Cover
1630969,12,5.17,4,0,0,62,4,4,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710769,2026-08-22T01:27:04Z,5,74,False,,,,2916,Adi Ashok,21962,Lachie Bangs,17219,Jerrssis Wadia,Left,0,0,0,0,,HalfVolley,LegStump,,None,FrontFoot,Flick,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,205.0,62.0,Square Leg
1630969,12,5.17,4,0,0,62,4,4,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710771,2026-08-22T01:27:23Z,6,75,False,,,,2916,Adi Ashok,21962,Lachie Bangs,17219,Jerrssis Wadia,Left,1,0,1,1,,LengthBall,MiddleStump,,None,FrontFoot,Drive,Googly,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,277.0,153.0,Long Off
1630972,13,5.54,10,0,0,72,4,10,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710774,2026-08-22T01:28:39Z,1,76,False,,,,2918,Kristian Clarke,21962,Lachie Bangs,17219,Jerrssis Wadia,Left,0,0,0,0,,HalfVolley,MiddleStump,,None,FrontFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,318.0,49.0,Extra Cover
1630972,13,5.54,10,0,0,72,4,10,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710777,2026-08-22T01:29:11Z,2,77,False,,,,2918,Kristian Clarke,21962,Lachie Bangs,17219,Jerrssis Wadia,Left,2,1,2,1,,Beamer,OffStump,,MisTimed,FrontFoot,Pull,NoMovement,Over,Medium,Right,Null,NotReferred,1,False,True,False,False,False,True,False,False,False,False,False,False,2,0,0,0,1,False,False,222.0,143.0,Deep Mid Wicket
1630972,13,5.54,10,0,0,72,4,10,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710779,2026-08-22T01:29:53Z,2,78,False,,,,2918,Kristian Clarke,17219,Jerrssis Wadia,21962,Lachie Bangs,Left,2,0,2,2,,Short,LegStump,,MisTimed,BackFoot,Cut,OffCutter,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,2,0,0,0,0,False,True,37.0,125.0,Third Man
1630972,13,5.54,10,0,0,72,4,10,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710782,2026-08-22T01:30:29Z,3,79,False,,,,2918,Kristian Clarke,17219,Jerrssis Wadia,21962,Lachie Bangs,Left,4,0,4,4,,BackOfALength,OutsideOff,,WellTimed,BackFoot,Cut,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,4,0,0,0,0,True,False,25.0,166.0,
1630972,13,5.54,10,0,0,72,4,10,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710784,2026-08-22T01:31:03Z,4,80,False,,,,2918,Kristian Clarke,17219,Jerrssis Wadia,21962,Lachie Bangs,Left,1,0,1,1,,LengthBall,MiddleStump,,None,BackFoot,Glance,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,129.0,67.0,Short Fine Leg
1630972,13,5.54,10,0,0,72,4,10,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710788,2026-08-22T01:31:37Z,5,81,False,,,,2918,Kristian Clarke,21962,Lachie Bangs,17219,Jerrssis Wadia,Left,1,0,1,1,,BackOfALength,OutsideOff,,MisTimed,BackFoot,Pull,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,202.0,124.0,Deep Square Leg
1630972,13,5.54,10,0,0,72,4,10,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710790,2026-08-22T01:32:07Z,6,82,False,,,,2918,Kristian Clarke,17219,Jerrssis Wadia,21962,Lachie Bangs,Left,0,0,0,0,,BackOfALength,OutsideOff,,MisTimed,MovesInfront,Scoop,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,True,,,Wicketkeeper
1630976,14,5.86,10,0,0,82,4,10,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710798,2026-08-22T01:34:13Z,1,83,False,,,,14048,Josh Clarkson,21962,Lachie Bangs,17219,Jerrssis Wadia,Left,3,0,3,3,,LengthBall,OutsideOff,,ThickEdge,FrontFoot,Drive,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,True,False,False,3,0,0,0,0,False,True,21.0,156.0,Deep Backward Point
1630976,14,5.86,10,0,0,82,4,10,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710799,2026-08-22T01:34:50Z,2,84,False,,,,14048,Josh Clarkson,17219,Jerrssis Wadia,21962,Lachie Bangs,Left,1,0,1,1,,Short,OutsideOff,,None,BackFoot,Cut,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,True,False,False,1,0,0,0,0,False,False,328.0,157.0,Deep Extra Cover
1630976,14,5.86,10,0,0,82,4,10,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710801,2026-08-22T01:35:25Z,3,85,False,,,,14048,Josh Clarkson,21962,Lachie Bangs,17219,Jerrssis Wadia,Left,0,0,0,0,,LengthBall,OutsideOff,,WellTimed,BacksAway,Drive,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,True,False,False,0,0,0,0,0,False,False,326.0,74.0,Extra Cover
1630976,14,5.86,10,0,0,82,4,10,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710804,2026-08-22T01:36:11Z,4,86,False,,,,14048,Josh Clarkson,21962,Lachie Bangs,17219,Jerrssis Wadia,Left,1,0,1,1,,LengthBall,OutsideOff,,None,BacksAway,Drive,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,True,False,False,1,0,0,0,0,False,False,280.0,81.0,Mid Off
1630976,14,5.86,10,0,0,82,4,10,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710807,2026-08-22T01:36:43Z,5,87,False,,,,14048,Josh Clarkson,17219,Jerrssis Wadia,21962,Lachie Bangs,Left,1,0,1,1,,LengthBall,OutsideOff,,MisTimed,FrontFoot,Slog,OffCutter,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,True,False,False,1,0,0,0,0,False,False,234.0,86.0,Mid Wicket
1630976,14,5.86,10,0,0,82,4,10,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710809,2026-08-22T01:37:25Z,6,88,False,,,,14048,Josh Clarkson,21962,Lachie Bangs,17219,Jerrssis Wadia,Left,4,0,4,4,,FullToss,OutsideOff,,WellTimed,FrontFoot,Drive,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,True,False,False,4,0,0,0,0,True,False,302.0,178.0,
1630979,15,6.2,11,0,0,93,4,11,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710815,2026-08-22T01:39:01Z,1,89,False,,,,2918,Kristian Clarke,17219,Jerrssis Wadia,21962,Lachie Bangs,Left,0,0,0,0,,LengthBall,OffStump,,None,FrontFoot,Drive,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,True,False,False,0,0,0,0,0,False,False,246.0,99.0,Mid On
1630979,15,6.2,11,0,0,93,4,11,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710818,2026-08-22T01:39:27Z,2,90,False,,,,2918,Kristian Clarke,17219,Jerrssis Wadia,21962,Lachie Bangs,Left,1,1,1,0,,LengthBall,Wide,,Missed,BackFoot,Cut,SlowerBall,Round,Medium,Right,Null,NotReferred,Null,True,False,False,False,False,True,False,False,True,True,False,False,1,0,1,0,0,False,False,,,Wicketkeeper
1630979,15,6.2,11,0,0,93,4,11,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710820,2026-08-22T01:39:54Z,2,91,False,,,,2918,Kristian Clarke,17219,Jerrssis Wadia,21962,Lachie Bangs,Left,4,0,4,4,,LengthBall,OutsideOff,,WellTimed,FrontFoot,Slog,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,True,False,False,4,0,0,0,0,True,False,218.0,176.0,
1630979,15,6.2,11,0,0,93,4,11,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710822,2026-08-22T01:40:40Z,3,92,False,,,,2918,Kristian Clarke,17219,Jerrssis Wadia,21962,Lachie Bangs,Left,0,0,0,0,,Short,OutsideOff,,Missed,BackFoot,Pull,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,True,False,False,0,0,0,0,0,False,False,,,Wicketkeeper
1630979,15,6.2,11,0,0,93,4,11,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710824,2026-08-22T01:41:17Z,4,93,False,,,,2918,Kristian Clarke,17219,Jerrssis Wadia,21962,Lachie Bangs,Left,1,0,1,1,,BackOfALength,Wide,,None,BackFoot,Cut,OffCutter,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,True,False,False,1,0,0,0,0,False,False,338.0,109.0,Deep Cover
1630979,15,6.2,11,0,0,93,4,11,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710826,2026-08-22T01:42:09Z,5,94,False,,,,2918,Kristian Clarke,21962,Lachie Bangs,17219,Jerrssis Wadia,Left,1,0,1,1,,HalfVolley,OutsideOff,,None,FrontFoot,Drive,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,True,False,False,1,0,0,0,0,False,False,286.0,84.0,Mid Off
1630979,15,6.2,11,0,0,93,4,11,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710828,2026-08-22T01:42:54Z,6,95,False,,,,2918,Kristian Clarke,17219,Jerrssis Wadia,21962,Lachie Bangs,Left,4,0,4,4,,Yorker,LegStump,,InsideEdge,FrontFoot,Flick,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,True,False,False,4,0,0,0,0,True,False,101.0,160.0,
1630981,16,6.31,8,0,0,101,4,8,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710832,2026-08-22T01:44:38Z,1,96,False,,,,2916,Adi Ashok,21962,Lachie Bangs,17219,Jerrssis Wadia,Left,1,0,1,1,,LengthBall,OffStump,,None,FrontFoot,Sweep,Googly,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,159.0,132.0,Deep Backward Square Leg
1630981,16,6.31,8,0,0,101,4,8,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710834,2026-08-22T01:45:10Z,2,97,False,,,,2916,Adi Ashok,17219,Jerrssis Wadia,21962,Lachie Bangs,Left,2,0,2,2,,BackOfALength,DownLeg,,None,BackFoot,Pull,Googly,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,False,False,False,False,2,0,0,0,0,False,False,209.0,146.0,Deep Square Leg
1630981,16,6.31,8,0,0,101,4,8,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710836,2026-08-22T01:45:41Z,3,98,False,,,,2916,Adi Ashok,17219,Jerrssis Wadia,21962,Lachie Bangs,Left,4,0,4,4,,BackOfALength,MiddleStump,,WellTimed,BackFoot,Cut,Googly,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,4,0,0,0,0,True,False,28.0,165.0,
1630981,16,6.31,8,0,0,101,4,8,76107,,40909,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,113,New Zealand A Men,8710839,2026-08-22T01:46:19Z,4,99,False,,,,2916,Adi Ashok,17219,Jerrssis Wadia,21962,Lachie Bangs,Left,0,0,0,0,,LengthBall,LegStump,,Missed,FrontFoot,SlogSweep,Googly,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,,,Wicketkeeper
