over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
1634509,2,3.5,4,0,0,7,1,4,76197,,40927,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,320,ACT Comets,8732079,2026-08-28T00:35:55Z,1,7,False,,,,17000,Tom Hogan,21020,Nitesh Samuel,7898,Nivethan Radhakrishnan,304.0,68.0,Right,Mid Wicket,0,0,0,0,,BackOfALength,OutsideOff,,None,BackFoot,Worked,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False
1634509,2,3.5,4,0,0,7,1,4,76197,,40927,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,320,ACT Comets,8732080,2026-08-28T00:36:09Z,2,8,False,,,,17000,Tom Hogan,21020,Nitesh Samuel,7898,Nivethan Radhakrishnan,290.0,137.0,Right,Long On,1,0,1,1,,BackOfALength,OutsideOff,,None,BackFoot,Flick,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False
1634509,2,3.5,4,0,0,7,1,4,76197,,40927,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,320,ACT Comets,8732082,2026-08-28T00:36:54Z,3,9,False,,,,17000,Tom Hogan,7898,Nivethan Radhakrishnan,21020,Nitesh Samuel,292.0,70.0,Left,Mid Off,1,0,1,1,,BackOfALength,OutsideOff,,None,DownTheTrack,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False
1634509,2,3.5,4,0,0,7,1,4,76197,,40927,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,320,ACT Comets,8732083,2026-08-28T00:37:17Z,4,10,False,,,,17000,Tom Hogan,21020,Nitesh Samuel,7898,Nivethan Radhakrishnan,301.0,37.0,Right,Mid Wicket,0,0,0,0,,BackOfALength,OffStump,,None,BackFoot,Worked,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False
1634509,2,3.5,4,0,0,7,1,4,76197,,40927,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,320,ACT Comets,8732085,2026-08-28T00:37:39Z,5,11,False,,,,17000,Tom Hogan,21020,Nitesh Samuel,7898,Nivethan Radhakrishnan,313.0,148.0,Right,Deep Mid Wicket,2,0,2,2,,BackOfALength,OutsideOff,,None,BackFoot,Pull,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,2,0,0,0,0,False,False
1634509,2,3.5,4,0,0,7,1,4,76197,,40927,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,320,ACT Comets,8732087,2026-08-28T00:38:04Z,6,12,False,,,,17000,Tom Hogan,21020,Nitesh Samuel,7898,Nivethan Radhakrishnan,219.0,76.0,Right,Extra Cover,0,0,0,0,,BackOfALength,OutsideOff,,None,BackFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False
1634511,3,7.0,14,0,0,21,1,14,76197,,40927,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,320,ACT Comets,8732088,2026-08-28T00:39:05Z,1,13,False,,,,21955,,7898,Nivethan Radhakrishnan,21020,Nitesh Samuel,264.0,180.0,Left,,4,0,4,4,,HalfVolley,OffStump,,WellTimed,FrontFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False
1634511,3,7.0,14,0,0,21,1,14,76197,,40927,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,320,ACT Comets,8732090,2026-08-28T00:39:44Z,2,14,False,,,,21955,,7898,Nivethan Radhakrishnan,21020,Nitesh Samuel,346.0,77.0,Left,Cover,1,0,1,1,,BackOfALength,OffStump,,None,BackFoot,Pushed,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False
1634511,3,7.0,14,0,0,21,1,14,76197,,40927,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,320,ACT Comets,8732091,2026-08-28T00:40:24Z,3,15,False,,,,21955,,21020,Nitesh Samuel,7898,Nivethan Radhakrishnan,,,Right,,4,0,4,4,,,,,,0,,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False
1634511,3,7.0,14,0,0,21,1,14,76197,,40927,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,320,ACT Comets,8732093,2026-08-28T00:40:59Z,4,16,False,,,,21955,,21020,Nitesh Samuel,7898,Nivethan Radhakrishnan,295.0,57.0,Right,Mid On,0,0,0,0,,BackOfALength,OutsideOff,,MisTimed,BackFoot,Worked,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False
