over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,fieldingPosition,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId
1634597,2,10.0,7,1,0,20,1,7,76202,,40929,Study NT Top End T20 Series,1,1488,NT Strike,1383,Bangladesh HP,8732534,2026-08-28T07:36:20Z,1,7,False,21948,Mohammad Rubel,21971,,21968,,159.0,56.0,Right,1,0,1,1,BackOfALength,OutsideOff,None,BackFoot,Pushed,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,Backward Point,,,,,
1634597,2,10.0,7,1,0,20,1,7,76202,,40929,Study NT Top End T20 Series,1,1488,NT Strike,1383,Bangladesh HP,8732535,2026-08-28T07:36:49Z,2,8,False,21948,Mohammad Rubel,21968,,21971,,192.0,172.0,Right,4,0,4,4,LengthBall,OutsideOff,WellTimed,BacksAway,Drive,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,
1634597,2,10.0,7,1,0,20,1,7,76202,,40929,Study NT Top End T20 Series,1,1488,NT Strike,1383,Bangladesh HP,8732536,2026-08-28T07:37:20Z,3,9,False,21948,Mohammad Rubel,21968,,21971,,321.0,130.0,Right,1,0,1,1,LengthBall,LegStump,None,FrontFoot,Worked,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,Deep Mid Wicket,,,,,
1634597,2,10.0,7,1,0,20,1,7,76202,,40929,Study NT Top End T20 Series,1,1488,NT Strike,1383,Bangladesh HP,8732537,2026-08-28T07:37:41Z,4,10,False,21948,Mohammad Rubel,21971,,21968,,238.0,75.0,Right,1,0,1,1,LengthBall,OutsideOff,None,FrontFoot,Drive,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,Extra Cover,,,,,
1634597,2,10.0,7,1,0,20,1,7,76202,,40929,Study NT Top End T20 Series,1,1488,NT Strike,1383,Bangladesh HP,8732538,2026-08-28T07:38:00Z,5,11,False,21948,Mohammad Rubel,21968,,21971,,214.0,72.0,Right,0,0,0,0,BackOfALength,OutsideOff,MisTimed,BackFoot,Cut,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Extra Cover,,,,,
1634597,2,10.0,7,1,0,20,1,7,76202,,40929,Study NT Top End T20 Series,1,1488,NT Strike,1383,Bangladesh HP,8732539,2026-08-28T07:38:17Z,6,12,True,21948,Mohammad Rubel,21968,,21971,,0.0,0.0,Right,0,0,0,0,LengthBall,OutsideOff,Missed,FrontFoot,Pushed,CarromBall,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Wicketkeeper,Stumped,21968.0,,Stumped,Stumped
1634598,3,9.0,7,0,0,27,1,7,76202,,40929,Study NT Top End T20 Series,1,1488,NT Strike,1383,Bangladesh HP,8732540,2026-08-28T07:40:20Z,1,13,False,2980,Rakibul Hasan,21971,,21970,,241.0,126.0,Right,1,0,1,1,LengthBall,OutsideOff,None,FrontFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,Long Off,,,,,
1634598,3,9.0,7,0,0,27,1,7,76202,,40929,Study NT Top End T20 Series,1,1488,NT Strike,1383,Bangladesh HP,8732541,2026-08-28T07:41:04Z,2,14,False,2980,Rakibul Hasan,21970,,21971,,217.0,113.0,Left,1,0,1,1,LengthBall,OffStump,None,FrontFoot,Flick,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,Deep Mid Wicket,,,,,
1634598,3,9.0,7,0,0,27,1,7,76202,,40929,Study NT Top End T20 Series,1,1488,NT Strike,1383,Bangladesh HP,8732542,2026-08-28T07:41:34Z,3,15,False,2980,Rakibul Hasan,21971,,21970,,234.0,166.0,Right,3,0,3,3,LengthBall,OutsideOff,None,FrontFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,3,0,0,0,0,False,False,Deep Extra Cover,,,,,
1634598,3,9.0,7,0,0,27,1,7,76202,,40929,Study NT Top End T20 Series,1,1488,NT Strike,1383,Bangladesh HP,8732543,2026-08-28T07:42:13Z,4,16,False,2980,Rakibul Hasan,21970,,21971,,2.0,71.0,Left,0,0,0,0,BackOfALength,OutsideOff,None,BackFoot,Cut,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Backward Point,,,,,
