over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId
1633155,2,9.5,8,0,0,19,0,8,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723846,2026-08-25T09:35:38Z,1,7,False,21948,Mohammad Rubel,8429,Thomas Kelly,21963,,353.0,141.0,Right,Deep Square Leg,1,0,1,1,LengthBall,LegStump,None,FrontFoot,Flick,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
1633155,2,9.5,8,0,0,19,0,8,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723848,2026-08-25T09:36:21Z,2,8,False,21948,Mohammad Rubel,21963,,8429,Thomas Kelly,,,Left,Wicketkeeper,0,0,0,0,Yorker,OutsideOff,Missed,FrontFoot,Drive,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1633155,2,9.5,8,0,0,19,0,8,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723851,2026-08-25T09:36:37Z,3,9,False,21948,Mohammad Rubel,21963,,8429,Thomas Kelly,287.0,134.0,Left,Long Off,1,0,1,1,LengthBall,OutsideOff,None,FrontFoot,Drive,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
1633155,2,9.5,8,0,0,19,0,8,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723853,2026-08-25T09:37:12Z,4,10,False,21948,Mohammad Rubel,8429,Thomas Kelly,21963,,157.0,112.0,Right,Deep Backward Point,2,0,2,2,BackOfALength,OutsideOff,ThickEdge,DownTheTrack,Drive,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,2,0,0,0,0,False,True,,,,,
1633155,2,9.5,8,0,0,19,0,8,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723855,2026-08-25T09:37:49Z,5,11,False,21948,Mohammad Rubel,8429,Thomas Kelly,21963,,351.0,49.0,Right,Square Leg,0,0,0,0,LengthBall,OutsideOff,InsideEdge,BackFoot,Pushed,ArmBall,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1633155,2,9.5,8,0,0,19,0,8,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723856,2026-08-25T09:38:10Z,6,12,False,21948,Mohammad Rubel,8429,Thomas Kelly,21963,,245.0,179.0,Right,,4,0,4,4,LengthBall,OutsideOff,WellTimed,FrontFoot,Drive,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,
1633157,3,9.33,9,0,0,28,0,9,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723858,2026-08-25T09:39:38Z,1,13,False,2980,Rakibul Hasan,21963,,8429,Thomas Kelly,,,Left,Bowler,0,0,0,0,BackOfALength,MiddleStump,HitBody,FrontFoot,Worked,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1633157,3,9.33,9,0,0,28,0,9,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723859,2026-08-25T09:39:58Z,2,14,False,2980,Rakibul Hasan,21963,,8429,Thomas Kelly,,,Left,Bowler,0,0,0,0,LengthBall,OutsideOff,None,FrontFoot,Worked,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1633157,3,9.33,9,0,0,28,0,9,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723860,2026-08-25T09:40:15Z,3,15,False,2980,Rakibul Hasan,21963,,8429,Thomas Kelly,9.0,168.0,Left,,4,0,4,4,LengthBall,OutsideOff,WellTimed,FrontFoot,SwitchHit,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,
1633157,3,9.33,9,0,0,28,0,9,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723867,2026-08-25T09:44:38Z,4,16,False,2980,Rakibul Hasan,21963,,8429,Thomas Kelly,,,Left,,0,0,0,0,,,,0,,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1633157,3,9.33,9,0,0,28,0,9,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723868,2026-08-25T09:44:59Z,5,17,False,2980,Rakibul Hasan,21963,,8429,Thomas Kelly,190.0,44.0,Left,Square Leg,0,1,1,0,LengthBall,MiddleStump,HitPad,FrontFoot,Worked,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,True,False,True,False,False,True,False,False,False,1,0,0,1,0,False,False,,,,,
1633157,3,9.33,9,0,0,28,0,9,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723872,2026-08-25T09:45:55Z,6,18,False,2980,Rakibul Hasan,8429,Thomas Kelly,21963,,5.0,169.0,Right,,4,0,4,4,LengthBall,OutsideOff,WellTimed,FrontFoot,Sweep,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,
1633160,4,8.75,7,1,0,35,1,7,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723874,2026-08-25T09:47:00Z,1,19,False,21948,Mohammad Rubel,21963,,8429,Thomas Kelly,224.0,177.0,Left,,4,0,4,4,LengthBall,OutsideOff,MisTimed,FrontFoot,SlogSweep,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,
1633160,4,8.75,7,1,0,35,1,7,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723875,2026-08-25T09:47:30Z,2,20,False,21948,Mohammad Rubel,21963,,8429,Thomas Kelly,,,Left,Bowler,0,0,0,0,BackOfALength,OutsideOff,MisTimed,BackFoot,Drive,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1633160,4,8.75,7,1,0,35,1,7,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723877,2026-08-25T09:47:45Z,3,21,False,21948,Mohammad Rubel,21963,,8429,Thomas Kelly,4.0,66.0,Left,Backward Point,0,0,0,0,HalfVolley,OutsideOff,None,FrontFoot,ReverseSweep,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1633160,4,8.75,7,1,0,35,1,7,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723878,2026-08-25T09:48:03Z,4,22,False,21948,Mohammad Rubel,21963,,8429,Thomas Kelly,343.0,144.0,Left,Deep Cover,2,0,2,2,LengthBall,OutsideOff,MisTimed,BackFoot,Drive,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,2,0,0,0,0,False,False,,,,,
1633160,4,8.75,7,1,0,35,1,7,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723881,2026-08-25T09:48:37Z,5,23,True,21948,Mohammad Rubel,21963,,8429,Thomas Kelly,,,Left,,0,0,0,0,LengthBall,Wide,BottomEdge,FrontFoot,SlogSweep,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Bowled,21963.0,,Bowled,Bowled
1633160,4,8.75,7,1,0,35,1,7,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723887,2026-08-25T09:50:11Z,6,24,False,21948,Mohammad Rubel,17219,Jerrssis Wadia,8429,Thomas Kelly,183.0,43.0,Left,Square Leg,1,0,1,1,BackOfALength,OutsideOff,MisTimed,BackFoot,Worked,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
1633163,5,8.4,7,0,0,42,1,7,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723890,2026-08-25T09:51:23Z,1,25,False,21124,Abdul Gaffar,17219,Jerrssis Wadia,8429,Thomas Kelly,,,Left,Bowler,0,0,0,0,BackOfALength,OutsideOff,Spliced,BackFoot,Worked,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1633163,5,8.4,7,0,0,42,1,7,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723892,2026-08-25T09:51:55Z,2,26,False,21124,Abdul Gaffar,17219,Jerrssis Wadia,8429,Thomas Kelly,329.0,175.0,Left,,4,0,4,4,HalfVolley,OutsideOff,WellTimed,FrontFoot,Drive,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,4,0,0,0,0,True,False,,,,,
1633163,5,8.4,7,0,0,42,1,7,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723895,2026-08-25T09:52:38Z,3,27,False,21124,Abdul Gaffar,17219,Jerrssis Wadia,8429,Thomas Kelly,211.0,146.0,Left,Deep Mid Wicket,1,0,1,1,Short,OutsideOff,None,BackFoot,Pull,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1633163,5,8.4,7,0,0,42,1,7,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723896,2026-08-25T09:53:18Z,4,28,False,21124,Abdul Gaffar,8429,Thomas Kelly,17219,Jerrssis Wadia,,,Right,Wicketkeeper,0,0,0,0,LengthBall,Wide,Missed,MovesInfront,Scoop,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1633163,5,8.4,7,0,0,42,1,7,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723898,2026-08-25T09:53:50Z,5,29,False,21124,Abdul Gaffar,8429,Thomas Kelly,17219,Jerrssis Wadia,344.0,140.0,Right,Deep Square Leg,2,0,2,2,LengthBall,OutsideOff,None,BackFoot,Worked,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,2,0,0,0,0,False,False,,,,,
1633163,5,8.4,7,0,0,42,1,7,76158,,40920,Study NT Top End T20 Series,1,1489,Adelaide Strikers Academy,1383,Bangladesh HP,8723900,2026-08-25T09:54:30Z,6,30,False,21124,Abdul Gaffar,8429,Thomas Kelly,17219,Jerrssis Wadia,200.0,44.0,Right,Cover,0,0,0,0,LengthBall,OutsideOff,None,BacksAway,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
