over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
1633898,2,5.5,4,0,0,11,0,4,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728408,2026-08-27T03:36:29Z,1,7,False,,,,7804,Shahab Alam,4482,Shayan Jahangir,21982,,302.0,104.0,Right,Deep Mid Wicket,2,0,2,2,,Short,OutsideOff,,MisTimed,BackFoot,Pull,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,2,0,0,0,0,False,False
1633898,2,5.5,4,0,0,11,0,4,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728409,2026-08-27T03:37:05Z,2,8,False,,,,7804,Shahab Alam,4482,Shayan Jahangir,21982,,,,Right,Bowler,0,0,0,0,,LengthBall,OffStump,,None,FrontFoot,ForwardDefensive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False
1633898,2,5.5,4,0,0,11,0,4,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728411,2026-08-27T03:37:26Z,3,9,False,,,,7804,Shahab Alam,4482,Shayan Jahangir,21982,,,,Right,Bowler,0,0,0,0,,LengthBall,OutsideOff,,None,FrontFoot,ForwardDefensive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False
1633898,2,5.5,4,0,0,11,0,4,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728412,2026-08-27T03:37:51Z,4,10,False,,,,7804,Shahab Alam,4482,Shayan Jahangir,21982,,324.0,81.0,Right,Mid Wicket,1,0,1,1,,BackOfALength,OutsideOff,,None,BackFoot,Worked,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False
1633898,2,5.5,4,0,0,11,0,4,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728413,2026-08-27T03:38:16Z,5,11,False,,,,7804,Shahab Alam,21982,,4482,Shayan Jahangir,245.0,106.0,Right,Long Off,1,0,1,1,,LengthBall,OutsideOff,,None,FrontFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False
1633898,2,5.5,4,0,0,11,0,4,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728415,2026-08-27T03:38:44Z,6,12,False,,,,7804,Shahab Alam,4482,Shayan Jahangir,21982,,,,Right,Bowler,0,0,0,0,,BackOfALength,OutsideOff,,MisTimed,DownTheTrack,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False
1633899,3,9.33,17,0,0,28,0,17,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728416,2026-08-27T03:39:34Z,1,13,False,,,,21943,Bipin Khatri,21982,,4482,Shayan Jahangir,167.0,168.0,Right,,4,0,4,4,,BackOfALength,OutsideOff,,WellTimed,BackFoot,Cut,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,4,0,0,0,0,True,False
1633899,3,9.33,17,0,0,28,0,17,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728417,2026-08-27T03:40:06Z,2,14,False,,,,21943,Bipin Khatri,21982,,4482,Shayan Jahangir,,,Right,Bowler,0,0,0,0,,LengthBall,OutsideOff,,None,FrontFoot,ForwardDefensive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False
1633899,3,9.33,17,0,0,28,0,17,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728418,2026-08-27T03:40:27Z,3,15,False,,,,21943,Bipin Khatri,21982,,4482,Shayan Jahangir,306.0,74.0,Right,Mid Wicket,1,0,1,1,,LengthBall,OffStump,,None,FrontFoot,Pushed,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False
1633899,3,9.33,17,0,0,28,0,17,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728419,2026-08-27T03:40:54Z,4,16,False,,,,21943,Bipin Khatri,4482,Shayan Jahangir,21982,,233.0,178.0,Right,Extra Cover,4,0,4,4,,BackOfALength,OffStump,,None,BackFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,4,0,0,0,0,True,False
1633899,3,9.33,17,0,0,28,0,17,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728420,2026-08-27T03:41:28Z,5,17,False,,,,21943,Bipin Khatri,4482,Shayan Jahangir,21982,,316.0,177.0,Right,,4,0,4,4,,LengthBall,OutsideOff,,WellTimed,FrontFoot,SlogSweep,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,4,0,0,0,0,True,False
1633899,3,9.33,17,0,0,28,0,17,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728421,2026-08-27T03:42:04Z,6,18,False,,,,21943,Bipin Khatri,4482,Shayan Jahangir,21982,,189.0,172.0,Right,,4,0,4,4,,LengthBall,OutsideOff,,WellTimed,FrontFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,4,0,0,0,0,True,False
1633900,4,9.0,8,1,0,36,1,8,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728422,2026-08-27T03:43:42Z,1,19,False,,,,21945,Rashid Khan,21982,,4482,Shayan Jahangir,17.0,130.0,Right,Deep Backward Square Leg,1,0,1,1,,LengthBall,MiddleStump,,None,BackFoot,Worked,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False
1633900,4,9.0,8,1,0,36,1,8,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728423,2026-08-27T03:44:18Z,2,20,False,,,,21945,Rashid Khan,4482,Shayan Jahangir,21982,,158.0,166.0,Right,,6,0,6,6,,BackOfALength,OutsideOff,,Middled,BackFoot,UpperCut,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,6,0,0,0,0,True,False
1633900,4,9.0,8,1,0,36,1,8,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728424,2026-08-27T03:45:04Z,3,21,True,Caught,4482.0,Shayan Jahangir,21945,Rashid Khan,4482,Shayan Jahangir,21982,,168.0,83.0,Right,Backward Point,0,0,0,0,Caught,BackOfALength,OutsideOff,Caught,MisTimed,BackFoot,Cut,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,2013.0,False,False,True,False,False,False,0,0,0,0,0,False,True
1633900,4,9.0,8,1,0,36,1,8,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728425,2026-08-27T03:47:05Z,4,22,False,,,,21945,Rashid Khan,594,Shehan Jayasuriya,21982,,0.0,0.0,Left,Bowler,0,0,0,0,,LengthBall,MiddleStump,,None,FrontFoot,ForwardDefensive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False
1633900,4,9.0,8,1,0,36,1,8,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728426,2026-08-27T03:47:40Z,5,23,False,,,,21945,Rashid Khan,594,Shehan Jayasuriya,21982,,169.0,139.0,Left,Deep Backward Square Leg,1,0,1,1,,LengthBall,DownLeg,,None,BackFoot,Flick,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False
1633900,4,9.0,8,1,0,36,1,8,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728427,2026-08-27T03:48:20Z,6,24,False,,,,21945,Rashid Khan,21982,,594,Shehan Jayasuriya,0.0,0.0,Right,Bowler,0,0,0,0,,LengthBall,OutsideOff,,None,BackFoot,BackwardDefensive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False
1633901,5,10.0,14,0,0,50,1,14,76181,,40925,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1493,Nepal A,8728428,2026-08-27T03:49:31Z,1,25,False,,,,7804,Shahab Alam,594,Shehan Jayasuriya,21982,,321.0,49.0,Left,Extra Cover,0,0,0,0,,LengthBall,OutsideOff,,ThickEdge,FrontFoot,ForwardDefensive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False
