over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,decisionOfficialId
1635908,2,10.5,8,0,0,21,0,8,76241,,40934,Study NT Top End T20 Series,1,1383,Bangladesh HP,1494,Victoria Academy,8740471,2026-08-30T00:36:05Z,1,7,False,,,,7802,Sam Elliott,14835,Habibur Rahman Sohan,14737,Jishan Alam,352.0,42.0,Right,Square Leg,0,1,1,0,,LengthBall,MiddleStump,,HitPad,FrontFoot,Flick,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,True,False,True,False,False,True,False,False,False,1,0,0,1,0,False,False,
1635908,2,10.5,8,0,0,21,0,8,76241,,40934,Study NT Top End T20 Series,1,1383,Bangladesh HP,1494,Victoria Academy,8740472,2026-08-30T00:36:52Z,2,8,False,,,,7802,Sam Elliott,14737,Jishan Alam,14835,Habibur Rahman Sohan,335.0,174.0,Right,,4,0,4,4,,LengthBall,OutsideOff,,WellTimed,FrontFoot,Slog,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,
1635908,2,10.5,8,0,0,21,0,8,76241,,40934,Study NT Top End T20 Series,1,1383,Bangladesh HP,1494,Victoria Academy,8740473,2026-08-30T00:37:33Z,3,9,False,,,,7802,Sam Elliott,14737,Jishan Alam,14835,Habibur Rahman Sohan,186.0,62.0,Right,Cover,1,0,1,1,,LengthBall,OutsideOff,,None,BackFoot,Dropped,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,
1635908,2,10.5,8,0,0,21,0,8,76241,,40934,Study NT Top End T20 Series,1,1383,Bangladesh HP,1494,Victoria Academy,8740475,2026-08-30T00:38:34Z,4,10,False,,,,7802,Sam Elliott,14835,Habibur Rahman Sohan,14737,Jishan Alam,324.0,137.0,Right,Deep Mid Wicket,1,0,1,1,,HalfVolley,MiddleStump,,None,BackFoot,Worked,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,
1635908,2,10.5,8,0,0,21,0,8,76241,,40934,Study NT Top End T20 Series,1,1383,Bangladesh HP,1494,Victoria Academy,8740476,2026-08-30T00:39:04Z,5,11,False,,,,7802,Sam Elliott,14737,Jishan Alam,14835,Habibur Rahman Sohan,0.0,0.0,Right,Wicketkeeper,0,0,0,0,,BackOfALength,OutsideOff,,Missed,BackFoot,Pull,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,
1635908,2,10.5,8,0,0,21,0,8,76241,,40934,Study NT Top End T20 Series,1,1383,Bangladesh HP,1494,Victoria Academy,8740478,2026-08-30T00:39:34Z,6,12,False,,,,7802,Sam Elliott,14737,Jishan Alam,14835,Habibur Rahman Sohan,193.0,65.0,Right,Cover,1,0,1,1,,LengthBall,OutsideOff,,None,FrontFoot,ForwardDefensive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,
1635910,3,11.33,13,1,0,34,1,13,76241,,40934,Study NT Top End T20 Series,1,1383,Bangladesh HP,1494,Victoria Academy,8740480,2026-08-30T00:40:45Z,1,13,False,,,,1193,Will Sutherland,14737,Jishan Alam,14835,Habibur Rahman Sohan,0.0,0.0,Right,Bowler,0,0,0,0,,LengthBall,OffStump,,HitPad,FrontFoot,Flick,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,
1635910,3,11.33,13,1,0,34,1,13,76241,,40934,Study NT Top End T20 Series,1,1383,Bangladesh HP,1494,Victoria Academy,8740481,2026-08-30T00:41:25Z,2,14,False,,,,1193,Will Sutherland,14737,Jishan Alam,14835,Habibur Rahman Sohan,254.0,180.0,Right,,4,0,4,4,,LengthBall,OutsideOff,,WellTimed,FrontFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,
1635910,3,11.33,13,1,0,34,1,13,76241,,40934,Study NT Top End T20 Series,1,1383,Bangladesh HP,1494,Victoria Academy,8740482,2026-08-30T00:42:08Z,3,15,False,,,,1193,Will Sutherland,14737,Jishan Alam,14835,Habibur Rahman Sohan,335.0,98.0,Right,Square Leg,1,0,1,1,,BackOfALength,OutsideOff,,MisTimed,BackFoot,Pull,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,
1635910,3,11.33,13,1,0,34,1,13,76241,,40934,Study NT Top End T20 Series,1,1383,Bangladesh HP,1494,Victoria Academy,8740484,2026-08-30T00:42:43Z,4,16,True,Caught,14835.0,Habibur Rahman Sohan,1193,Will Sutherland,14835,Habibur Rahman Sohan,14737,Jishan Alam,119.0,17.0,Right,First Slip,0,0,0,0,Caught,Short,OutsideOff,Caught,TopEdge,FrontFoot,Flick,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,True,
1635910,3,11.33,13,1,0,34,1,13,76241,,40934,Study NT Top End T20 Series,1,1383,Bangladesh HP,1494,Victoria Academy,8740486,2026-08-30T00:44:34Z,5,17,False,,,,1193,Will Sutherland,3021,Ariful Islam,14737,Jishan Alam,191.0,172.0,Right,,6,0,6,6,,LengthBall,OutsideOff,,WellTimed,DownTheTrack,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,6,0,0,0,0,True,False,
