over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,decisionOfficialId
1629891,2,7.0,4,0,0,14,1,4,76084,,40906,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,1494,Victoria Academy,8704317,2026-08-21T00:37:28Z,1,9,False,2941,Todd Murphy,3776,Brad Hope,907,Jake Doran,220.0,68.0,Right,Extra Cover,1,0,1,1,LengthBall,OutsideOff,None,FrontFoot,Drive,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,
1629891,2,7.0,4,0,0,14,1,4,76084,,40906,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,1494,Victoria Academy,8704320,2026-08-21T00:37:58Z,2,10,False,2941,Todd Murphy,907,Jake Doran,3776,Brad Hope,198.0,134.0,Left,Deep Square Leg,1,0,1,1,BackOfALength,MiddleStump,None,BackFoot,Flick,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,
1629891,2,7.0,4,0,0,14,1,4,76084,,40906,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,1494,Victoria Academy,8704322,2026-08-21T00:38:29Z,3,11,False,2941,Todd Murphy,3776,Brad Hope,907,Jake Doran,317.0,83.0,Right,Mid Wicket,1,0,1,1,BackOfALength,OutsideOff,None,BackFoot,Worked,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,
1629891,2,7.0,4,0,0,14,1,4,76084,,40906,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,1494,Victoria Academy,8704323,2026-08-21T00:38:51Z,4,12,False,2941,Todd Murphy,907,Jake Doran,3776,Brad Hope,284.0,146.0,Left,Long Off,1,0,1,1,LengthBall,OutsideOff,None,FrontFoot,Drive,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,
1629891,2,7.0,4,0,0,14,1,4,76084,,40906,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,1494,Victoria Academy,8704325,2026-08-21T00:39:24Z,5,13,False,2941,Todd Murphy,3776,Brad Hope,907,Jake Doran,0.0,0.0,Right,Bowler,0,0,0,0,BackOfALength,OutsideOff,None,BackFoot,Pushed,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1629891,2,7.0,4,0,0,14,1,4,76084,,40906,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,1494,Victoria Academy,8704326,2026-08-21T00:39:45Z,6,14,False,2941,Todd Murphy,3776,Brad Hope,907,Jake Doran,330.0,70.0,Right,Square Leg,0,0,0,0,BackOfALength,OutsideOff,None,BackFoot,Worked,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1629893,3,7.33,8,0,0,22,1,8,76084,,40906,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,1494,Victoria Academy,8704328,2026-08-21T00:40:48Z,1,15,False,11468,Austin Anlezark,907,Jake Doran,3776,Brad Hope,217.0,147.0,Left,Deep Mid Wicket,2,1,2,1,LengthBall,LegStump,None,BackFoot,Flick,NoMovement,Over,Medium,Right,Null,NotReferred,1,False,True,False,False,False,True,False,False,True,False,False,False,2,0,0,0,1,False,False,,,,,,
1629893,3,7.33,8,0,0,22,1,8,76084,,40906,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,1494,Victoria Academy,8704330,2026-08-21T00:41:36Z,1,16,False,11468,Austin Anlezark,3776,Brad Hope,907,Jake Doran,245.0,148.0,Right,Long Off,2,0,2,2,BackOfALength,OutsideOff,MisTimed,BackFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,2,0,0,0,0,False,False,,,,,,
1629893,3,7.33,8,0,0,22,1,8,76084,,40906,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,1494,Victoria Academy,8704332,2026-08-21T00:42:22Z,2,17,False,11468,Austin Anlezark,3776,Brad Hope,907,Jake Doran,0.0,0.0,Right,Wicketkeeper,0,0,0,0,HalfVolley,OutsideOff,Missed,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1629893,3,7.33,8,0,0,22,1,8,76084,,40906,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,1494,Victoria Academy,8704334,2026-08-21T00:43:02Z,3,18,False,11468,Austin Anlezark,3776,Brad Hope,907,Jake Doran,0.0,0.0,Right,Wicketkeeper,0,0,0,0,BackOfALength,OutsideOff,Missed,BackFoot,Pull,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
