over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
1633023,2,9.5,8,1,0,19,1,8,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723053,2026-08-25T00:35:42Z,1,8,False,,,,21973,,21950,,21952,,,,Right,Wicketkeeper,1,1,1,0,,BackOfALength,LegStump,,Left,BackFoot,Leave,NoMovement,Over,Medium,Right,Null,NotReferred,Null,True,False,False,False,False,True,False,False,True,False,False,False,1,0,1,0,0,False,False
1633023,2,9.5,8,1,0,19,1,8,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723054,2026-08-25T00:36:10Z,1,9,False,,,,21973,,21950,,21952,,,,Right,Wicketkeeper,1,1,1,0,,Short,Wide,,Left,BackFoot,Leave,NoMovement,Over,Medium,Right,Null,NotReferred,Null,True,False,False,False,False,True,False,False,True,False,False,False,1,0,1,0,0,False,False
1633023,2,9.5,8,1,0,19,1,8,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723055,2026-08-25T00:36:40Z,1,10,False,,,,21973,,21950,,21952,,,,,Wicketkeeper,0,0,0,0,,BackOfALength,OutsideOff,,Missed,BackFoot,Cut,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False
1633023,2,9.5,8,1,0,19,1,8,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723056,2026-08-25T00:37:10Z,2,11,True,Caught,21950.0,,21973,,21950,,21952,,291.0,67.0,,Mid Off,0,0,0,0,Caught,Short,OutsideOff,Caught,MisTimed,BackFoot,Pull,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,True
1633023,2,9.5,8,1,0,19,1,8,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723057,2026-08-25T00:39:00Z,3,12,False,,,,21973,,21956,,21952,,322.0,71.0,Right,Mid Wicket,0,0,0,0,,BackOfALength,OutsideOff,,None,BackFoot,Worked,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False
1633023,2,9.5,8,1,0,19,1,8,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723058,2026-08-25T00:39:31Z,4,13,False,,,,21973,,21956,,21952,,348.0,172.0,Right,,6,0,6,6,,BackOfALength,OutsideOff,,Middled,BackFoot,Pull,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,6,0,0,0,0,True,False
1633023,2,9.5,8,1,0,19,1,8,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723059,2026-08-25T00:40:10Z,5,14,False,,,,21973,,21956,,21952,,,,Right,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,,Missed,BackFoot,Drive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False
1633023,2,9.5,8,1,0,19,1,8,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723060,2026-08-25T00:40:40Z,6,15,False,,,,21973,,21956,,21952,,,,Right,Wicketkeeper,0,0,0,0,,Short,OutsideOff,,Left,BackFoot,Leave,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False
1633024,3,8.0,5,1,0,24,2,5,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723061,2026-08-25T00:41:47Z,1,16,False,,,,21969,,21952,,21956,,194.0,70.0,Left,Square Leg,1,0,1,1,,BackOfALength,LegStump,,None,BackFoot,Worked,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False
1633024,3,8.0,5,1,0,24,2,5,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723062,2026-08-25T00:42:33Z,2,17,False,,,,21969,,21956,,21952,,322.0,71.0,Right,Mid Wicket,0,0,0,0,,BackOfALength,OutsideOff,,None,BackFoot,Flick,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False
1633024,3,8.0,5,1,0,24,2,5,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723063,2026-08-25T00:42:45Z,3,18,False,,,,21969,,21956,,21952,,219.0,163.0,Right,Deep Extra Cover,2,0,2,2,,BackOfALength,OutsideOff,,None,DownTheTrack,Drive,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,2,0,0,0,0,False,False
1633024,3,8.0,5,1,0,24,2,5,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723064,2026-08-25T00:43:15Z,4,19,False,,,,21969,,21956,,21952,,201.0,68.0,Right,Cover,1,0,1,1,,BackOfALength,OutsideOff,,None,BackFoot,Drive,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False
1633024,3,8.0,5,1,0,24,2,5,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723065,2026-08-25T00:43:36Z,5,20,True,Caught,21952.0,,21969,,21952,,21956,,318.0,75.0,Left,Extra Cover,0,0,0,0,Caught,LengthBall,LegStump,Caught,MisTimed,BacksAway,Drive,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,True
1633024,3,8.0,5,1,0,24,2,5,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723066,2026-08-25T00:45:25Z,6,21,False,,,,21969,,21953,,21956,,119.0,59.0,Left,Short Fine Leg,1,0,1,1,,BackOfALength,LegStump,,None,BackFoot,Glance,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False
1633025,4,7.75,7,0,0,31,2,7,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723067,2026-08-25T00:46:31Z,1,22,False,,,,961,Wes Agar,21953,,21956,,,,Left,Wicketkeeper,0,0,0,0,,BackOfALength,LegStump,,Missed,BackFoot,Pushed,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False
1633025,4,7.75,7,0,0,31,2,7,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723068,2026-08-25T00:47:08Z,2,23,False,,,,961,Wes Agar,21953,,21956,,75.0,57.0,Left,Short Third Man,1,0,1,1,,BackOfALength,LegStump,,None,BackFoot,Steer,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False
1633025,4,7.75,7,0,0,31,2,7,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723069,2026-08-25T00:47:48Z,3,24,False,,,,961,Wes Agar,21956,,21953,,312.0,60.0,Right,Mid Wicket,1,0,1,1,,LengthBall,OutsideOff,,None,BackFoot,Worked,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False
1633025,4,7.75,7,0,0,31,2,7,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723070,2026-08-25T00:48:28Z,4,25,False,,,,961,Wes Agar,21953,,21956,,256.0,180.0,Left,,4,0,4,4,,LengthBall,DownLeg,,WellTimed,DownTheTrack,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,4,0,0,0,0,True,False
1633025,4,7.75,7,0,0,31,2,7,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723071,2026-08-25T00:49:03Z,5,26,False,,,,961,Wes Agar,21953,,21956,,0.0,0.0,Left,Wicketkeeper,0,0,0,0,,Short,DownLeg,,Left,Ducked,Leave,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False
1633025,4,7.75,7,0,0,31,2,7,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723072,2026-08-25T00:49:39Z,6,27,False,,,,961,Wes Agar,21953,,21956,,205.0,62.0,Left,Square Leg,1,0,1,1,,LengthBall,DownLeg,,None,BackFoot,Worked,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False
1633026,5,7.6,7,1,0,38,3,7,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723073,2026-08-25T00:51:05Z,1,28,False,,,,21973,,21953,,21956,,359.0,170.0,Left,,4,0,4,4,,BackOfALength,OffStump,,WellTimed,BackFoot,Cut,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,4,0,0,0,0,True,False
1633026,5,7.6,7,1,0,38,3,7,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723074,2026-08-25T00:51:39Z,2,29,False,,,,21973,,21953,,21956,,176.0,140.0,Left,Deep Backward Square Leg,1,0,1,1,,BackOfALength,DownLeg,,None,BackFoot,Pull,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False
1633026,5,7.6,7,1,0,38,3,7,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723075,2026-08-25T00:52:26Z,3,30,False,,,,21973,,21956,,21953,,0.0,0.0,Right,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,,Missed,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False
1633026,5,7.6,7,1,0,38,3,7,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723076,2026-08-25T00:53:01Z,4,31,False,,,,21973,,21956,,21953,,253.0,76.0,Right,Mid Off,1,0,1,1,,HalfVolley,OutsideOff,,None,FrontFoot,Pushed,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False
1633026,5,7.6,7,1,0,38,3,7,76154,,40918,Study NT Top End T20 Series,1,320,ACT Comets,1488,NT Strike,8723077,2026-08-25T00:53:36Z,5,32,False,,,,21973,,21953,,21956,,359.0,131.0,Left,Deep Cover,1,0,1,1,,Short,DownLeg,,MisTimed,DownTheTrack,Cut,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,True
