over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
1632838,2,14.0,10,0,0,28,0,10,76146,,40915,Study NT Top End T20 Series,1,1488,NT Strike,1491,HH Kingsmen Academy,8721925,2026-08-24T00:36:52Z,1,9,False,,,,9766,Ghulam Mudassar,21971,Jaga Koduru,286,D'Arcy Short,201.0,174.0,Right,,4,0,4,4,,HalfVolley,OutsideOff,,WellTimed,FrontFoot,Drive,AwaySwinger,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False
1632838,2,14.0,10,0,0,28,0,10,76146,,40915,Study NT Top End T20 Series,1,1488,NT Strike,1491,HH Kingsmen Academy,8721926,2026-08-24T00:37:37Z,2,10,False,,,,9766,Ghulam Mudassar,21971,Jaga Koduru,286,D'Arcy Short,79.0,152.0,Right,Fine Leg,2,0,2,2,,HalfVolley,MiddleStump,,WellTimed,MovesInfront,Scoop,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,2,0,0,0,0,False,False
1632838,2,14.0,10,0,0,28,0,10,76146,,40915,Study NT Top End T20 Series,1,1488,NT Strike,1491,HH Kingsmen Academy,8721927,2026-08-24T00:38:15Z,3,11,False,,,,9766,Ghulam Mudassar,21971,Jaga Koduru,286,D'Arcy Short,,,Right,,1,0,1,1,,,,,,0,,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False
1632838,2,14.0,10,0,0,28,0,10,76146,,40915,Study NT Top End T20 Series,1,1488,NT Strike,1491,HH Kingsmen Academy,8721928,2026-08-24T00:39:05Z,4,12,False,,,,9766,Ghulam Mudassar,286,D'Arcy Short,21971,Jaga Koduru,9.0,124.0,Left,Deep Backward Point,1,0,1,1,,LengthBall,OutsideOff,,None,FrontFoot,Pushed,SeamAway,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False
1632838,2,14.0,10,0,0,28,0,10,76146,,40915,Study NT Top End T20 Series,1,1488,NT Strike,1491,HH Kingsmen Academy,8721929,2026-08-24T00:39:41Z,5,13,False,,,,9766,Ghulam Mudassar,21971,Jaga Koduru,286,D'Arcy Short,201.0,38.0,Right,Cover,1,0,1,1,,BackOfALength,DownLeg,,None,BackFoot,Dropped,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False
1632838,2,14.0,10,0,0,28,0,10,76146,,40915,Study NT Top End T20 Series,1,1488,NT Strike,1491,HH Kingsmen Academy,8721930,2026-08-24T00:40:15Z,6,14,False,,,,9766,Ghulam Mudassar,286,D'Arcy Short,21971,Jaga Koduru,16.0,133.0,Left,Deep Backward Point,1,0,1,1,,HalfVolley,OutsideOff,,ThickEdge,FrontFoot,Drive,AwaySwinger,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False
1632839,3,10.0,2,0,0,30,0,2,76146,,40915,Study NT Top End T20 Series,1,1488,NT Strike,1491,HH Kingsmen Academy,8721931,2026-08-24T00:41:51Z,1,15,False,,,,7277,Milind Kumar,286,D'Arcy Short,21971,Jaga Koduru,0.0,0.0,Left,Bowler,0,0,0,0,,BackOfALength,OutsideOff,,None,BackFoot,Pushed,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False
1632839,3,10.0,2,0,0,30,0,2,76146,,40915,Study NT Top End T20 Series,1,1488,NT Strike,1491,HH Kingsmen Academy,8721932,2026-08-24T00:42:05Z,2,16,False,,,,7277,Milind Kumar,286,D'Arcy Short,21971,Jaga Koduru,0.0,0.0,Left,Wicketkeeper,0,0,0,0,,BackOfALength,OutsideOff,,HitBody,FrontFoot,Slog,QuickerBall,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False
1632839,3,10.0,2,0,0,30,0,2,76146,,40915,Study NT Top End T20 Series,1,1488,NT Strike,1491,HH Kingsmen Academy,8721933,2026-08-24T00:42:26Z,3,17,False,,,,7277,Milind Kumar,286,D'Arcy Short,21971,Jaga Koduru,,,Left,,1,1,1,0,,,,,,0,,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,True,False,False,False,False,True,False,False,True,False,False,False,1,0,1,0,0,False,False
1632839,3,10.0,2,0,0,30,0,2,76146,,40915,Study NT Top End T20 Series,1,1488,NT Strike,1491,HH Kingsmen Academy,8721934,2026-08-24T00:42:48Z,3,18,False,,,,7277,Milind Kumar,286,D'Arcy Short,21971,Jaga Koduru,213.0,56.0,Left,Mid Wicket,1,0,1,1,,BackOfALength,OutsideOff,,None,BackFoot,Worked,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False
1632839,3,10.0,2,0,0,30,0,2,76146,,40915,Study NT Top End T20 Series,1,1488,NT Strike,1491,HH Kingsmen Academy,8721935,2026-08-24T00:43:38Z,4,19,False,,,,7277,Milind Kumar,21971,Jaga Koduru,286,D'Arcy Short,0.0,0.0,Right,Wicketkeeper,0,0,0,0,,HalfVolley,OutsideOff,,Missed,FrontFoot,Drive,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False
1632839,3,10.0,2,0,0,30,0,2,76146,,40915,Study NT Top End T20 Series,1,1488,NT Strike,1491,HH Kingsmen Academy,8721936,2026-08-24T00:43:54Z,5,20,False,,,,7277,Milind Kumar,21971,Jaga Koduru,286,D'Arcy Short,181.0,43.0,Right,Cover,0,0,0,0,,LengthBall,OffStump,,ThickEdge,BackFoot,Pushed,QuickerBall,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False
1632839,3,10.0,2,0,0,30,0,2,76146,,40915,Study NT Top End T20 Series,1,1488,NT Strike,1491,HH Kingsmen Academy,8721937,2026-08-24T00:44:11Z,6,21,False,,,,7277,Milind Kumar,21971,Jaga Koduru,286,D'Arcy Short,191.0,39.0,Right,Cover,0,0,0,0,,BackOfALength,OutsideOff,,None,BackFoot,Pushed,CarromBall,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False
1632840,4,8.75,5,1,0,35,1,5,76146,,40915,Study NT Top End T20 Series,1,1488,NT Strike,1491,HH Kingsmen Academy,8721938,2026-08-24T00:45:02Z,1,22,True,Caught,286.0,D'Arcy Short,9766,Ghulam Mudassar,286,D'Arcy Short,21971,Jaga Koduru,87.0,9.0,Left,Wicketkeeper,0,0,0,0,Caught,LengthBall,OutsideOff,Caught,InsideEdge,FrontFoot,Drive,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,True
1632840,4,8.75,5,1,0,35,1,5,76146,,40915,Study NT Top End T20 Series,1,1488,NT Strike,1491,HH Kingsmen Academy,8721941,2026-08-24T00:46:45Z,2,23,False,,,,9766,Ghulam Mudassar,21970,Douwtjie Hoogenboezem,21971,Jaga Koduru,206.0,33.0,Left,Square Leg,0,0,0,0,,LengthBall,OutsideOff,,None,BackFoot,Worked,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False
1632840,4,8.75,5,1,0,35,1,5,76146,,40915,Study NT Top End T20 Series,1,1488,NT Strike,1491,HH Kingsmen Academy,8721944,2026-08-24T00:47:23Z,3,24,False,,,,9766,Ghulam Mudassar,21970,Douwtjie Hoogenboezem,21971,Jaga Koduru,277.0,180.0,Left,,4,0,4,4,,HalfVolley,OutsideOff,,WellTimed,FrontFoot,Drive,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False
1632840,4,8.75,5,1,0,35,1,5,76146,,40915,Study NT Top End T20 Series,1,1488,NT Strike,1491,HH Kingsmen Academy,8721945,2026-08-24T00:48:08Z,4,25,False,,,,9766,Ghulam Mudassar,21970,Douwtjie Hoogenboezem,21971,Jaga Koduru,337.0,48.0,Left,Cover,0,0,0,0,,HalfVolley,OutsideOff,,None,FrontFoot,Drive,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False
