over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,decisionOfficialId
1633409,2,11.5,6,0,0,23,0,6,76168,,40923,Study NT Top End T20 Series,1,320,ACT Comets,1493,Nepal A,8725404,2026-08-26T09:37:50Z,1,10,False,2233,Pawan Sarraf,21960,,21950,,,,Left,Bowler,0,0,0,0,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1633409,2,11.5,6,0,0,23,0,6,76168,,40923,Study NT Top End T20 Series,1,320,ACT Comets,1493,Nepal A,8725406,2026-08-26T09:38:09Z,2,11,False,2233,Pawan Sarraf,21960,,21950,,254.0,180.0,Left,,4,0,4,4,HalfVolley,OutsideOff,WellTimed,FrontFoot,Drive,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,
1633409,2,11.5,6,0,0,23,0,6,76168,,40923,Study NT Top End T20 Series,1,320,ACT Comets,1493,Nepal A,8725409,2026-08-26T09:38:40Z,3,12,False,2233,Pawan Sarraf,21960,,21950,,,,Left,Bowler,0,0,0,0,LengthBall,OutsideOff,None,BackFoot,Worked,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1633409,2,11.5,6,0,0,23,0,6,76168,,40923,Study NT Top End T20 Series,1,320,ACT Comets,1493,Nepal A,8725414,2026-08-26T09:38:58Z,4,13,False,2233,Pawan Sarraf,21960,,21950,,342.0,78.0,Left,Cover,1,0,1,1,BackOfALength,OutsideOff,None,BackFoot,Drive,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,
1633409,2,11.5,6,0,0,23,0,6,76168,,40923,Study NT Top End T20 Series,1,320,ACT Comets,1493,Nepal A,8725421,2026-08-26T09:39:56Z,5,14,False,2233,Pawan Sarraf,21950,,21960,,285.0,74.0,Right,Mid On,1,0,1,1,LengthBall,OffStump,None,FrontFoot,Worked,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,
1633409,2,11.5,6,0,0,23,0,6,76168,,40923,Study NT Top End T20 Series,1,320,ACT Comets,1493,Nepal A,8725425,2026-08-26T09:40:19Z,6,15,False,2233,Pawan Sarraf,21960,,21950,,214.0,72.0,Left,Mid Wicket,0,0,0,0,BackOfALength,OutsideOff,None,BackFoot,Worked,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1633415,3,10.0,7,1,0,30,1,7,76168,,40923,Study NT Top End T20 Series,1,320,ACT Comets,1493,Nepal A,8725434,2026-08-26T09:41:36Z,1,16,False,21943,Bipin Khatri,21950,,21960,,0.0,0.0,Right,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,Missed,BackFoot,Cut,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1633415,3,10.0,7,1,0,30,1,7,76168,,40923,Study NT Top End T20 Series,1,320,ACT Comets,1493,Nepal A,8725438,2026-08-26T09:42:00Z,2,17,False,21943,Bipin Khatri,21950,,21960,,183.0,75.0,Right,Cover,1,0,1,1,BackOfALength,OutsideOff,None,BackFoot,Cut,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,
1633415,3,10.0,7,1,0,30,1,7,76168,,40923,Study NT Top End T20 Series,1,320,ACT Comets,1493,Nepal A,8725443,2026-08-26T09:42:45Z,3,18,True,21943,Bipin Khatri,21960,,21950,,32.0,73.0,Left,Gully,0,0,0,0,BackOfALength,DownLeg,TopEdge,BackFoot,Pull,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,True,Caught,21960.0,,Caught,Caught,
1633415,3,10.0,7,1,0,30,1,7,76168,,40923,Study NT Top End T20 Series,1,320,ACT Comets,1493,Nepal A,8725454,2026-08-26T09:44:38Z,4,19,False,21943,Bipin Khatri,21956,,21950,,274.0,144.0,Right,Long On,1,0,1,1,BackOfALength,OutsideOff,None,BackFoot,Worked,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,
