over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,fieldingPosition,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId
1635558,2,3.5,2,1,0,7,2,2,76226,,40932,Study NT Top End T20 Series,1,1493,Nepal A,1494,Victoria Academy,8738357,2026-08-29T07:35:39Z,1,7,False,11468,Austin Anlezark,21946,Mayan Yadav,3061,Kushal Bhurtel,0.0,0.0,Right,1,1,1,0,Short,OutsideOff,PlayAndMissLegSide,BackFoot,Pull,SeamIn,Over,Medium,Right,Null,NotReferred,Null,True,False,False,False,False,True,False,False,True,False,False,False,1,0,1,0,0,False,False,Wicketkeeper,,,,,
1635558,2,3.5,2,1,0,7,2,2,76226,,40932,Study NT Top End T20 Series,1,1493,Nepal A,1494,Victoria Academy,8738358,2026-08-29T07:36:15Z,1,8,True,11468,Austin Anlezark,21946,Mayan Yadav,3061,Kushal Bhurtel,87.0,14.0,Right,0,0,0,0,LengthBall,OutsideOff,OutsideEdge,FrontFoot,ForwardDefensive,SeamAway,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,True,Wicketkeeper,Caught,21946.0,Mayan Yadav,Caught,Caught
1635558,2,3.5,2,1,0,7,2,2,76226,,40932,Study NT Top End T20 Series,1,1493,Nepal A,1494,Victoria Academy,8738359,2026-08-29T07:37:56Z,2,9,False,11468,Austin Anlezark,3556,Kushal Malla,3061,Kushal Bhurtel,194.0,43.0,Left,0,0,0,0,HalfVolley,MiddleStump,MisTimed,FrontFoot,Drive,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Square Leg,,,,,
1635558,2,3.5,2,1,0,7,2,2,76226,,40932,Study NT Top End T20 Series,1,1493,Nepal A,1494,Victoria Academy,8738360,2026-08-29T07:38:34Z,3,10,False,11468,Austin Anlezark,3556,Kushal Malla,3061,Kushal Bhurtel,336.0,35.0,Left,0,0,0,0,LengthBall,LegStump,None,FrontFoot,ForwardDefensive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Cover,,,,,
1635558,2,3.5,2,1,0,7,2,2,76226,,40932,Study NT Top End T20 Series,1,1493,Nepal A,1494,Victoria Academy,8738361,2026-08-29T07:39:19Z,4,11,False,11468,Austin Anlezark,3556,Kushal Malla,3061,Kushal Bhurtel,0.0,0.0,Left,1,1,1,0,HalfVolley,Wide,Left,NoMovement,Leave,NoMovement,Over,Medium,Right,Null,NotReferred,Null,True,False,False,False,False,True,False,False,True,False,False,False,1,0,1,0,0,False,False,Wicketkeeper,,,,,
1635558,2,3.5,2,1,0,7,2,2,76226,,40932,Study NT Top End T20 Series,1,1493,Nepal A,1494,Victoria Academy,8738362,2026-08-29T07:39:57Z,4,12,False,11468,Austin Anlezark,3556,Kushal Malla,3061,Kushal Bhurtel,0.0,0.0,Left,0,0,0,0,LengthBall,MiddleStump,None,BackFoot,Worked,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Bowler,,,,,
1635558,2,3.5,2,1,0,7,2,2,76226,,40932,Study NT Top End T20 Series,1,1493,Nepal A,1494,Victoria Academy,8738363,2026-08-29T07:40:34Z,5,13,False,11468,Austin Anlezark,3556,Kushal Malla,3061,Kushal Bhurtel,0.0,0.0,Left,0,0,0,0,LengthBall,MiddleStump,Missed,BackFoot,Cut,SeamAway,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Wicketkeeper,,,,,
1635558,2,3.5,2,1,0,7,2,2,76226,,40932,Study NT Top End T20 Series,1,1493,Nepal A,1494,Victoria Academy,8738364,2026-08-29T07:41:11Z,6,14,False,11468,Austin Anlezark,3556,Kushal Malla,3061,Kushal Bhurtel,18.0,28.0,Left,0,0,0,0,BackOfALength,DownLeg,None,BackFoot,BackwardDefensive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Backward Point,,,,,
1635559,3,3.0,2,0,0,9,2,2,76226,,40932,Study NT Top End T20 Series,1,1493,Nepal A,1494,Victoria Academy,8738365,2026-08-29T07:42:16Z,1,15,False,15458,Harry Hoekstra,3061,Kushal Bhurtel,3556,Kushal Malla,263.0,54.0,Right,1,0,1,1,LengthBall,LegStump,None,FrontFoot,Pushed,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,Mid Off,,,,,
1635559,3,3.0,2,0,0,9,2,2,76226,,40932,Study NT Top End T20 Series,1,1493,Nepal A,1494,Victoria Academy,8738366,2026-08-29T07:43:23Z,2,16,False,15458,Harry Hoekstra,3556,Kushal Malla,3061,Kushal Bhurtel,347.0,70.0,Left,0,0,0,0,LengthBall,OutsideOff,None,FrontFoot,Drive,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Cover,,,,,
