over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,shotAngle,shotMagnitude
1631033,2,4.5,4,1,0,9,1,4,76111,,40910,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1494,Victoria Academy,8711152,2026-08-22T04:36:06Z,1,8,False,,,,21983,Brodie Symons,594,Shehan Jayasuriya,4482,Shayan Jahangir,Left,Mid Wicket,0,0,0,0,,LengthBall,DownLeg,,None,FrontFoot,ForwardDefensive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,224.0,34.0
1631033,2,4.5,4,1,0,9,1,4,76111,,40910,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1494,Victoria Academy,8711154,2026-08-22T04:36:42Z,2,9,False,,,,21983,Brodie Symons,594,Shehan Jayasuriya,4482,Shayan Jahangir,Left,Wicketkeeper,0,0,0,0,,LengthBall,MiddleStump,,Missed,BackFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,0.0,0.0
1631033,2,4.5,4,1,0,9,1,4,76111,,40910,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1494,Victoria Academy,8711156,2026-08-22T04:37:17Z,3,10,False,,,,21983,Brodie Symons,594,Shehan Jayasuriya,4482,Shayan Jahangir,Left,Wicketkeeper,0,0,0,0,,LengthBall,LegStump,,Missed,BackFoot,BackwardDefensive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,0.0,0.0
1631033,2,4.5,4,1,0,9,1,4,76111,,40910,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1494,Victoria Academy,8711157,2026-08-22T04:37:48Z,4,11,False,,,,21983,Brodie Symons,594,Shehan Jayasuriya,4482,Shayan Jahangir,Left,Mid On,0,0,0,0,,LengthBall,LegStump,,None,FrontFoot,Slog,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,245.0,74.0
1631033,2,4.5,4,1,0,9,1,4,76111,,40910,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1494,Victoria Academy,8711158,2026-08-22T04:38:28Z,5,12,False,,,,21983,Brodie Symons,594,Shehan Jayasuriya,4482,Shayan Jahangir,Left,,4,0,4,4,,BackOfALength,DownLeg,,WellTimed,BackFoot,LateCut,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,4,0,0,0,0,True,False,52.0,162.0
1631033,2,4.5,4,1,0,9,1,4,76111,,40910,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1494,Victoria Academy,8711160,2026-08-22T04:39:04Z,6,13,True,Bowled,594.0,Shehan Jayasuriya,21983,Brodie Symons,594,Shehan Jayasuriya,4482,Shayan Jahangir,Left,,0,0,0,0,Bowled,LengthBall,MiddleStump,Bowled,Missed,FrontFoot,Slog,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,2012.0,False,False,True,False,False,False,0,0,0,0,0,False,False,,
1631035,3,6.33,10,0,0,19,1,10,76111,,40910,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1494,Victoria Academy,8711164,2026-08-22T04:41:22Z,1,14,False,,,,8523,Campbell Kellaway,4482,Shayan Jahangir,2463,Saad Ali,Right,,4,0,4,4,,LengthBall,OffStump,,MisTimed,FrontFoot,SlogSweep,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,4,0,0,0,0,True,True,314.0,177.0
1631035,3,6.33,10,0,0,19,1,10,76111,,40910,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1494,Victoria Academy,8711166,2026-08-22T04:42:08Z,2,15,False,,,,8523,Campbell Kellaway,4482,Shayan Jahangir,2463,Saad Ali,Right,,4,0,4,4,,HalfVolley,OutsideOff,,WellTimed,FrontFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,4,0,0,0,0,True,False,218.0,176.0
1631035,3,6.33,10,0,0,19,1,10,76111,,40910,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1494,Victoria Academy,8711169,2026-08-22T04:42:47Z,3,16,False,,,,8523,Campbell Kellaway,4482,Shayan Jahangir,2463,Saad Ali,Right,Bowler,0,0,0,0,,HalfVolley,LegStump,,None,FrontFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,0.0,0.0
1631035,3,6.33,10,0,0,19,1,10,76111,,40910,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1494,Victoria Academy,8711170,2026-08-22T04:43:11Z,4,17,False,,,,8523,Campbell Kellaway,4482,Shayan Jahangir,2463,Saad Ali,Right,Extra Cover,0,0,0,0,,LengthBall,OutsideOff,,None,FrontFoot,Pushed,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,224.0,66.0
1631035,3,6.33,10,0,0,19,1,10,76111,,40910,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1494,Victoria Academy,8711171,2026-08-22T04:43:37Z,5,18,False,,,,8523,Campbell Kellaway,4482,Shayan Jahangir,2463,Saad Ali,Right,Mid Wicket,1,0,1,1,,LengthBall,MiddleStump,,None,FrontFoot,Worked,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,316.0,70.0
1631035,3,6.33,10,0,0,19,1,10,76111,,40910,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1494,Victoria Academy,8711172,2026-08-22T04:44:25Z,6,19,False,,,,8523,Campbell Kellaway,2463,Saad Ali,4482,Shayan Jahangir,Left,,1,0,1,1,,,,,,0,,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,,
1631036,4,7.5,11,0,0,30,1,11,76111,,40910,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1494,Victoria Academy,8711173,2026-08-22T04:45:38Z,1,20,False,,,,7802,Sam Elliott,2463,Saad Ali,4482,Shayan Jahangir,Left,Deep Backward Square Leg,1,0,1,1,,LengthBall,LegStump,,None,FrontFoot,Flick,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,169.0,126.0
1631036,4,7.5,11,0,0,30,1,11,76111,,40910,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1494,Victoria Academy,8711174,2026-08-22T04:46:21Z,2,21,False,,,,7802,Sam Elliott,4482,Shayan Jahangir,2463,Saad Ali,Right,Long On,1,0,1,1,,HalfVolley,OffStump,,MisTimed,FrontFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,299.0,131.0
1631036,4,7.5,11,0,0,30,1,11,76111,,40910,Study NT Top End T20 Series,1,1491,HH Kingsmen Academy,1494,Victoria Academy,8711175,2026-08-22T04:46:53Z,3,22,False,,,,7802,Sam Elliott,2463,Saad Ali,4482,Shayan Jahangir,Left,,4,0,4,4,,HalfVolley,OutsideOff,,WellTimed,FrontFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,4,0,0,0,0,True,False,352.0,171.0
