over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
133982,1,12.0,8.0,0.0,0.0,8.0,0.0,8.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,,1,False,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
133982,1,12.0,8.0,0.0,0.0,8.0,0.0,8.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:11:35Z,2,False,,,,999.0,Chris Green,689.0,Danushka Gunathilaka,558.0,Kusal Mendis,331.0,108.0,Right,Extra Cover,0.0,0,0,0.0,,LengthBall,Null,Played,0,BackwardDefensive,Null,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,203.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
133982,1,12.0,8.0,0.0,0.0,8.0,0.0,8.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:12:27Z,3,False,,,,999.0,Chris Green,689.0,Danushka Gunathilaka,558.0,Kusal Mendis,329.0,181.0,Right,Deep Extra Cover,4.0,0,4,4.0,,LengthBall,Null,HitHard,0,Drive,Null,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,203.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True
133982,1,12.0,8.0,0.0,0.0,8.0,0.0,8.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:13:02Z,4,False,,,,999.0,Chris Green,689.0,Danushka Gunathilaka,558.0,Kusal Mendis,146.0,47.0,Right,Leg Gully,1.0,0,1,1.0,,LengthBall,Null,Played,0,Worked,Null,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,203.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
133982,1,12.0,8.0,0.0,0.0,8.0,0.0,8.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:13:28Z,5,False,,,,999.0,Chris Green,558.0,Kusal Mendis,689.0,Danushka Gunathilaka,221.0,64.0,Left,Short Extra Cover,0.0,0,0,0.0,,LengthBall,Null,Played,0,Dropped,Null,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,203.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
133982,1,12.0,8.0,0.0,0.0,8.0,0.0,8.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:13:59Z,6,False,,,,999.0,Chris Green,558.0,Kusal Mendis,689.0,Danushka Gunathilaka,355.0,81.0,Left,Square Leg,2.0,0,2,2.0,,BackOfALength,Null,Played,0,Pull,Null,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,203.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False
133986,2,6.67,3.0,1.0,0.0,11.0,1.0,3.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:15:16Z,1,False,,,,3712.0,Djali Bloomfield,689.0,Danushka Gunathilaka,558.0,Kusal Mendis,319.0,59.0,Right,Short Extra Cover,0.0,0,0,0.0,,LengthBall,Null,Played,0,Drive,Null,Round,Fast,Left,Null,Null,False,False,False,False,False,False,150.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
133986,2,6.67,3.0,1.0,0.0,11.0,1.0,3.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:16:07Z,2,False,,,,3712.0,Djali Bloomfield,689.0,Danushka Gunathilaka,558.0,Kusal Mendis,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,,LengthBall,Null,MisTimed,0,Drive,Null,Round,Fast,Left,Null,Null,False,False,False,False,False,False,150.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
133986,2,6.67,3.0,1.0,0.0,11.0,1.0,3.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:16:24Z,3,False,,,,3712.0,Djali Bloomfield,689.0,Danushka Gunathilaka,558.0,Kusal Mendis,43.0,137.0,Right,Third Man,2.0,0,2,2.0,,LengthBall,Null,Played,0,Pushed,Null,Round,Fast,Left,Null,Null,False,False,False,False,False,False,150.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False
133986,2,6.67,3.0,1.0,0.0,11.0,1.0,3.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:17:02Z,4,False,,,,3712.0,Djali Bloomfield,689.0,Danushka Gunathilaka,558.0,Kusal Mendis,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,,LengthBall,Null,Missed,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,150.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
133986,2,6.67,3.0,1.0,0.0,11.0,1.0,3.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:17:32Z,5,True,Caught,689.0,Danushka Gunathilaka,3712.0,Djali Bloomfield,689.0,Danushka Gunathilaka,558.0,Kusal Mendis,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,Caught,LengthBall,Null,Edged,0,Cut,Null,Over,Fast,Left,Out1stUmpire,Null,False,False,False,False,False,False,203.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
133986,2,6.67,3.0,1.0,0.0,11.0,1.0,3.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:19:32Z,6,False,,,,3712.0,Djali Bloomfield,3553.0,Bhanuka Rajapaksa,558.0,Kusal Mendis,37.0,104.0,Right,Short Third Man,1.0,0,1,1.0,,BackOfALength,Null,Played,0,Cut,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,150.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
133990,3,5.6,3.0,0.0,0.0,14.0,1.0,3.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:20:55Z,1,False,,,,20.0,Peter Siddle,3553.0,Bhanuka Rajapaksa,558.0,Kusal Mendis,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,,Yorker,Null,Missed,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,203.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
133990,3,5.6,3.0,0.0,0.0,14.0,1.0,3.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:21:30Z,2,False,,,,20.0,Peter Siddle,3553.0,Bhanuka Rajapaksa,558.0,Kusal Mendis,215.0,73.0,Right,Mid Wicket,0.0,0,0,0.0,,LengthBall,Null,Played,0,Worked,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,203.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
133990,3,5.6,3.0,0.0,0.0,14.0,1.0,3.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:21:59Z,3,False,,,,20.0,Peter Siddle,3553.0,Bhanuka Rajapaksa,558.0,Kusal Mendis,347.0,62.0,Right,Point,1.0,0,1,1.0,,LengthBall,Null,Played,0,Dropped,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,203.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
133990,3,5.6,3.0,0.0,0.0,14.0,1.0,3.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:22:42Z,4,False,,,,20.0,Peter Siddle,558.0,Kusal Mendis,3553.0,Bhanuka Rajapaksa,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,,LengthBall,Null,MisTimed,0,Pull,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,203.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
133990,3,5.6,3.0,0.0,0.0,14.0,1.0,3.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:23:22Z,5,False,,,,20.0,Peter Siddle,558.0,Kusal Mendis,3553.0,Bhanuka Rajapaksa,325.0,116.0,Left,Mid Wicket,2.0,0,2,2.0,,HalfVolley,Null,Played,0,Flick,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,203.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False
133990,3,5.6,3.0,0.0,0.0,14.0,1.0,3.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:23:54Z,6,False,,,,20.0,Peter Siddle,558.0,Kusal Mendis,3553.0,Bhanuka Rajapaksa,333.0,116.0,Left,Mid Wicket,0.0,0,0,0.0,,HalfVolley,Null,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,203.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
133992,4,6.29,9.0,0.0,0.0,23.0,1.0,9.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:25:05Z,1,False,,,,999.0,Chris Green,3553.0,Bhanuka Rajapaksa,558.0,Kusal Mendis,244.0,72.0,Right,Mid On,0.0,0,0,0.0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,150.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
133992,4,6.29,9.0,0.0,0.0,23.0,1.0,9.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:25:32Z,2,False,,,,999.0,Chris Green,3553.0,Bhanuka Rajapaksa,558.0,Kusal Mendis,178.0,181.0,Right,Deep Square Leg,6.0,0,6,6.0,,LengthBall,Null,HitHard,0,Pull,Null,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,150.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,False,True
133992,4,6.29,9.0,0.0,0.0,23.0,1.0,9.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:25:55Z,3,False,,,,999.0,Chris Green,3553.0,Bhanuka Rajapaksa,558.0,Kusal Mendis,37.0,83.0,Right,Short Third Man,1.0,0,1,1.0,,LengthBall,Null,Played,0,LateCut,Null,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,150.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
133992,4,6.29,9.0,0.0,0.0,23.0,1.0,9.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:26:35Z,4,False,,,,999.0,Chris Green,558.0,Kusal Mendis,3553.0,Bhanuka Rajapaksa,349.0,112.0,Left,Square Leg,1.0,0,1,1.0,,LengthBall,Null,Played,0,Worked,Null,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,150.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
133992,4,6.29,9.0,0.0,0.0,23.0,1.0,9.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:27:08Z,5,False,,,,999.0,Chris Green,3553.0,Bhanuka Rajapaksa,558.0,Kusal Mendis,333.0,90.0,Right,Extra Cover,0.0,0,0,0.0,,HalfVolley,Null,Played,0,Drive,Null,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,150.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
133992,4,6.29,9.0,0.0,0.0,23.0,1.0,9.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:27:34Z,6,False,,,,999.0,Chris Green,3553.0,Bhanuka Rajapaksa,558.0,Kusal Mendis,32.0,71.0,Right,Short Third Man,1.0,0,1,1.0,,LengthBall,Null,Played,0,LateCut,Null,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,150.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
133995,5,7.33,10.0,0.0,0.0,33.0,1.0,10.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:28:52Z,1,False,,,,3712.0,Djali Bloomfield,3553.0,Bhanuka Rajapaksa,558.0,Kusal Mendis,245.0,86.0,Right,Mid On,0.0,0,0,0.0,,BackOfALength,Null,MisTimed,0,Pull,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,203.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
133995,5,7.33,10.0,0.0,0.0,33.0,1.0,10.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:29:23Z,2,False,,,,3712.0,Djali Bloomfield,3553.0,Bhanuka Rajapaksa,558.0,Kusal Mendis,342.0,89.0,Right,Cover,0.0,0,0,0.0,,LengthBall,Null,Played,0,Cut,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,203.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
133995,5,7.33,10.0,0.0,0.0,33.0,1.0,10.0,3469,,5467,Prime Minister's XI v Sri Lanka 2019,1,9,Sri Lanka Men,78,Prime Minister's XI,2019-10-24T19:30:14Z,3,False,,,,3712.0,Djali Bloomfield,3553.0,Bhanuka Rajapaksa,558.0,Kusal Mendis,164.0,171.0,Right,Deep Backward Square Leg,6.0,0,6,6.0,,BackOfALength,Null,HitHard,0,Pull,Null,Round,Fast,Left,Null,Null,False,False,False,False,False,False,203.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,False,True
