over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,decisionOfficialId
1635465,2,7.0,8,0,0,14,0,8,76221,,40930,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,113,New Zealand A,8737772,2026-08-29T00:35:05Z,1,7,False,,,,2918,Kristian Clarke,21020,Nitesh Samuel,8520,Teague Wyllie,0.0,0.0,Right,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,,Missed,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,
1635465,2,7.0,8,0,0,14,0,8,76221,,40930,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,113,New Zealand A,8737773,2026-08-29T00:35:36Z,2,8,False,,,,2918,Kristian Clarke,21020,Nitesh Samuel,8520,Teague Wyllie,0.0,0.0,Right,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,,Missed,FrontFoot,ForwardDefensive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,
1635465,2,7.0,8,0,0,14,0,8,76221,,40930,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,113,New Zealand A,8737775,2026-08-29T00:36:05Z,3,9,False,,,,2918,Kristian Clarke,21020,Nitesh Samuel,8520,Teague Wyllie,0.0,0.0,Right,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,,Missed,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,
1635465,2,7.0,8,0,0,14,0,8,76221,,40930,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,113,New Zealand A,8737777,2026-08-29T00:36:38Z,4,10,False,,,,2918,Kristian Clarke,21020,Nitesh Samuel,8520,Teague Wyllie,200.0,173.0,Right,,4,0,4,4,,LengthBall,OutsideOff,,WellTimed,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,
1635465,2,7.0,8,0,0,14,0,8,76221,,40930,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,113,New Zealand A,8737780,2026-08-29T00:37:24Z,5,11,False,,,,2918,Kristian Clarke,21020,Nitesh Samuel,8520,Teague Wyllie,0.0,0.0,Right,Wicketkeeper,1,1,1,0,,Yorker,DownLeg,,Left,NoMovement,Leave,NoMovement,Over,Medium,Right,Null,NotReferred,Null,True,False,False,False,False,True,False,False,True,False,False,False,1,0,1,0,0,False,False,
1635465,2,7.0,8,0,0,14,0,8,76221,,40930,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,113,New Zealand A,8737782,2026-08-29T00:37:55Z,5,12,False,,,,2918,Kristian Clarke,21020,Nitesh Samuel,8520,Teague Wyllie,190.0,160.0,Right,Deep Cover,3,0,3,3,,HalfVolley,OutsideOff,,WellTimed,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,3,0,0,0,0,False,False,
1635465,2,7.0,8,0,0,14,0,8,76221,,40930,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,113,New Zealand A,8737783,2026-08-29T00:38:40Z,6,13,False,,,,2918,Kristian Clarke,8520,Teague Wyllie,21020,Nitesh Samuel,,,Right,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,,Missed,FrontFoot,Slog,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,
1635467,3,6.33,5,1,0,19,1,5,76221,,40930,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,113,New Zealand A,8737785,2026-08-29T00:39:34Z,1,14,False,,,,3905,Matt Fisher,21020,Nitesh Samuel,8520,Teague Wyllie,185.0,65.0,Right,Cover,0,0,0,0,,LengthBall,OutsideOff,,None,FrontFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,
1635467,3,6.33,5,1,0,19,1,5,76221,,40930,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,113,New Zealand A,8737788,2026-08-29T00:40:08Z,2,15,True,Bowled,21020.0,Nitesh Samuel,3905,Matt Fisher,21020,Nitesh Samuel,8520,Teague Wyllie,,,Right,,0,0,0,0,Bowled,BackOfALength,OutsideOff,Bowled,InsideEdge,BackFoot,Pull,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,True,2014.0
1635467,3,6.33,5,1,0,19,1,5,76221,,40930,Study NT Top End T20 Series,1,1485,Hobart Hurricanes Academy,113,New Zealand A,8737792,2026-08-29T00:41:48Z,3,16,False,,,,3905,Matt Fisher,3776,Brad Hope,8520,Teague Wyllie,126.0,123.0,Right,Third Man,1,0,1,1,,LengthBall,OutsideOff,,None,BackFoot,Pushed,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,
