over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,ballDateTime,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId
47076,3,15.0,0.0,1.0,28.0,1.0,15.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,4,False,Square Leg,0,1,False,False,2019-03-05T20:12:54Z,166.0,David Willey,1417.0,Chris Gayle,698.0,Shimron Hetmyer,174.0,107.0,Right,1.0,1.0,Yorker,OffStump,None,FrontFoot,Worked,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,93.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47076,3,15.0,0.0,1.0,28.0,1.0,15.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,5,False,Deep Cover,0,1,False,False,2019-03-05T20:13:36Z,166.0,David Willey,698.0,Shimron Hetmyer,1417.0,Chris Gayle,343.0,133.0,Right,1.0,1.0,LengthBall,OutsideOff,None,FrontFoot,Pushed,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,93.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47076,3,15.0,0.0,1.0,28.0,1.0,15.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,6,False,Deep Mid Wicket,0,6,False,False,2019-03-05T20:14:14Z,166.0,David Willey,1417.0,Chris Gayle,698.0,Shimron Hetmyer,188.0,191.0,Right,6.0,6.0,HalfVolley,MiddleStump,WellTimed,FrontFoot,Flick,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,True,False,93.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,,,,,
47078,4,3.0,1.0,0.0,31.0,2.0,3.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,1,False,Deep Mid Wicket,0,1,False,False,2019-03-05T20:15:13Z,52.0,Chris Jordan,698.0,Shimron Hetmyer,1417.0,Chris Gayle,204.0,157.0,Right,1.0,1.0,LengthBall,DownLeg,None,FrontFoot,Slog,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,True,False,84.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47078,4,3.0,1.0,0.0,31.0,2.0,3.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,2,False,Wicketkeeper,0,0,False,False,2019-03-05T20:15:49Z,52.0,Chris Jordan,1417.0,Chris Gayle,698.0,Shimron Hetmyer,90.0,48.0,Right,0.0,0.0,Short,DownLeg,Left,Ducked,NoShot,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,84.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47078,4,3.0,1.0,0.0,31.0,2.0,3.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,3,False,Deep Backward Square Leg,0,1,False,False,2019-03-05T20:16:26Z,52.0,Chris Jordan,1417.0,Chris Gayle,698.0,Shimron Hetmyer,171.0,146.0,Right,1.0,1.0,BackOfALength,DownLeg,None,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,84.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47078,4,3.0,1.0,0.0,31.0,2.0,3.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,4,False,Short Fine Leg,0,0,False,False,2019-03-05T20:16:58Z,52.0,Chris Jordan,698.0,Shimron Hetmyer,1417.0,Chris Gayle,142.0,87.0,Right,0.0,0.0,Yorker,OffStump,InsideEdge,FrontFoot,Drive,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,84.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47078,4,3.0,1.0,0.0,31.0,2.0,3.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,5,False,Mid Off,0,1,False,False,2019-03-05T20:17:32Z,52.0,Chris Jordan,698.0,Shimron Hetmyer,1417.0,Chris Gayle,282.0,105.0,Right,1.0,1.0,BackOfALength,DownLeg,None,BacksAway,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,84.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47078,4,3.0,1.0,0.0,31.0,2.0,3.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,6,True,Short Third Man,0,0,False,False,2019-03-05T20:18:17Z,52.0,Chris Jordan,1417.0,Chris Gayle,698.0,Shimron Hetmyer,37.0,80.0,Right,0.0,0.0,HalfVolley,OutsideOff,ThickEdge,DownTheTrack,Steer,NoMovement,Over,Fast,Left,Out2ndUmpire,Null,False,False,False,False,False,False,84.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,Caught,1417.0,Chris Gayle,Caught,
47079,5,6.0,1.0,0.0,37.0,3.0,6.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,1,False,Deep Backward Point,0,1,False,False,2019-03-05T20:20:33Z,475.0,Tom Curran,698.0,Shimron Hetmyer,622.0,,10.0,143.0,Right,1.0,1.0,FullToss,OutsideOff,None,FrontFoot,Steer,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,93.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47079,5,6.0,1.0,0.0,37.0,3.0,6.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,2,False,Silly Mid On,0,0,False,False,2019-03-05T20:21:23Z,475.0,Tom Curran,622.0,,698.0,Shimron Hetmyer,243.0,38.0,Right,0.0,0.0,BackOfALength,DownLeg,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,93.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47079,5,6.0,1.0,0.0,37.0,3.0,6.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,3,False,Square Leg,0,1,False,False,2019-03-05T20:21:55Z,475.0,Tom Curran,622.0,,698.0,Shimron Hetmyer,189.0,121.0,Right,1.0,1.0,BackOfALength,LegStump,None,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,93.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47079,5,6.0,1.0,0.0,37.0,3.0,6.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,4,False,Fine Leg,0,4,False,True,2019-03-05T20:22:29Z,475.0,Tom Curran,698.0,Shimron Hetmyer,622.0,,95.0,168.0,Right,4.0,4.0,Short,DownLeg,TopEdge,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,93.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,,,,,
47079,5,6.0,1.0,0.0,37.0,3.0,6.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,5,False,Wicketkeeper,0,0,False,False,2019-03-05T20:23:14Z,475.0,Tom Curran,698.0,Shimron Hetmyer,622.0,,90.0,48.0,Right,0.0,0.0,LengthBall,OffStump,Missed,FrontFoot,Slog,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,93.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47079,5,6.0,1.0,0.0,37.0,3.0,6.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,6,True,Mid On,0,0,False,False,2019-03-05T20:23:48Z,475.0,Tom Curran,698.0,Shimron Hetmyer,622.0,,236.0,99.0,Right,0.0,0.0,FullToss,LegStump,MisTimed,BacksAway,Drive,NoMovement,Over,Fast,Left,Out1stUmpire,Null,False,False,False,False,False,False,93.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,Caught,698.0,Shimron Hetmyer,Caught,
47080,6,6.0,0.0,0.0,43.0,3.0,6.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,1,False,Deep Point,0,1,False,False,2019-03-05T20:26:16Z,52.0,Chris Jordan,1846.0,Nicholas Pooran,622.0,,1.0,128.0,Right,1.0,1.0,BackOfALength,MiddleStump,ThickEdge,BackFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,84.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47080,6,6.0,0.0,0.0,43.0,3.0,6.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,2,False,Wicketkeeper,0,0,False,False,2019-03-05T20:26:55Z,52.0,Chris Jordan,622.0,,1846.0,Nicholas Pooran,90.0,48.0,Right,0.0,0.0,BackOfALength,DownLeg,Missed,BackFoot,BackwardDefensive,SeamAway,Over,Fast,Left,Null,Null,False,False,False,False,False,False,84.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47080,6,6.0,0.0,0.0,43.0,3.0,6.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,3,False,Silly Mid Off,0,0,False,False,2019-03-05T20:27:27Z,52.0,Chris Jordan,622.0,,1846.0,Nicholas Pooran,283.0,32.0,Right,0.0,0.0,BackOfALength,DownLeg,None,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,84.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47080,6,6.0,0.0,0.0,43.0,3.0,6.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,4,False,Short Fine Leg,0,1,False,False,2019-03-05T20:27:59Z,52.0,Chris Jordan,622.0,,1846.0,Nicholas Pooran,133.0,85.0,Right,1.0,1.0,LengthBall,DownLeg,None,FrontFoot,Glance,OffCutter,Over,Fast,Left,Null,Null,False,False,False,False,False,False,84.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47080,6,6.0,0.0,0.0,43.0,3.0,6.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,5,False,Backward Point,0,0,False,False,2019-03-05T20:28:37Z,52.0,Chris Jordan,1846.0,Nicholas Pooran,622.0,,16.0,75.0,Right,0.0,0.0,LengthBall,MiddleStump,None,FrontFoot,Steer,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,84.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47080,6,6.0,0.0,0.0,43.0,3.0,6.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,6,False,Deep Mid Wicket,0,4,False,True,2019-03-05T20:29:12Z,52.0,Chris Jordan,1846.0,Nicholas Pooran,622.0,,206.0,200.0,Right,4.0,4.0,Short,DownLeg,WellTimed,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,84.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,,,,,
47081,7,3.0,0.0,0.0,46.0,3.0,3.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,1,False,Short Leg,0,0,False,False,2019-03-05T20:30:39Z,200.0,Adil Rashid,622.0,,1846.0,Nicholas Pooran,178.0,15.0,Right,0.0,0.0,LengthBall,DownLeg,HitPad,FrontFoot,Worked,Slider,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,93.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47081,7,3.0,0.0,0.0,46.0,3.0,3.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,2,False,Bowler,0,0,False,False,2019-03-05T20:30:58Z,200.0,Adil Rashid,622.0,,1846.0,Nicholas Pooran,270.0,40.0,Right,0.0,0.0,BackOfALength,LegStump,None,BackFoot,Pull,Googly,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,93.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47081,7,3.0,0.0,0.0,46.0,3.0,3.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,3,False,Wicketkeeper,0,0,False,False,2019-03-05T20:31:15Z,200.0,Adil Rashid,622.0,,1846.0,Nicholas Pooran,90.0,48.0,Right,0.0,0.0,LengthBall,MiddleStump,Missed,FrontFoot,ForwardDefensive,Googly,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,93.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47081,7,3.0,0.0,0.0,46.0,3.0,3.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,4,False,Mid Wicket,0,1,False,False,2019-03-05T20:31:37Z,200.0,Adil Rashid,622.0,,1846.0,Nicholas Pooran,203.0,99.0,Right,1.0,1.0,LengthBall,LegStump,None,FrontFoot,Worked,Slider,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,93.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47081,7,3.0,0.0,0.0,46.0,3.0,3.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,5,False,Square Leg,0,1,False,False,2019-03-05T20:32:14Z,200.0,Adil Rashid,1846.0,Nicholas Pooran,622.0,,176.0,110.0,Right,1.0,1.0,LengthBall,DownLeg,None,BackFoot,Worked,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,93.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47081,7,3.0,0.0,0.0,46.0,3.0,3.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,6,False,Long On,0,1,False,False,2019-03-05T20:32:36Z,200.0,Adil Rashid,622.0,,1846.0,Nicholas Pooran,240.0,134.0,Right,1.0,1.0,BackOfALength,LegStump,None,BackFoot,Drive,Googly,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,93.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47082,8,5.0,0.0,1.0,51.0,3.0,5.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,1,False,Wicketkeeper,1,1,False,False,2019-03-05T20:33:39Z,1453.0,Liam Plunkett,622.0,,1846.0,Nicholas Pooran,90.0,48.0,Right,1.0,0.0,Short,DownLeg,PlayAndMissLegSide,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,True,False,False,False,False,False,84.0,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,,,,,
47082,8,5.0,0.0,1.0,51.0,3.0,5.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,1,False,Gully,0,1,False,False,2019-03-05T20:34:08Z,1453.0,Liam Plunkett,622.0,,1846.0,Nicholas Pooran,12.0,53.0,Right,1.0,1.0,BackOfALength,LegStump,None,BackFoot,Dropped,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,84.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47082,8,5.0,0.0,1.0,51.0,3.0,5.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,2,False,Short Mid Wicket,0,0,False,False,2019-03-05T20:34:44Z,1453.0,Liam Plunkett,1846.0,Nicholas Pooran,622.0,,212.0,46.0,Right,0.0,0.0,LengthBall,DownLeg,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,84.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47082,8,5.0,0.0,1.0,51.0,3.0,5.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,3,False,Backward Point,0,0,False,False,2019-03-05T20:35:20Z,1453.0,Liam Plunkett,1846.0,Nicholas Pooran,622.0,,20.0,71.0,Right,0.0,0.0,LengthBall,MiddleStump,None,FrontFoot,Steer,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,84.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47082,8,5.0,0.0,1.0,51.0,3.0,5.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,4,False,Backward Square Leg,0,1,False,False,2019-03-05T20:35:51Z,1453.0,Liam Plunkett,1846.0,Nicholas Pooran,622.0,,159.0,113.0,Right,1.0,1.0,LengthBall,DownLeg,None,FrontFoot,Worked,OffCutter,Over,Fast,Left,Null,Null,False,False,False,False,False,False,84.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47082,8,5.0,0.0,1.0,51.0,3.0,5.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,5,False,Short Mid Wicket,0,1,False,False,2019-03-05T20:36:30Z,1453.0,Liam Plunkett,622.0,,1846.0,Nicholas Pooran,209.0,51.0,Right,1.0,1.0,LengthBall,DownLeg,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,84.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47082,8,5.0,0.0,1.0,51.0,3.0,5.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,6,False,Third Man,0,1,False,False,2019-03-05T20:37:08Z,1453.0,Liam Plunkett,1846.0,Nicholas Pooran,622.0,,48.0,142.0,Right,1.0,1.0,LengthBall,OffStump,None,FrontFoot,Steer,OffCutter,Over,Fast,Left,Null,Null,False,False,False,False,False,False,84.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47083,9,2.0,0.0,0.0,53.0,3.0,2.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,1,False,Bowler,0,0,False,False,2019-03-05T20:38:10Z,200.0,Adil Rashid,1846.0,Nicholas Pooran,622.0,,270.0,40.0,Right,0.0,0.0,LengthBall,DownLeg,None,BackFoot,BackwardDefensive,Slider,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,93.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47083,9,2.0,0.0,0.0,53.0,3.0,2.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,2,False,Wicketkeeper,0,0,False,False,2019-03-05T20:38:28Z,200.0,Adil Rashid,1846.0,Nicholas Pooran,622.0,,90.0,48.0,Right,0.0,0.0,LengthBall,MiddleStump,Missed,FrontFoot,Pushed,Googly,Over,LegSpin,Left,NotOut2ndUmpire,Null,False,False,False,False,False,True,84.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,Stumped
47083,9,2.0,0.0,0.0,53.0,3.0,2.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,3,False,Deep Point,0,1,False,False,2019-03-05T20:38:58Z,200.0,Adil Rashid,1846.0,Nicholas Pooran,622.0,,358.0,127.0,Right,1.0,1.0,BackOfALength,OutsideOff,None,BackFoot,Cut,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,93.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47083,9,2.0,0.0,0.0,53.0,3.0,2.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,4,False,Backward Point,0,0,False,False,2019-03-05T20:39:25Z,200.0,Adil Rashid,622.0,,1846.0,Nicholas Pooran,11.0,86.0,Right,0.0,0.0,LengthBall,DownLeg,None,BackFoot,Cut,Googly,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,93.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47083,9,2.0,0.0,0.0,53.0,3.0,2.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47083,9,2.0,0.0,0.0,53.0,3.0,2.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,5,False,Deep Square Leg,0,1,False,False,2019-03-05T20:40:02Z,200.0,Adil Rashid,622.0,,1846.0,Nicholas Pooran,178.0,141.0,Right,1.0,1.0,LengthBall,OutsideOff,None,FrontFoot,Sweep,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,93.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47083,9,2.0,0.0,0.0,53.0,3.0,2.0,1041,,597,Windies v England T20 - Men's,1,24,West Indies Men,1,England Men,6,False,Wicketkeeper,0,0,False,False,2019-03-05T20:40:23Z,200.0,Adil Rashid,1846.0,Nicholas Pooran,622.0,,90.0,48.0,Right,0.0,0.0,LengthBall,DownLeg,Missed,FrontFoot,Pushed,Googly,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,93.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
