over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
156941,1,16.0,8.0,0.0,1.0,9.0,0.0,9.0,3596,,5717,New Zealand v England T20Is - Men's,1,25,New Zealand Men,1,England Men,2019-11-05T01:00:24Z,1,False,,,,223.0,Sam Curran,781.0,Colin Munro,940.0,Martin Guptill,180.0,136.0,Right,Deep Square Leg,1.0,0,1,1.0,,BackOfALength,OutsideOff,InsideEdge,DownTheTrack,Slog,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,144.0,False,True,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
156941,1,16.0,8.0,0.0,1.0,9.0,0.0,9.0,3596,,5717,New Zealand v England T20Is - Men's,1,25,New Zealand Men,1,England Men,2019-11-05T01:01:04Z,2,False,,,,223.0,Sam Curran,940.0,Martin Guptill,781.0,Colin Munro,299.0,109.0,Left,Mid On,1.0,0,1,1.0,,BackOfALength,LegStump,None,BackFoot,Worked,InSwinger,Over,Fast,Right,Null,Null,False,False,False,False,False,False,144.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
156941,1,16.0,8.0,0.0,1.0,9.0,0.0,9.0,3596,,5717,New Zealand v England T20Is - Men's,1,25,New Zealand Men,1,England Men,2019-11-05T01:01:41Z,3,False,,,,223.0,Sam Curran,781.0,Colin Munro,940.0,Martin Guptill,139.0,77.0,Right,Short Fine Leg,1.0,0,1,1.0,,LengthBall,MiddleStump,None,FrontFoot,Flick,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,144.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
156941,1,16.0,8.0,0.0,1.0,9.0,0.0,9.0,3596,,5717,New Zealand v England T20Is - Men's,1,25,New Zealand Men,1,England Men,2019-11-05T01:02:14Z,4,False,,,,223.0,Sam Curran,940.0,Martin Guptill,781.0,Colin Munro,338.0,190.0,Left,Deep Mid Wicket,4.0,0,4,4.0,,LengthBall,LegStump,WellTimed,FrontFoot,Flick,InSwinger,Over,Fast,Right,Null,Null,False,False,False,False,True,False,144.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True
156941,1,16.0,8.0,0.0,1.0,9.0,0.0,9.0,3596,,5717,New Zealand v England T20Is - Men's,1,25,New Zealand Men,1,England Men,2019-11-05T01:02:55Z,5,False,,,,223.0,Sam Curran,940.0,Martin Guptill,781.0,Colin Munro,0.0,71.0,Left,Square Leg,1.0,0,1,1.0,,BackOfALength,DownLeg,BatPad,BackFoot,Worked,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,144.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
156941,1,16.0,8.0,0.0,1.0,9.0,0.0,9.0,3596,,5717,New Zealand v England T20Is - Men's,1,25,New Zealand Men,1,England Men,2019-11-05T01:03:31Z,6,False,,,,223.0,Sam Curran,781.0,Colin Munro,940.0,Martin Guptill,356.0,73.0,Right,Point,0.0,1,1,0.0,,BackOfALength,OutsideOff,HitPad,BackFoot,Worked,NoMovement,Over,Fast,Right,Null,Null,False,False,False,True,False,False,144.0,False,False,True,False,False,False,0.0,0.0,0.0,1.0,0.0,False,False
156943,2,12.0,10.0,0.0,0.0,19.0,0.0,10.0,3596,,5717,New Zealand v England T20Is - Men's,1,25,New Zealand Men,1,England Men,2019-11-05T01:04:50Z,1,False,,,,475.0,Tom Curran,781.0,Colin Munro,940.0,Martin Guptill,241.0,88.0,Right,Mid On,1.0,0,1,1.0,,LengthBall,DownLeg,None,FrontFoot,Worked,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,205.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
156943,2,12.0,10.0,0.0,0.0,19.0,0.0,10.0,3596,,5717,New Zealand v England T20Is - Men's,1,25,New Zealand Men,1,England Men,2019-11-05T01:05:38Z,2,False,,,,475.0,Tom Curran,940.0,Martin Guptill,781.0,Colin Munro,247.0,48.0,Left,Silly Mid Off,0.0,0,0,0.0,,BackOfALength,OutsideOff,None,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,205.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
156943,2,12.0,10.0,0.0,0.0,19.0,0.0,10.0,3596,,5717,New Zealand v England T20Is - Men's,1,25,New Zealand Men,1,England Men,2019-11-05T01:06:08Z,3,False,,,,475.0,Tom Curran,940.0,Martin Guptill,781.0,Colin Munro,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,,LengthBall,OutsideOff,Missed,DownTheTrack,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,205.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
156943,2,12.0,10.0,0.0,0.0,19.0,0.0,10.0,3596,,5717,New Zealand v England T20Is - Men's,1,25,New Zealand Men,1,England Men,2019-11-05T01:06:48Z,4,False,,,,475.0,Tom Curran,940.0,Martin Guptill,781.0,Colin Munro,28.0,168.0,Left,Fine Leg,4.0,0,4,4.0,,BackOfALength,OutsideOff,WellTimed,BackFoot,Flick,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,205.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True
