over_id,over_overNumber,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,ballDateTime,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
43492,2,4.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,4,False,Cover,0,0,False,False,2019-02-03T12:39:35Z,1181.0,Imad Wasim,2240.0,Janneman Malan,669.0,Reeza Hendricks,200.0,79.0,Left,0.0,0.0,BackOfALength,OutsideOff,NotOut,None,BackFoot,Pushed,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,True,103.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
43492,2,4.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,5,False,Mid Wicket,0,1,False,False,2019-02-03T12:40:08Z,1181.0,Imad Wasim,2240.0,Janneman Malan,669.0,Reeza Hendricks,349.0,69.0,Left,1.0,1.0,LengthBall,OutsideOff,NotOut,MisTimed,FrontFoot,Worked,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,True,103.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,
43492,2,4.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,6,False,Deep Cover,0,2,False,False,2019-02-03T12:40:36Z,1181.0,Imad Wasim,669.0,Reeza Hendricks,2240.0,Janneman Malan,195.0,137.0,Left,2.0,2.0,BackOfALength,OffStump,NotOut,MisTimed,BacksAway,Drive,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,True,103.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,,,,
43494,3,11.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,1,False,Fine Leg,0,4,False,True,2019-02-03T12:41:37Z,637.0,Shaheen Afridi,2240.0,Janneman Malan,669.0,Reeza Hendricks,70.0,170.0,Left,4.0,4.0,BackOfALength,DownLeg,NotOut,None,BackFoot,Pull,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,True,104.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,,,,
43494,3,11.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,2,False,Third Man,0,1,False,False,2019-02-03T12:42:11Z,637.0,Shaheen Afridi,2240.0,Janneman Malan,669.0,Reeza Hendricks,140.0,122.0,Left,1.0,1.0,BackOfALength,DownLeg,NotOut,None,BackFoot,Steer,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,True,104.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,
43494,3,11.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,3,False,Wicketkeeper,0,0,False,False,2019-02-03T12:42:50Z,637.0,Shaheen Afridi,669.0,Reeza Hendricks,2240.0,Janneman Malan,90.0,48.0,Left,0.0,0.0,LengthBall,OutsideOff,NotOut,Missed,FrontFoot,Drive,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,True,104.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
43494,3,11.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,4,False,Third Man,0,1,False,False,2019-02-03T12:43:28Z,637.0,Shaheen Afridi,669.0,Reeza Hendricks,2240.0,Janneman Malan,146.0,120.0,Left,1.0,1.0,LengthBall,LegStump,NotOut,None,FrontFoot,Pushed,OffCutter,Over,Fast,Right,Null,Null,False,False,False,False,False,True,104.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,
43494,3,11.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,5,False,Third Man,0,1,False,False,2019-02-03T12:43:57Z,637.0,Shaheen Afridi,2240.0,Janneman Malan,669.0,Reeza Hendricks,140.0,132.0,Left,1.0,1.0,LengthBall,DownLeg,NotOut,None,FrontFoot,Steer,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,True,104.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,
43494,3,11.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,6,False,Deep Extra Cover,0,4,False,True,2019-02-03T12:44:38Z,637.0,Shaheen Afridi,669.0,Reeza Hendricks,2240.0,Janneman Malan,219.0,191.0,Left,4.0,4.0,HalfVolley,OutsideOff,NotOut,WellTimed,FrontFoot,Drive,OffCutter,Over,Fast,Right,Null,Null,False,False,False,False,True,True,104.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,,,,
43496,4,13.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,1,False,Deep Mid Wicket,0,6,False,True,2019-02-03T12:46:05Z,576.0,Usman Shinwari,2240.0,Janneman Malan,669.0,Reeza Hendricks,348.0,188.0,Left,6.0,6.0,BackOfALength,DownLeg,NotOut,Middled,BackFoot,Pull,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,True,True,103.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,,,,
43496,4,13.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,2,False,Fine Leg,0,6,False,True,2019-02-03T12:47:03Z,576.0,Usman Shinwari,2240.0,Janneman Malan,669.0,Reeza Hendricks,29.0,172.0,Left,6.0,6.0,BackOfALength,OutsideOff,NotOut,WellTimed,BackFoot,Pull,NoMovement,Round,Fast,Right,Null,Null,False,False,False,False,True,True,103.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,,,,
43496,4,13.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,3,False,Point,0,0,False,False,2019-02-03T12:47:52Z,576.0,Usman Shinwari,2240.0,Janneman Malan,669.0,Reeza Hendricks,185.0,67.0,Left,0.0,0.0,BackOfALength,OutsideOff,NotOut,None,BackFoot,Pushed,NoMovement,Round,Fast,Right,Null,Null,False,False,False,False,False,True,103.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
43496,4,13.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,4,False,Point,0,0,False,False,2019-02-03T12:48:37Z,576.0,Usman Shinwari,2240.0,Janneman Malan,669.0,Reeza Hendricks,184.0,73.0,Left,0.0,0.0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Drive,NoMovement,Round,Fast,Right,Null,Null,False,False,False,False,False,True,103.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
43496,4,13.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,5,False,Leg Gully,0,1,False,False,2019-02-03T12:49:27Z,576.0,Usman Shinwari,2240.0,Janneman Malan,669.0,Reeza Hendricks,24.0,63.0,Left,1.0,1.0,BackOfALength,OutsideOff,NotOut,None,MovesInfront,Worked,SlowerBall,Round,Fast,Right,Null,Null,False,False,False,False,False,True,103.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,
43496,4,13.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,6,False,Square Leg,0,0,False,False,2019-02-03T12:50:13Z,576.0,Usman Shinwari,669.0,Reeza Hendricks,2240.0,Janneman Malan,2.0,60.0,Left,0.0,0.0,LengthBall,OutsideOff,NotOut,HitPad,MovesInfront,Worked,NoMovement,Round,Fast,Right,Null,Null,False,False,False,False,False,True,103.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
43498,5,11.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,1,False,Deep Square Leg,0,4,False,True,2019-02-03T12:51:20Z,575.0,Hasan Ali,2240.0,Janneman Malan,669.0,Reeza Hendricks,3.0,171.0,Left,4.0,4.0,Short,OutsideOff,NotOut,Middled,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,True,104.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,,,,
43498,5,11.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,2,False,Leg Gully,0,1,False,False,2019-02-03T12:51:57Z,575.0,Hasan Ali,2240.0,Janneman Malan,669.0,Reeza Hendricks,15.0,47.0,Left,1.0,1.0,BackOfALength,OutsideOff,NotOut,InsideEdge,BackFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,104.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,
43498,5,11.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,3,False,Deep Mid Wicket,0,4,False,True,2019-02-03T12:52:36Z,575.0,Hasan Ali,669.0,Reeza Hendricks,2240.0,Janneman Malan,347.0,185.0,Left,4.0,4.0,Short,OutsideOff,NotOut,None,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,104.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,,,,
43498,5,11.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,4,False,Third Slip,0,1,False,False,2019-02-03T12:53:21Z,575.0,Hasan Ali,669.0,Reeza Hendricks,2240.0,Janneman Malan,136.0,36.0,Left,1.0,1.0,BackOfALength,OutsideOff,NotOut,None,BackFoot,Dropped,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,True,104.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,
43498,5,11.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,5,False,Mid On,0,0,False,False,2019-02-03T12:54:04Z,575.0,Hasan Ali,2240.0,Janneman Malan,669.0,Reeza Hendricks,300.0,87.0,Left,0.0,0.0,BackOfALength,OutsideOff,NotOut,None,BackFoot,Pushed,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,True,104.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
43498,5,11.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,6,False,Deep Backward Point,0,1,False,False,2019-02-03T12:54:42Z,575.0,Hasan Ali,2240.0,Janneman Malan,669.0,Reeza Hendricks,164.0,145.0,Left,1.0,1.0,BackOfALength,OutsideOff,NotOut,None,BackFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,104.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,
43504,6,,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,1,False,Point,0,0,False,False,2019-02-03T12:56:00Z,1181.0,Imad Wasim,2240.0,Janneman Malan,669.0,Reeza Hendricks,180.0,78.0,Left,0.0,0.0,LengthBall,MiddleStump,NotOut,None,BackFoot,Pushed,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,True,103.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
43504,6,,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,2,False,Silly Point,0,0,False,False,2019-02-03T12:56:23Z,1181.0,Imad Wasim,2240.0,Janneman Malan,669.0,Reeza Hendricks,218.0,9.0,Left,0.0,0.0,LengthBall,DownLeg,NotOut,HitPad,FrontFoot,Worked,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,True,103.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
43504,6,,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,3,False,Silly Mid On,0,0,False,False,2019-02-03T12:56:45Z,1181.0,Imad Wasim,2240.0,Janneman Malan,669.0,Reeza Hendricks,268.0,36.0,Left,0.0,0.0,LengthBall,OffStump,NotOut,None,DownTheTrack,Pushed,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,True,103.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
43504,6,,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,4,False,Wicketkeeper,0,0,False,False,2019-02-03T12:57:10Z,1181.0,Imad Wasim,2240.0,Janneman Malan,669.0,Reeza Hendricks,90.0,48.0,Left,0.0,0.0,LengthBall,OutsideOff,NotOut,Missed,FrontFoot,Pushed,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,True,103.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
43504,6,,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,5,False,Silly Mid On,0,0,False,False,2019-02-03T12:57:33Z,1181.0,Imad Wasim,2240.0,Janneman Malan,669.0,Reeza Hendricks,271.0,37.0,Left,0.0,0.0,LengthBall,OutsideOff,NotOut,None,DownTheTrack,Drive,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,True,103.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
43504,6,,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,6,False,Silly Mid Off,0,0,False,False,2019-02-03T12:57:56Z,1181.0,Imad Wasim,2240.0,Janneman Malan,669.0,Reeza Hendricks,267.0,40.0,Left,0.0,0.0,LengthBall,OutsideOff,NotOut,None,DownTheTrack,Drive,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,True,103.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
43506,7,11.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,1,False,Point,0,1,False,False,2019-02-03T12:59:08Z,572.0,Shadab Khan,669.0,Reeza Hendricks,2240.0,Janneman Malan,186.0,69.0,Left,1.0,1.0,BackOfALength,OutsideOff,NotOut,None,BackFoot,Pushed,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,True,104.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,
43506,7,11.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,2,False,Deep Extra Cover,0,4,False,True,2019-02-03T12:59:41Z,572.0,Shadab Khan,2240.0,Janneman Malan,669.0,Reeza Hendricks,212.0,190.0,Left,4.0,4.0,LengthBall,OutsideOff,NotOut,WellTimed,DownTheTrack,Drive,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,True,True,104.0,False,False,False,False,False,False,4.0,0.0,0.0,0.0,0.0,,,,
43506,7,11.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,3,False,Mid On,0,1,False,False,2019-02-03T13:00:06Z,572.0,Shadab Khan,2240.0,Janneman Malan,669.0,Reeza Hendricks,279.0,121.0,Left,1.0,1.0,BackOfALength,OutsideOff,NotOut,None,BackFoot,Pushed,Googly,Over,LegSpin,Left,Null,Null,False,False,False,False,False,True,104.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,
43506,7,11.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,4,False,Deep Mid Wicket,0,4,False,True,2019-02-03T13:00:28Z,572.0,Shadab Khan,669.0,Reeza Hendricks,2240.0,Janneman Malan,351.0,176.0,Left,4.0,4.0,LengthBall,OutsideOff,NotOut,Middled,MovesInfront,SlogSweep,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,True,True,104.0,False,False,False,False,False,False,4.0,0.0,0.0,0.0,0.0,,,,
43506,7,11.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,5,False,Silly Point,0,0,False,False,2019-02-03T13:01:41Z,572.0,Shadab Khan,669.0,Reeza Hendricks,2240.0,Janneman Malan,173.0,12.0,Left,0.0,0.0,BackOfALength,OutsideOff,NotOut,HitPad,BackFoot,Pull,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,True,104.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
43506,7,11.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,6,False,Deep Mid Wicket,0,1,False,False,2019-02-03T13:01:59Z,572.0,Shadab Khan,669.0,Reeza Hendricks,2240.0,Janneman Malan,343.0,124.0,Left,1.0,1.0,HalfVolley,LegStump,NotOut,None,FrontFoot,Worked,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,True,104.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,
43508,8,3.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,1,False,Mid On,0,2,False,False,2019-02-03T13:02:57Z,1181.0,Imad Wasim,669.0,Reeza Hendricks,2240.0,Janneman Malan,322.0,133.0,Left,2.0,2.0,LengthBall,OffStump,NotOut,None,FrontFoot,Flick,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,True,103.0,False,False,False,False,False,False,2.0,0.0,0.0,0.0,0.0,,,,
43508,8,3.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,2,False,Mid Wicket,0,1,False,False,2019-02-03T13:03:32Z,1181.0,Imad Wasim,669.0,Reeza Hendricks,2240.0,Janneman Malan,332.0,94.0,Left,1.0,1.0,LengthBall,OutsideOff,NotOut,None,BackFoot,Worked,QuickerBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,True,103.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,
43508,8,3.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,3,False,Silly Mid Off,0,0,False,False,2019-02-03T13:03:53Z,1181.0,Imad Wasim,2240.0,Janneman Malan,669.0,Reeza Hendricks,265.0,30.0,Left,0.0,0.0,LengthBall,OutsideOff,NotOut,None,BackFoot,Pushed,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,True,103.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
43508,8,3.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,4,True,Short Leg,0,0,False,False,2019-02-03T13:04:09Z,1181.0,Imad Wasim,2240.0,Janneman Malan,669.0,Reeza Hendricks,90.0,6.0,Left,0.0,0.0,LengthBall,OutsideOff,NotOut,Missed,DownTheTrack,Flick,StockBall,Round,Orthodox,Right,Out2ndUmpire,Null,False,False,False,False,False,True,104.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,Stumped,2240.0,Janneman Malan,Stumped
43508,8,3.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,5,False,Gully,0,0,False,False,2019-02-03T13:05:58Z,1181.0,Imad Wasim,730.0,Rassie van der Dussen,669.0,Reeza Hendricks,189.0,55.0,Left,0.0,0.0,LengthBall,OutsideOff,NotOut,None,FrontFoot,ForwardDefensive,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,True,103.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
43508,8,3.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,6,False,Short Extra Cover,0,0,False,False,2019-02-03T13:06:17Z,1181.0,Imad Wasim,730.0,Rassie van der Dussen,669.0,Reeza Hendricks,218.0,57.0,Left,0.0,0.0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Pushed,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,True,103.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
43511,9,3.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,1,False,Square Leg,0,1,False,False,2019-02-03T13:07:14Z,572.0,Shadab Khan,669.0,Reeza Hendricks,730.0,Rassie van der Dussen,355.0,92.0,Left,1.0,1.0,LengthBall,DownLeg,NotOut,None,BackFoot,Worked,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,True,104.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,
43511,9,3.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,2,False,Silly Mid Off,0,0,False,False,2019-02-03T13:07:57Z,572.0,Shadab Khan,730.0,Rassie van der Dussen,669.0,Reeza Hendricks,262.0,41.0,Left,0.0,0.0,HalfVolley,OutsideOff,NotOut,None,FrontFoot,Drive,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,True,104.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
43511,9,3.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,3,False,Long Off,0,1,False,False,2019-02-03T13:08:12Z,572.0,Shadab Khan,730.0,Rassie van der Dussen,669.0,Reeza Hendricks,249.0,135.0,Left,1.0,1.0,HalfVolley,MiddleStump,NotOut,None,FrontFoot,Drive,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,True,104.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,
43511,9,3.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,4,False,Point,0,0,False,False,2019-02-03T13:08:39Z,572.0,Shadab Khan,669.0,Reeza Hendricks,730.0,Rassie van der Dussen,181.0,73.0,Left,0.0,0.0,LengthBall,LegStump,NotOut,None,FrontFoot,Steer,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,True,104.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
43511,9,3.0,935,,104,South Africa v Pakistan T20 - Men's,1,0,,0,,5,False,Deep Mid Wicket,0,1,False,False,2019-02-03T13:08:57Z,572.0,Shadab Khan,669.0,Reeza Hendricks,730.0,Rassie van der Dussen,335.0,124.0,Left,1.0,1.0,BackOfALength,OffStump,NotOut,None,BackFoot,Worked,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,True,104.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,
