over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
117018,1,10.0,2.0,0.0,4.0,6.0,0.0,6.0,2863,,5880,Sri Lanka v New Zealand T20Is - Men's,1,9,Sri Lanka Men,25,New Zealand Men,2019-09-06T14:29:26Z,1,False,1175,Tim Southee,689,Danushka Gunathilaka,1840,Avishka Fernando,292,52,Right,Silly Mid Off,1,0,1,1,LengthBall,OffStump,,None,FrontFoot,Dropped,InSwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,133,False,True,True,False,True,False,1,0,0,0,0,False,False,,,,
117018,1,10.0,2.0,0.0,4.0,6.0,0.0,6.0,2863,,5880,Sri Lanka v New Zealand T20Is - Men's,1,9,Sri Lanka Men,25,New Zealand Men,2019-09-06T14:30:46Z,2,False,1175,Tim Southee,557,Kusal Perera,689,Danushka Gunathilaka,270,40,Right,Bowler,0,0,0,0,LengthBall,MiddleStump,,None,FrontFoot,ForwardDefensive,InSwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,133,False,False,True,False,True,False,0,0,0,0,0,False,False,,,,
117018,1,10.0,2.0,0.0,4.0,6.0,0.0,6.0,2863,,5880,Sri Lanka v New Zealand T20Is - Men's,1,9,Sri Lanka Men,25,New Zealand Men,2019-09-06T14:31:09Z,3,False,1175,Tim Southee,557,Kusal Perera,689,Danushka Gunathilaka,107,178,Right,Fine Leg,0,4,4,0,Yorker,LegStump,,HitPad,FrontFoot,Flick,InSwinger,Over,Fast,Left,Null,Null,False,False,False,True,False,False,133,False,False,True,False,True,False,0,0,0,4,0,False,False,,,,
117018,1,10.0,2.0,0.0,4.0,6.0,0.0,6.0,2863,,5880,Sri Lanka v New Zealand T20Is - Men's,1,9,Sri Lanka Men,25,New Zealand Men,2019-09-06T14:31:27Z,4,False,1175,Tim Southee,557,Kusal Perera,689,Danushka Gunathilaka,270,40,Right,Bowler,0,0,0,0,LengthBall,OffStump,,None,FrontFoot,Pushed,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,133,False,False,True,False,True,False,0,0,0,0,0,False,False,,,,
117018,1,10.0,2.0,0.0,4.0,6.0,0.0,6.0,2863,,5880,Sri Lanka v New Zealand T20Is - Men's,1,9,Sri Lanka Men,25,New Zealand Men,2019-09-06T14:32:08Z,5,False,1175,Tim Southee,557,Kusal Perera,689,Danushka Gunathilaka,132,87,Right,Short Fine Leg,0,0,0,0,LengthBall,OutsideOff,,InsideEdge,FrontFoot,Drive,InSwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,133,False,False,True,False,True,False,0,0,0,0,0,False,False,,,,
117018,1,10.0,2.0,0.0,4.0,6.0,0.0,6.0,2863,,5880,Sri Lanka v New Zealand T20Is - Men's,1,9,Sri Lanka Men,25,New Zealand Men,2019-09-06T14:32:44Z,6,False,1175,Tim Southee,557,Kusal Perera,689,Danushka Gunathilaka,204,127,Right,Mid Wicket,1,0,1,1,Yorker,MiddleStump,,None,FrontFoot,Flick,InSwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,133,False,False,True,False,True,False,1,0,0,0,0,False,False,,,,
117021,2,4.67,3.0,0.0,0.0,9.0,0.0,3.0,2863,,5880,Sri Lanka v New Zealand T20Is - Men's,1,9,Sri Lanka Men,25,New Zealand Men,2019-09-06T14:34:03Z,1,False,1845,Seth Rance,557,Kusal Perera,689,Danushka Gunathilaka,90,48,Right,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,,Missed,NoMovement,Pushed,AwaySwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,69,False,False,True,False,True,False,0,0,0,0,0,False,False,,,,
117021,2,4.67,3.0,0.0,0.0,9.0,0.0,3.0,2863,,5880,Sri Lanka v New Zealand T20Is - Men's,1,9,Sri Lanka Men,25,New Zealand Men,2019-09-06T14:34:39Z,2,False,1845,Seth Rance,557,Kusal Perera,689,Danushka Gunathilaka,270,40,Right,Bowler,0,0,0,0,Yorker,OffStump,,Missed,FrontFoot,Pushed,AwaySwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,69,False,False,True,False,True,False,0,0,0,0,0,False,False,,,,
117021,2,4.67,3.0,0.0,0.0,9.0,0.0,3.0,2863,,5880,Sri Lanka v New Zealand T20Is - Men's,1,9,Sri Lanka Men,25,New Zealand Men,2019-09-06T14:35:15Z,3,False,1845,Seth Rance,557,Kusal Perera,689,Danushka Gunathilaka,137,74,Right,Short Fine Leg,1,0,1,1,LengthBall,DownLeg,,BatPad,FrontFoot,Flick,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,69,False,False,True,False,True,False,1,0,0,0,0,False,False,,,,
117021,2,4.67,3.0,0.0,0.0,9.0,0.0,3.0,2863,,5880,Sri Lanka v New Zealand T20Is - Men's,1,9,Sri Lanka Men,25,New Zealand Men,2019-09-06T14:35:52Z,4,False,1845,Seth Rance,689,Danushka Gunathilaka,557,Kusal Perera,343,87,Right,Cover,0,0,0,0,LengthBall,OffStump,,None,FrontFoot,Pushed,AwaySwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,69,False,False,True,False,True,False,0,0,0,0,0,False,False,,,,
