over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId
45809,0,,,,0.0,0.0,,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,,1,False,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,
45809,0,,,,0.0,0.0,,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,,2,False,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,
45809,0,,,,0.0,0.0,,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,,3,False,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,
45809,0,,,,0.0,0.0,,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,,4,False,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,
45809,0,,,,0.0,0.0,,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,,5,False,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,
45809,0,,,,0.0,0.0,,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,,6,False,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,
45811,1,1.0,0.0,0.0,3.0,0.0,1.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:34:47Z,1,False,294.0,Jhye Richardson,203.0,,204.0,,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,OutsideOff,ShouldersArms,FrontFoot,NoShot,AwaySwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
45811,1,1.0,0.0,0.0,3.0,0.0,1.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:35:24Z,2,False,294.0,Jhye Richardson,203.0,,204.0,,168.0,83.0,Left,Backward Point,0.0,0,0,0.0,BackOfALength,OutsideOff,LeadingEdge,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
45811,1,1.0,0.0,0.0,3.0,0.0,1.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:36:02Z,3,False,294.0,Jhye Richardson,203.0,,204.0,,352.0,141.0,Left,Deep Mid Wicket,1.0,0,1,1.0,LengthBall,OffStump,WellTimed,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
45811,1,1.0,0.0,0.0,3.0,0.0,1.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:36:53Z,4,False,294.0,Jhye Richardson,204.0,,203.0,,3.0,85.0,Right,Point,0.0,0,0,0.0,LengthBall,LegStump,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
45811,1,1.0,0.0,0.0,3.0,0.0,1.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:37:31Z,5,False,294.0,Jhye Richardson,204.0,,203.0,,5.0,81.0,Right,Point,0.0,0,0,0.0,BackOfALength,DownLeg,None,DownTheTrack,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
45811,1,1.0,0.0,0.0,3.0,0.0,1.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:38:02Z,6,False,294.0,Jhye Richardson,204.0,,203.0,,275.0,25.0,Right,Short Leg,0.0,0,0,0.0,BackOfALength,DownLeg,MisTimed,FrontFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
45812,2,12.0,0.0,0.0,4.0,0.0,12.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:38:58Z,1,False,965.0,Jason Behrendorff,203.0,,204.0,,176.0,187.0,Left,Deep Point,4.0,0,4,4.0,BackOfALength,OutsideOff,None,BackFoot,Cut,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,True,False,94.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,
45812,2,12.0,0.0,0.0,4.0,0.0,12.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:39:32Z,2,False,965.0,Jason Behrendorff,203.0,,204.0,,8.0,140.0,Left,Deep Square Leg,1.0,0,1,1.0,BackOfALength,DownLeg,None,BackFoot,Worked,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,94.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
45812,2,12.0,0.0,0.0,4.0,0.0,12.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:40:15Z,3,False,965.0,Jason Behrendorff,204.0,,203.0,,178.0,177.0,Right,Deep Square Leg,4.0,0,4,4.0,LengthBall,OutsideOff,None,DownTheTrack,Flick,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,True,False,94.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,
45812,2,12.0,0.0,0.0,4.0,0.0,12.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:40:52Z,4,False,965.0,Jason Behrendorff,204.0,,203.0,,355.0,71.0,Right,Point,1.0,0,1,1.0,BackOfALength,OutsideOff,None,DownTheTrack,Pushed,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,94.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
45812,2,12.0,0.0,0.0,4.0,0.0,12.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:41:29Z,5,False,965.0,Jason Behrendorff,203.0,,204.0,,0.0,140.0,Left,Deep Square Leg,1.0,0,1,1.0,Short,DownLeg,None,BackFoot,Worked,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,94.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
45812,2,12.0,0.0,0.0,4.0,0.0,12.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:42:06Z,6,False,965.0,Jason Behrendorff,204.0,,203.0,,195.0,72.0,Right,Mid Wicket,1.0,0,1,1.0,BackOfALength,OutsideOff,None,BackFoot,Worked,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,94.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
45814,3,7.0,0.0,2.0,16.0,0.0,8.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:43:06Z,1,False,1145.0,Nathan Coulter-Nile,204.0,,203.0,,199.0,68.0,Right,Mid Wicket,0.0,0,0,0.0,LengthBall,DownLeg,None,FrontFoot,Worked,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
45814,3,7.0,0.0,2.0,16.0,0.0,8.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:43:39Z,2,False,1145.0,Nathan Coulter-Nile,204.0,,203.0,,195.0,58.0,Right,Short Mid Wicket,0.0,0,0,0.0,BackOfALength,DownLeg,HitPad,FrontFoot,Slog,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
45814,3,7.0,0.0,2.0,16.0,0.0,8.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:46:04Z,3,False,1145.0,Nathan Coulter-Nile,204.0,,203.0,,90.0,48.0,Right,Wicketkeeper,1.0,1,1,0.0,HalfTracker,DownLeg,Missed,BackFoot,UpperCut,NoMovement,Over,Fast,Left,Null,Null,True,False,False,False,False,False,124.0,False,False,True,False,False,False,0.0,0.0,1.0,0.0,0.0,False,False,,,,,
45814,3,7.0,0.0,2.0,16.0,0.0,8.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:46:30Z,3,False,1145.0,Nathan Coulter-Nile,204.0,,203.0,,90.0,48.0,Right,Wicketkeeper,0.0,1,1,0.0,LengthBall,DownLeg,PlayAndMissLegSide,MovesInfront,Flick,SlowerBall,Over,Fast,Left,Null,Null,True,False,False,False,False,False,124.0,False,False,True,False,False,False,0.0,0.0,1.0,0.0,0.0,False,False,,,,,
45814,3,7.0,0.0,2.0,16.0,0.0,8.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:47:08Z,3,False,1145.0,Nathan Coulter-Nile,204.0,,203.0,,50.0,19.0,Right,Silly Point,1.0,0,1,1.0,LengthBall,DownLeg,None,FrontFoot,Dropped,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
45814,3,7.0,0.0,2.0,16.0,0.0,8.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:47:51Z,4,False,1145.0,Nathan Coulter-Nile,203.0,,204.0,,32.0,175.0,Left,Fine Leg,4.0,0,4,4.0,Short,OutsideOff,WellTimed,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,124.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,False,,,,,
45814,3,7.0,0.0,2.0,16.0,0.0,8.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:48:30Z,5,False,1145.0,Nathan Coulter-Nile,203.0,,204.0,,297.0,86.0,Left,Mid On,0.0,0,0,0.0,Short,OutsideOff,MisTimed,BackFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
45814,3,7.0,0.0,2.0,16.0,0.0,8.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:49:09Z,6,False,1145.0,Nathan Coulter-Nile,203.0,,204.0,,137.0,132.0,Left,Third Man,1.0,0,1,1.0,Short,OutsideOff,None,BackFoot,Steer,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
45816,4,15.0,0.0,0.0,24.0,0.0,15.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:50:13Z,1,False,294.0,Jhye Richardson,203.0,,204.0,,184.0,73.0,Left,Point,0.0,0,0,0.0,BackOfALength,OutsideOff,None,BackFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,94.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
45816,4,15.0,0.0,0.0,24.0,0.0,15.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:50:52Z,2,False,294.0,Jhye Richardson,203.0,,204.0,,164.0,40.0,Left,Gully,1.0,0,1,1.0,BackOfALength,OutsideOff,None,BackFoot,Dropped,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,94.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
45816,4,15.0,0.0,0.0,24.0,0.0,15.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:51:30Z,3,False,294.0,Jhye Richardson,204.0,,203.0,,1.0,76.0,Right,Point,1.0,0,1,1.0,BackOfALength,DownLeg,None,BackFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,94.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
45816,4,15.0,0.0,0.0,24.0,0.0,15.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:52:25Z,4,False,294.0,Jhye Richardson,203.0,,204.0,,1.0,182.0,Left,Deep Square Leg,6.0,0,6,6.0,Short,OutsideOff,Middled,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,94.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,False,True,,,,,
45816,4,15.0,0.0,0.0,24.0,0.0,15.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:53:08Z,5,False,294.0,Jhye Richardson,203.0,,204.0,,204.0,198.0,Left,Deep Cover,6.0,0,6,6.0,LengthBall,OutsideOff,WellTimed,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,94.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,False,True,,,,,
45816,4,15.0,0.0,0.0,24.0,0.0,15.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:53:52Z,6,False,294.0,Jhye Richardson,203.0,,204.0,,130.0,147.0,Left,Third Man,1.0,0,1,1.0,BackOfALength,OutsideOff,None,BackFoot,Steer,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,94.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
45818,5,14.0,0.0,0.0,39.0,0.0,14.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:55:23Z,1,False,1149.0,Pat Cummins,203.0,,204.0,,307.0,26.0,Left,Short Leg,1.0,0,1,1.0,Short,OutsideOff,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
45818,5,14.0,0.0,0.0,39.0,0.0,14.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:56:02Z,2,False,1149.0,Pat Cummins,204.0,,203.0,,135.0,64.0,Right,Short Fine Leg,0.0,0,0,0.0,BackOfALength,LegStump,HitPad,MovesInfront,Flick,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
45818,5,14.0,0.0,0.0,39.0,0.0,14.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:56:39Z,3,False,1149.0,Pat Cummins,204.0,,203.0,,179.0,151.0,Right,Deep Square Leg,1.0,0,1,1.0,BackOfALength,DownLeg,None,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
45818,5,14.0,0.0,0.0,39.0,0.0,14.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:57:19Z,4,False,1149.0,Pat Cummins,203.0,,204.0,,343.0,194.0,Left,Deep Mid Wicket,6.0,0,6,6.0,LengthBall,OffStump,WellTimed,FrontFoot,Flick,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,124.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,False,True,,,,,
45818,5,14.0,0.0,0.0,39.0,0.0,14.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:58:30Z,5,False,1149.0,Pat Cummins,203.0,,204.0,,10.0,180.0,Left,Deep Backward Square Leg,6.0,0,6,6.0,Short,OutsideOff,None,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,124.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,False,True,,,,,
45818,5,14.0,0.0,0.0,39.0,0.0,14.0,1013,,4910,India v Australia T20s - Men's,1,3,India Men,23,Australia Men,2019-02-27T13:59:14Z,6,False,1149.0,Pat Cummins,203.0,,204.0,,180.0,7.0,Left,Silly Point,0.0,0,0,0.0,BackOfALength,OutsideOff,HitBody,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
