over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,catchDifficulty,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
1113708,1,8.0,1.0,0.0,4.0,8.0,0.0,5.0,40200,,22878,The Hundred 2025 - Women,1,902,Welsh Fire Women,895,Birmingham Phoenix Women,2025-08-22T19:30:34Z,1,1,False,661,Megan Schutt,390,Sophia Dunkley,433,Tammy Beaumont,165,80,Backward Point,0,0,0,0,LengthBall,Wide,NotOut,None,BackFoot,Steer,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,1186,False,True,True,False,False,False,0,0,0,0,0,False,False,,,,,
1113708,1,8.0,1.0,0.0,4.0,8.0,0.0,5.0,40200,,22878,The Hundred 2025 - Women,1,902,Welsh Fire Women,895,Birmingham Phoenix Women,2025-08-22T19:31:33Z,2,2,False,661,Megan Schutt,390,Sophia Dunkley,433,Tammy Beaumont,76,178,Fine Leg,0,4,4,0,LengthBall,OutsideOff,NotOut,HitPad,FrontFoot,Glance,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,True,False,False,1186,False,False,True,False,False,False,4,0,0,4,0,False,False,,,,,
1113708,1,8.0,1.0,0.0,4.0,8.0,0.0,5.0,40200,,22878,The Hundred 2025 - Women,1,902,Welsh Fire Women,895,Birmingham Phoenix Women,2025-08-22T19:32:08Z,3,3,False,661,Megan Schutt,390,Sophia Dunkley,433,Tammy Beaumont,299,95,Mid On,0,0,0,0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Worked,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,1186,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1113708,1,8.0,1.0,0.0,4.0,8.0,0.0,5.0,40200,,22878,The Hundred 2025 - Women,1,902,Welsh Fire Women,895,Birmingham Phoenix Women,2025-08-22T19:32:35Z,4,4,False,661,Megan Schutt,390,Sophia Dunkley,433,Tammy Beaumont,300,92,Mid On,0,0,0,0,HalfVolley,OutsideOff,NotOut,None,FrontFoot,Drive,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,1186,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1113708,1,8.0,1.0,0.0,4.0,8.0,0.0,5.0,40200,,22878,The Hundred 2025 - Women,1,902,Welsh Fire Women,895,Birmingham Phoenix Women,2025-08-22T19:33:04Z,5,5,False,661,Megan Schutt,390,Sophia Dunkley,433,Tammy Beaumont,341,108,Mid Wicket,1,0,1,1,BackOfALength,Wide,NotOut,MisTimed,BackFoot,Pull,LegCutter,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,1186,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
1113711,2,5.0,5.0,0.0,3.0,10.0,0.0,5.0,40200,,22878,The Hundred 2025 - Women,1,902,Welsh Fire Women,895,Birmingham Phoenix Women,2025-08-22T19:33:55Z,1,5,False,661,Megan Schutt,433,Tammy Beaumont,390,Sophia Dunkley,79,139,Fine Leg,3,3,3,0,LengthBall,OffStump,NotOut,PlayAndMissLegSide,FrontFoot,Glance,InSwinger,Over,Fast,Right,Null,NotReferred,Null,True,False,False,False,False,False,1186,False,False,True,False,False,False,3,0,3,0,0,False,False,,,,,
1113711,2,5.0,5.0,0.0,3.0,10.0,0.0,5.0,40200,,22878,The Hundred 2025 - Women,1,902,Welsh Fire Women,895,Birmingham Phoenix Women,2025-08-22T19:34:45Z,1,6,False,661,Megan Schutt,433,Tammy Beaumont,390,Sophia Dunkley,322,53,Short Mid Wicket,0,0,0,0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Worked,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,1186,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1113711,2,5.0,5.0,0.0,3.0,10.0,0.0,5.0,40200,,22878,The Hundred 2025 - Women,1,902,Welsh Fire Women,895,Birmingham Phoenix Women,2025-08-22T19:35:12Z,2,7,False,661,Megan Schutt,433,Tammy Beaumont,390,Sophia Dunkley,16,143,Deep Backward Square Leg,1,0,1,1,BackOfALength,OutsideOff,NotOut,None,BackFoot,Pull,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,1186,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
1113711,2,5.0,5.0,0.0,3.0,10.0,0.0,5.0,40200,,22878,The Hundred 2025 - Women,1,902,Welsh Fire Women,895,Birmingham Phoenix Women,2025-08-22T19:35:48Z,3,8,False,661,Megan Schutt,390,Sophia Dunkley,433,Tammy Beaumont,90,48,Wicketkeeper,0,0,0,0,LengthBall,Wide,NotOut,Missed,BackFoot,Cut,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,1186,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1113711,2,5.0,5.0,0.0,3.0,10.0,0.0,5.0,40200,,22878,The Hundred 2025 - Women,1,902,Welsh Fire Women,895,Birmingham Phoenix Women,2025-08-22T19:36:13Z,4,9,False,661,Megan Schutt,390,Sophia Dunkley,433,Tammy Beaumont,17,134,Deep Backward Square Leg,1,0,1,1,LengthBall,OutsideOff,NotOut,None,BackFoot,Worked,LegCutter,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,1186,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
