over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
424414,1,6.0,6.0,0.0,0.0,6.0,0.0,6.0,12642,,11219,The Women's Hundred 2021,1,902,Welsh Fire Women,901,Trent Rockets Women,2021-08-06T20:00:23Z,1,1,False,,,,1750,Katherine Sciver-Brunt,386,Bryony Smith,1146,Hayley Matthews,320,211,Deep Mid Wicket,4,0,4,4,,LengthBall,MiddleStump,NotOut,WellTimed,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,6,False,True,True,False,False,False,4,0,0,0,0,False,True
424414,1,6.0,6.0,0.0,0.0,6.0,0.0,6.0,12642,,11219,The Women's Hundred 2021,1,902,Welsh Fire Women,901,Trent Rockets Women,2021-08-06T20:01:04Z,2,2,False,,,,1750,Katherine Sciver-Brunt,386,Bryony Smith,1146,Hayley Matthews,191,82,Cover,0,0,0,0,,BackOfALength,OutsideOff,NotOut,None,BackFoot,Cut,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,6,False,False,True,False,False,False,0,0,0,0,0,False,False
424414,1,6.0,6.0,0.0,0.0,6.0,0.0,6.0,12642,,11219,The Women's Hundred 2021,1,902,Welsh Fire Women,901,Trent Rockets Women,2021-08-06T20:01:39Z,3,3,False,,,,1750,Katherine Sciver-Brunt,386,Bryony Smith,1146,Hayley Matthews,124,78,Short Third Man,0,0,0,0,,LengthBall,OffStump,NotOut,HitPad,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,6,False,False,True,False,False,False,0,0,0,0,0,False,False
424414,1,6.0,6.0,0.0,0.0,6.0,0.0,6.0,12642,,11219,The Women's Hundred 2021,1,902,Welsh Fire Women,901,Trent Rockets Women,2021-08-06T20:02:11Z,4,4,False,,,,1750,Katherine Sciver-Brunt,386,Bryony Smith,1146,Hayley Matthews,3,151,Deep Square Leg,1,0,1,1,,BackOfALength,OffStump,NotOut,None,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,6,False,False,True,False,False,False,1,0,0,0,0,False,False
424414,1,6.0,6.0,0.0,0.0,6.0,0.0,6.0,12642,,11219,The Women's Hundred 2021,1,902,Welsh Fire Women,901,Trent Rockets Women,2021-08-06T20:02:41Z,5,5,False,,,,1750,Katherine Sciver-Brunt,1146,Hayley Matthews,386,Bryony Smith,309,46,Short Mid Wicket,1,0,1,1,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Worked,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,6,False,False,True,False,False,False,1,0,0,0,0,False,False
424419,2,5.0,4.0,0.0,0.0,10.0,0.0,4.0,12642,,11219,The Women's Hundred 2021,1,902,Welsh Fire Women,901,Trent Rockets Women,2021-08-06T20:03:52Z,1,6,False,,,,986,Sammy-Jo Johnson,386,Bryony Smith,1146,Hayley Matthews,327,151,Deep Mid Wicket,1,0,1,1,,BackOfALength,OutsideOff,NotOut,None,BackFoot,Pull,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,6,False,False,True,False,False,False,1,0,0,0,0,False,False
424419,2,5.0,4.0,0.0,0.0,10.0,0.0,4.0,12642,,11219,The Women's Hundred 2021,1,902,Welsh Fire Women,901,Trent Rockets Women,2021-08-06T20:04:27Z,2,7,False,,,,986,Sammy-Jo Johnson,1146,Hayley Matthews,386,Bryony Smith,297,29,Short Leg,0,0,0,0,,LengthBall,LegStump,NotOut,HitPad,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,6,False,False,True,False,False,False,0,0,0,0,0,False,False
424419,2,5.0,4.0,0.0,0.0,10.0,0.0,4.0,12642,,11219,The Women's Hundred 2021,1,902,Welsh Fire Women,901,Trent Rockets Women,2021-08-06T20:04:53Z,3,8,False,,,,986,Sammy-Jo Johnson,1146,Hayley Matthews,386,Bryony Smith,228,55,Short Extra Cover,1,0,1,1,,HalfVolley,OutsideOff,NotOut,None,FrontFoot,Drive,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,6,False,False,True,False,False,False,1,0,0,0,0,False,False
424419,2,5.0,4.0,0.0,0.0,10.0,0.0,4.0,12642,,11219,The Women's Hundred 2021,1,902,Welsh Fire Women,901,Trent Rockets Women,2021-08-06T20:05:25Z,4,9,False,,,,986,Sammy-Jo Johnson,386,Bryony Smith,1146,Hayley Matthews,348,154,Deep Mid Wicket,1,0,1,1,,FullToss,MiddleStump,NotOut,WellTimed,FrontFoot,Slog,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,True,False,6,False,False,True,False,False,False,1,0,0,0,0,False,False
424419,2,5.0,4.0,0.0,0.0,10.0,0.0,4.0,12642,,11219,The Women's Hundred 2021,1,902,Welsh Fire Women,901,Trent Rockets Women,2021-08-06T20:05:55Z,5,10,False,,,,986,Sammy-Jo Johnson,1146,Hayley Matthews,386,Bryony Smith,311,104,Mid On,1,0,1,1,,BackOfALength,OutsideOff,NotOut,None,BackFoot,Drive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,6,False,False,True,False,False,False,1,0,0,0,0,False,False
424424,3,5.33,5.0,0.0,1.0,16.0,0.0,6.0,12642,,11219,The Women's Hundred 2021,1,902,Welsh Fire Women,901,Trent Rockets Women,2021-08-06T20:07:04Z,1,11,False,,,,3364,Kathryn Bryce,1146,Hayley Matthews,386,Bryony Smith,42,74,Short Fine Leg,0,1,1,0,,LengthBall,LegStump,NotOut,HitPad,FrontFoot,Glance,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,True,False,False,870,False,False,True,False,False,False,0,0,0,1,0,False,False
424424,3,5.33,5.0,0.0,1.0,16.0,0.0,6.0,12642,,11219,The Women's Hundred 2021,1,902,Welsh Fire Women,901,Trent Rockets Women,2021-08-06T20:07:45Z,2,12,False,,,,3364,Kathryn Bryce,386,Bryony Smith,1146,Hayley Matthews,200,207,Deep Cover,4,0,4,4,,BackOfALength,OutsideOff,NotOut,WellTimed,BackFoot,Cut,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,870,False,False,True,False,False,False,4,0,0,0,0,False,True
