over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
958200,1,9.0,9.0,0.0,0.0,9.0,0.0,9.0,34791,,19574,The Hundred 2024 - Women,1,895,Birmingham Phoenix Women,896,Manchester Originals Women,2024-08-15T19:30:43Z,1,1,False,7068,Lauren Filer,658,Ellyse Perry,7051,Sterre Kalis,300,92,Mid On,0,0,0,0,FullToss,OffStump,NotOut,None,FrontFoot,Worked,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,275,False,True,True,False,False,False,0,0,0,0,0,False,False,,,,
958200,1,9.0,9.0,0.0,0.0,9.0,0.0,9.0,34791,,19574,The Hundred 2024 - Women,1,895,Birmingham Phoenix Women,896,Manchester Originals Women,2024-08-15T19:31:06Z,2,2,False,7068,Lauren Filer,658,Ellyse Perry,7051,Sterre Kalis,90,48,Wicketkeeper,0,0,0,0,HalfVolley,Wide,NotOut,Missed,FrontFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,275,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,
958200,1,9.0,9.0,0.0,0.0,9.0,0.0,9.0,34791,,19574,The Hundred 2024 - Women,1,895,Birmingham Phoenix Women,896,Manchester Originals Women,2024-08-15T19:31:33Z,3,3,False,7068,Lauren Filer,658,Ellyse Perry,7051,Sterre Kalis,178,176,Deep Point,4,0,4,4,LengthBall,Wide,NotOut,WellTimed,FrontFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,275,False,False,True,False,False,False,4,0,0,0,0,False,True,,,,
958200,1,9.0,9.0,0.0,0.0,9.0,0.0,9.0,34791,,19574,The Hundred 2024 - Women,1,895,Birmingham Phoenix Women,896,Manchester Originals Women,2024-08-15T19:32:08Z,4,4,False,7068,Lauren Filer,658,Ellyse Perry,7051,Sterre Kalis,218,50,Short Extra Cover,1,0,1,1,Yorker,OutsideOff,NotOut,MisTimed,FrontFoot,Pushed,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,275,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,
958200,1,9.0,9.0,0.0,0.0,9.0,0.0,9.0,34791,,19574,The Hundred 2024 - Women,1,895,Birmingham Phoenix Women,896,Manchester Originals Women,2024-08-15T19:32:51Z,5,5,False,7068,Lauren Filer,7051,Sterre Kalis,658,Ellyse Perry,108,171,Third Man,4,0,4,4,HalfVolley,OutsideOff,NotOut,OutsideEdge,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,275,False,False,True,False,False,False,4,0,0,0,0,False,True,,,,
958204,2,5.5,2.0,0.0,1.0,11.0,0.0,2.0,34791,,19574,The Hundred 2024 - Women,1,895,Birmingham Phoenix Women,896,Manchester Originals Women,2024-08-15T19:33:51Z,1,6,False,3364,Kathryn Bryce,7051,Sterre Kalis,658,Ellyse Perry,13,135,Deep Backward Square Leg,1,0,1,1,LengthBall,OutsideOff,NotOut,None,BackFoot,Worked,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,859,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,
958204,2,5.5,2.0,0.0,1.0,11.0,0.0,2.0,34791,,19574,The Hundred 2024 - Women,1,895,Birmingham Phoenix Women,896,Manchester Originals Women,2024-08-15T19:34:15Z,2,7,False,3364,Kathryn Bryce,658,Ellyse Perry,7051,Sterre Kalis,270,40,Bowler,0,0,0,0,LengthBall,OutsideOff,NotOut,None,BackFoot,Pushed,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,859,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,
958204,2,5.5,2.0,0.0,1.0,11.0,0.0,2.0,34791,,19574,The Hundred 2024 - Women,1,895,Birmingham Phoenix Women,896,Manchester Originals Women,2024-08-15T19:34:37Z,3,7,False,3364,Kathryn Bryce,658,Ellyse Perry,7051,Sterre Kalis,90,48,Wicketkeeper,1,1,1,0,LengthBall,OutsideOff,NotOut,PlayAndMissLegSide,BackFoot,Glance,InSwinger,Over,Medium,Right,Null,NotReferred,Null,True,False,False,False,False,False,859,False,False,True,False,False,False,0,0,1,0,0,False,False,,,,
958204,2,5.5,2.0,0.0,1.0,11.0,0.0,2.0,34791,,19574,The Hundred 2024 - Women,1,895,Birmingham Phoenix Women,896,Manchester Originals Women,2024-08-15T19:34:55Z,3,8,False,3364,Kathryn Bryce,658,Ellyse Perry,7051,Sterre Kalis,294,92,Mid On,0,0,0,0,BackOfALength,Wide,NotOut,None,BackFoot,Pull,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,859,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,
958204,2,5.5,2.0,0.0,1.0,11.0,0.0,2.0,34791,,19574,The Hundred 2024 - Women,1,895,Birmingham Phoenix Women,896,Manchester Originals Women,2024-08-15T19:35:16Z,4,9,False,3364,Kathryn Bryce,658,Ellyse Perry,7051,Sterre Kalis,280,91,Mid On,0,0,0,0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Worked,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,859,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,
958204,2,5.5,2.0,0.0,1.0,11.0,0.0,2.0,34791,,19574,The Hundred 2024 - Women,1,895,Birmingham Phoenix Women,896,Manchester Originals Women,2024-08-15T19:35:50Z,5,10,False,3364,Kathryn Bryce,658,Ellyse Perry,7051,Sterre Kalis,151,81,Backward Point,0,0,0,0,LengthBall,Wide,NotOut,None,FrontFoot,Pushed,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,859,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,
