over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
950316,1,9.0,9.0,0.0,0.0,9.0,0.0,9.0,34479,,19531,The Hundred 2024 - Women,1,899,Southern Brave Women,896,Manchester Originals Women,2024-08-01T19:31:13Z,1,1,False,,,,3364,Kathryn Bryce,2888,Maia Bouchier,432,Danielle Wyatt-Hodge,204,198,Deep Cover,4,0,4,4,,BackOfALength,Wide,NotOut,WellTimed,BackFoot,Cut,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,True,True,False,False,False,4,0,0,0,0,False,True
950316,1,9.0,9.0,0.0,0.0,9.0,0.0,9.0,34479,,19531,The Hundred 2024 - Women,1,899,Southern Brave Women,896,Manchester Originals Women,2024-08-01T19:31:28Z,2,2,False,,,,3364,Kathryn Bryce,2888,Maia Bouchier,432,Danielle Wyatt-Hodge,239,89,Mid Off,1,0,1,1,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Pushed,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,False,False,1,0,0,0,0,False,False
950316,1,9.0,9.0,0.0,0.0,9.0,0.0,9.0,34479,,19531,The Hundred 2024 - Women,1,899,Southern Brave Women,896,Manchester Originals Women,2024-08-01T19:31:57Z,3,3,False,,,,3364,Kathryn Bryce,432,Danielle Wyatt-Hodge,2888,Maia Bouchier,56,90,Short Fine Leg,0,0,0,0,,LengthBall,OffStump,NotOut,InsideEdge,FrontFoot,Glance,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,False,False,0,0,0,0,0,False,False
950316,1,9.0,9.0,0.0,0.0,9.0,0.0,9.0,34479,,19531,The Hundred 2024 - Women,1,899,Southern Brave Women,896,Manchester Originals Women,2024-08-01T19:32:19Z,4,4,False,,,,3364,Kathryn Bryce,432,Danielle Wyatt-Hodge,2888,Maia Bouchier,164,182,Deep Backward Point,4,0,4,4,,LengthBall,Wide,NotOut,WellTimed,BackFoot,Cut,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,False,False,4,0,0,0,0,False,True
950316,1,9.0,9.0,0.0,0.0,9.0,0.0,9.0,34479,,19531,The Hundred 2024 - Women,1,899,Southern Brave Women,896,Manchester Originals Women,2024-08-01T19:32:50Z,5,5,False,,,,3364,Kathryn Bryce,432,Danielle Wyatt-Hodge,2888,Maia Bouchier,197,100,Cover,0,0,0,0,,HalfVolley,OutsideOff,NotOut,None,FrontFoot,Drive,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,False,False,0,0,0,0,0,False,False
950318,2,8.5,8.0,0.0,2.0,17.0,0.0,8.0,34479,,19531,The Hundred 2024 - Women,1,899,Southern Brave Women,896,Manchester Originals Women,2024-08-01T19:33:59Z,1,6,False,,,,7068,Lauren Filer,432,Danielle Wyatt-Hodge,2888,Maia Bouchier,90,48,Wicketkeeper,0,0,0,0,,Yorker,OffStump,NotOut,InsideEdge,FrontFoot,ForwardDefensive,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,False,False,0,0,0,0,0,False,False
950318,2,8.5,8.0,0.0,2.0,17.0,0.0,8.0,34479,,19531,The Hundred 2024 - Women,1,899,Southern Brave Women,896,Manchester Originals Women,2024-08-01T19:34:30Z,2,7,False,,,,7068,Lauren Filer,432,Danielle Wyatt-Hodge,2888,Maia Bouchier,16,133,Deep Backward Square Leg,1,0,1,1,,LengthBall,OffStump,NotOut,None,BackFoot,Worked,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,False,False,1,0,0,0,0,False,False
950318,2,8.5,8.0,0.0,2.0,17.0,0.0,8.0,34479,,19531,The Hundred 2024 - Women,1,899,Southern Brave Women,896,Manchester Originals Women,2024-08-01T19:35:05Z,3,7,False,,,,7068,Lauren Filer,2888,Maia Bouchier,432,Danielle Wyatt-Hodge,217,107,Extra Cover,3,2,3,1,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Pushed,NoMovement,Over,Medium,Right,Null,NotReferred,FrontFoot,False,True,False,False,True,False,45,False,False,True,False,False,False,1,0,0,0,2,False,False
950318,2,8.5,8.0,0.0,2.0,17.0,0.0,8.0,34479,,19531,The Hundred 2024 - Women,1,899,Southern Brave Women,896,Manchester Originals Women,2024-08-01T19:35:57Z,3,8,False,,,,7068,Lauren Filer,432,Danielle Wyatt-Hodge,2888,Maia Bouchier,209,106,Extra Cover,0,0,0,0,,HalfVolley,OffStump,NotOut,MisTimed,BacksAway,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,True,False,True,False,False,False,0,0,0,0,0,False,False
950318,2,8.5,8.0,0.0,2.0,17.0,0.0,8.0,34479,,19531,The Hundred 2024 - Women,1,899,Southern Brave Women,896,Manchester Originals Women,2024-08-01T19:36:25Z,4,9,False,,,,7068,Lauren Filer,432,Danielle Wyatt-Hodge,2888,Maia Bouchier,166,193,Deep Backward Point,4,0,4,4,,LengthBall,Wide,NotOut,WellTimed,BackFoot,Cut,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,False,45,False,False,True,False,False,False,4,0,0,0,0,False,False
