over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
951431,1,3.0,3.0,1.0,0.0,3.0,1.0,3.0,34517,,19540,The Hundred 2024 - Women,1,897,London Spirit Women,900,Oval Invincibles Women,2024-08-04T15:30:37Z,1,1,False,391,Marizanne Kapp,657,Meg Lanning,1090,Georgia Redmayne,15,140,Deep Backward Square Leg,1,0,1,1,LengthBall,OutsideOff,NotOut,InsideEdge,FrontFoot,ForwardDefensive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,96,False,True,True,False,False,False,1,0,0,0,0,False,False,,,,
951431,1,3.0,3.0,1.0,0.0,3.0,1.0,3.0,34517,,19540,The Hundred 2024 - Women,1,897,London Spirit Women,900,Oval Invincibles Women,2024-08-04T15:31:36Z,2,2,False,391,Marizanne Kapp,1090,Georgia Redmayne,657,Meg Lanning,63,143,Third Man,1,0,1,1,LengthBall,OutsideOff,NotOut,ThickEdge,FrontFoot,Drive,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,
951431,1,3.0,3.0,1.0,0.0,3.0,1.0,3.0,34517,,19540,The Hundred 2024 - Women,1,897,London Spirit Women,900,Oval Invincibles Women,2024-08-04T15:32:09Z,3,3,False,391,Marizanne Kapp,657,Meg Lanning,1090,Georgia Redmayne,153,81,Backward Point,0,0,0,0,HalfVolley,OutsideOff,NotOut,None,BackFoot,Pushed,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,
951431,1,3.0,3.0,1.0,0.0,3.0,1.0,3.0,34517,,19540,The Hundred 2024 - Women,1,897,London Spirit Women,900,Oval Invincibles Women,2024-08-04T15:32:42Z,4,4,True,391,Marizanne Kapp,657,Meg Lanning,1090,Georgia Redmayne,0,0,,0,0,0,0,LengthBall,OutsideOff,NotOut,Missed,FrontFoot,Drive,AwaySwinger,Over,Fast,Right,Out1stUmpire,NotReferred,Null,False,False,False,False,False,False,96,False,False,True,False,False,False,0,0,0,0,0,False,False,Bowled,657.0,Meg Lanning,Bowled
951431,1,3.0,3.0,1.0,0.0,3.0,1.0,3.0,34517,,19540,The Hundred 2024 - Women,1,897,London Spirit Women,900,Oval Invincibles Women,2024-08-04T15:34:08Z,5,5,False,391,Marizanne Kapp,3152,Cordelia Griffith,1090,Georgia Redmayne,338,85,Mid Wicket,1,0,1,1,LengthBall,OutsideOff,NotOut,MisTimed,FrontFoot,Drive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,
951442,2,5.0,6.0,0.0,1.0,10.0,1.0,7.0,34517,,19540,The Hundred 2024 - Women,1,897,London Spirit Women,900,Oval Invincibles Women,2024-08-04T15:35:15Z,1,6,False,8155,Rachel Slater,1090,Georgia Redmayne,3152,Cordelia Griffith,178,77,Square Leg,0,1,1,0,LengthBall,OffStump,NotOut,HitPad,FrontFoot,Worked,AwaySwinger,Over,Medium,Left,Null,NotReferred,Null,False,False,False,True,False,False,96,False,False,True,False,False,False,0,0,0,1,0,False,False,,,,
951442,2,5.0,6.0,0.0,1.0,10.0,1.0,7.0,34517,,19540,The Hundred 2024 - Women,1,897,London Spirit Women,900,Oval Invincibles Women,2024-08-04T15:36:00Z,2,7,False,8155,Rachel Slater,3152,Cordelia Griffith,1090,Georgia Redmayne,90,48,Wicketkeeper,0,0,0,0,LengthBall,MiddleStump,NotOut,Missed,DownTheTrack,Drive,AwaySwinger,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,
951442,2,5.0,6.0,0.0,1.0,10.0,1.0,7.0,34517,,19540,The Hundred 2024 - Women,1,897,London Spirit Women,900,Oval Invincibles Women,2024-08-04T15:36:26Z,3,8,False,8155,Rachel Slater,3152,Cordelia Griffith,1090,Georgia Redmayne,248,123,Mid Off,1,0,1,1,LengthBall,MiddleStump,NotOut,MisTimed,FrontFoot,Slog,InSwinger,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,
951442,2,5.0,6.0,0.0,1.0,10.0,1.0,7.0,34517,,19540,The Hundred 2024 - Women,1,897,London Spirit Women,900,Oval Invincibles Women,2024-08-04T15:37:12Z,4,9,False,8155,Rachel Slater,1090,Georgia Redmayne,3152,Cordelia Griffith,242,196,Long On,4,0,4,4,LengthBall,OutsideOff,NotOut,WellTimed,DownTheTrack,Worked,AwaySwinger,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,True,False,False,False,4,0,0,0,0,False,True,,,,
951442,2,5.0,6.0,0.0,1.0,10.0,1.0,7.0,34517,,19540,The Hundred 2024 - Women,1,897,London Spirit Women,900,Oval Invincibles Women,2024-08-04T15:37:51Z,5,10,False,8155,Rachel Slater,1090,Georgia Redmayne,3152,Cordelia Griffith,165,135,Deep Backward Square Leg,1,0,1,1,FullToss,LegStump,NotOut,None,DownTheTrack,Flick,InSwinger,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,
