over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,catchDifficulty
1114220,1,2.0,2.0,1.0,0.0,2.0,1.0,2.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:00:30Z,1,1,False,,,,2887,Lauren Bell,6980,Kira Chathli,1090,Georgia Redmayne,167,150,Deep Backward Point,1,0,1,1,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Drive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,859,False,True,True,False,False,False,1,0,0,0,0,False,False,0.0
1114220,1,2.0,2.0,1.0,0.0,2.0,1.0,2.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:01:22Z,2,2,False,,,,2887,Lauren Bell,1090,Georgia Redmayne,6980,Kira Chathli,303,101,Mid Off,1,0,1,1,,HalfVolley,OutsideOff,NotOut,MisTimed,FrontFoot,Drive,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,859,False,False,True,False,False,False,1,0,0,0,0,False,False,0.0
1114220,1,2.0,2.0,1.0,0.0,2.0,1.0,2.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:01:58Z,3,3,False,,,,2887,Lauren Bell,6980,Kira Chathli,1090,Georgia Redmayne,224,50,Short Extra Cover,0,0,0,0,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Pushed,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,859,False,False,True,False,False,False,0,0,0,0,0,False,False,0.0
1114220,1,2.0,2.0,1.0,0.0,2.0,1.0,2.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:02:27Z,4,4,True,Caught,6980.0,Kira Chathli,2887,Lauren Bell,6980,Kira Chathli,1090,Georgia Redmayne,326,57,Short Mid Wicket,0,0,0,0,Caught,LengthBall,OutsideOff,NotOut,MisTimed,FrontFoot,Pull,AwaySwinger,Over,Fast,Right,Out1stUmpire,NotReferred,Null,False,False,False,False,False,False,859,False,False,True,False,False,False,0,0,0,0,0,False,False,1.0
1114220,1,2.0,2.0,1.0,0.0,2.0,1.0,2.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:03:52Z,5,5,False,,,,2887,Lauren Bell,3152,Cordelia Griffith,1090,Georgia Redmayne,218,54,Short Extra Cover,0,0,0,0,,HalfVolley,OutsideOff,NotOut,MisTimed,FrontFoot,Drive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,859,False,False,True,False,False,False,0,0,0,0,0,False,False,0.0
1114223,2,3.0,4.0,0.0,0.0,6.0,1.0,4.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:05:01Z,1,6,False,,,,408,Sophie Devine,3152,Cordelia Griffith,1090,Georgia Redmayne,90,48,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,NotOut,Missed,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,859,False,False,True,False,False,False,0,0,0,0,0,False,False,
1114223,2,3.0,4.0,0.0,0.0,6.0,1.0,4.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:05:27Z,2,7,False,,,,408,Sophie Devine,3152,Cordelia Griffith,1090,Georgia Redmayne,90,48,Wicketkeeper,0,0,0,0,,LengthBall,OffStump,NotOut,Missed,FrontFoot,Worked,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,859,False,False,True,False,False,False,0,0,0,0,0,False,False,
1114223,2,3.0,4.0,0.0,0.0,6.0,1.0,4.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:05:54Z,3,8,False,,,,408,Sophie Devine,3152,Cordelia Griffith,1090,Georgia Redmayne,162,190,Deep Backward Point,4,0,4,4,,LengthBall,Wide,NotOut,TopEdge,DownTheTrack,Cut,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,859,False,False,True,False,False,False,4,0,0,0,0,False,True,
1114223,2,3.0,4.0,0.0,0.0,6.0,1.0,4.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:06:31Z,4,9,False,,,,408,Sophie Devine,3152,Cordelia Griffith,1090,Georgia Redmayne,252,87,Mid Off,0,0,0,0,,LengthBall,OutsideOff,NotOut,MisTimed,FrontFoot,Pushed,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,859,False,False,True,False,False,False,0,0,0,0,0,False,False,
1114223,2,3.0,4.0,0.0,0.0,6.0,1.0,4.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:06:51Z,5,10,False,,,,408,Sophie Devine,3152,Cordelia Griffith,1090,Georgia Redmayne,245,99,Mid Off,0,0,0,0,,LengthBall,OutsideOff,NotOut,MisTimed,FrontFoot,Cut,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,859,False,False,True,False,False,False,0,0,0,0,0,False,False,
1114225,3,4.33,7.0,0.0,0.0,13.0,1.0,7.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:08:12Z,1,11,False,,,,394,Mady Villiers,1090,Georgia Redmayne,3152,Cordelia Griffith,163,188,Deep Backward Square Leg,4,0,4,4,,LengthBall,OutsideOff,NotOut,WellTimed,BackFoot,Pull,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,True,False,96,False,False,True,False,False,False,4,0,0,0,0,False,True,0.0
1114225,3,4.33,7.0,0.0,0.0,13.0,1.0,7.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:08:38Z,2,12,False,,,,394,Mady Villiers,1090,Georgia Redmayne,3152,Cordelia Griffith,0,94,Point,0,0,0,0,,LengthBall,OutsideOff,NotOut,MisTimed,BackFoot,Drive,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,True,False,False,False,0,0,0,0,0,False,False,0.0
1114225,3,4.33,7.0,0.0,0.0,13.0,1.0,7.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:08:56Z,3,13,False,,,,394,Mady Villiers,1090,Georgia Redmayne,3152,Cordelia Griffith,14,141,Deep Backward Point,2,0,2,2,,LengthBall,OutsideOff,NotOut,ThickEdge,BackFoot,Drive,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,True,False,False,False,2,0,0,0,0,False,False,0.0
1114225,3,4.33,7.0,0.0,0.0,13.0,1.0,7.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:09:22Z,4,14,False,,,,394,Mady Villiers,1090,Georgia Redmayne,3152,Cordelia Griffith,122,91,Short Fine Leg,1,0,1,1,,LengthBall,LegStump,NotOut,BottomEdge,FrontFoot,Sweep,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,True,False,False,False,1,0,0,0,0,False,False,0.0
1114225,3,4.33,7.0,0.0,0.0,13.0,1.0,7.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:10:04Z,5,15,False,,,,394,Mady Villiers,3152,Cordelia Griffith,1090,Georgia Redmayne,56,93,Short Fine Leg,0,0,0,0,,HalfVolley,MiddleStump,NotOut,None,FrontFoot,Glance,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,True,False,False,False,0,0,0,0,0,False,False,0.0
1114226,4,4.5,5.0,0.0,0.0,18.0,1.0,5.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:10:56Z,1,16,False,,,,15012,Tilly Corteen-Coleman,3152,Cordelia Griffith,1090,Georgia Redmayne,299,134,Long On,1,0,1,1,,HalfVolley,MiddleStump,NotOut,None,DownTheTrack,Slog,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,True,False,False,False,1,0,0,0,0,False,False,
1114226,4,4.5,5.0,0.0,0.0,18.0,1.0,5.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:11:37Z,2,17,False,,,,15012,Tilly Corteen-Coleman,1090,Georgia Redmayne,3152,Cordelia Griffith,220,53,Short Mid Wicket,0,0,0,0,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Worked,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,True,False,False,False,0,0,0,0,0,False,False,
1114226,4,4.5,5.0,0.0,0.0,18.0,1.0,5.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:11:54Z,3,18,False,,,,15012,Tilly Corteen-Coleman,1090,Georgia Redmayne,3152,Cordelia Griffith,216,225,Deep Mid Wicket,4,0,4,4,,LengthBall,OutsideOff,NotOut,WellTimed,DownTheTrack,Slog,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,True,False,96,False,False,True,False,False,False,4,0,0,0,0,False,True,
1114226,4,4.5,5.0,0.0,0.0,18.0,1.0,5.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:12:32Z,4,19,False,,,,15012,Tilly Corteen-Coleman,1090,Georgia Redmayne,3152,Cordelia Griffith,345,94,Cover,0,0,0,0,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Drive,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,True,False,False,False,0,0,0,0,0,False,False,
1114226,4,4.5,5.0,0.0,0.0,18.0,1.0,5.0,40216,,22881,The Hundred 2025 - Women,1,897,London Spirit Women,899,Southern Brave Women,2025-08-23T19:12:56Z,5,20,False,,,,15012,Tilly Corteen-Coleman,1090,Georgia Redmayne,3152,Cordelia Griffith,270,40,Bowler,0,0,0,0,,LengthBall,Wide,NotOut,None,DownTheTrack,Worked,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,96,False,False,True,False,False,False,0,0,0,0,0,False,False,
