over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,over_runrate
56946,2,6.0,1.0,4.0,11.0,1.0,8.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:40:20Z,5,False,271.0,Mujeeb Ur Rahman,2123.0,,1189.0,David Warner,339.0,22.0,Left,Short Leg,0.0,0,0,0.0,BackOfALength,OutsideOff,InsideEdge,FrontFoot,Pushed,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56946,2,6.0,1.0,4.0,11.0,1.0,8.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:40:46Z,6,False,271.0,Mujeeb Ur Rahman,2123.0,,1189.0,David Warner,202.0,212.0,Left,Deep Cover,4.0,0,4,4.0,HalfVolley,OutsideOff,WellTimed,FrontFoot,Drive,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,4.0,0.0,0.0,0.0,0.0,False,False,,,,,
56952,3,3.0,0.0,3.0,17.0,1.0,6.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:41:45Z,1,False,2482.0,Ankit Rajpoot,1189.0,David Warner,2123.0,,106.0,146.0,Right,Fine Leg,0.0,3,3,0.0,BackOfALength,DownLeg,None,BackFoot,Worked,NoMovement,Over,Medium,Left,Null,Null,False,False,False,True,False,False,26.0,False,False,True,False,True,False,0.0,0.0,0.0,3.0,0.0,False,False,,,,,
56952,3,3.0,0.0,3.0,17.0,1.0,6.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:42:59Z,2,False,2482.0,Ankit Rajpoot,2123.0,,1189.0,David Warner,165.0,145.0,Left,Deep Backward Point,1.0,0,1,1.0,BackOfALength,OutsideOff,None,BackFoot,Steer,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
56952,3,3.0,0.0,3.0,17.0,1.0,6.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:43:41Z,3,False,2482.0,Ankit Rajpoot,1189.0,David Warner,2123.0,,340.0,82.0,Right,Cover,0.0,0,0,0.0,LengthBall,OffStump,None,FrontFoot,Drive,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56952,3,3.0,0.0,3.0,17.0,1.0,6.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:44:12Z,4,False,2482.0,Ankit Rajpoot,1189.0,David Warner,2123.0,,354.0,89.0,Right,Point,0.0,0,0,0.0,LengthBall,OffStump,None,FrontFoot,Drive,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56952,3,3.0,0.0,3.0,17.0,1.0,6.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:44:49Z,5,False,2482.0,Ankit Rajpoot,1189.0,David Warner,2123.0,,330.0,82.0,Right,Extra Cover,0.0,0,0,0.0,BackOfALength,OutsideOff,None,FrontFoot,Drive,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56952,3,3.0,0.0,3.0,17.0,1.0,6.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:45:20Z,6,False,2482.0,Ankit Rajpoot,1189.0,David Warner,2123.0,,197.0,83.0,Right,Mid Wicket,2.0,0,2,2.0,BackOfALength,DownLeg,None,BackFoot,Worked,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,True,False,True,False,2.0,0.0,0.0,0.0,0.0,False,False,,,,,
56956,4,1.0,0.0,0.0,18.0,1.0,1.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:46:57Z,1,False,213.0,,2123.0,,1189.0,David Warner,325.0,131.0,Left,Mid Wicket,1.0,0,1,1.0,BackOfALength,MiddleStump,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
56956,4,1.0,0.0,0.0,18.0,1.0,1.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:47:31Z,2,False,213.0,,1189.0,David Warner,2123.0,,264.0,32.0,Right,Silly Mid On,0.0,0,0,0.0,BackOfALength,OffStump,MisTimed,FrontFoot,Slog,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56956,4,1.0,0.0,0.0,18.0,1.0,1.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:48:17Z,3,False,213.0,,1189.0,David Warner,2123.0,,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,BackOfALength,OutsideOff,Missed,FrontFoot,Drive,SeamAway,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56956,4,1.0,0.0,0.0,18.0,1.0,1.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:48:52Z,4,False,213.0,,1189.0,David Warner,2123.0,,324.0,89.0,Right,Extra Cover,0.0,0,0,0.0,BackOfALength,OutsideOff,None,FrontFoot,Dropped,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56956,4,1.0,0.0,0.0,18.0,1.0,1.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:49:48Z,5,False,213.0,,1189.0,David Warner,2123.0,,226.0,96.0,Right,Mid On,0.0,0,0,0.0,HalfVolley,OffStump,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56956,4,1.0,0.0,0.0,18.0,1.0,1.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:50:27Z,6,False,213.0,,1189.0,David Warner,2123.0,,340.0,83.0,Right,Cover,0.0,0,0,0.0,BackOfALength,MiddleStump,None,BackFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56957,5,7.0,0.0,0.0,25.0,1.0,7.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:51:38Z,1,False,2482.0,Ankit Rajpoot,2123.0,,1189.0,David Warner,332.0,81.0,Left,Mid Wicket,1.0,0,1,1.0,BackOfALength,LegStump,None,BackFoot,Worked,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
56957,5,7.0,0.0,0.0,25.0,1.0,7.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:52:38Z,2,False,2482.0,Ankit Rajpoot,1189.0,David Warner,2123.0,,348.0,154.0,Right,Deep Cover,1.0,0,1,1.0,BackOfALength,OffStump,None,FrontFoot,Steer,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
56957,5,7.0,0.0,0.0,25.0,1.0,7.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:53:18Z,3,False,2482.0,Ankit Rajpoot,2123.0,,1189.0,David Warner,166.0,71.0,Left,Backward Point,0.0,0,0,0.0,BackOfALength,OffStump,None,BackFoot,Steer,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56957,5,7.0,0.0,0.0,25.0,1.0,7.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:53:59Z,4,False,2482.0,Ankit Rajpoot,2123.0,,1189.0,David Warner,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,OutsideOff,Missed,FrontFoot,Pushed,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56957,5,7.0,0.0,0.0,25.0,1.0,7.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:54:34Z,5,False,2482.0,Ankit Rajpoot,2123.0,,1189.0,David Warner,174.0,66.0,Left,Gully,1.0,0,1,1.0,BackOfALength,OutsideOff,None,BackFoot,Steer,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
56957,5,7.0,0.0,0.0,25.0,1.0,7.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:55:15Z,6,False,2482.0,Ankit Rajpoot,1189.0,David Warner,2123.0,,204.0,205.0,Right,Deep Mid Wicket,4.0,0,4,4.0,HalfVolley,LegStump,WellTimed,BackFoot,Worked,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,True,False,True,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,
56960,6,2.0,0.0,0.0,27.0,1.0,2.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:57:09Z,1,False,213.0,,2123.0,,1189.0,David Warner,263.0,34.0,Left,Silly Mid Off,0.0,0,0,0.0,BackOfALength,OffStump,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56960,6,2.0,0.0,0.0,27.0,1.0,2.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:58:24Z,2,False,213.0,,2123.0,,1189.0,David Warner,198.0,86.0,Left,Cover,0.0,0,0,0.0,BackOfALength,OutsideOff,None,BackFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56960,6,2.0,0.0,0.0,27.0,1.0,2.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:59:05Z,3,False,213.0,,2123.0,,1189.0,David Warner,227.0,100.0,Left,Mid Off,1.0,0,1,1.0,LengthBall,OutsideOff,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
56960,6,2.0,0.0,0.0,27.0,1.0,2.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T15:59:49Z,4,False,213.0,,1189.0,David Warner,2123.0,,222.0,111.0,Right,Mid On,1.0,0,1,1.0,BackOfALength,LegStump,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
56960,6,2.0,0.0,0.0,27.0,1.0,2.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T16:00:36Z,5,False,213.0,,2123.0,,1189.0,David Warner,237.0,93.0,Left,Mid Off,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56960,6,2.0,0.0,0.0,27.0,1.0,2.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T16:01:14Z,6,False,213.0,,2123.0,,1189.0,David Warner,185.0,81.0,Left,Point,0.0,0,0,0.0,BackOfALength,OutsideOff,None,BackFoot,Steer,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56963,7,4.0,0.0,0.0,31.0,1.0,4.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T16:02:24Z,1,False,211.0,,1189.0,David Warner,2123.0,,208.0,106.0,Right,Mid Wicket,1.0,0,1,1.0,BackOfALength,OutsideOff,None,FrontFoot,Worked,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,False,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
56963,7,4.0,0.0,0.0,31.0,1.0,4.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T16:03:04Z,2,False,211.0,,2123.0,,1189.0,David Warner,345.0,141.0,Left,Deep Mid Wicket,1.0,0,1,1.0,LengthBall,LegStump,None,FrontFoot,Worked,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,False,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
56963,7,4.0,0.0,0.0,31.0,1.0,4.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T16:03:29Z,3,False,211.0,,1189.0,David Warner,2123.0,,290.0,38.0,Right,Silly Mid Off,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Pushed,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56963,7,4.0,0.0,0.0,31.0,1.0,4.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T16:03:51Z,4,False,211.0,,1189.0,David Warner,2123.0,,335.0,97.0,Right,Cover,0.0,0,0,0.0,HalfVolley,OutsideOff,None,FrontFoot,Pushed,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56963,7,4.0,0.0,0.0,31.0,1.0,4.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T16:04:14Z,5,False,211.0,,1189.0,David Warner,2123.0,,335.0,85.0,Right,Cover,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56963,7,4.0,0.0,0.0,31.0,1.0,4.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T16:04:28Z,6,False,211.0,,1189.0,David Warner,2123.0,,197.0,101.0,Right,Mid Wicket,2.0,0,2,2.0,LengthBall,OutsideOff,None,BackFoot,Worked,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,False,False,True,False,2.0,0.0,0.0,0.0,0.0,False,False,,,,,
56966,8,6.0,0.0,0.0,37.0,1.0,6.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T16:05:42Z,1,False,271.0,Mujeeb Ur Rahman,2123.0,,1189.0,David Warner,271.0,27.0,Left,Short Leg,0.0,0,0,0.0,BackOfALength,OutsideOff,None,BackFoot,Pushed,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
56966,8,6.0,0.0,0.0,37.0,1.0,6.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T16:06:06Z,2,False,271.0,Mujeeb Ur Rahman,2123.0,,1189.0,David Warner,285.0,162.0,Left,Long On,1.0,0,1,1.0,LengthBall,OutsideOff,None,BackFoot,Pushed,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,False,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
56966,8,6.0,0.0,0.0,37.0,1.0,6.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T16:06:48Z,3,False,271.0,Mujeeb Ur Rahman,1189.0,David Warner,2123.0,,198.0,159.0,Right,Deep Mid Wicket,1.0,0,1,1.0,BackOfALength,OutsideOff,None,BackFoot,Pull,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,False,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
56966,8,6.0,0.0,0.0,37.0,1.0,6.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T16:07:25Z,4,False,271.0,Mujeeb Ur Rahman,2123.0,,1189.0,David Warner,332.0,123.0,Left,Mid Wicket,1.0,0,1,1.0,BackOfALength,OutsideOff,None,FrontFoot,Worked,QuickerBall,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,False,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
56966,8,6.0,0.0,0.0,37.0,1.0,6.0,1255,,5267,IPL 2019,1,247,Sunrisers Hyderabad,242,Punjab Kings,2019-04-08T16:07:51Z,5,False,271.0,Mujeeb Ur Rahman,1189.0,David Warner,2123.0,,353.0,160.0,Right,Deep Point,2.0,0,2,2.0,LengthBall,OutsideOff,None,BackFoot,Cut,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,False,False,True,False,2.0,0.0,0.0,0.0,0.0,False,False,,,,,
