over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,matchName
1605118,2,10.5,19,0,0,21,0,19,75328,39023,T20 Blast 2026 - Men,1,50,Lancashire Men,36,Derbyshire Men,8546169,2026-07-01T18:00:48Z,1,7,False,,,,7014,Ben Aitchison,192,Keaton Jennings,2729,Michael Jones,206.0,122.0,Left,Deep Square Leg,1,0,1,1,,LengthBall,MiddleStump,,WellTimed,FrontFoot,Flick,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,
1605118,2,10.5,19,0,0,21,0,19,75328,39023,T20 Blast 2026 - Men,1,50,Lancashire Men,36,Derbyshire Men,8546176,2026-07-01T18:01:34Z,2,8,False,,,,7014,Ben Aitchison,2729,Michael Jones,192,Keaton Jennings,248.0,179.0,Right,,4,0,4,4,,LengthBall,OutsideOff,,WellTimed,DownTheTrack,Slog,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,4,0,0,0,0,True,False,
1605118,2,10.5,19,0,0,21,0,19,75328,39023,T20 Blast 2026 - Men,1,50,Lancashire Men,36,Derbyshire Men,8546179,2026-07-01T18:02:08Z,3,9,False,,,,7014,Ben Aitchison,2729,Michael Jones,192,Keaton Jennings,291.0,179.0,Right,,6,0,6,6,,LengthBall,OutsideOff,,Middled,FrontFoot,Slog,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,6,0,0,0,0,True,False,
1605118,2,10.5,19,0,0,21,0,19,75328,39023,T20 Blast 2026 - Men,1,50,Lancashire Men,36,Derbyshire Men,8546185,2026-07-01T18:02:47Z,4,10,False,,,,7014,Ben Aitchison,2729,Michael Jones,192,Keaton Jennings,170.0,92.0,Right,Backward Point,1,0,1,1,,LengthBall,OutsideOff,,WellTimed,BackFoot,Cut,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,
1605118,2,10.5,19,0,0,21,0,19,75328,39023,T20 Blast 2026 - Men,1,50,Lancashire Men,36,Derbyshire Men,8546189,2026-07-01T18:03:19Z,5,11,False,,,,7014,Ben Aitchison,192,Keaton Jennings,2729,Michael Jones,252.0,180.0,Left,,6,0,6,6,,LengthBall,MiddleStump,,Middled,FrontFoot,Slog,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,6,0,0,0,0,True,False,
1605118,2,10.5,19,0,0,21,0,19,75328,39023,T20 Blast 2026 - Men,1,50,Lancashire Men,36,Derbyshire Men,8546193,2026-07-01T18:03:51Z,6,12,False,,,,7014,Ben Aitchison,192,Keaton Jennings,2729,Michael Jones,290.0,115.0,Left,Long Off,1,0,1,1,,BackOfALength,OutsideOff,,WellTimed,BackFoot,Cut,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,
1605124,3,9.0,6,1,0,27,1,6,75328,39023,T20 Blast 2026 - Men,1,50,Lancashire Men,36,Derbyshire Men,8546199,2026-07-01T18:04:37Z,1,13,True,Bowled,192.0,Keaton Jennings,8104,Matthew Montgomery,192,Keaton Jennings,2729,Michael Jones,,,Left,Wicketkeeper,0,0,0,0,Bowled,LengthBall,MiddleStump,Bowled,Missed,FrontFoot,ReverseSweep,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,1906.0,False,False,True,False,False,False,0,0,0,0,0,False,False,
1605124,3,9.0,6,1,0,27,1,6,75328,39023,T20 Blast 2026 - Men,1,50,Lancashire Men,36,Derbyshire Men,8546207,2026-07-01T18:06:06Z,2,14,False,,,,8104,Matthew Montgomery,513,Liam Livingstone,2729,Michael Jones,314.0,68.0,Right,Mid Wicket,0,0,0,0,,HalfVolley,OutsideOff,,None,FrontFoot,Flick,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,
1605124,3,9.0,6,1,0,27,1,6,75328,39023,T20 Blast 2026 - Men,1,50,Lancashire Men,36,Derbyshire Men,8546209,2026-07-01T18:06:23Z,3,15,False,,,,8104,Matthew Montgomery,513,Liam Livingstone,2729,Michael Jones,340.0,73.0,Right,Square Leg,1,0,1,1,,LengthBall,OutsideOff,,WellTimed,BackFoot,Worked,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,
1605124,3,9.0,6,1,0,27,1,6,75328,39023,T20 Blast 2026 - Men,1,50,Lancashire Men,36,Derbyshire Men,8546212,2026-07-01T18:06:46Z,4,16,False,,,,8104,Matthew Montgomery,2729,Michael Jones,513,Liam Livingstone,187.0,68.0,Right,Cover,0,0,0,0,,LengthBall,OutsideOff,,None,BackFoot,Cut,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,
