over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,id,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,decisionOfficialId,matchName
1610647,2,8.0,10,0,0,16,1,10,75550,40155,Major League Cricket 2026,1,1291,Texas Super Kings,1292,Los Angeles Knight Riders,8579800,2026-07-13T00:56:52Z,1,7,False,628,Jason Holder,715,Faf du Plessis,138,Rilee Rossouw,116.0,137.0,Right,Third Man,2,0,2,2,LengthBall,OutsideOff,OutsideEdge,FrontFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,2,0,0,0,0,False,False,,,,,,,
1610647,2,8.0,10,0,0,16,1,10,75550,40155,Major League Cricket 2026,1,1291,Texas Super Kings,1292,Los Angeles Knight Riders,8579801,2026-07-13T00:57:34Z,2,8,False,628,Jason Holder,715,Faf du Plessis,138,Rilee Rossouw,198.0,61.0,Right,Cover,1,0,1,1,LengthBall,OutsideOff,None,BackFoot,Dropped,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,,
1610647,2,8.0,10,0,0,16,1,10,75550,40155,Major League Cricket 2026,1,1291,Texas Super Kings,1292,Los Angeles Knight Riders,8579802,2026-07-13T00:58:18Z,3,9,False,628,Jason Holder,138,Rilee Rossouw,715,Faf du Plessis,204.0,174.0,Left,,4,0,4,4,BackOfALength,LegStump,WellTimed,BackFoot,Pull,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,,
1610647,2,8.0,10,0,0,16,1,10,75550,40155,Major League Cricket 2026,1,1291,Texas Super Kings,1292,Los Angeles Knight Riders,8579803,2026-07-13T00:58:56Z,4,10,False,628,Jason Holder,138,Rilee Rossouw,715,Faf du Plessis,308.0,81.0,Left,Extra Cover,1,0,1,1,LengthBall,MiddleStump,None,BackFoot,Pushed,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,,
1610647,2,8.0,10,0,0,16,1,10,75550,40155,Major League Cricket 2026,1,1291,Texas Super Kings,1292,Los Angeles Knight Riders,8579804,2026-07-13T00:59:33Z,5,11,False,628,Jason Holder,715,Faf du Plessis,138,Rilee Rossouw,239.0,68.0,Right,Extra Cover,1,0,1,1,BackOfALength,Wide,MisTimed,FrontFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,,
1610647,2,8.0,10,0,0,16,1,10,75550,40155,Major League Cricket 2026,1,1291,Texas Super Kings,1292,Los Angeles Knight Riders,8579805,2026-07-13T01:00:22Z,6,12,False,628,Jason Holder,138,Rilee Rossouw,715,Faf du Plessis,126.0,68.0,Left,Short Fine Leg,1,0,1,1,LengthBall,OutsideOff,None,DownTheTrack,Flick,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,,
1610648,3,7.0,5,0,0,21,1,5,75550,40155,Major League Cricket 2026,1,1291,Texas Super Kings,1292,Los Angeles Knight Riders,8579806,2026-07-13T01:01:14Z,1,13,False,975,Sunil Narine,138,Rilee Rossouw,715,Faf du Plessis,341.0,83.0,Left,Cover,0,0,0,0,BackOfALength,OutsideOff,None,FrontFoot,Drive,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,,
1610648,3,7.0,5,0,0,21,1,5,75550,40155,Major League Cricket 2026,1,1291,Texas Super Kings,1292,Los Angeles Knight Riders,8579807,2026-07-13T01:01:34Z,2,14,False,975,Sunil Narine,138,Rilee Rossouw,715,Faf du Plessis,351.0,172.0,Left,,4,0,4,4,Short,Wide,WellTimed,BacksAway,Cut,CarromBall,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,,
1610648,3,7.0,5,0,0,21,1,5,75550,40155,Major League Cricket 2026,1,1291,Texas Super Kings,1292,Los Angeles Knight Riders,8579808,2026-07-13T01:01:59Z,3,15,False,975,Sunil Narine,138,Rilee Rossouw,715,Faf du Plessis,175.0,130.0,Left,Deep Backward Square Leg,1,0,1,1,BackOfALength,OutsideOff,None,BackFoot,Worked,CarromBall,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,,
1610648,3,7.0,5,0,0,21,1,5,75550,40155,Major League Cricket 2026,1,1291,Texas Super Kings,1292,Los Angeles Knight Riders,8579809,2026-07-13T01:02:28Z,4,16,False,975,Sunil Narine,715,Faf du Plessis,138,Rilee Rossouw,201.0,53.0,Right,Cover,0,0,0,0,BackOfALength,OffStump,None,FrontFoot,ForwardDefensive,CarromBall,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,,
