over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,ballDateTime,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,runsConceded,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,catchDifficulty,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
1077141,2,6.0,7.0,1.0,0.0,12.0,1.0,7.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,5,False,Long On,0,6,False,True,2025-06-15T02:40:07Z,2629.0,Shadley van Schalkwyk,3149.0,Finn Allen,2911.0,Jake Fraser-McGurk,293.0,233.0,6.0,6.0,LengthBall,OutsideOff,NotOut,Middled,FrontFoot,Flick,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,True,False,256.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,0.0,,,,
1077141,2,6.0,7.0,1.0,0.0,12.0,1.0,7.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,6,False,Backward Point,0,0,False,False,2025-06-15T02:41:01Z,2629.0,Shadley van Schalkwyk,3149.0,Finn Allen,2911.0,Jake Fraser-McGurk,159.0,75.0,0.0,0.0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Steer,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,256.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1077143,3,9.67,16.0,0.0,1.0,29.0,1.0,17.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,1,False,Deep Cover,0,4,False,True,2025-06-15T02:41:58Z,3199.0,Ali Khan,2911.0,Jake Fraser-McGurk,3149.0,Finn Allen,201.0,186.0,4.0,4.0,BackOfALength,OutsideOff,NotOut,WellTimed,BackFoot,Drive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,11.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,,,,,
1077143,3,9.67,16.0,0.0,1.0,29.0,1.0,17.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,2,False,Deep Backward Point,0,2,False,False,2025-06-15T02:42:29Z,3199.0,Ali Khan,2911.0,Jake Fraser-McGurk,3149.0,Finn Allen,171.0,138.0,2.0,2.0,HalfVolley,OutsideOff,NotOut,WellTimed,FrontFoot,Drive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,11.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,,,,,
1077143,3,9.67,16.0,0.0,1.0,29.0,1.0,17.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,3,False,Wicketkeeper,1,2,False,False,2025-06-15T02:43:14Z,3199.0,Ali Khan,2911.0,Jake Fraser-McGurk,3149.0,Finn Allen,90.0,48.0,1.0,0.0,BackOfALength,OutsideOff,NotOut,PlayAndMissLegSide,FrontFoot,Pull,LegCutter,Over,Fast,Right,Null,NotReferred,Null,True,False,False,False,False,False,11.0,False,False,True,False,False,False,1.0,0.0,1.0,0.0,0.0,,,,,
1077143,3,9.67,16.0,0.0,1.0,29.0,1.0,17.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,3,False,Bowler,0,0,False,False,2025-06-15T02:43:51Z,3199.0,Ali Khan,2911.0,Jake Fraser-McGurk,3149.0,Finn Allen,270.0,40.0,0.0,0.0,LengthBall,OutsideOff,NotOut,None,BackFoot,Worked,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,11.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
1077143,3,9.67,16.0,0.0,1.0,29.0,1.0,17.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,4,False,Extra Cover,0,1,False,False,2025-06-15T02:44:38Z,3199.0,Ali Khan,2911.0,Jake Fraser-McGurk,3149.0,Finn Allen,220.0,76.0,1.0,1.0,LengthBall,OutsideOff,NotOut,MisTimed,FrontFoot,Drive,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,11.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
1077143,3,9.67,16.0,0.0,1.0,29.0,1.0,17.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,5,False,Long On,0,4,False,False,2025-06-15T02:45:25Z,3199.0,Ali Khan,3149.0,Finn Allen,2911.0,Jake Fraser-McGurk,318.0,213.0,4.0,4.0,Short,Wide,NotOut,WellTimed,BackFoot,Pull,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,True,False,11.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,,,,,
1077143,3,9.67,16.0,0.0,1.0,29.0,1.0,17.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,6,False,Deep Extra Cover,0,4,False,False,2025-06-15T02:46:14Z,3199.0,Ali Khan,3149.0,Finn Allen,2911.0,Jake Fraser-McGurk,220.0,205.0,4.0,4.0,LengthBall,OutsideOff,NotOut,WellTimed,BackFoot,Drive,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,True,False,11.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,,,,,
1077144,4,9.25,9.0,0.0,1.0,37.0,1.0,10.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,1,False,Wicketkeeper,1,2,False,False,2025-06-15T02:47:18Z,1485.0,Andre Russell,2911.0,Jake Fraser-McGurk,3149.0,Finn Allen,90.0,48.0,1.0,0.0,LengthBall,LegStump,NotOut,PlayAndMissLegSide,FrontFoot,Flick,NoMovement,Over,Fast,Right,Null,NotReferred,Null,True,False,False,False,False,False,256.0,False,False,True,False,False,False,1.0,0.0,1.0,0.0,0.0,,,,,
1077144,4,9.25,9.0,0.0,1.0,37.0,1.0,10.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,1,False,Silly Mid On,0,1,False,False,2025-06-15T02:47:58Z,1485.0,Andre Russell,2911.0,Jake Fraser-McGurk,3149.0,Finn Allen,294.0,66.0,1.0,1.0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Worked,OffCutter,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,256.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
1077144,4,9.25,9.0,0.0,1.0,37.0,1.0,10.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,2,False,Backward Point,0,0,False,False,2025-06-15T02:48:36Z,1485.0,Andre Russell,3149.0,Finn Allen,2911.0,Jake Fraser-McGurk,155.0,77.0,0.0,0.0,LengthBall,OutsideOff,NotOut,None,BackFoot,Drive,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,256.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
1077144,4,9.25,9.0,0.0,1.0,37.0,1.0,10.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,3,False,Fine Leg,0,4,False,False,2025-06-15T02:49:14Z,1485.0,Andre Russell,3149.0,Finn Allen,2911.0,Jake Fraser-McGurk,74.0,195.0,4.0,4.0,LengthBall,OutsideOff,NotOut,WellTimed,MovesInfront,Scoop,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,True,False,256.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,,,,,
1077144,4,9.25,9.0,0.0,1.0,37.0,1.0,10.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,4,False,Long On,0,1,False,False,2025-06-15T02:49:53Z,1485.0,Andre Russell,3149.0,Finn Allen,2911.0,Jake Fraser-McGurk,293.0,163.0,1.0,1.0,HalfVolley,OutsideOff,NotOut,MisTimed,FrontFoot,Slog,OffCutter,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,256.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
1077144,4,9.25,9.0,0.0,1.0,37.0,1.0,10.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,5,False,Mid Off,0,1,False,False,2025-06-15T02:50:27Z,1485.0,Andre Russell,2911.0,Jake Fraser-McGurk,3149.0,Finn Allen,248.0,85.0,1.0,1.0,HalfVolley,OutsideOff,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,256.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
1077144,4,9.25,9.0,0.0,1.0,37.0,1.0,10.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,6,False,Mid Wicket,0,1,False,False,2025-06-15T02:51:06Z,1485.0,Andre Russell,3149.0,Finn Allen,2911.0,Jake Fraser-McGurk,335.0,104.0,1.0,1.0,FullToss,LegStump,NotOut,None,FrontFoot,Worked,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,256.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
1077145,5,12.4,24.0,0.0,1.0,62.0,1.0,26.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,1,False,Wicketkeeper,0,0,False,False,2025-06-15T02:52:01Z,2629.0,Shadley van Schalkwyk,3149.0,Finn Allen,2911.0,Jake Fraser-McGurk,90.0,48.0,0.0,0.0,LengthBall,OutsideOff,NotOut,Missed,DownTheTrack,Slog,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,11.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1077145,5,12.4,24.0,0.0,1.0,62.0,1.0,26.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,2,False,Backward Point,1,2,False,False,2025-06-15T02:52:34Z,2629.0,Shadley van Schalkwyk,3149.0,Finn Allen,2911.0,Jake Fraser-McGurk,163.0,82.0,0.0,0.0,LengthBall,OffStump,NotOut,HitPad,FrontFoot,Slog,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,True,False,False,11.0,False,False,True,False,False,False,1.0,0.0,0.0,1.0,0.0,0.0,,,,
1077145,5,12.4,24.0,0.0,1.0,62.0,1.0,26.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,3,False,Deep Backward Square Leg,0,6,False,True,2025-06-15T02:53:32Z,2629.0,Shadley van Schalkwyk,2911.0,Jake Fraser-McGurk,3149.0,Finn Allen,17.0,191.0,6.0,6.0,BackOfALength,OutsideOff,NotOut,WellTimed,BackFoot,Pull,LegCutter,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,True,False,11.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,0.0,,,,
1077145,5,12.4,24.0,0.0,1.0,62.0,1.0,26.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,4,False,Deep Square Leg,0,6,False,True,2025-06-15T02:53:57Z,2629.0,Shadley van Schalkwyk,2911.0,Jake Fraser-McGurk,3149.0,Finn Allen,0.0,191.0,6.0,6.0,FullToss,MiddleStump,NotOut,Middled,FrontFoot,Flick,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,True,False,11.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,0.0,,,,
1077145,5,12.4,24.0,0.0,1.0,62.0,1.0,26.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,5,False,Deep Extra Cover,0,6,False,True,2025-06-15T02:54:23Z,2629.0,Shadley van Schalkwyk,2911.0,Jake Fraser-McGurk,3149.0,Finn Allen,224.0,224.0,6.0,6.0,BackOfALength,OutsideOff,NotOut,WellTimed,BackFoot,Drive,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,True,False,11.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,0.0,,,,
1077145,5,12.4,24.0,0.0,1.0,62.0,1.0,26.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,6,False,Deep Mid Wicket,0,6,False,True,2025-06-15T02:55:02Z,2629.0,Shadley van Schalkwyk,2911.0,Jake Fraser-McGurk,3149.0,Finn Allen,350.0,191.0,6.0,6.0,HalfVolley,LegStump,NotOut,WellTimed,FrontFoot,Flick,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,True,False,11.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,0.0,,,,
1077146,6,12.67,13.0,0.0,1.0,76.0,1.0,14.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,1,False,Deep Mid Wicket,0,6,False,True,2025-06-15T02:56:00Z,1485.0,Andre Russell,3149.0,Finn Allen,2911.0,Jake Fraser-McGurk,344.0,195.0,6.0,6.0,Short,OutsideOff,NotOut,Middled,BackFoot,Pull,OffCutter,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,True,False,256.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,0.0,,,,
1077146,6,12.67,13.0,0.0,1.0,76.0,1.0,14.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,2,False,Mid Off,0,0,False,False,2025-06-15T02:56:50Z,1485.0,Andre Russell,3149.0,Finn Allen,2911.0,Jake Fraser-McGurk,245.0,82.0,0.0,0.0,HalfVolley,OffStump,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,256.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1077146,6,12.67,13.0,0.0,1.0,76.0,1.0,14.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,3,False,Mid Off,0,0,False,False,2025-06-15T02:57:30Z,1485.0,Andre Russell,3149.0,Finn Allen,2911.0,Jake Fraser-McGurk,246.0,97.0,0.0,0.0,HalfVolley,Wide,NotOut,None,FrontFoot,Drive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,256.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1077146,6,12.67,13.0,0.0,1.0,76.0,1.0,14.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077146,6,12.67,13.0,0.0,1.0,76.0,1.0,14.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,5,False,Mid Wicket,1,2,False,False,2025-06-15T02:58:47Z,1485.0,Andre Russell,2911.0,Jake Fraser-McGurk,3149.0,Finn Allen,335.0,97.0,1.0,0.0,FullToss,LegStump,NotOut,MisTimed,FrontFoot,Flick,InSwinger,Over,Fast,Right,Null,NotReferred,FrontFoot,False,True,False,False,False,False,256.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
1077146,6,12.67,13.0,0.0,1.0,76.0,1.0,14.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,5,False,Leg Slip,0,0,False,False,2025-06-15T02:59:41Z,1485.0,Andre Russell,2911.0,Jake Fraser-McGurk,3149.0,Finn Allen,44.0,24.0,0.0,0.0,Yorker,DownLeg,NotOut,InsideEdge,FrontFoot,Worked,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,256.0,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1077146,6,12.67,13.0,0.0,1.0,76.0,1.0,14.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,6,False,Deep Square Leg,0,6,False,False,2025-06-15T03:00:26Z,1485.0,Andre Russell,2911.0,Jake Fraser-McGurk,3149.0,Finn Allen,0.0,186.0,6.0,6.0,LengthBall,LegStump,NotOut,WellTimed,FrontFoot,Flick,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,True,False,256.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,0.0,,,,
1077147,7,11.43,4.0,0.0,0.0,80.0,1.0,4.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,1,False,Backward Point,0,0,False,False,2025-06-15T03:04:26Z,975.0,Sunil Narine,3149.0,Finn Allen,2911.0,Jake Fraser-McGurk,161.0,78.0,0.0,0.0,LengthBall,OutsideOff,NotOut,None,BackFoot,Cut,CarromBall,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,11.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1077147,7,11.43,4.0,0.0,0.0,80.0,1.0,4.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,2,False,Deep Mid Wicket,0,1,False,False,2025-06-15T03:04:54Z,975.0,Sunil Narine,3149.0,Finn Allen,2911.0,Jake Fraser-McGurk,340.0,149.0,1.0,1.0,LengthBall,OutsideOff,NotOut,MisTimed,BackFoot,Pull,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,11.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,,,,
1077147,7,11.43,4.0,0.0,0.0,80.0,1.0,4.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,3,False,Long On,0,1,False,False,2025-06-15T03:05:21Z,975.0,Sunil Narine,2911.0,Jake Fraser-McGurk,3149.0,Finn Allen,299.0,153.0,1.0,1.0,LengthBall,OutsideOff,NotOut,None,BackFoot,Worked,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,11.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,,,,
1077147,7,11.43,4.0,0.0,0.0,80.0,1.0,4.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,4,False,Deep Mid Wicket,0,1,False,False,2025-06-15T03:05:40Z,975.0,Sunil Narine,3149.0,Finn Allen,2911.0,Jake Fraser-McGurk,344.0,156.0,1.0,1.0,LengthBall,MiddleStump,NotOut,None,BacksAway,Worked,OffBreak,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,11.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,,,,
1077147,7,11.43,4.0,0.0,0.0,80.0,1.0,4.0,39137,,23376,Major League Cricket 2025,1,1294,San Francisco Unicorns,1292,Los Angeles Knight Riders,5,False,Wicketkeeper,0,0,False,False,2025-06-15T03:06:08Z,975.0,Sunil Narine,2911.0,Jake Fraser-McGurk,3149.0,Finn Allen,90.0,48.0,0.0,0.0,LengthBall,OffStump,NotOut,HitPad,FrontFoot,Worked,CarromBall,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,11.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,
