over_id,over_overNumber,over_runrate,over_totalInningRuns,over_totalInningWickets,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,ballDateTime,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount
309470,10,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309470,10,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309470,10,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309470,10,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309470,10,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309470,10,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309469,11,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309469,11,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309469,11,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309469,11,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309469,11,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309469,11,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309468,12,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309468,12,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309468,12,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309468,12,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309468,12,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309468,12,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309463,13,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309463,13,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309463,13,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309463,13,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309463,13,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309463,13,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309467,14,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309467,14,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309467,14,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309467,14,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309467,14,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309467,14,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309466,15,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309466,15,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309466,15,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309466,15,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309466,15,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309466,15,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309454,16,,,,0.0,0.0,0.0,0.0,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309454,16,,,,0.0,0.0,0.0,0.0,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309454,16,,,,0.0,0.0,0.0,0.0,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309454,16,,,,0.0,0.0,0.0,0.0,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,4,False,Wicketkeeper,0,0,False,False,2018-07-29T19:25:02Z,9.0,Jamie Overton,292.0,Ashton Agar,80.0,Stephen Eskinazi,90.0,48.0,Right,0.0,0.0,LengthBall,Null,Caught,PlayAndMiss,0,Drive,Null,Over,Fast,Left,NotOut1stUmpire,NotReferred,Null,False,False,False,False,False,True,55.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
309454,16,,,,0.0,0.0,0.0,0.0,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309454,16,,,,0.0,0.0,0.0,0.0,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309454,16,,,,0.0,0.0,0.0,0.0,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309464,17,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309464,17,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309464,17,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309464,17,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309464,17,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309464,17,,,,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309465,18,9.67,174.0,6.0,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309465,18,9.67,174.0,6.0,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309465,18,9.67,174.0,6.0,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309465,18,9.67,174.0,6.0,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309465,18,9.67,174.0,6.0,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309465,18,9.67,174.0,6.0,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309465,18,9.67,174.0,6.0,,,,,10158,Match 5,1158,England Domestic T20 2018,2,38,Middlesex,31,Somerset,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
